"ID","Regen_Plot","OldPLOTID","Count_total","X0yr","Ct_1yr","Ct_2yr","Ct_3yr","Ct_4yr","Ct_5yr","X6yr","X7yr","X8yr","X9yr","X10yr","X11.yr","Type","Species","num_dead","seed_veg_plant","tallest_age","tallest_ht_cm","tallest_lastyr_cm","Remarks","number_sprouts","X11yr","X12yr","X13yr","X14yr","X15yr","X16yr","X17yr","X18yr","X19yr","X20.yr","unk_yr","quadrants","x21yr","x22yr","x23yr","x24yr","x25yr","x26yr"
1318,"SIM1000021",NA,18,1,NA,NA,5,11,1,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",5,120,32,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1320,"SIM1000006",NA,113,NA,NA,NA,37,76,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",4,130,28,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1322,"SIM1000006",NA,8,0,0,0,0,0,0,0,0,0,0,0,0,"H","ARME",NA,"S",4,250,55,"",NA,0,0,0,0,0,0,0,0,0,0,8,NA,0,0,0,0,0,0
1323,"SIM1000088",NA,59,NA,2,5,25,26,1,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",4,100,28,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1324,"SIM1000088",NA,245,0,0,0,0,0,0,0,0,0,0,0,0,"H","ARME",NA,"S",3,41,23,"",NA,0,0,0,0,0,0,0,0,0,0,245,NA,0,0,0,0,0,0
1326,"SIM1000092",NA,48,22,11,10,4,1,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",4,41,7,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1327,"SIM1000092",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,"H","QUCH2",NA,"S",1,12,5,"",NA,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0
1328,"SIM1000092",NA,9,0,0,0,0,0,0,0,0,0,0,0,0,"H","LIDE3",NA,"S",2,40,6,"",NA,0,0,0,0,0,0,0,0,0,0,9,NA,0,0,0,0,0,0
1331,"SIM1000095",NA,2,0,0,0,0,0,0,0,0,0,0,0,0,"H","ARME",NA,"S",1,5,1,"",NA,0,0,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,0
1332,"SIM1000095",NA,46,7,2,4,17,8,8,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",5,63,16,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1333,"SIM1000095",NA,8,0,0,0,0,0,0,0,0,0,0,0,0,"H","LIDE3",NA,"S",2,25,2,"",NA,0,0,0,0,0,0,0,0,0,0,8,NA,0,0,0,0,0,0
1337,"SIM1000096",NA,7,NA,NA,1,4,2,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",4,42,13,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1340,"SIM1000085",NA,9,NA,1,1,4,2,1,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",4,80,16,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1343,"SIM1000001",NA,34,5,1,15,13,NA,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",3,60,12,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1344,"SIM1000001",NA,3,0,0,0,0,0,0,0,0,0,0,0,0,"H","ARME",NA,"S",3,75,18,"",NA,0,0,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,0
1345,"SIM1000001",NA,2,0,0,0,0,0,0,0,0,0,0,0,0,"H","LIDE3",NA,"S",2,15,7,"",NA,0,0,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,0
1347,"SIM1000001",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,"H","QUKE",NA,"S",2,10,5,"",NA,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0
1348,"SIM1000003",NA,9,0,0,0,0,0,0,0,0,0,0,0,0,"H","ARME",NA,"S",2,20,10,"",NA,0,0,0,0,0,0,0,0,0,0,9,NA,0,0,0,0,0,0
1349,"SIM1000003",NA,54,2,2,18,25,7,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",4,55,8,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1351,"SIM1000003",NA,2,0,0,0,0,0,0,0,0,0,0,0,0,"H","LIDE3",NA,"S",3,55,19,"",NA,0,0,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,0
1352,"SIM1000041",NA,20,1,NA,2,10,7,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",4,36,11,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1354,"SIM1000041",NA,2,0,0,0,0,0,0,0,0,0,0,0,0,"H","ARME",NA,"S",1,8,6,"",NA,0,0,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,0
1361,"SIM1000033",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"C","PIPO",NA,"S",4,30,4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1363,"SIM1000032",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",3,20,5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1366,"SIM1000024",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"C","PIPO",NA,"S",3,30,4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1367,"SIM1000024",NA,9,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",4,26,8,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1368,"SIM1000014",NA,13,NA,NA,NA,5,6,2,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",4,70,12,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1370,"SIM1000014",NA,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"C","PIPO",NA,"S",3,60,18,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1371,"SIM1000002",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",0,5,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1372,"SIM1000002",NA,2,0,0,0,0,0,0,0,0,0,0,0,0,"H","QUCH2",NA,"S",2,9,1,"",NA,0,0,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,0
1374,"SIM1000007",NA,15,NA,1,3,8,3,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",4,55,12,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1376,"SIM1000038",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",3,70,18,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381,"SIM1000071",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,"H","ARME",NA,"S",0,90,NA,"",NA,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0
1382,"HAR1000006",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"C","PIJE",NA,"S",3,11,7,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383,"HAR1000008",NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"C","JUOC",NA,"S",5,93,10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384,"HAR1000009",NA,5,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"C","PIPO",NA,"S",3,30,6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385,"HAR1000013",NA,12,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","CADE27",NA,"S",1,6,3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386,"HAR1000013",NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PIPO",NA,"S",1,7,5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387,"HAR1000014",NA,7,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,"C","PIPO",NA,"S",3,40,7,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388,"HAR1000014",NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","CADE27",NA,"S",1,8,5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389,"HAR1000014",NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","ABCO",NA,"S",0,6,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391,"SIM1000074",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,"H","QUKE",NA,"S",6,110,NA,"",NA,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0
1394,"SIM1000063",NA,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",3,15,5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1395,"SIM1000063",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,"H","LIDE3",NA,"S",1,7,2,"",NA,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0
1397,"SIM1000055",NA,87,NA,4,NA,10,1,72,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",5,120,25,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1401,"SIM1000055",NA,2,0,0,0,0,0,0,0,0,0,0,0,0,"H","LIDE3",NA,"S",6,250,23,"",NA,0,0,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,0
1402,"SIM1000050",NA,86,1,NA,NA,6,12,35,32,NA,NA,NA,NA,NA,"C","PSME",NA,"S",6,100,22,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1405,"SIM1000050",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,"H","ARME",NA,"S",4,90,27,"",NA,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0
1406,"SIM1000042",NA,40,NA,1,1,7,10,16,5,NA,NA,NA,NA,NA,"C","PSME",NA,"S",6,110,23,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1407,"SIM1000042",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"H","LIDE3",NA,"S",NA,2,NA,"no age or LYG recorded",NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
1409,"SIM1000042",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"H","ARME",NA,"S",NA,130,NA,"",NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
1411,"SIM1000025",NA,3,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",5,35,8,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1413,"SIM1000034",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",4,12,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1414,"SIM1000015",NA,16,NA,NA,2,9,5,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",4,30,10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1415,"SIM1000015",NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"C","CADE27",NA,"S",5,13,3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1416,"SIM1000008",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,"H","ARME",NA,"S",3,45,13,"",NA,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0
1417,"SIM1000008",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"C","CADE27",NA,"S",5,50,15,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1418,"SIM1000008",NA,13,NA,NA,3,7,3,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",4,60,13,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1419,"SIM1000046",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,"H","ARME",NA,"S",5,105,18,"",NA,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0
1420,"SIM1000012",NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,"C","PSME",NA,"S",6,70,10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1421,"SIM1000012",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"H","QUCH2",NA,"S",NA,70,NA,"no age/LYG/Sprouts",NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
1422,"SIM1000012",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"H","QUKE",NA,"S",NA,100,NA,"no age/LYG/Sprouts",NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
1423,"SIM1000022",NA,31,NA,NA,NA,4,14,11,2,NA,NA,NA,NA,NA,"C","PSME",NA,"S",6,80,220,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1425,"SIM1000022",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"H","LIDE3",NA,"S",NA,180,NA,"no age/LYG",NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
1426,"SIM1000023",NA,17,NA,NA,2,1,5,5,4,NA,NA,NA,NA,NA,"C","PSME",NA,"S",5,95,12,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1427,"SIM1000023",NA,3,0,0,0,0,0,0,0,0,0,0,0,0,"H","LIDE3",NA,"S",5,200,NA,"",NA,0,0,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,0
1428,"SIM1000031",NA,22,NA,NA,NA,NA,5,12,5,NA,NA,NA,NA,NA,"C","PSME",NA,"S",6,150,35,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1429,"SIM1000031",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,"H","CONU4",NA,"S",5,180,NA,"",NA,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0
1430,"SIM1000031",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,"H","LIDE3",NA,"S",5,180,NA,"",NA,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0
1432,"SIM1000037",NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",5,90,25,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1434,"SIM1000017",NA,20,NA,NA,1,4,7,8,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",5,150,30,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1435,"SIM1000017",NA,3,0,0,0,0,0,0,0,0,0,0,0,0,"H","LIDE3",NA,"S",5,220,NA,"",NA,0,0,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,0
1439,"SIM1000026",NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",3,50,5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1442,"SIM1000030",NA,3,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,"C","PIPO",NA,"S",4,70,10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1445,"SIM1000058",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",4,40,10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1447,"SIM1000027",NA,10,4,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",5,30,10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1449,"SIM1000027",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,"H","ARME",NA,"S",0,20,NA,"",NA,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0
1455,"SIM1000076",NA,9,0,0,0,0,0,0,0,0,0,0,0,0,"H","ARME",NA,"S",4,170,45,"",NA,0,0,0,0,0,0,0,0,0,0,9,NA,0,0,0,0,0,0
1457,"SIM1000076",NA,31,NA,NA,2,8,13,7,1,NA,NA,NA,NA,NA,"C","PSME",NA,"S",5,110,23,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1458,"SIM1000075",NA,26,NA,NA,6,13,5,2,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",5,95,32,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1461,"SIM1000079",NA,19,NA,NA,3,10,4,2,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",5,75,18,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1462,"SIM1000079",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,"H","ARME",NA,"S",2,95,35,"",NA,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0
1467,"SIM1000080",NA,8,NA,NA,1,6,1,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",3,50,17,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1468,"SPA1000092",NA,2,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,"C","ABCO",NA,"S",5,25,3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1469,"SPA1000092",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"C","PILA",NA,"S",3,25,8,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1470,"SPA1000084",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",3,120,35,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1472,"SPA1000126",NA,3,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,"C","PIJE",NA,"S",5,92,22,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1474,"SPA1000148",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",4,14,4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1475,"SPA1000128",NA,10,NA,NA,2,5,3,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",4,40,8,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1476,"SPA1000128",NA,4,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,"C","ABCO",NA,"S",4,25,7,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1477,"SPA1000128",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,"H","QUWI",NA,"S",3,10,3,"",NA,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0
1478,"SPA1000160",NA,41,6,4,13,16,2,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",4,30,5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1479,"SPA1000160",NA,5,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PIPO",NA,"S",2,12,3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1480,"SPA1000160",NA,9,1,NA,2,3,3,NA,NA,NA,NA,NA,NA,NA,"C","ABCO",NA,"S",4,28,7,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481,"SPA1000139",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"C","PSME",NA,"S",6,42,5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1483,"SPA1000137",NA,3,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",4,97,10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1484,"SPA1000137",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"C","ABCO",NA,"S",4,38,14,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1485,"SPA1000127",NA,21,17,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",3,22,8,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1486,"SPA1000127",NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PINUS",NA,"S",1,10,5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1488,"SPA1000127",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,"H","QUCH2",NA,"S",2,14,7,"",NA,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0
1489,"SPA1000125",NA,4,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,"C","PSME",NA,"S",7,180,10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1491,"SPA1000147",NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",4,41,8,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1494,"SPA1000138",NA,8,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",5,74,17,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1496,"SPA1000149",NA,12,NA,NA,3,9,NA,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",3,20,5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1497,"SPA1000149",NA,17,NA,NA,NA,13,4,NA,NA,NA,NA,NA,NA,NA,"C","ABCO",NA,"S",4,38,7,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1501,"SPA1000073",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",4,60,13,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1502,"SPA1000083",NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",5,55,12,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1507,"SIM1000018",NA,36,6,2,11,10,6,1,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",5,21,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1510,"SIM1000018",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,"H","QUCH2",NA,"S",1,10,5,"",NA,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0
1513,"SIM1000083",NA,27,NA,2,2,10,11,2,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",4,135,18,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1515,"SIM1000082",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1519,"SIM1000082",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,"H","LIDE3",NA,"S",5,85,12,"",NA,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0
1520,"SIM1000072",NA,504,NA,NA,50,100,250,104,NA,NA,NA,NA,NA,NA,"C","PSME",NA,"S",5,140,29,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1524,"SIM1000072",NA,2,0,0,0,0,0,0,0,0,0,0,0,0,"H","LIDE3",NA,"S",5,270,30,"",NA,0,0,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,0
