"Regen_Plot","ID","Fire","Date","Observers","Year.of.Fire","Photos","Datum","Easting","Northing","aspect","slope","parent1","parent2","BARE","ROCK","VEG..BASAL..10.","LITT","CWD","SHRUB","FORBE","GRASS","HARDWOOD","CONIFER","DEAD_OCC","LIVE_OCC","CALVEG_OBS","FIRE_SEV","HIST1","HIST2","HIST3","DUFF_cm","LITT_cm","BA_total_count","BA_live_count","BA_dead_count","NOTES","HERBS","UNDERSTORY.VEG","TREE_live.only","BAF","BA.Total1","BA.Live1","BA.Dead1","dominant_shrub_ht_cm","seed_tree_distance_general","fire.prefix","seed_tree_distance_conifer","seed_tree_distance_hardwood","seed_wall_distance","dominant_tree_1","dominant_tree_2","dominant_tree_3","fire_killed_trees_2.15","fire_killed_trees_15.30","fire_killed_trees_30.45","fire_killed_trees_45.60","fire_killed_trees_60.","dominant_shrub_1","dominant_shrub_2","new_or_revisit","burn_or_control","revisit_relocated_precisely","entered_by","entered_on","dominant_shrub_3"
"AMR1300260",2349,"AMERICAN RIVER","7/3/2013 0:00:00","CP, NO, MS, PB",2008,"260 AMR CPP","NAD83 UTM zone 10",710532.15,4341738.01,9,55,"GRANITE","",35,50,0.5,14,1,40,0,0,0,0.5,12,0,"1",5,"",NA,NA,0,2,6,0,6,"",0,40,0.5,20,120,0,120,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300264",2350,"AMERICAN RIVER","7/9/2013 0:00:00","CP, MS, RD, PB",2008,"264 AMR CPP","NAD83 UTM zone 10",711525.51,4341981.75,344,57,"GRANITE","",0,85,0,15,0,20,5,0,0,0.5,7,0,"1",5,"",NA,NA,0,0,13,0,13,"BAF 10",5,25,0.5,10,130,0,130,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300268",2351,"AMERICAN RIVER","7/9/2013 0:00:00","CP, MS, RD, PB",2008,"268 AMR CPP","NAD83 UTM zone 10",711322.21,4342167.62,262,25,"GRANITE","",0,1,0,89,10,28,2,0,0,0.5,45,0,"1",5,"",NA,NA,0,1,17,0,17,"",2,30,0.5,20,340,0,340,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300269",2352,"AMERICAN RIVER","7/9/2013 0:00:00","CP, RD, MS, PB",2008,"269 AMR CPP","NAD83 UTM zone 10",711523.19,4342177.65,280,90,"GRANITE","",0.5,85,0.5,14,0,15,0,0,0,0,0,0,"1",5,"",NA,NA,0,1,NA,NA,NA,"",0,15,0,20,0,NA,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300270",2353,"AMERICAN RIVER","7/9/2013 0:00:00","CP, RD, MS, PB",2008,"7/9","NAD83 UTM zone 10",711721.21,4342184.74,170,27,"GRANITE","",1,70,0,27,2,45,3,0,0,0,0,0,"1",5,"",NA,NA,0,0,8,0,8,"",3,47,0,20,160,0,160,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300271",2354,"AMERICAN RIVER","7/9/2013 0:00:00","CP, RD, MS, PB",2008,"5628 RD","NAD83 UTM zone 10",712121.5,4342197.15,4,24,"GRANITE","",1,1,1,87,10,70,8,0,0,0,15,0,"1",5,"",NA,NA,0,3,6,0,6,"BAF 40",8,75,0,40,240,0,240,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300310",2355,"AMERICAN RIVER","6/28/2013 0:00:00","RD, NO, MS",2008,"5598 RD","NAD83 UTM zone 10",703657.82,4343722.22,254,16,"GRANITE","",0,0,2,83,15,5,0,0,10,65,10,65,"1",2,"",NA,NA,NA,NA,NA,NA,NA,"",0,45,65,20,0,NA,0,35,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300311",2356,"AMERICAN RIVER","6/28/2013 0:00:00","NO, RD, MS",2008,"","NAD83 UTM zone 10",703858.28,4343731.19,285,8,"GRANITE","",0,1,1,88,10,42,0,0,0,0.5,15,0,"1",2,"",NA,NA,0,1,11,10,1,"",0,42,0.5,20,220,200,20,45,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300312",2357,"AMERICAN RIVER","6/28/2013 0:00:00","RD, NO, MS",2008,"5560 RD","NAD83 UTM zone 10",704261.04,4343740.4,18,12,"GRANITE","",0.5,2,0.5,94,3,70,10,0,0,1,3,0,"1",4,"",NA,NA,0,1,12,0,12,"",10,80,1,20,240,0,240,20,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300313",2358,"AMERICAN RIVER","6/28/2013 0:00:00","NO, RD, MS",2008,"5559 RD","NAD83 UTM zone 10",704457.88,4343735.33,22,34,"GRANITE","",4,5,0.5,91,0,12,3,0,0,0.5,0,5,"1",2,"",NA,NA,0,0.5,4,3,1,"BAF 5",3,15,0.5,5,20,15,5,80,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300314",2359,"AMERICAN RIVER","6/28/2013 0:00:00","RD, NO, MS",2008,"5605 RD","NAD83 UTM zone 10",704657.3,4343752.16,26,45,"GRANITE","",0,0,1,89,10,19,0.5,0.5,0.5,80,0,80,"1",2,"",NA,NA,0,3,8,6,2,"BAF 10",1,20,80,10,80,60,20,25,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300315",2360,"AMERICAN RIVER","6/28/2013 0:00:00","RD, NO, MS",2008,"5604 RD","NAD83 UTM zone 10",704854.24,4343758.09,235,20,"GRANITE","",0,0,1,98,1,6,0.5,0.5,0,60,10,60,"1",3,"",NA,NA,0,3,10,5,5,"",1,7,60,20,200,100,100,5,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300352",2361,"AMERICAN RIVER","6/28/2013 0:00:00","RD, NO, MS",2008,"5597 RD","NAD83 UTM zone 10",709832.81,4344563.97,187,30,"GRANITE","",0,2,1,68,30,15,0,1,0,3,0,0,"1",3,"",NA,NA,0.5,1,9,3,6,"",1,16,3,20,180,60,120,70,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300377",2364,"AMERICAN RIVER","6/27/2013 0:00:00","CP, PB",2008,"2894 CP","NAD83 UTM zone 10",708035,4344870,140,35,"GRANITE","",0.5,6,0.5,86,8,8,0,0,0,30,45,10,"1",3,"",NA,NA,0.5,3.5,14,2,12,"BAF 40",0,38,30,40,560,80,480,30,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300378",2365,"AMERICAN RIVER","6/27/2013 0:00:00","CP, PB",2008,"2893 CP","NAD83 UTM zone 10",708226.1,4344862.13,270,27,"GRANITE","",5,20,3,65,7,11,1,0,0,85,0,85,"1",1,"",NA,NA,0.5,2,9,9,0,"BAF 40. A STREAM RUNS THROUGH THE PLOT.",1,13,85,40,360,360,0,35,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300379",2366,"AMERICAN RIVER","6/27/2013 0:00:00","CP, PB",2008,"2892","NAD83 UTM zone 10",708429.89,4344871.75,232,26,"GRANITE","",37,37,0.5,22,4,42,0.5,0,0,1,0,0,"1",5,"",NA,NA,0,0.5,7,0,7,"BAF 5. 2 LARGE STUMPS JUST OUTSIDE PLOT.",0.5,42,1,5,35,0,35,60,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300387",2367,"AMERICAN RIVER","6/27/2013 0:00:00","CP, PB",2008,"2899 CP","NAD83 UTM zone 10",706416.5,4345007.94,195,21,"GRANITE","",2,18,0.5,79,1,52,5,2,0,10,0,0,"1",2,"",NA,NA,0,1,7,6,1,"BAF 10. BETWEEN 5 ROADS.",7,55,10,10,70,60,10,80,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300388",2368,"AMERICAN RIVER","6/27/2013 0:00:00","CP, PB",2008,"2897 CP","NAD83 UTM zone 10",706626.05,4345011.2,240,18,"GRANITE","",0,0,1,98,1,0,1,0,0,60,0,60,"1",2,"",NA,NA,0,3,5,5,0,"MANAGED AREA, STUMPS.",1,1,60,20,100,100,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300391",2369,"AMERICAN RIVER","6/28/2013 0:00:00","CP, PB",2008,"2913 CP","NAD83 UTM zone 10",702215.6,4345040.1,258,18,"GRANITE","",0.5,20,0.5,75,5,2,0,1,0,70,20,70,"1",2,"",NA,NA,0,2,6,5,1,"BAF 40",1,3,70,40,240,200,40,70,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300392",2370,"AMERICAN RIVER","6/28/2013 0:00:00","CP, PB",2008,"2914 CP","NAD83 UTM zone 10",702410.15,4345076.5,218,38,"GRANITE","",8,5,0.5,72,15,70,6,0,0,1,4,0,"1",5,"",NA,NA,0,1,10,0,10,"BAF 10",6,75,1,10,100,0,100,5,45.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300396",2371,"AMERICAN RIVER","6/28/2013 0:00:00","CP, PB",2008,"2902 CP","NAD83 UTM zone 10",704411.68,4345141.44,165,10,"GRANITE","",1,35,0.5,59,5,16,2,10,1,10,30,3,"1",2,"",NA,NA,0.5,1,4,2,2,"",12,36,11,20,80,40,40,23,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300398",2372,"AMERICAN RIVER","6/27/2013 0:00:00","CP, PB",2008,"2901 CP","NAD83 UTM zone 10",706616.09,4345211.6,226,30,"GRANITE","",0,1,1,96,2,0.5,0,0,0,75,6,75,"1",2,"",NA,NA,0,4,6,5,1,"BAF 40",0,1,75,40,240,200,40,18,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300399",2373,"AMERICAN RIVER","6/27/2013 0:00:00","CP, PB",2008,"2896 CP","NAD83 UTM zone 10",706812.6,4345218,165,12,"GRANITE","",46,46,0.5,7,1,4,2,0.5,0,2,0,0,"1",3,"",NA,NA,0,0.5,2,2,0,"AREA LOOKS LIKE SOIL HAS BEEN TILLED. MAY HAVE BEEN CLEAR CUT, BUT NO STUMPS OR SNAGS.",2,7,2,20,40,40,0,32,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300404",2374,"AMERICAN RIVER","6/28/2013 0:00:00","CP, PB",2008,"2916 CP","NAD83 UTM zone 10",702406.81,4345278.77,255,16,"GRANITE","",2,10,1,88,1,40,1,5,0,5,0,5,"1",2,"",NA,NA,0,1.5,6,6,0,"MISSING SNAGS, HOLES WHERE THEY WOULD BE.",6,30,5,20,120,120,0,70,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300408",2375,"AMERICAN RIVER","6/28/2013 0:00:00","CP, PB",2008,"2903 CP","NAD83 UTM zone 10",703606.42,4345310,260,48,"GRANITE","",1,10,0.5,88,1,52,2,10,0,2,60,0,"1",5,"",NA,NA,0,2.5,6,0,6,"",12,66,2,20,120,0,120,40,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300412",2376,"AMERICAN RIVER","6/27/2013 0:00:00","RD, NO, MS",2008,"5591 RD","NAD83 UTM zone 10",706990.05,4345420.05,142,34,"GRANITE","",0.5,15,1,84,0,0,0,1,0,45,0,40,"1",1,"",NA,NA,0.5,1,9,9,0,"",1,1,45,20,180,180,0,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300414",2377,"AMERICAN RIVER","6/23/2013 0:00:00","CP, PB",2008,"2895 CP","NAD83 UTM zone 10",707411.72,4345438,235,18,"GRANITE","",2,5,0.5,88,5,55,0,0.5,0,4,0.5,0,"1",3,"",NA,NA,0,2.5,9,4,5,"",0.5,59,4,20,180,80,100,42,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300423",2378,"AMERICAN RIVER","6/26/2013 0:00:00","CP, RD, NO, PB, MS",2008,"5556 RD","NAD83 UTM zone 10",703581.51,4345522,250,25,"GRANITE","",0.5,3,0.5,95,2,55,5,20,0,5,10,0,"1",4,"",NA,NA,0,1,10,1,9,"",25,80,5,20,200,20,180,120,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300429",2379,"AMERICAN RIVER","6/27/2013 0:00:00","RD, NO, MS",2008,"5577 RD","NAD83 UTM zone 10",709200.84,4345696.83,144,43,"GRANITE","",0.5,95,0.5,4,1,7,0,0,0,0.5,0,0,"1",2,"",NA,NA,0,0.5,10,4,6,"",0,7,0.5,20,200,80,120,55,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300430",2380,"AMERICAN RIVER","6/27/2013 0:00:00","RD, NO, MS",2008,"5572 RD","NAD83 UTM zone 10",709406.05,4345707.17,39,14,"GRANITE","",0.5,95,1,2,2,30,0.5,0.5,0,0.5,0,0,"1",3,"",NA,NA,0,0.5,6,5,1,"BAF 5",0.5,30,0.5,5,30,25,5,42,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300431",2381,"AMERICAN RIVER","6/28/2013 0:00:00","CP, PB",2008,"2906 CP","NAD83 UTM zone 10",701792.98,4345654.4,118,4,"GRANITE","",0.5,5,0.5,64,30,0.5,0,0,0,63,5,60,"1",3,"",NA,NA,0,3,7,6,1,"BAF 40",0,1,63,40,280,240,40,18,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300432",2382,"AMERICAN RIVER","6/28/2013 0:00:00","CP, PB",2008,"2912 CP","NAD83 UTM zone 10",701992.8,4345653,150,25,"GRANITE","",0.5,5,0.5,94,1,10,0,0,0,40,15,40,"1",3,"",NA,NA,0,3,5,4,1,"BAF 40",0,10,41,40,200,160,40,70,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300434",2383,"AMERICAN RIVER","6/26/2013 0:00:00","CP, RD, NO, MS, PB",2008,"2891 CP","NAD83 UTM zone 10",702985.12,4345694.15,342,20,"GRANITE","",0,0.5,3,4,93,0,0,0,0,90,0,90,"1",2,"",NA,NA,0,2,8,8,0,"BAF 40",0,0,90,40,320,320,0,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300435",2384,"AMERICAN RIVER","6/26/2013 0:00:00","CP, RD, NO, MS, PB",2008,"2884 CP","NAD83 UTM zone 10",703395.15,4345706.41,4,30,"GRANITE","",0,20,1,77,3,10,1,0.5,0,10,0,10,"1",1,"",NA,NA,0,1,6,6,0,"",1,12,10,20,120,120,0,53,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300438",2385,"AMERICAN RIVER","6/27/2013 0:00:00","CP, RD, NO, MS, PB",2008,"5571 RD","NAD83 UTM zone 10",708599.78,4345884.98,292,4,"GRANITE","",0.5,0.5,2,90,8,15,2,0,0,40,0,30,"1",0,"",NA,NA,0,1,6,6,0,"APPEARS UNBURNED",2,25,40,20,120,120,0,80,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300440",2386,"AMERICAN RIVER","6/26/2013 0:00:00","CP, RD, NO, MS, PB",2008,"2889 CP","NAD83 UTM zone 10",702586.22,4345877.34,186,40,"GRANITE","",0,5,0.5,94,1,6,0,0,0,50,0,50,"1",2,"",NA,NA,0,1,8,8,0,"",0,6,50,20,160,160,0,2,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300441",2387,"AMERICAN RIVER","6/26/2013 0:00:00","CP, RD, NO, PB, MS",2008,"NR","NAD83 UTM zone 10",703187.99,4345904.34,185,30,"GRANITE","",0.5,3,0.5,96,1,7,2,11,0,4,0,3,"1",1,"",NA,NA,0,3,7,7,0,"",13,20,4,20,140,140,0,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300442",2388,"AMERICAN RIVER","6/26/2013 0:00:00","CP, RD, NO, MS, PB",2008,"2886 CP","NAD83 UTM zone 10",703386.54,4345907.61,52,11,"GRANITE","",0,0.5,2,96,2,2,0,1,0,75,5,75,"1",2,"",NA,NA,0,3,8,6,2,"BAF 40",1,3,75,40,320,240,80,78,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300443",2389,"AMERICAN RIVER","6/27/2013 0:00:00","RD, NO, MS",2008,"5585 RD","NAD83 UTM zone 10",707588.58,4346045.41,180,30,"GRANITE","",0.5,40,1,57,2,80,0,0,0,1,5,0,"1",4,"",NA,NA,0,0.5,9,0,9,"",0,80,1,20,180,0,180,26,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300444",2390,"AMERICAN RIVER","6/27/2013 0:00:00","NO, MS, RD",2008,"5586 RD","NAD83 UTM zone 10",707785.23,4346052.56,162,36,"GRANITE","",0.5,6,1,91,2,2,0,0,0,50,0,50,"1",1,"",NA,NA,0.5,1,8,7,1,"BAF 40",0,2,50,40,320,280,40,20,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300445",2391,"AMERICAN RIVER","6/26/2013 0:00:00","RD, NO, MS",2008,"5578 RD","NAD83 UTM zone 10",708391.69,4346071.69,166,26,"GRANITE","",0.5,20,2,63,15,10,NA,NA,0,0,NA,NA,"1",2,"",NA,NA,0,0.5,6,6,0,"",NA,NA,NA,20,120,120,0,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300446",2392,"AMERICAN RIVER","6/27/2013 0:00:00","RD, NO, MS",2008,"5579 RD","NAD83 UTM zone 10",708589.78,4346078.91,206,17,"GRANITE","",0.5,20,1,79,0.5,69,1,0,0,2,0,0,"1",2,"",NA,NA,0,0.5,4,3,1,"BAF 5",1,85,2,5,20,15,5,30,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300447",2393,"AMERICAN RIVER","6/26/2013 0:00:00","CP, RD, NO, MS, PB",2008,"","NAD83 UTM zone 10",702779.25,4346088.11,200,35,"GRANITE","",0,0,2,90,8,3,1,3,0,90,4,80,"1",2,"",NA,NA,0.5,2.5,6,6,0,"BAF 40",4,6,90,40,240,240,0,4,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300559",2282,"AMERICAN RIVER","9/5/2013 0:00:00","CP, RD",2008,"5908 RD","NAD83 UTM zone 10",705861.21,4345232.54,254,259,"GRANITE","",0,0,3,95,2,78,0,0,0,70,0,70,"1",0,"",NA,NA,1.5,3.5,9,7,2,"CONTROL. BAF 40",0,80,70,40,360,280,80,55,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300576",2283,"AMERICAN RIVER","9/5/2013 0:00:00","CP, RD",2008,"5909 RD","NAD83 UTM zone 10",705863.98,4345410.22,41,30,"GRANITE","",5,5,1,88,1,87,0,0,0,30,0,30,"1",0,"",NA,NA,0.5,1,6,6,0,"CONTROL",0,95,30,20,120,120,0,88,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300590",2284,"AMERICAN RIVER","9/5/2013 0:00:00","CP, RD",2008,"5907 RD","NAD83 UTM zone 10",704051.32,4345574.39,338,35,"GRANITE","",0,0,3,92,5,30,0.5,0,0,65,0,65,"1",0,"",NA,NA,2,2,6,5,1,"CONTROL. BAF 40",0.5,35,65,40,240,200,40,75,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300611",2285,"AMERICAN RIVER","9/5/2013 0:00:00","CP , RD",2008,"5905 RD","NAD83 UTM zone 10",703849.59,4345760.96,9,15,"GRANITE","",0,0,2,68,30,57,0,0,0,20,3,20,"1",0,"",NA,NA,1.5,1.5,8,6,2,"CONTROL",0,50,20,20,160,120,40,85,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300638",2286,"AMERICAN RIVER","9/5/2013 0:00:00","CP, RD",2008,"5906 RD","NAD83 UTM zone 10",703653.23,4345949.54,137,34,"GRANITE","",0,3,3,93,1,51,10,0,0,85,0,85,"1",0,"",NA,NA,2,3,8,8,0,"CONTROL",10,65,85,20,160,160,0,75,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300643",2287,"AMERICAN RIVER","9/5/2013 0:00:00","CP, RD",2008,"5913 RD","NAD83 UTM zone 10",708845.56,4346120.21,92,43,"METAMORPHIC","",25,25,0.5,50,0,45,4,1,0,10,0,10,"1",0,"",NA,NA,0,0.5,1,1,0,"CONTROL",5,55,10,20,20,20,0,20,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300668",2288,"AMERICAN RIVER","9/5/2013 0:00:00","CP, RD",2008,"5912 RD","NAD83 UTM zone 10",708835.77,4346323.64,150,49,"METAMORPHIC","",2,93,0,5,0,20,1,1,0,3,0,0,"1",0,"",NA,NA,0,0.5,10,10,0,"CONTOL. BAF 5",2,25,3,5,50,50,0,20,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300685",2289,"AMERICAN RIVER","9/5/2013 0:00:00","CP, RD",2008,"5910 RD","NAD83 UTM zone 10",708634.66,4346513.54,164,12,"GRANITE","",4,2,0.5,89,5,73,0,0,0,10,0,10,"1",0,"",NA,NA,0,1,7,7,0,"CONTROL. BAF 10",0,78,10,10,70,70,0,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300686",2290,"AMERICAN RIVER","9/5/2013 0:00:00","CP, RD",2008,"5911 RD","NAD83 UTM zone 10",708830.22,4346523.47,84,27,"METAMORPHIC","",2,5,0.5,88,5,90,0,0.5,0,8,0,0,"1",0,"",NA,NA,0,0.5,11,10,1,"CONTROL. BAF 5",0.5,90,8,5,55,50,5,30,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMR1300689",2291,"AMERICAN RIVER","9/5/2013 0:00:00","CP, RD",2008,"5914 RD","NAD83 UTM zone 10",708433.33,4346513.22,332,23,"METAMORPHIC","",0,2,2,93,3,85,0,0,0,10,0,15,"1",0,"",NA,NA,0,2,8,6,2,"CONTROL",0,95,15,20,160,120,40,30,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANT1200086",2210,"ANTELOPE","9/11/2012 0:00:00","CP, JM, EA",2007,"2767 CP","NAD83 UTM zone 10",701614.49,4441502.04,208,11,"GRANITE","",0.5,0,2,90,8,0.5,0,0.5,0,60,0,60,"1",0,"",NA,NA,3,1.5,7,7,0,"CONTROL",0.5,2,60,20,140,140,0,5,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANT1200087",2211,"ANTELOPE","9/11/2012 0:00:00","CP, JM, EA",2007,"2768 CP","NAD83 UTM zone 10",701815.41,4441502.48,346,56,"GRANITE","",0,4,4,90,2,0,0.5,0,0,70,1,70,"1",0,"",NA,NA,4,1,9,9,0,"CONTROL",0.5,1,70,20,180,180,0,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANT1200092",2212,"ANTELOPE","9/11/2012 0:00:00","CP, JM, EA",2007,"2766 CP","NAD83 UTM zone 10",701605.27,4441705.67,274,44,"GRANITE","",0,4,1,94,1,0.5,0.5,2,0,45,0,45,"1",0,"",NA,NA,2.5,1,5,5,0,"CONTROL, BAF 10",2,2,45,10,50,50,0,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANT1200094",2213,"ANTELOPE","9/11/2012 0:00:00","CP, JM, EA",2007,"2765 CP","NAD83 UTM zone 10",701606.38,4441892.93,21,64,"GRANITE","",0,2,2,56,40,0,0.5,0.5,0,90,0.5,90,"1",0,"",NA,NA,3,2,13,13,0,"CONTRL, BAF 10",0.5,0.5,90,10,130,130,0,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANT1200097",2214,"ANTELOPE","9/11/2012 0:00:00","CP, JM, EA",2007,"2764 CP","NAD83 UTM zone 10",701603.54,4442092.67,297,60,"GRANITE","",0,8,1,90,1,0,1,0,0,25,0,25,"1",0,"",NA,NA,4,1.5,12,11,1,"CONTROL, BAF 5",1,4,25,5,60,55,5,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
