"Regen_Plot","ID","Fire","Date","Observers","Year.of.Fire","Photos","Datum","Easting","Northing","aspect","slope","parent1","parent2","BARE","ROCK","VEG..BASAL..10.","LITT","CWD","SHRUB","FORBE","GRASS","HARDWOOD","CONIFER","DEAD_OCC","LIVE_OCC","CALVEG_OBS","FIRE_SEV","HIST1","HIST2","HIST3","DUFF_cm","LITT_cm","BA_total_count","BA_live_count","BA_dead_count","NOTES","HERBS","UNDERSTORY.VEG","TREE_live.only","BAF","BA.Total1","BA.Live1","BA.Dead1","dominant_shrub_ht_cm","seed_tree_distance_general","fire.prefix","seed_tree_distance_conifer","seed_tree_distance_hardwood","seed_wall_distance","dominant_tree_1","dominant_tree_2","dominant_tree_3","fire_killed_trees_2.15","fire_killed_trees_15.30","fire_killed_trees_30.45","fire_killed_trees_45.60","fire_killed_trees_60.","dominant_shrub_1","dominant_shrub_2","new_or_revisit","burn_or_control","revisit_relocated_precisely","entered_by","entered_on","dominant_shrub_3"
"HAR1000033",982,"HARDING","8/25/2010 0:00:00","TF, GB",2005,"","WGS84 UTM zone 10",731239.44,4390296.21,150,10,"GRANITE","",30,10,2,58,0.5,0.5,35,60,0,0.5,0,0,"1",3,"",NA,NA,0,0.4,0,0,0,"",NA,NA,NA,20,0,0,0,30,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000034",983,"HARDING","8/25/2010 0:00:00","TF, GB",2005,"","WGS84 UTM zone 10",731442.54,4390313.76,148,18,"GRANITE","",40,15,1,43,1,2,15,25,0,0.5,0,0,"1",3,"",NA,NA,0,0.5,0,0,0,"",NA,NA,NA,20,0,0,0,50,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000035",963,"HARDING","8/24/2010 0:00:00","KS, KW",2005,"","WGS84 UTM zone 10",729621.34,4390448.32,116,25,"GRANITE","",2,10,3,83,2,4,10,75,0,0,15,40,"1",2,"",NA,NA,0,0.5,8,5,3,"INVASIVES: LACE, BRTE",NA,NA,NA,20,160,100,60,50,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000036",966,"HARDING","8/25/2010 0:00:00","KW, KS",2005,"","WGS84 UTM zone 10",729834.73,4390455.57,94,50,"GRANITE","",50,8,1,26,15,17,5,20,0,0,5,0,"1",5,"",NA,NA,0,0.5,6,0,6,"INVASIVES: LACE, BRTE",NA,NA,NA,20,120,0,120,10,58.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000037",967,"HARDING","8/25/2010 0:00:00","KW, KS",2005,"","WGS84 UTM zone 10",730031.31,4390457.18,141,45,"GRANITE","",10,15,1,60,15,9,5,25,0,1,3,0,"1",5,"",NA,NA,0,0.5,2,0,2,"INVASIVES: BRTE",NA,NA,NA,20,40,0,40,10,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000038",964,"HARDING","8/25/2010 0:00:00","KW, KS",2005,"","WGS84 UTM zone 10",730019.75,4390664.08,52,42,"GRANITE","",1,30,2,64,3,13,4,30,0,2,10,5,"1",4,"",NA,NA,0,2,9,5,4,"INVASIVES: BRTE",NA,NA,NA,20,180,100,80,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000039",965,"HARDING","8/25/2010 0:00:00","KW, KS",2005,"","WGS84 UTM zone 10",730225.68,4390669.13,143,40,"GRANITE","",2,40,1,35,0.5,1,5,70,0,0,0,0,"1",5,"",NA,NA,0,0.5,1,0,1,"INVASIVES: LACE, Bull thistle",NA,NA,NA,20,20,0,20,30,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000040",968,"HARDING","8/25/2010 0:00:00","KW, KS",2005,"","WGS84 UTM zone 10",730431.48,4390664.93,330,25,"GRANITE","",42,30,1,15,12,37,1,5,0,2,5,0,"1",5,"",NA,NA,0,0.5,6,0,6,"Moved 5 meters to South of drainage.",NA,NA,NA,20,120,0,120,10,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000041",937,"HARDING","8/24/2010 0:00:00","KW, KS",2005,"","WGS84 UTM zone 10",729413.72,4390839.77,324,NA,"GRANITE","",25,3,3,59,10,24,20,15,0,1,5,0,"1",5,"",NA,NA,0,0.1,2,0,2,"INVASIVES: LACE, BRTE",NA,NA,NA,20,40,0,40,50,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000042",938,"HARDING","8/24/2010 0:00:00","KW, KS",2005,"","WGS84 UTM zone 10",729615.61,4390847.61,100,8,"GRANITE","",50,2,1,44,3,5,10,10,0,0.5,3,0,"1",3,"",NA,NA,0,0.5,5,5,0,"INVASIVES: LACE, BRTE",NA,NA,NA,20,100,100,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000043",939,"HARDING","8/24/2010 0:00:00","KW, KS",2005,"","WGS84 UTM zone 10",729814.55,4390851.45,35,144,"GRANITE","",44,25,4,25,2,20,10,20,0,15,5,10,"1",3,"",NA,NA,0,0.5,4,2,2,"INVASIVES: BRTE",NA,NA,NA,20,80,40,40,90,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000044",940,"HARDING","8/24/2010 0:00:00","KW, KS",2005,"","WGS84 UTM zone 10",730018.25,4390861.7,246,40,"GRANITE","",2,70,2,23,3,2,5,30,0,0,0,5,"1",4,"",NA,NA,0,0.5,2,2,0,"",NA,NA,NA,20,40,40,0,80,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000045",936,"HARDING","8/24/2010 0:00:00","KW, KS",2005,"","WGS84 UTM zone 10",730212.51,4390867.07,122,48,"GRANITE","",10,40,1,49,0,0,15,60,0,0,0,0,"1",5,"",NA,NA,NA,NA,0,0,0,"INVASIVES: BRTE",NA,NA,NA,20,0,0,0,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000046",941,"HARDING","8/24/2010 0:00:00","KW, KS",2005,"","WGS84 UTM zone 10",729407.5,4391038.51,281,38,"GRANITE","",2,2,4,62,30,2,30,40,0,0,5,0,"1",4,"",NA,NA,0,1.5,4,1,3,"INVASIVES: LACE, BRTE",NA,NA,NA,20,80,20,60,90,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000047",935,"HARDING","8/24/2010 0:00:00","KW, KS",2005,"","WGS84 UTM zone 10",730610.64,4391080.48,31,10,"GRANITE","",2,40,2,21,35,32,8,5,0,0.5,5,0,"1",5,"",NA,NA,0,1,6,2,4,"",NA,NA,NA,20,120,40,80,10,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000048",933,"HARDING","8/24/2010 0:00:00","KW, KS",2005,"","WGS84 UTM zone 10",729801.27,4391253.04,76,52,"GRANITE","",10,10,2,28,50,5,3,1,0,7,NA,NA,"1",5,"",NA,NA,0,1.5,13,1,12,"Full of woody debris.",NA,NA,NA,20,260,20,240,50,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000049",934,"HARDING","8/24/2010 0:00:00","KW, KS",2005,"","WGS84 UTM zone 10",730000.55,4391260.31,10,45,"GRANITE","",20,20,6,53,1,30,2,5,0,25,5,25,"1",2,"",NA,NA,0,1,5,5,0,"",NA,NA,NA,20,100,100,0,30,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000050",932,"HARDING","8/23/2010 0:00:00","KW, KS",2005,"","WGS84 UTM zone 10",730209.85,4391264.2,110,43,"GRANITE","",5,25,2,43,25,48,5,40,0,1,0,1,"1",5,"",NA,NA,0,1,3,0,3,"INVASIVES: BRTE",NA,NA,NA,20,60,0,60,10,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000051",949,"HARDING","8/24/2010 0:00:00","DS, AJ, BL",2005,"","WGS84 UTM zone 10",729595.12,4391449.9,90,40,"GRANITE","",17,35,1,45,2,5,3,0.5,0,40,1,40,"1",3,"",NA,NA,0.1,3,9,6,3,"",NA,NA,NA,20,180,120,60,4.5,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000052",943,"HARDING","8/24/2010 0:00:00","DS, AJ, BL",2005,"","WGS84 UTM zone 10",729794.86,4391452.49,122,48,"GRANITE","",1,60,2,27,10,3,1,20,0,55,0.5,55,"1",2,"",NA,NA,0,2,10,9,1,"INVASIVES: BRTE",NA,NA,NA,20,200,180,20,7,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000053",950,"HARDING","8/24/2010 0:00:00","DS, AJ, BL",2005,"","WGS84 UTM zone 10",729992.93,4391458.52,108,56,"GRANITE","",11,8,2,70,9,9,2,15,0,0,1,0,"1",4,"",NA,NA,0,5.6,5,0,5,"INVASIVES: BRTE",NA,NA,NA,20,100,0,100,4,27.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000054",951,"HARDING","8/24/2010 0:00:00","DS, AJ, BL",2005,"","WGS84 UTM zone 10",730196.01,4391466.42,37,40,"GRANITE","",16,20,1,60,3,3,18,8,0,1,1,1,"1",2,"",NA,NA,0,4.5,4,1,3,"INVASIVES: BRTE",NA,NA,NA,20,80,20,60,9,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000055",948,"HARDING","8/24/2010 0:00:00","DS, AJ, BL",2005,"","WGS84 UTM zone 10",729390.73,4391637.1,62,22,"GRANITE","",40,1,1,50,8,1.5,0.5,0.5,0,40,2,40,"1",2,"",NA,NA,0,3,9,6,3,"INVASIVES: BRTE",NA,NA,NA,20,180,120,60,6.2,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000056",947,"HARDING","8/24/2010 0:00:00","DS, AJ, BL",2005,"","WGS84 UTM zone 10",729585.98,4391645.16,36,56,"GRANITE","",37,6,2,40,15,47.5,25,4,0,0.5,6,0,"1",4,"",NA,NA,2.5,2,8,0,8,"INVASIVES: BRTE",NA,NA,NA,20,160,0,160,54,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000057",946,"HARDING","8/24/2010 0:00:00","DS, AJ, BL",2005,"","WGS84 UTM zone 10",729788.88,4391652.18,90,60,"GRANITE","",3,50,2,43,2,1,2,40,0,45,1,45,"1",3,"",NA,NA,0,1,1,1,0,"INVASIVES: BRTE",NA,NA,NA,20,20,20,0,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000058",945,"HARDING","8/24/2010 0:00:00","DS, AJ, BL",2005,"","WGS84 UTM zone 10",729990.13,4391658.33,120,58,"GRANITE","",2,20,1,77,0,0,30,60,0,0,0.5,0,"1",3,"",NA,NA,0,2.5,1,0,1,"INVASIVES: BRTE",NA,NA,NA,20,20,0,20,NA,58.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000059",952,"HARDING","8/24/2010 0:00:00","DS, AJ, BL",2005,"","WGS84 UTM zone 10",730194.37,4391667.85,124,44,"GRANITE","",8,40,2,50,0,1,1,65,0,30,0.5,30,"1",3,"",NA,NA,0,2,1,1,0,"INVASIVES: BRTE",NA,NA,NA,20,20,20,0,65,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000060",962,"HARDING","8/24/2010 0:00:00","TF, GB",2005,"","WGS84 UTM zone 10",729588.27,4391854.07,90,40,"GRANITE","",8,8,2,62,20,39,6,12,0,0,5,0,"1",4,"",NA,NA,0,0.5,2,0,2,"",NA,NA,NA,20,40,0,40,10,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000061",944,"HARDING","8/24/2010 0:00:00","DS, AJ, BL",2005,"","WGS84 UTM zone 10",730184.43,4391863.31,90,48,"GRANITE","",15,20,1,64,1,1,1,50,0,1,1,0,"1",5,"",NA,NA,0,1.9,3,0,3,"INVASIVES: BRTE; SHRUBS: PETR, PHLOX(?)",NA,NA,NA,20,60,0,60,55,55.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000062",961,"HARDING","8/24/2010 0:00:00","TF, GB",2005,"","WGS84 UTM zone 10",729381.45,4392045.55,80,45,"GRANITE","",20,10,2,56,12,1,10,15,0,35,15,35,"1",3,"",NA,NA,0,2,4,3,1,"",NA,NA,NA,20,80,60,20,40,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000063",942,"HARDING","8/24/2010 0:00:00","BL, DS, AJ",2005,"","WGS84 UTM zone 10",730378.91,4392072.45,96,44,"GRANITE","",6,1,1,72,20,5,15,65,0,0.5,0,0,"1",4,"",NA,NA,0,2.5,3,1,2,"INVASIVES: BRTE",NA,NA,NA,20,60,20,40,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000064",959,"HARDING","8/24/2010 0:00:00","TF, GB",2005,"","WGS84 UTM zone 10",728968.61,4392227.52,240,21,"GRANITE","",42,20,3,30,5,30,15,10,0,4,0,1,"1",0,"",NA,NA,0,0.6,6,6,0,"",NA,NA,NA,20,120,120,0,70,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000065",960,"HARDING","8/24/2010 0:00:00","TF, GB",2005,"","WGS84 UTM zone 10",729365.13,4392237.73,30,35,"GRANITE","",30,30,2,37,1,34,8,15,0,0,0,0,"1",5,"",NA,NA,0,0.5,0,0,0,"",NA,NA,NA,20,0,0,0,70,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000066",958,"HARDING","8/24/2010 0:00:00","TF, GB",2005,"","WGS84 UTM zone 10",728965.92,4392429.78,42,38,"GRANITE","",6,10,3,80,1,26,15,35,0,0,0.5,0,"1",5,"",NA,NA,0,1,0,0,0,"",NA,NA,NA,20,0,0,0,20,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1000067",957,"HARDING","8/24/2010 0:00:00","TF, GB",2005,"","WGS84 UTM zone 10",728952.02,4392623.67,102,58,"GRANITE","",8,30,2,30,30,1,35,20,0,0,2,0,"1",5,"",NA,NA,0,2.5,0,0,0,"",NA,NA,NA,20,0,0,0,40,41.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1010004",2234,"HARDING","8/25/2010 0:00:00","BL, DS, AJ",2005,"3825 BL","NAD83 UTM zone 10",730087.36,4388866.73,259,24,"","",30,10,1,54,5,36,10,10,0,6,3,3,"1",0,"",NA,NA,0,2.5,6,4,2,"CONTROL.  2 LARGE JUOC JUST OUTSIDE OF PLOT.",20,60,6,20,120,80,40,NA,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1010005",2235,"HARDING","8/25/2010 0:00:00","BJ, DS, AJ",2005,"3830 BL","NAD83 UTM zone 10",730277.44,4389065.43,76,36,"","",5,3,4,78,0,25,2,1,0,65,1,65,"1",0,"",NA,NA,2.2,3,7,7,0,"CONTROL.  SEED SOURCE IS RELATIVE TO THE NEAREST SEEDLING.",3,28,65,20,140,140,0,4,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1010006",2236,"HARDING","8/23/2010 0:00:00","BL, DS, AJ",2005,"3805 BL","NAD83 UTM zone 10",728069.29,4389197.63,296,16,"0","",0.5,35,0.5,64,0,7,35,1,5,45,0,40,"1",0,"",NA,NA,0,5,7,7,0,"CONTROL",36,45,50,20,140,140,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1010007",2237,"HARDING","8/23/2010 0:00:00","BL, DS, AJ",2005,"3809 BL","NAD83 UTM zone 10",728866.2,4389420.39,244,8,"","",1,15,0.5,88,6,0.5,0.5,0.5,0,25,0.5,25,"1",0,"",NA,NA,0,2,18,18,0,"",0.5,NA,25,20,360,360,0,8,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1010008",2238,"HARDING","8/23/2010 0:00:00","BL, DS,AJ",2005,"3801 BL","NAD83 UTM zone 10",729060.36,4389629.57,237,26,"","",5,84,1,10,0,1,15,15,0,10,0,8,"1",0,"",NA,NA,0,1,3,2,1,"CONTROL",30,30,10,20,60,40,20,62,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1010009",2239,"HARDING","8/25/2010 0:00:00","KW, KS",2005,"154 KW","NAD83 UTM zone 10",729434.18,4390441.5,200,37,"","",20,45,1,30,4,10,3,2,0,30,2,30,"1",0,"",NA,NA,0,1,7,7,0,"CONTROL",5,15,30,20,140,140,0,75,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAR1010010",2240,"HARDING","8/25/2010 0:00:00","KW, KS",2005,"155 KW","NAD83 UTM zone 10",729447.82,4390643.22,189,18,"GRANITE","",37,45,3,5,10,19,1,3,0,0,2,0,"1",0,"",NA,NA,NA,NA,1,1,0,"MOVED 20m EAST OF ORIGINAL LOCATION.",4,20,0,20,20,20,0,75,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOO1200089",1742,"MOONLIGHT","8/15/2012 0:00:00","CP, LJ, MS",2007,"MOC110-0292 LJ","NAD83 UTM zone 10",697964.89,4447189.27,175,18,"GRANITE","",1,0,2,90,7,12,0.5,0.5,0,50,0,50,"1",0,"",NA,NA,0,1,17,13,4,"BAF 20. CONTROL",1,12,50,20,340,260,80,22,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOO1200111",1743,"MOONLIGHT","8/15/2012 0:00:00","AA, CR",2007,"MOC169 AA","NAD83 UTM zone 10",698272.67,4447566.95,162,45,"GRANITE","",4,0.5,5,87,4,4,1,35,0,0,0,50,"1",0,"",NA,NA,1,1.5,10,10,0,"BAF 20.  CONTROL",1,5,0,20,200,200,0,30,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOO1200113",1744,"MOONLIGHT","8/15/2012 0:00:00","CP, LJ, MS",2007,"MOC110-0294 LJ","NAD83 UTM zone 10",697961.79,4447375.31,105,57,"GRANITE","",0,0,7,93,0.5,0.5,0.5,1,0,100,0,100,"1",0,"",NA,NA,4,4,7,7,0,"BAF 20.  CONTROL",1,3,100,20,140,140,0,14,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOO1200129",1745,"MOONLIGHT","8/15/2012 0:00:00","AA, CR",2007,"MOC171 AA","NAD83 UTM zone 10",698459.97,4447759.97,172,8,"GRANITE","",0,0,5,85,10,0,0.5,0,0,0.5,0,30,"1",0,"",NA,NA,4,4,15,15,0,"BAF 20.  CONTROL",0.5,0.5,0.5,20,300,300,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOO1200289",1688,"MOONLIGHT","8/15/2012 0:00:00","CP, MS, LJ",2007,"MOO110-0288 LJ","NAD83 UTM zone 10",695761.09,4447780.24,286,14,"GRANITE","",3,6,0.5,85,6,15,40,1,0,0,0.5,0,"1",5,"",NA,NA,0,1,4,0,4,"BAF 5",40,60,0,5,20,0,20,35,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOO1200290",1689,"MOONLIGHT","8/15/2012 0:00:00","CP, MS, LJ",2007,"MOO110-0286 LJ","NAD83 UTM zone 10",695560.95,4447782.79,28,45,"GRANITE","",15,7,0.5,73,5,60,2,0.5,0,0,1,0,"1",5,"",NA,NA,0,1,10,0,10,"BAF 20",2,62,0,20,200,0,200,60,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOO1200291",1690,"MOONLIGHT","8/15/2012 0:00:00","CP, MS, LJ",2007,"MOO110-0284 LJ","NAD83 UTM zone 10",695359.5,4447787.93,222,49,"GRANITE","",3,12,1,83,1,0.5,20,2,50,0,3,50,"1",5,"",NA,NA,0,1,6,3,3,"BAF 20",50,50,50,20,120,60,60,65,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOO1200313",1691,"MOONLIGHT","8/15/2012 0:00:00","CP, MS, LJ",2007,"MOO110-0290 LJ","NAD83 UTM zone 10",695964.38,4447971.79,0,34,"GRANITE","",3,7,0.5,90,0.5,30,4,3,0,0.5,0.5,0.5,"1",3,"",NA,NA,0,2,7,3,4,"BAF 10",6,35,0.5,10,70,30,40,65,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOO1200316",1692,"MOONLIGHT","8/15/2012 0:00:00","CP, MS, LJ",2007,"MOO110-0282 LJ","NAD83 UTM zone 10",695367.6,4447988.87,80,26,"GRANITE","",1,80,0.5,18,1,20,2,0.5,0,0,2,0,"1",5,"",NA,NA,0,1,15,5,10,"BAF 20",2,22,0,20,300,100,200,60,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOO1200338",1693,"MOONLIGHT","8/15/2012 0:00:00","CP, LJ, MS",2007,"MOO110-0272 LJ","NAD83 UTM zone 10",696161.96,4448186.66,348,13,"GRANITE","",2,1,0.5,95,2,5,15,90,0,15,0,10,"1",1,"",NA,NA,0,1.5,5,5,0,"BAF 5",95,98,15,5,25,25,0,130,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOO1200339",1694,"MOONLIGHT","8/15/2012 0:00:00","CP, LJ, MS",2007,"MOO110-0224 LJ","NAD83 UTM zone 10",695963.69,4448185.61,92,5,"GRANITE","",6,1,0.5,91,2,80,4,0,0,0.5,4,0,"1",5,"",NA,NA,0,2,6,0,6,"BAF 20",4,80,0.5,20,120,0,120,100,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOO1200340",1695,"MOONLIGHT","8/15/2012 0:00:00","CP, LJ, MS",2007,"MOO110-0276 LJ","NAD83 UTM zone 10",695761.05,4448179.38,152,24,"GRANITE","",5,3,0.5,91,1,40,10,2,0,0.5,6,0.5,"1",3,"",NA,NA,0,2,16,5,11,"BAF 20",12,50,0.5,20,320,100,220,95,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOO1200341",1696,"MOONLIGHT","8/15/2012 0:00:00","CP, LJ, MS",2007,"MOO110-0278 LJ","NAD83 UTM zone 10",695561.31,4448181.63,78,25,"GRANITE","",3,5,0.5,88,4,35,35,10,0,7,0,7,"1",1,"",NA,NA,0,2,7,6,1,"BAF 10",42,75,7,10,70,60,10,110,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOO1200342",1697,"MOONLIGHT","8/15/2012 0:00:00","CP, LJ, MS",2007,"MOO110-0280 LJ","NAD83 UTM zone 10",695362.47,4448181.74,55,13,"GRANITE","",20,8,0.5,67,5,55,10,1,0,0,3,0,"1",1,"",NA,NA,0,1,6,5,1,"BAF 10",11,65,0,10,60,50,10,150,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOO1200390",1558,"MOONLIGHT","8/8/2012 0:00:00","AA, CR",2007,"MOC73 AA","NAD83 UTM zone 10",701674.92,4460772.1,230,25,"GRANITE","",0.5,0.5,2,95,3,35,8,1,0,30,0,30,"1",0,"",NA,NA,2.5,4,9,9,0,"BAF 20.  CONTROL",9,44,30,20,180,180,0,50,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOO1200391",1559,"MOONLIGHT","8/8/2012 0:00:00","AA, CR",2007,"MOC71 AA","NAD83 UTM zone 10",701468.38,4460779.61,238,17,"GRANITE","",0,0,3,93,4,18,25,90,0,0,0,0,"1",0,"",NA,NA,0.5,1.5,9,8,1,"BAF 10.  CONTROL",100,100,0,10,90,80,10,235,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOO1200392",1560,"MOONLIGHT","8/8/2012 0:00:00","AA, CR",2007,"MOC 69 AA","NAD83 UTM zone 10",701266.98,4460670.01,191,10,"GRANITE","",0,0,3,97,0,17,15,10,0,10,0,10,"1",0,"",NA,NA,1,2,6,6,0,"BAF 10.  CONTROL",25,42,10,10,60,60,0,170,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
