Regen_Plot,Fire,fire.year,SHRUB,GRASS,FIRE_SEV,Year,survey.years.post,rad.march,tmean.normal,ppt.normal,diff.norm.ppt.z,diff.norm.ppt.min.z,seed_tree_distance_general,diff.norm.ppt.z.1,diff.norm.tmean.z,diff.norm.tmean.max.z,def.normal,aet.normal,diff.norm.def.z,diff.norm.aet.z,diff.norm.def.max.z,diff.norm.aet.min.z,snow.normal,diff.norm.snow.z,diff.norm.snow.min.z,dominant_shrub_ht_cm,ppt.normal.sq,tmean.normal.sq,snow.normal.sq,FIRE_SEV.cat
BTU1300198,BTU Lightning,2008,40,0,4,2013,5,6246.42110998122,8.9185297735378,2528.60229119417,0.245165210019588,-0.284302342377897,13.7,0.245165210019588,-0.754543788194597,0.526126106152126,571.882331145063,634.273051550088,-0.959447753228745,0.585967439528782,-0.587699196889908,-0.076712151046465,355.669293747313,0.81490764825741,0.101003268959673,NA,6393829.54703241,79.5401733214802,126500.646514712,high.sev
BTU1300199,BTU Lightning,2008,5,24,4,2013,5,5253.21800303955,8.8284718748562,2518.45794166112,0.245438340186011,-0.284963627726887,50.2,0.245438340186011,-0.754568860581695,0.524131524220472,572.138649623897,631.231565962324,-0.958219484960365,0.566639327475842,-0.585823087114854,-0.088990031565444,359.151741881951,0.814933935543785,0.100850320394122,70,6342630.40391596,77.941915645127,128989.97369684,high.sev
BTU1300200,BTU Lightning,2008,23,0,5,2013,5,6457.81525379062,8.74064437583917,2534.1490996349,0.245049550593298,-0.285093977963833,19.2,0.245049550593298,-0.757010025878924,0.524985259950125,572.245901803703,631.292160364821,-0.957740038619051,0.565258119045711,-0.586134404045271,-0.090569501341184,356.623264193141,0.817400369680357,0.100494120099512,20,6421911.65918037,76.3988641048889,127180.152563771,high.sev
BTU1300567,BTU Lightning,2008,0,0,0,2013,5,6227.23210625933,12.433834717441,1935.65208560468,0.383283450857754,-0.171420035548132,1.5,0.383283450857754,-0.751218986624969,0.554125185764143,594.619952541404,717.607554011229,-1.10875338562469,0.985374730365486,-0.669329465146899,0.430264616837711,76.8909924330702,0.576111140435132,0.193386345490232,NA,3746748.99650575,154.600245780641,5912.22471734246,control
BTU1300578,BTU Lightning,2008,0,0,0,2013,5,6278.13053418085,12.4399378545831,1931.84295912051,0.385092099503524,-0.168854213265165,1.9,0.385092099503524,-0.751168591261784,0.556047910420034,594.225700361781,717.335992426056,-1.10874563243526,0.985035361742566,-0.671040894044541,0.427375366742927,78.8213365328151,0.559187686336564,0.196929943332755,NA,3732017.21870349,154.75205382589,6212.80309281929,control
BTU1300582,BTU Lightning,2008,0,0,0,2013,5,5839.93334074766,12.4310059185013,1927.52802543056,0.387159635929396,-0.165053798348347,4.6,0.387159635929396,-0.748905773050628,0.557912493968147,592.679861608689,716.340627878786,-1.10674229037255,0.979768901610088,-0.675951865439567,0.411596407605234,84.483762200091,0.534693180617729,0.201994758832216,NA,3715364.28882023,154.529908145814,7137.50607548152,control
BTU1300587,BTU Lightning,2008,0,0,0,2013,5,5085.68606528654,12.4580410999942,1927.55104022021,0.387435087157166,-0.165611613623319,4.8,0.387435087157166,-0.750435822867099,0.558555995409653,593.825234881633,717.050649804913,-1.10892245163072,0.985048651383921,-0.672974101959262,0.424827395248866,81.0003473029227,0.538864706574766,0.201051277800646,NA,3715453.01265401,155.202788049145,6561.0562631941,control
BTU1300588,BTU Lightning,2008,0,0,0,2013,5,6878.95426307383,12.3908364964224,1930.23879365268,0.384848564372504,-0.168184113706634,1,0.384848564372504,-0.75166370665588,0.555389133047351,592.975039869762,716.556486123643,-1.10640446838215,0.979376913392588,-0.674263982773324,0.413086944135427,82.578356984171,0.552542317920442,0.198312249008234,NA,3725821.80052175,153.532829081073,6819.18504220518,control
BTU1300592,BTU Lightning,2008,0,0,0,2013,5,6208.71543742008,12.4946420975839,1925.19318055097,0.389531599770254,-0.162776529424615,4.7,0.389531599770254,-0.747829158033793,0.560828404157535,593.554772239732,716.846593396783,-1.10923414984986,0.985435658416695,-0.6744705687422,0.423520202921759,82.6811120669429,0.521697533997842,0.204399035810699,NA,3706368.78243996,156.116081146716,6836.16629262637,control
BTU1300596,BTU Lightning,2008,17,0,0,2013,5,6163.51602155972,12.5303995171454,1922.84765947075,0.39161550010198,-0.159929148421719,5,0.39161550010198,-0.745147629320924,0.563074574008358,593.250566489595,716.618612921317,-1.10947846877003,0.985662116868285,-0.67605145199175,0.42181286824811,84.4621417988399,0.504829831534577,0.207575116454577,128,3697343.12153214,157.010912059278,7133.85339724734,control
BTU1300597,BTU Lightning,2008,0,0,0,2013,5,5922.25776172989,12.4655087518865,1925.02350863345,0.389267289263541,-0.162106413531581,1.2,0.389267289263541,-0.746179742617239,0.560177764439152,592.305788915998,716.05920991375,-1.10689700219898,0.979710713313176,-0.67786639095395,0.409015875090714,86.5854211093975,0.518305383768755,0.205269785099512,NA,3705715.50879144,155.388908443359,7497.0351486917,control
BTU1300602,BTU Lightning,2008,0,0,0,2013,5,4719.35398096365,12.4977568072226,1922.6593233088,0.391250525814768,-0.159320429570505,2.6,0.391250525814768,-0.74356924938122,0.562304293363875,591.941566116231,715.78274306339,-1.10701717149898,0.979591853286148,-0.679707819353712,0.406425264396445,88.60996503402,0.503336623590721,0.208173362984541,NA,3696618.87350625,156.193925212479,7851.72590333025,control
BTU1300603,BTU Lightning,2008,0,0,0,2013,5,5627.65816352382,12.4309908179887,1924.94946720436,0.388757177990141,-0.161733851718771,2.1,0.388757177990141,-0.744967244983562,0.559256676595421,591.091504312164,715.254829297952,-1.10454302554076,0.973857227316448,-0.681363240326522,0.394354905378566,90.4741689219792,0.518475062895429,0.205622242901266,NA,3705430.45129035,154.529532716919,8185.57524212283,control
CHI0003,Chips,2012,0.5,0,0,2016,4,4625.60582589308,7.55631680956365,1715.00138126208,-0.876026989013251,-1.25722834115168,2.3,-0.876026989013251,1.59835239242943,2.43508580688525,602.341931793889,536.31978189813,1.16833241006196,0.168242682138942,1.53637273517757,-0.079183101700796,425.087555166985,-1.64520152652404,-2.1906246544444,10,2941229.73773084,57.0979237264942,180699.429557845,control
CHI0006,Chips,2012,15,7,0,2016,4,6638.42467661516,7.57574452966137,1716.74200840283,-0.876479555044752,-1.25817928574149,3,-0.876479555044752,1.59809768032456,2.43081548219657,602.414605675021,535.368391414025,1.16843294881398,0.169622617704431,1.53255377274824,-0.086216727839288,425.005722208972,-1.64567583893273,-2.18814406227442,480,2947203.12341498,57.3919051786942,180629.86391037,control
CHI0020,Chips,2012,2,2,0,2016,4,6392.98987991043,7.60094245919468,1709.49742263231,-0.874318133499067,-1.25487686688411,3.9,-0.874318133499067,1.59810363888522,2.43461036857194,603.82773298719,536.163483773454,1.1654759898413,0.157064466923283,1.52620102134862,-0.093912274710962,421.59430093182,-1.64757228007143,-2.19951763904326,35,2922381.43798651,57.7743262679885,177741.75457819,control
CHI0030,Chips,2012,0,0,0,2016,4,5784.5020112153,7.61204242754146,1696.85555481413,-0.871560740178562,-1.24999614586154,1.8,-0.871560740178562,1.59813646543365,2.45016008908748,604.986199353586,538.155906554364,1.16248217588483,0.146182601826391,1.52676633826209,-0.086236225173359,418.715704272957,-1.64795863508326,-2.20987716773293,NA,2879318.77390357,57.9431899186913,175322.841004798,control
CHI0032,Chips,2012,40,0,0,2016,4,6268.92225272419,7.58473877025699,1714.9152601459,-0.875906197031648,-1.25733510588361,2.1,-0.875906197031648,1.59805432679557,2.4313553099189,602.792702839447,535.497877636951,1.16784775421673,0.166089387010829,1.53048481703316,-0.089365372493137,424.001928851028,-1.6463009769005,-2.19123484467619,60,2940934.34948128,57.5282622130395,179777.635669392,control
CHI0037,Chips,2012,33,0,0,2016,4,6564.74622809067,7.65021872377092,1699.22022834438,-0.870449067662273,-1.24935387271963,3.9,-0.870449067662273,1.59821344346035,2.43483058375048,606.58735727291,536.586613038734,1.16052675131678,0.137039688982668,1.51186257967645,-0.11145747934604,414.941277345229,-1.65148459369192,-2.22113090049343,50,2887349.38441473,58.5258465215352,172176.26364489,control
CHI0047,Chips,2012,0,0.5,0,2016,4,6757.27605171915,7.66093318227843,1694.02317283896,-0.868464183867309,-1.24675713447479,1,-0.868464183867309,1.5981105273132,2.4309566683322,609.028095629722,535.691526000968,1.13934021373397,0.134990296756541,1.48213022095597,-0.110244822185635,411.409641271514,-1.65367695355708,-2.23426597509586,NA,2869714.51011538,58.6898972233347,169257.892931156,control
CHI0051,Chips,2012,0,0,0,2016,4,6127.23115024216,7.67419322603529,1695.19413081239,-0.868607780125154,-1.24738698108108,1.5,-0.868607780125154,1.59736231553823,2.42836101670409,609.211383697468,535.093078854999,1.13944684208019,0.135147779231081,1.47944071337354,-0.115779055919184,411.030237951521,-1.65444122482417,-2.23690190113876,NA,2873683.14114077,58.8932416705259,168945.856510484,control
CHI0058,Chips,2012,30,18,1,2016,4,6506.68446178637,7.68548806242415,1673.11398724137,-0.8657217610028,-1.24177121230815,7.9,-0.8657217610028,1.59720642793447,2.44748220892061,610.426364288026,537.464894744805,1.13452435460409,0.123024715598019,1.47968953318294,-0.105830578703289,408.522908489863,-1.65363240112496,-2.24000027300007,70,2799310.41430272,59.0667267576641,166890.966761017,control
CHI0059,Chips,2012,55,0,4,2016,4,6327.81616032438,7.68902202409584,1681.866796611,-0.866397155481084,-1.24412880078756,14,-0.866397155481084,1.59685853887761,2.43214219842649,610.652743046277,535.729471184133,1.13714576064047,0.125676978209467,1.4755035500524,-0.119122827385938,407.865169691889,-1.65581935603719,-2.24899034712561,28,2828675.92154255,59.1210596870309,166353.996647793,high.sev
CHI0061,Chips,2012,15,0.5,4,2016,4,6472.09209930213,7.66687400373759,1680.0806485564,-0.866129372121613,-1.24329013136609,25,-0.866129372121613,1.59734683520612,2.43406484239212,610.606218579156,536.337012097698,1.13648239685496,0.124366532399532,1.4770976433282,-0.115058159067232,408.011711228902,-1.65514880338024,-2.24634575198869,21,2822670.98565369,58.7809569891873,166473.556499937,high.sev
CHI0065,Chips,2012,0,0,0,2016,4,6156.44767541729,7.76551758735179,1683.82980013229,-0.866630438479051,-1.24588146009373,1.3,-0.866630438479051,1.59520442424323,2.42730453824801,611.09581080807,534.290350848103,1.13941420683522,0.124194191285374,1.47032291739708,-0.13664466025791,406.559459991995,-1.65819348473953,-2.26063609635092,NA,2835282.79581355,60.30326339947,165290.594508983,control
CHI0068,Chips,2012,7,0,0,2016,4,6268.23459733196,7.71142229685063,1684.62478183803,-0.866819959347724,-1.24524226646109,2.3,-0.866819959347724,1.59630548389506,2.42965700002255,610.534568674424,535.18184362634,1.13893953644659,0.125944107880993,1.47486045158687,-0.125752211737658,407.873875738057,-1.65647615560946,-2.2511400725947,NA,2837960.65558283,59.466033840365,166361.098509584,control
CHI0070,Chips,2012,2,90,4,2016,4,5781.87411799193,7.94492445777402,1509.91197778758,-0.83413977439637,-1.22673447563706,33,-0.83413977439637,1.60668606860107,2.51304010883685,632.622822370354,539.701819953527,1.10030738992782,-0.02039588914977,1.47581886254674,-0.279089122844215,361.116487196156,-1.64107962207173,-2.42773742287675,63,2279834.1806664,63.1218246397358,130405.117324892,high.sev
CHI0074,Chips,2012,70,0,0,2016,4,6003.38017813172,7.84200743655766,1663.96266296804,-0.865584089910551,-1.24737392637138,6.9,-0.865584089910551,1.60270241631184,2.48380174767198,612.88598292109,532.024030826013,1.14157998241119,0.117250238368805,1.4590402509894,-0.168357713018451,402.204057647251,-1.66317599489762,-2.29569582783236,2,2768771.74375169,61.4970806350256,161768.103987913,control
CHI0075,Chips,2012,0,0,0,2016,4,5041.5169234672,7.83949971138827,1669.69199633628,-0.865064021770199,-1.24512628886628,4.2,-0.865064021770199,1.59859472671901,2.4581540888875,612.707896492332,533.427616002069,1.13863971795077,0.117637279889161,1.46256599952338,-0.151123615707781,402.977123432773,-1.6613171461835,-2.28460735837049,NA,2787871.36262943,61.4577557248568,162390.562010152,control
CHI0077,Chips,2012,0.5,0,0,2016,4,6039.66209430089,7.7989872778266,1673.0510613924,-0.864860387503944,-1.24334886128458,1.5,-0.864860387503944,1.59524249773829,2.4320876430086,612.193513306375,534.972186230138,1.13752059735991,0.116289978897872,1.46788276367388,-0.138566680720466,404.158994104574,-1.65916997011912,-2.27144866002482,11,2799099.85402624,60.8242025597012,163344.492515621,control
CHI0078,Chips,2012,20,0,4,2016,4,5827.7009583039,7.8322296106954,1670.48125039064,-0.864890251241558,-1.24438644314323,11.5,-0.864890251241558,1.59722141044463,2.44787982699147,612.592045258379,534.029292566329,1.13827461098842,0.11628350490805,1.46431466060789,-0.147566448454668,403.224654512657,-1.66067915437945,-2.28093329516401,26,2790507.60790668,61.3438206746538,162590.122006852,high.sev
CHI0080,Chips,2012,0,0,0,2016,4,5799.40544907496,7.83002746032005,1660.74335962346,-0.865733668837327,-1.24794612011278,1.5,-0.865733668837327,1.60377219940386,2.48630221919685,612.961955166093,531.617171898344,1.1418142443734,0.117703129661434,1.4576729372203,-0.172022308504491,402.04998053585,-1.66358723664339,-2.29811220016378,NA,2758068.50653342,61.3093300293661,161644.186848877,control
CHI0082,Chips,2012,10,0.5,1,2016,4,5955.25908657873,7.88680561256429,1654.12742898096,-0.862496196282573,-1.24157677088097,6,-0.862496196282573,1.59837007791173,2.46470670567311,614.10287689237,534.618876704304,1.13681135550271,0.105880282873902,1.4607210166109,-0.153821950003642,399.643802725997,-1.66255537046642,-2.30168943389898,50,2736137.55130716,62.2017027703756,159715.169057296,control
CHI0083,Chips,2012,0,0,0,2016,4,4656.18517219957,7.90030376894421,1651.29364570383,-0.862619469682372,-1.2427788748594,1.4,-0.862619469682372,1.60057808901016,2.48435716938885,614.382548099282,533.80544373689,1.13786523415758,0.106216718206985,1.45831590852164,-0.161657721104399,398.964192188767,-1.66379769249799,-2.31127282161857,NA,2726770.70434185,62.4147996415941,159172.426648835,control
CHI0087,Chips,2012,20,0.5,5,2016,4,6337.54194228588,7.69186805287892,1649.99010389029,-0.861356370996144,-1.23564769054038,47.4,-0.861356370996144,1.59585063011731,2.44601060466869,613.483129610362,538.081835153377,1.1290463352886,0.10240539110038,1.466923242666,-0.121670801351597,401.729723630216,-1.6568108987342,-2.26355130265113,22,2722467.34293589,59.1648341428994,161386.77084801,high.sev
CHI0103,Chips,2012,80,0,5,2016,4,6203.54201260922,7.87237161618241,1624.1261021412,-0.856776329275659,-1.23058836962157,72,-0.856776329275659,1.59544903642081,2.45807291163497,616.638724060828,538.148697486922,1.12719210018822,0.083575098544116,1.45699055444625,-0.140498543921011,394.250703136478,-1.66121529956505,-2.30304708552783,50,2637785.59565637,61.9742348632745,155433.616923607,high.sev
CHI0124,Chips,2012,0,0,0,2016,4,5267.4666742665,7.95859920299346,1582.2418706787,-0.851480683366875,-1.22843966141149,2.5,-0.851480683366875,1.60629385209155,2.51984150631496,620.961102976318,537.120869823427,1.11893526283712,0.07196320359927,1.4396281282198,-0.155885617429646,385.100785656879,-1.66768137636832,-2.38866557481124,NA,2503489.33732883,63.3393012738881,148302.615113545,control
CHI0130,Chips,2012,70,0,0,2016,4,5181.05348470269,8.05491292224507,1588.96070354086,-0.851477307839723,-1.22609784569078,37,-0.851477307839723,1.60051112393128,2.49867964683315,620.715416199286,537.844711666808,1.11365217155643,0.070878802844923,1.4376304634884,-0.146844274536444,386.205314875886,-1.66555418486601,-2.35864749155004,68,2524796.11739707,64.8816221849506,149154.545238382,control
CHI0133,Chips,2012,5,0,0,2016,4,6498.20849716371,9.16458392669378,1351.08240663469,-0.770895846250771,-1.179902730686,2.3,-0.770895846250771,1.60767072303291,2.57454910368783,640.483033494191,545.64357409248,1.00552090377172,0.001162931733977,1.48488420625463,-0.406518952455743,331.421936814314,-1.56062651922773,-2.31400403550627,28,1825423.66951779,83.989598549414,109840.500201751,control
CHI0134,Chips,2012,0,0.5,0,2016,4,5993.66939173586,7.92670543244413,1567.38201975895,-0.848709529819638,-1.22890670806984,4,-0.848709529819638,1.6081911775726,2.5262080013068,622.741580562514,537.524344040565,1.11832872198084,0.055129282086672,1.44745180751303,-0.164594764139784,381.141688992079,-1.66856589817702,-2.4145737940274,NA,2456686.39586365,62.8326590127393,145268.987087735,control
CHI0139,Chips,2012,0,0,0,2016,4,5907.16973178007,7.99519170901465,1571.56603736921,-0.848672730837596,-1.22780096551345,2,-0.848672730837596,1.60585424747615,2.51946843318091,622.71185314382,537.876876961782,1.11507576820296,0.054542129238424,1.44605093749545,-0.159883889896821,381.624598023473,-1.66773041896539,-2.399011180672,NA,2469819.80981236,63.9230904638966,145637.333816577,control
CHI0155,Chips,2012,0,0,0,2016,4,6410.45916045853,7.87363465915555,1523.49842836327,-0.839927264333444,-1.22897360154629,1,-0.839927264333444,1.60999234003681,2.52289252735259,628.667597488998,538.461525899061,1.10967384604485,0.008454681226288,1.46389846009057,-0.219774210495809,369.394191531976,-1.6644006017106,-2.47200619245686,NA,2321047.46122535,61.9941227458555,136452.068737562,control
CHI0158,Chips,2012,0,0,0,2016,4,6177.82256287475,7.90330575577776,1526.93586412294,-0.840061528075274,-1.22853617416354,3.5,-0.840061528075274,1.60943403134479,2.52393313622556,628.526146045519,538.736462688816,1.10878114175238,0.007698941208137,1.46366967481409,-0.220859298696493,369.742398984892,-1.66409523521283,-2.46246837451051,NA,2331533.13314487,62.4622418693099,136709.441607103,control
CHI0163,Chips,2012,0,1,0,2016,4,6138.77932066913,7.93449116069003,1529.85166026608,-0.840036049460653,-1.22805615299547,1.3,-0.840036049460653,1.60879754077181,2.524660953389,628.496378313802,539.004295572347,1.1073935056045,0.006502031866166,1.46340695075913,-0.223216265832567,369.853741268618,-1.66314765667455,-2.45200482367084,NA,2340446.10241888,62.9561499790682,136791.789930394,control
CHI0174,Chips,2012,60,0,5,2016,4,6860.71032627562,7.9889257782551,1487.61251973698,-0.830553378352309,-1.2268301038284,40.7,-0.830553378352309,1.60689662978787,2.50455867364107,634.874300327535,539.4985791396,1.0993890705451,-0.034196222506214,1.48254087214159,-0.306677044134632,356.309155725231,-1.63083239556926,-2.43802049678541,65,2212991.00887821,63.8229350904689,126956.214453627,high.sev
CHI0186,Chips,2012,5,0,0,2016,4,5515.08460165211,8.62707951151073,1419.49596712608,-0.818288513677153,-1.22237131276014,4.5,-0.818288513677153,1.60701431682049,2.5285100845168,642.241237894103,542.289208444585,1.08476076802425,-0.07958853518199,1.49285382592747,-0.395212887923832,342.746176772022,-1.60161170245764,-2.43160511926083,90,2014968.8006872,74.4265008979282,117474.941691838,control
CHI0193,Chips,2012,0,0,0,2016,4,5821.68152205147,8.69167223792076,1401.2063230016,-0.816248755447661,-1.22343311580102,2,-0.816248755447661,1.60594733807209,2.53040070274124,643.534830335607,540.786369749097,1.08459562188473,-0.086453572666428,1.50026639998491,-0.411825334387801,339.383163610447,-1.5878094241508,-2.4159667292791,NA,1963379.15961966,75.5451662914425,115180.931742235,control
CHI0194,Chips,2012,1,0,0,2016,4,5755.56258441836,8.64177491129078,1406.55556565692,-0.817153507259636,-1.22378146378736,4.4,-0.817153507259636,1.60603541840619,2.52826297709606,642.679727630261,540.525911423094,1.08491655850978,-0.084985294520175,1.49782524473295,-0.406659224914215,340.355145029741,-1.58918045463785,-2.41670507432874,19,1978398.55928046,74.6802736174148,115841.624748216,control
CHI0195,Chips,2012,10,0.5,0,2016,4,5799.38565814419,8.83054173949079,1385.58406036413,-0.813487164976074,-1.22246346425579,5.5,-0.813487164976074,1.60552262990794,2.53616950613066,645.12558780622,541.895419867286,1.0813690948941,-0.098165757037676,1.5021041381141,-0.433633318206856,336.411104978305,-1.58189865776505,-2.41160087260734,58,1919843.18833515,77.978467412889,113172.431552724,control
CHI0202,Chips,2012,0,0,0,2016,4,6501.46720888464,8.75688994107036,1393.94354197011,-0.814971625145054,-1.22297813788404,1.7,-0.814971625145054,1.60576813918796,2.53313838529214,644.283322025106,541.326054395554,1.08312079225475,-0.091861885334893,1.50115382362087,-0.421770666245724,338.00325625564,-1.58516169404879,-2.41406468378773,NA,1943078.59820018,76.6831214400193,114246.201239416,control
CHI0203,Chips,2012,10,0.5,0,2016,4,5114.1463625402,8.89446895844462,1376.2554144608,-0.812199639126936,-1.22198352651881,4.9,-0.812199639126936,1.60530329452577,2.53732238433626,645.853742889219,542.507461701858,1.07984004727143,-0.104675730163298,1.50285849792164,-0.445356201477497,335.069172668655,-1.57923634340557,-2.40966800479552,55,1894078.96583267,79.1115780527349,112271.350472857,control
CHI0204,Chips,2012,0.5,3,0,2016,4,6026.50008030156,8.95806496789549,1363.56615869694,-0.810066956934935,-1.22197212100434,2,-0.810066956934935,1.60460855884856,2.53949477803526,647.437302013358,541.634855217475,1.07466146468401,-0.108252544393997,1.5023609097104,-0.456625832012121,332.370736384642,-1.56958794732297,-2.39953828947541,30,1859312.66914353,80.2469279690364,110470.306404869,control
CHI0205,Chips,2012,0,0,0,2016,4,4971.64051821373,8.83059100203879,1379.79610775058,-0.812531789676222,-1.22260123660543,1.1,-0.812531789676222,1.6051958148666,2.5344242396448,645.508904184388,540.90089379856,1.08192016619055,-0.099673625979235,1.50624952932176,-0.438656857183292,335.08392477166,-1.57481162773204,-2.40379605786568,NA,1903837.29896365,77.9793374452885,112281.23664038,control
CHI0224,Chips,2012,0,0,0,2016,4,5608.46023857533,8.90783430658316,1358.92116418928,-0.807033400964847,-1.22063536963174,1.3,-0.807033400964847,1.60497755036938,2.52958230498812,647.92886956029,540.122587643017,1.07873060739682,-0.116076257860702,1.5153230447348,-0.473482027400201,329.303664255326,-1.55313695782907,-2.38324340353843,NA,1846666.73048155,79.3495120335399,108440.903291984,control
CHI0233,Chips,2012,3,0,0,2016,4,6397.7573945731,9.12611940362838,1319.08794350845,-0.80066505800324,-1.21939778306383,1.8,-0.80066505800324,1.60387944732162,2.53689686646333,651.955835235846,540.780558154162,1.07723082087682,-0.149985948995405,1.51408998732141,-0.515766237411123,322.34264975211,-1.53362925971485,-2.36394719544863,23,1739993.00270935,83.2860553692824,103904.783849211,control
CHI0243,Chips,2012,0,0,0,2016,4,6038.58820077691,9.19042515012258,1299.75324220954,-0.796428197322926,-1.21810127628574,2,-0.796428197322926,1.60459167833652,2.5425201816761,653.993189199315,540.789416490026,1.07821879136814,-0.168999178896388,1.51746689835204,-0.540989650941767,318.099360771427,-1.5192372472498,-2.34960448490194,NA,1689358.49063421,84.4639144400057,101187.20332319,control
CHI0245,Chips,2012,0,0,0,2016,4,4503.91894439373,9.38954561376176,1261.0937887424,-0.793263343584641,-1.21907701719384,0.9,-0.793263343584641,1.60394880895707,2.55629520229936,656.410759377813,542.400539427121,1.08087324155834,-0.198364100632934,1.51600658637295,-0.572320300979712,314.143822345727,-1.51154105302076,-2.34002225501046,NA,1590357.54400466,88.1635668329127,98686.3411179837,control
CHI0251,Chips,2012,60,0.5,5,2016,4,6159.00461018532,9.0214554535054,1315.57535095963,-0.794167806442238,-1.21535297068478,62.3,-0.794167806442238,1.60588586792377,2.53995508072677,654.154404216775,539.781748972888,1.07641600409159,-0.167527072684877,1.52260996763681,-0.545920148150082,316.373147028913,-1.50836799094653,-2.33805307103835,82,1730738.50405255,81.3866584995823,100091.968160978,high.sev
CHI0254,Chips,2012,2,0.5,5,2016,4,5662.22929787575,9.09418439620534,1305.06468713615,-0.793565672030053,-1.21559544848237,6.5,-0.793565672030053,1.60629907025384,2.54001449368994,654.611219324995,539.882568725825,1.07720461278132,-0.171935799983396,1.52205221337683,-0.550185483797749,316.060881390578,-1.50806243664903,-2.33996308188929,5,1703193.83760978,82.7041898321847,99894.480745389,high.sev
CHI0259,Chips,2012,0,0.5,0,2016,4,6572.33197772447,9.38915884973994,1248.07413739035,-0.786726797411647,-1.21579358927818,1.3,-0.786726797411647,1.60610894353643,2.56127539440633,658.807071774729,541.542164230701,1.08058023186159,-0.218472712396512,1.52281879092511,-0.603339251349727,308.499874474557,-1.48739145177309,-2.31613839269364,NA,1557689.05242267,88.1563039056498,95172.1725508174,control
CHI0262,Chips,2012,38,0,5,2016,4,6243.58679607698,9.12828045431295,1288.02070501146,-0.788793860588279,-1.2136354796655,45,-0.788793860588279,1.60725502984102,2.54583144635761,656.688286500094,539.798229364,1.07788153831245,-0.19009857836972,1.52552423987478,-0.574865848976128,311.69153811314,-1.49241512023707,-2.32449618805461,59,1658997.33653822,83.3255040525918,97151.614931335,high.sev
CHI1248,Chips,2012,3,0,5,2016,4,4256.20123354705,10.6148297702215,1060.62671554735,-0.762552537201206,-1.22595594888143,11,-0.762552537201206,1.55772519134662,2.44743890415215,691.804268151173,552.5955004137,1.10347334748734,-0.46933891750106,1.66688692597489,-1.05024110450751,190.519166425874,-1.27532592153964,-1.94959726354164,20,1124929.02973276,112.674611050781,36297.5527756099,high.sev
CHI1716,Chips,2012,10,0.5,4,2016,4,5918.58083708535,10.7059792062203,1063.44527564593,-0.755740168406219,-1.23292689268299,6,-0.755740168406219,1.55143362805738,2.37422618726951,696.122707323649,562.880324311127,1.11595224834245,-0.543052973613109,1.64428206940006,-1.10691707222911,168.783754802189,-1.2729531648091,-1.93935382148911,4,1130915.85429365,114.617990764021,28487.9558851255,high.sev
CHI1736,Chips,2012,3,0,1,2016,4,6455.2121213114,10.7153938597124,1063.68843570735,-0.756060294327109,-1.23244730367451,2,-0.756060294327109,1.55294704729857,2.38790451331351,695.565091108054,562.159146985735,1.11420551043428,-0.535586426921405,1.64725209315993,-1.10348050197033,172.590505311873,-1.274648590135,-1.94483411545525,8,1131433.08825755,114.819665568762,29787.4825238077,control
CHI1805,Chips,2012,5,0,1,2016,4,5667.12037609884,10.127346558056,1102.48997842779,-0.755930161492841,-1.23231179771545,2,-0.755930161492841,1.54235979184167,2.31872107332156,695.378760131388,561.781431869,1.11126409159342,-0.530905774682768,1.64861993629663,-1.10398393284537,180.861450004662,NA,NA,15,1215484.15253371,102.563148306969,32710.8640977889,control
CHI1832,Chips,2012,12,0,1,2016,4,4685.78505594553,10.2428190581851,1092.66276956477,-0.756179857606723,-1.23214486625033,3,-0.756179857606723,1.54468407054134,2.32946012529964,695.103291017114,561.427487892831,1.11101698110648,-0.527587019504228,1.65005506114533,-1.10154420509944,182.666652238654,-1.28961321777721,-1.97223620307276,78,1193911.92799295,104.91534225872,33367.1058400774,control
CHI1876,Chips,2012,20,0.5,1,2016,4,5254.97311773382,9.9926048873202,1114.66030406179,-0.756027670284438,-1.23202762631929,4,-0.756027670284438,1.54105045515234,2.31107284434865,695.077783709458,561.346610612259,1.10968232437594,-0.526169023447358,1.65029117908371,-1.10239057403136,185.331622001825,NA,NA,30,1242467.59345112,99.8521524340955,34347.8101138273,control
CHI1879,Chips,2012,8,0.5,4,2016,4,6295.71438884646,9.88528786736001,1125.32373996682,-0.755741363244405,-1.23216828478313,9,-0.755741363244405,1.53899264610899,2.30346639574828,695.380388554108,561.748322614534,1.1099941729516,-0.529895166455427,1.6486688296794,-1.10510056008289,182.62131768261,NA,NA,40,1266353.51973291,97.718916220575,33350.5456721328,high.sev
CHI1886,Chips,2012,10,0.5,5,2016,4,3301.44576136311,10.2633755076858,1087.97377845206,-0.757099491237377,-1.23135795236674,68,-0.757099491237377,1.54915527695792,2.3569861984667,693.765059940301,559.43722126122,1.10689968250255,-0.507744874751078,1.65745678100403,-1.09009533164103,188.282379155298,-1.28696431076633,-1.97463915048272,40,1183686.94259925,105.336876811765,35450.2543003794,high.sev
CHI19009,Chips,2012,65,0.5,1,2016,4,5717.98946214354,9.97678111965483,1114.33689951687,-0.756461308756647,-1.23160669718992,3,-0.756461308756647,1.54226773423357,2.31444455272529,694.424430909502,560.404023820953,1.10765768602526,-0.516721250500944,1.65387970372195,-1.0972178478483,191.988987880103,-1.29874361717721,-1.99077350917431,70,1241746.72562487,99.5361615095011,36859.7714672263,control
