Regen_Plot,Fire,fire.year,SHRUB,GRASS,FIRE_SEV,Year,survey.years.post,rad.march,tmean.normal,ppt.normal,diff.norm.ppt.z,diff.norm.ppt.min.z,seed_tree_distance_general,diff.norm.ppt.z.1,diff.norm.tmean.z,diff.norm.tmean.max.z,def.normal,aet.normal,diff.norm.def.z,diff.norm.aet.z,diff.norm.def.max.z,diff.norm.aet.min.z,snow.normal,diff.norm.snow.z,diff.norm.snow.min.z,dominant_shrub_ht_cm,ppt.normal.sq,tmean.normal.sq,snow.normal.sq,FIRE_SEV.cat
AMR1300136,American River,2008,55,0,4,2013,5,4794.844503665,11.0542669022749,1710.03767981672,0.385894627519574,-0.222691069127915,11.6,0.385894627519574,-0.665576118284121,0.699120796984105,587.104532435566,698.708492924532,-1.00130168554991,0.844343097149932,-0.351857342772682,0.397065583321721,223.296613862851,0.903315541410366,0.465369278717422,30,2924228.86639295,122.19681674673,49861.3777626152,high.sev
AMR1300142,American River,2008,11,60,1,2013,5,5597.13290629516,9.00851160570281,1797.25818733774,0.439618610575672,-0.128671337317099,11.1,0.439618610575672,-0.646867595938341,0.691986352818922,573.61977989085,679.072671494586,-0.999831468216569,0.784858725237938,-0.35526128864539,0.2937935649574,341.839948439954,0.793123479350462,0.151533743213115,100,3230136.99195254,81.1532813500822,116854.55034943,control
AMR1300161,American River,2008,0.5,0,4,2013,5,5248.80477421946,9.08889013800144,1791.68525293666,0.440862481210326,-0.127600145687227,8.7,0.440862481210326,-0.648369956949114,0.685063002474102,574.479198511633,679.137974725689,-0.999944182084231,0.790507544203306,-0.356944423419105,0.296861718275307,334.297375441411,0.796499712366296,0.154545027310821,NA,3210136.0455907,82.6079239406598,111754.735227016,high.sev
AMR1300168,American River,2008,27,0,4,2013,5,4787.60589661905,11.4333821643208,1701.01947768412,0.387019396563505,-0.219055270566064,12.3,0.387019396563505,-0.659099962153076,0.678758962996938,587.322365631454,698.575379905686,-1.00537334532498,0.850055109770199,-0.355255441548525,0.398764391834818,227.188337310536,0.894036453673888,0.439243152201146,100,2893467.26346076,130.722227715409,51614.5406099259,high.sev
AMR1300192,American River,2008,12,0,5,2013,5,4905.36454167199,9.36664348945335,1801.48735150877,0.41910627030592,-0.160416560157205,67.1,0.41910627030592,-0.646999035324474,0.713353512297845,575.151360732211,689.817745072586,-1.00836946989538,0.804122210264598,-0.355236590143134,0.313927987525939,291.597969789965,0.809840825620849,0.22138809423965,15,3245356.67764608,87.7340102585188,85029.3759856293,high.sev
AMR1300194,American River,2008,10,0,4,2013,5,6140.76282576937,9.02576210607438,1812.32256781058,0.426674292524752,-0.149160635314109,9.9,0.426674292524752,-0.648683544962576,0.706309409548081,574.26212146116,686.758025297427,-1.00535123043057,0.797045777143916,-0.355951716648444,0.302544839549503,304.349354749894,0.799634553021304,0.186644171963473,50,3284513.08979553,81.4643815954482,92628.5297366768,high.sev
AMR1300195,American River,2008,9,0,4,2013,5,6220.18558113989,9.07911727772225,1811.10660883423,0.432239989885914,-0.141228545267841,12.9,0.432239989885914,-0.648104260063613,0.691540273214515,574.924490420181,684.370507268154,-1.00388857869977,0.79881169638665,-0.357626646295328,0.303365988378113,312.595641553685,0.792540216637465,0.16553248989224,70,3280107.14856302,82.4303705426347,97716.0351183599,high.sev
AMR1300196,American River,2008,25,0,4,2013,5,6019.24231797942,9.15082819074733,1809.26723084473,0.434143454985223,-0.13853556808035,23.3,0.434143454985223,-0.646825029353331,0.683598176480148,575.171481483408,683.555976541689,-1.00336260965681,0.799542299930754,-0.358216365786829,0.303719247887436,315.192385484949,0.789817025236714,0.158105825778509,65,3273447.91260856,83.737656576576,99346.2398676927,high.sev
AMR1300204,American River,2008,8,1,4,2013,5,6425.76128139106,9.79931263232418,1786.69475834823,0.410958567199346,-0.173980837299285,3.9,0.410958567199346,-0.654171971708308,0.711104670658999,579.032531979139,692.638174886393,-1.01291519552613,0.827111791429444,-0.357183454270596,0.343233199287249,271.171631055693,0.815989351287741,0.256755970427614,50,3192278.15950904,96.0265280660282,73534.0534894049,high.sev
AMR1300235,American River,2008,20,3,4,2013,5,5676.49272004105,9.6583621477499,1788.36652356504,0.413135444385566,-0.171581871930335,14.5,0.413135444385566,-0.651959018925185,0.712808230165255,578.212642039836,692.116710730962,-1.01114363066757,0.823720332510945,-0.357004670099348,0.332710138693538,268.360761918247,0.807279059491341,0.232498904372251,18,3198254.82260811,93.2839593770881,72017.4985373421,high.sev
AMR1300236,American River,2008,18,0,4,2013,5,4203.38381491162,9.50436037532253,1791.80405226413,0.41551781471661,-0.167723161414006,19.7,0.41551781471661,-0.647929457061994,0.710494955805004,577.050910283839,691.294343064755,-1.00946982818531,0.817081540501892,-0.356260862002816,0.323073261181424,272.399156798813,0.804549022707809,0.220821502609757,22,3210561.76171016,90.332866144001,74201.3006247043,high.sev
