"Regen_Plot","Fire","ID","Date","Observers","Year.of.Fire","Photos","Datum","Easting","Northing","aspect","slope","parent1","parent2","BARE","ROCK","VEG..BASAL..10.","LITT","CWD","SHRUB","GRASS","HARDWOOD","CONIFER","DEAD_OCC","LIVE_OCC","CALVEG_OBS","FIRE_SEV","HIST1","HIST2","HIST3","DUFF_cm","LITT_cm","BA_total_count","BA_live_count","BA_dead_count","NOTES","HERBS","UNDERSTORY.VEG","TREE_live.only","BAF","BA.Total1","BA.Live1","BA.Dead1","dominant_shrub_ht_cm","seed_tree_distance_general","fire.prefix","seed_tree_distance_conifer","seed_tree_distance_hardwood","seed_wall_distance","dominant_tree_1","dominant_tree_2","dominant_tree_3","fire_killed_trees_2.15","fire_killed_trees_15.30","fire_killed_trees_30.45","fire_killed_trees_45.60","fire_killed_trees_60.","dominant_shrub_1","dominant_shrub_2","new_or_revisit","burn_or_control","revisit_relocated_precisely","entered_by","entered_on","dominant_shrub_3","Year","fire.abbr","X5yr","fire.year","notes","survey.years.post","seed.tree.any","FORB","dom.veg","dom.veg.2016","dom.veg.all"
"BUT1200062","BUTLER",2002,"8/29/2012 0:00:00","JM, EA",2007,"BTM0826","NAD83 UTM zone 10",1055284.87,3807427.61,240,27,"GRANITE","",30,25,0.5,30,15,45,0.5,0,0,10,0,"1",4,"",NA,NA,0,0.5,8,2,6,"",0.5,45,0,20,160,40,120,50,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,7.7,0.5,"ABCO PIJE","NA NA NA","NA NA NA ABCO PIJE"
"BUT1200063","BUTLER",2003,"8/29/2012 0:00:00","JM, EA",2007,"BTM0829-0825","NAD83 UTM zone 10",1055480.77,3807430.16,80,29,"GRANITE","",1,20,0.5,79,0.5,1,30,0.5,0,15,0,"1",4,"",NA,NA,2,2.5,4,0,4,"HEAVY DEER PRESENCE.  PLOT CENTER IS 2.5m AWAY FROM ORANGE FLAGGING @190 DEGREES.",70,71,0.5,20,80,0,80,28,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,13.5,40,"PIJE QUKE","NA NA NA","NA NA NA PIJE QUKE"
"BUT1200070","BUTLER",2004,"8/15/2012 0:00:00","JM, EA",2007,"BTM0815-0446","NAD83 UTM zone 10",1053670.5,3807582.15,68,30,"GRANITE","",10,5,0.5,85,0,70,0,15,0,15,0,"1",5,"",NA,NA,0,0.5,6,0,6,"",0,85,15,20,120,0,120,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,NA,0,"QUKE PIJE","NA NA NA","NA NA NA QUKE PIJE"
"BUT1200074","BUTLER",2006,"8/29/2012 0:00:00","JM, EA",2007,"BTM0829-0823","NAD83 UTM zone 10",1055276.8,3807629.92,242,28,"GRANITE","",0,70,0.5,30,0.5,0.5,0.5,0,80,0.5,80,"1",1,"",NA,NA,2,4,7,6,1,"PLOT CENTER IS 0.7m AWAY FROM FLAGGING ON ABCO @ 17 DEGREES",0.5,0.5,80,20,140,120,20,17,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,1.8,0.5,"PIJE ABCO","NA NA NA","NA NA NA PIJE ABCO"
"BUT1200075","BUTLER",2005,"8/29/2012 0:00:00","JM, EA",2007,"BTM0829-0824","NAD83 UTM zone 10",1055482.37,3807632.65,95,65,"GRANITE","",55,40,0,5,0.5,0,0,0,1,0,1,"1",3,"",NA,NA,0.5,0.5,6,0,6,"BAF 10",1,1,1,10,60,0,60,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,5.2,1,"PIJE ABCO","NA NA NA","NA NA NA PIJE ABCO"
"BUT1200079","BUTLER",2007,"8/14/2012 0:00:00","JM, EA",2007,"BTM0814-0416","NAD83 UTM zone 10",1052659.08,3807757.33,336,65,"GRANITE","",15,10,0.5,75,0.5,75,0.5,0,0,0,0,"1",5,"",NA,NA,0,1,2,0,2,"",0.5,75,0,20,40,0,40,70,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,26,0.5,"PIJE","NA NA NA","NA NA NA PIJE"
"BUT1200081","BUTLER",2008,"8/15/2012 0:00:00","JM, EA",2007,"BTM0815-0448","NAD83 UTM zone 10",1053667.21,3807776.19,169,38,"GRANITE","",35,50,0.5,15,0.5,0,0.5,15,0.5,5,15,"1",5,"",NA,NA,0,2,5,0,5,"BAF 5",1,16,15,5,25,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,NA,1,"QUKE PIJE","NA NA NA","NA NA NA QUKE PIJE"
"BUT1200083","BUTLER",2009,"8/15/2012 0:00:00","JM, EA",2007,"BTMP08150450","NAD83 UTM zone 10",1054067.94,3807791.44,48,45,"GRANITE","",45,5,0.5,50,0.5,1,10,1,0.5,0.5,0,"1",5,"",NA,NA,0,0.5,6,0,6,"BAF 10",20,22,0.5,10,60,0,60,25,34.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,34.2,15,"QUKE PIJE","NA NA NA","NA NA NA QUKE PIJE"
"BUT1200084","BUTLER",2010,"8/29/2012 0:00:00","EA, JM",2007,"BTM0931","NAD83 UTM zone 10",1055070.57,3807825.06,290,20,"GRANITE","",0.5,0,0.5,95,5,35,60,0,0,5,0,"1",3,"",NA,NA,1,1,6,2,4,"",60,95,0,20,120,40,80,40,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,11.2,5,"PIJE ABCO CELE3","NA NA NA","NA NA NA PIJE ABCO CELE3"
"BUT1200087","BUTLER",2011,"8/14/2012 0:00:00","JM, EA",2007,"BTMP080415","NAD83 UTM zone 10",1052655.01,3807958.38,14,29,"GRANITE","",10,5,2,82,1,20,5,0,70,15,70,"1",4,"",NA,NA,0,0.5,6,2,4,"",40,40,70,20,120,40,80,25,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,4.4,35,"PIJE ABCO CELE3","NA NA NA","NA NA NA PIJE ABCO CELE3"
"BUT1200088","BUTLER",2012,"8/14/2012 0:00:00","JM, EA",2007,"BTMP08140417","NAD83 UTM zone 10",1052858.63,3807959.77,40,40,"GRANITE","",3,0.5,0.5,95,2,80,0.5,0,0,10,0,"1",5,"",NA,NA,0,1,6,0,6,"",0.5,80,0,20,120,0,120,40,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,98,0.5,"CELE3 ARPA6 RINE","NA NA NA","NA NA NA CELE3 ARPA6 RINE"
"BUT1200089","BUTLER",2013,"8/15/2012 0:00:00","JM, EA",2007,"BTM08150453","NAD83 UTM zone 10",1053864,3807994.07,18,27,"GRANITE","",80,15,0.5,0.5,0.5,0.5,5,0,0,0,0,"1",5,"",NA,NA,0,0.5,2,0,2,"BAF 10",20,20,0,10,20,0,20,3.5,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,61,15,"QUKE PIJE CELE3","NA NA NA","NA NA NA QUKE PIJE CELE3"
"BUT1200090","BUTLER",2014,"8/15/2012 0:00:00","JM, EA",2007,"BTMP08150452","NAD83 UTM zone 10",1054062.67,3807999.97,106,40,"GRANITE","",70,15,0.5,15,0,8,0.5,0.5,0.5,0,0,"1",5,"",NA,NA,0,0.5,5,0,5,"BAF 10        Plot center is orange flag in small ARPA by closest PIJE",30,38,0.5,10,50,0,50,35,47.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,47.2,30,"PIJE QUKE SALIX","NA NA NA","NA NA NA PIJE QUKE SALIX"
"BUT1200091","BUTLER",2015,"8/15/2012 0:00:00","JM, EA",2007,"BTMP08150451","NAD83 UTM zone 10",1054275.8,3808021.27,228,40,"GRANITE","",70,5,0.5,25,0,0.5,0.5,0.5,20,0,20,"1",4,"",NA,NA,0,0.5,2,1,1,"Plot center is 23.2 m @ 40 from original plot at edge of the road.",0.5,5,20,20,40,20,20,32,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,6.8,0.5,"PIJE QUKE SALIX","NA NA NA","NA NA NA PIJE QUKE SALIX"
"BUT1200092","BUTLER",2016,"8/29/2012 0:00:00","JM, EA",2007,"BTM0832","NAD83 UTM zone 10",1055066,3808028.19,58,65,"GRANITE","",1,45,1,53,0.5,5,1,55,0.5,0.5,55,"1",1,"",NA,NA,0.5,1.5,4,2,2,"",1,6,55,20,80,40,40,25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,2,0.5,"QUKE PIJE","NA NA NA","NA NA NA QUKE PIJE"
"BUT1200093","BUTLER",2017,"8/15/2012 0:00:00","JM, EA",2007,"BTM","NAD83 UTM zone 10",1053867.93,3807783.03,93,34,"GRANITE","",15,20,15,50,0,45,3,5,0,5,0,"1",5,"",NA,NA,0,0.5,7,0,7,"BAF 5    PLANTED PINE",5,55,5,5,35,0,35,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,NA,2,NA,"NA NA NA","NA NA NA NA"
"BUT1200097","BUTLER",2018,"8/14/2012 0:00:00","JM, EA",2007,"BTMP08140423","NAD83 UTM zone 10",1051842.06,3808141.59,304,52,"GRANITE","",10,2,0.5,88,0.5,15,0.5,0,0.5,0,0.5,"1",5,"",NA,NA,0,0.5,5,0,5,"",30,45,0.5,20,100,0,100,50,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,22.6,30,"PIJE QUKE CELE3","NA NA NA","NA NA NA PIJE QUKE CELE3"
"BUT1200098","BUTLER",2019,"8/14/2012 0:00:00","JM,EA",2007,"BTMP08140412","NAD83 UTM zone 10",1052242.02,3808151.66,250,30,"GRANITE","",20,35,0.5,45,0.5,15,4,0,2,5,2,"1",4,"",NA,NA,0,1,3,1,2,"",25,40,2,20,60,20,40,35,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,12.6,25,"PIJE CELE3","NA NA NA","NA NA NA PIJE CELE3"
"BUT1200099","BUTLER",2020,"8/14/2012 0:00:00","JM, EA",2007,"BTMP08140413","NAD83 UTM zone 10",1052450.25,3808150,50,20,"GRANITE","",25,5,0.5,68,2,40,0.5,0,0,10,0,"1",4,"",NA,NA,0.5,1.5,6,1,5,"",30,70,0,20,120,20,100,40,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,9.4,30,"PIJE CELE3","NA NA NA","NA NA NA PIJE CELE3"
"BUT1200100","BUTLER",2021,"8/14/2012 0:00:00","JM, EA",2007,"BTMP08140414","NAD83 UTM zone 10",1052648.64,3808159.3,318,20,"GRANITE","",44,1,0.5,55,0.5,11,5,0,5,3,5,"1",4,"",NA,NA,0,0.5,6,3,3,"",25,30,5,20,120,60,60,25,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,3.3,20,"PIJE CELE3","NA NA NA","NA NA NA PIJE CELE3"
"BUT1200101","BUTLER",2022,"8/14/2012 0:00:00","JM, EA",2007,"BTMP08140403","NAD83 UTM zone 10",1053056.3,3808168.06,14,35,"GRANITE","",0,0,2,97,1,75,5,0,0,70,0,"1",5,"",NA,NA,0,2,4,0,4,"",25,98,0,20,80,0,80,110,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,66,20,"CELE3 SALIX RINE","NA NA NA","NA NA NA CELE3 SALIX RINE"
"BUT1200102","BUTLER",2023,"8/29/2012 0:00:00","JM, EA",2007,"BTM0833","NAD83 UTM zone 10",1055254.29,3808226.42,150,43,"GRANITE","",55,35,0.5,9,0.5,0,0,15,10,0,20,"1",1,"",NA,NA,0.5,0.5,4,4,0,"",0,0,20,20,80,80,0,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,2.5,0,"QUKE ABCO PIJE","NA NA NA","NA NA NA QUKE ABCO PIJE"
"BUT1200103","BUTLER",2024,"8/29/2012 0:00:00","JM, EA",2007,"BTM0834","NAD83 UTM zone 10",1055460.01,3808233.93,100,59,"GRANITE","",15,35,0.5,50,0,1,0.5,2,3,45,5,"1",3,"",NA,NA,0.5,0.5,4,2,2,"Plot center is 2.1 m @ 194 from",10,11,5,20,80,40,40,30,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,5.1,10,"PIJE QUKE CELE3","NA NA NA","NA NA NA PIJE QUKE CELE3"
"BUT1200105","BUTLER",2025,"8/14/2012 0:00:00","JM, EA",2007,"BTM08140411","NAD83 UTM zone 10",1052248.09,3808348.6,128,30,"GRANITE","",5,0.5,0.5,95,0.5,65,0.5,0,0,0,0,"1",5,"",NA,NA,0,0.5,3,0,3,"",50,95,0,20,60,0,60,50,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,154,50,"PIJE QUKE SALIX","NA NA NA","NA NA NA PIJE QUKE SALIX"
"BUT1200106","BUTLER",2026,"8/14/2012 0:00:00","JM, EA",2007,"BTMP0814040","NAD83 UTM zone 10",1052643.58,3808354.29,296,18,"GRANITE","",60,20,0.5,20,0.5,20,0.5,0,0,0,0,"1",4,"",NA,NA,0,0.5,3,0,3,"",30,50,0,20,60,0,60,40,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,11,30,"PIJE CELE3","NA NA NA","NA NA NA PIJE CELE3"
"BUT1200107","BUTLER",2027,"8/14/2012 0:00:00","JM, EA",2007,"BTMP08140405","NAD83 UTM zone 10",1052848.4,3808360.44,346,52,"GRANITE","",5,50,0.5,30,0.5,60,0.5,0,0,0,0,"1",5,"",NA,NA,0,1,2,0,2,"",0.5,60,0,20,40,0,40,50,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,57,0.5,"CELE3 SALIX PIJE","NA NA NA","NA NA NA CELE3 SALIX PIJE"
"BUT1200108","BUTLER",2028,"8/14/2012 0:00:00","JM, EA",2007,"BTMP08140404","NAD83 UTM zone 10",1053046.27,3808366.56,40,55,"GRANITE","",0,5,1,91,3,70,0.5,0,0,1,30,"1",5,"",NA,NA,0,1,4,0,4,"",30,98,0,20,80,0,80,40,86.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,86.3,30,"PIJE SALIX ABCO","NA NA NA","NA NA NA PIJE SALIX ABCO"
"BUT1200110","BUTLER",1984,"8/30/2012 0:00:00","JM, EA",2007,"BTCP08300840","NAD83 UTM zone 10",1056182.59,3806380.65,118,41,"GRANITE","",41,3,0.5,55,1,40,2,0.5,0,0,0.5,"1",0,"",NA,NA,0.5,0.5,4,4,0,"Plot center is at orange flaggin in CELEU",2,42,0.5,20,80,80,0,40,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,7,0.5,"QUKE PIJE ABCO","NA NA NA","NA NA NA QUKE PIJE ABCO"
"BUT1200111","BUTLER",2030,"8/29/2012 0:00:00","JM, EA",2007,"BTMP08290836","NAD83 UTM zone 10",1055655,3808443.53,126,27,"GRANITE","",45,5,0.5,45,5,0,2,45,0,0.5,45,"1",2,"",NA,NA,0.5,2.5,4,4,0,"Plot center is 1.7 m @ 86 from orange flagging on QUKE",2,2,45,20,80,80,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,3,0.5,"QUKE PIJE","NA NA NA","NA NA NA QUKE PIJE"
"BUT1200112","BUTLER",2029,"8/29/2012 0:00:00","JM, EA",2007,"BTM0835","NAD83 UTM zone 10",1055454.76,3808447.77,90,33,"GRANITE","",1,1,1,97,0.5,1,0,0,70,0,70,"1",2,"",NA,NA,0.5,1.5,5,5,0,"Plot center is 2.2 m @230 frin orange flag.",0,1,70,20,100,100,0,38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,1,0,"QUKE ABCO PIJE","NA NA NA","NA NA NA QUKE ABCO PIJE"
"BUT1200113","BUTLER",1985,"8/30/2012 0:00:00","JM, EA",2007,"BTCP08300837","NAD83 UTM zone 10",1056171.73,3808581.26,160,32,"GRANITE","",0,0,2,94,4,25,3,10,95,0,95,"1",0,"",NA,NA,3,3,13,12,1,"Plot center 1.4 m away  at 335 degrees from orange flagging.",10,35,95,20,260,240,20,70,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,1.8,2,"QUKE PIJE ABCO","NA NA NA","NA NA NA QUKE PIJE ABCO"
"BUT1200114","BUTLER",2031,"8/15/2012 0:00:00","JM, EA",2007,"BTMP08150454","NAD83 UTM zone 10",1053641.43,3808592.1,100,60,"GRANITE","",0,48,2,50,0.5,0,0,10,35,50,40,"1",2,"",NA,NA,1,1.5,6,5,1,"",5,15,40,20,120,100,20,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,2.3,5,"QUCH2 PIJE QUKE","NA NA NA","NA NA NA QUCH2 PIJE QUKE"
"BUT1200116","BUTLER",1986,"8/30/2012 0:00:00","JM, EA",2007,"BTCP08320838","NAD83 UTM zone 10",1056370.16,3808598.15,342,45,"GRANITE","",82,5,0.5,10,3,15,3,0,0,0,0,"1",0,"",NA,NA,0.5,0.5,7,7,0,"BA   = 5                               Plot center is 2 m  @ 218 degr from orange flags in CeLe",8,23,0,5,35,35,0,100,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,8.7,5,"PIJE QUKE","NA NA NA","NA NA NA PIJE QUKE"
"BUT1200117","BUTLER",1987,"8/30/2012 0:00:00","JM, EA",2007,"BTC0839","NAD83 UTM zone 10",1056360.7,3808797.94,330,32,"GRANITE","",0.5,0.5,1,99,0.5,7,4,0,60,0,60,"1",0,"",NA,NA,1,3,3,3,0,"Plot center 2.6 m @ 302 deg from PIJE",8,15,60,20,60,60,0,55,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,3.1,4,"PIJE ABCO QUKE","NA NA NA","NA NA NA PIJE ABCO QUKE"
"BUT1200118","BUTLER",2032,"8/16/2012 0:00:00","JM, EA",2007,"BTMP08160464","NAD83 UTM zone 10",1055641.13,3808838.06,342,27,"GRANITE","",0,0,1,99,0.5,5,85,0,90,0,90,"1",2,"",NA,NA,1,2,6,6,0,"Tree is flagged 3 meter and 109 degrees from the plot center.",85,90,90,20,120,120,0,45,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,2.3,0.5,"PIJE ABCO CELE3","NA NA NA","NA NA NA PIJE ABCO CELE3"
"BUT1200120","BUTLER",2033,"8/6/2012 0:00:00","JM, EA",2007,"BTM0466","NAD83 UTM zone 10",1055638.73,3809041.39,236,55,"GRANITE","",80,5,0.5,15,0.5,20,0.5,0,0,0,0,"1",2,"",NA,NA,0.5,1,5,5,0,"BAF 10",0.5,20,0,10,50,50,0,150,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,11.9,0.5,"PIJE CELE3 ABCO","NA NA NA","NA NA NA PIJE CELE3 ABCO"
"BUT1200121","BUTLER",2034,"8/16/2012 0:00:00","JM, EA",2007,"BTMP08160465","NAD83 UTM zone 10",1055829.53,3809049.28,230,58,"GRANITE","",1,0.5,1,95,3,20,0.5,5,0.5,10,0,"1",2,"",NA,NA,0.5,1,6,2,4,"Plot center is 0.5 m @ 127  from orange flag in CELE by QUKE resprout.",0.5,25,5,20,120,40,80,70,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,6.5,0.5,"PIJE ABCO QUKE","NA NA NA","NA NA NA PIJE ABCO QUKE"
"BUT1200124","BUTLER",1988,"8/16/2012 0:00:00","JM, EA",2007,"BTCP08160477","NAD83 UTM zone 10",1055940.67,3809379.33,90,42,"GRANITE","",0.5,1,0.5,99,0,0,0.5,90,10,0,90,"1",0,"",NA,NA,0.5,2,6,6,0,"Plot center moved 20 m @ 256 from original location - in road. No flaggin tape, just oragne flag.",0.5,0.5,10,20,120,120,0,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,4.3,0.5,"PIJE ABCO QUKE","NA NA NA","NA NA NA PIJE ABCO QUKE"
"BUT1200127","BUTLER",1989,"8/16/2012 0:00:00","JM, EA",2007,"BTCP08160478","NAD83 UTM zone 10",1055936.88,3809528.48,272,35,"GRANITE","",0,0,2,98,0.5,15,0.5,20,70,0,70,"1",0,"",NA,NA,3,3,5,5,0,"Moved plot center 50 across the road into unburned area.",0.5,40,70,20,100,100,0,90,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,1.4,0.5,"ABCO PIJE QUKE","NA NA NA","NA NA NA ABCO PIJE QUKE"
"BUT1200128","BUTLER",1990,"8/16/2012 0:00:00","JM, EA",2007,"BTCP08160479","NAD83 UTM zone 10",1056110.85,3809580.96,151,44,"GRANITE","",0.5,50,0.5,50,0.5,40,3,5,0,0,5,"1",0,"",NA,NA,1,2,7,7,0,"",5,45,5,20,140,140,0,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,5.3,2,"PIJE QUKE","NA NA NA","NA NA NA PIJE QUKE"
"BUT1200135","BUTLER",2035,"8/28/2012 0:00:00","JM, EA",2007,"BTMP08280805","NAD83 UTM zone 10",1055964.86,3812062.55,48,42,"GRANITE","",40,5,1,50,5,47,10,10,0,15,20,"1",5,"",NA,NA,0.5,1.5,5,0,5,"BAF 10  PLOT CENTER ORANGE FLAGGING IN CELE",15,62,10,10,50,0,50,50,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,9.6,8,"QUKE ABCO CELE3","NA NA NA","NA NA NA QUKE ABCO CELE3"
"BUT1200136","BUTLER",2036,"8/28/2012 0:00:00","JM, EA",2007,"BTM0804","NAD83 UTM zone 10",1056155.65,3812074.39,296,25,"GRANITE","",40,0.5,0.5,60,0.5,22,22,0,0,0.5,0,"1",4,"",NA,NA,0.5,0.5,4,0,4,"BAF 10",22,50,0,10,40,0,40,50,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,31,0.5,"PIJE QUKE CELE3","NA NA NA","NA NA NA PIJE QUKE CELE3"
"BUT1200137","BUTLER",2037,"8/28/2012 0:00:00","JM, EA",2007,"BTMP08280799","NAD83 UTM zone 10",1056960.92,3812085.53,29,35,"GRANITE","",10,0.5,1,89,0.5,100,0,0,0,10,0,"1",5,"",NA,NA,0,0.5,4,0,4,"Plot center is 65 cm @ 266 from orange flagging on flannel bush.",0,100,0,20,80,0,80,40,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,26,0,"CELE3 PIJE","NA NA NA","NA NA NA CELE3 PIJE"
"BUT1200138","BUTLER",2038,"8/28/2012 0:00:00","JM, EA",2007,"BTMP08280803","NAD83 UTM zone 10",1056353.39,3812270.01,301,67,"GRANITE","",5,50,0.5,45,0.5,57,0.5,0,0,60,0,"1",5,"",NA,NA,0.5,1.5,6,0,6,"BAF 10",0.5,57,0,10,60,0,60,35,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,10.4,0.5,"PIJE ABCO QUCH2","NA NA NA","NA NA NA PIJE ABCO QUCH2"
"BUT1200139","BUTLER",2039,"8/28/2012 0:00:00","JM, EA",2007,"BTM0802","NAD83 UTM zone 10",1056553.33,3812281.81,309,28,"GRANITE","",50,2,0.5,48,0.5,40,5,0,0,0,0,"1",4,"",NA,NA,0.5,0.5,4,1,3,"",25,65,0,20,80,20,60,50,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"BUT","Y",2007,"",5,7,20,"ABCO PIJE","NA NA NA","NA NA NA ABCO PIJE"
