"Regen_Plot","Fire","Year.of.Fire","Easting","Northing","aspect","slope","SHRUB","FORB","GRASS","HARDWOOD","CONIFER","FIRE_SEV","BA.Live1","Year","firesev","dist.to.low","fire.abbr","X5yr","fire.year","survey.years.post","elev.m","rad.march","tmean.post","ppt.post","ppt.post.min","tmean.normal","ppt.normal","seed.tree.any","diff.norm.ppt.z","diff.norm.ppt.min.z","seed_tree_distance_general","seed_tree_distance_conifer","seed_tree_distance_hardwood","diff.norm.ppt.z.1","diff.norm.ppt.min.z.1","tmean.post.1","tmean.post.max","ppt.post.1","ppt.post.min.1","perc.norm.ppt","perc.norm.ppt.min","tmean.post.2","tmean.normal.1","diff.norm.tmean.z","diff.norm.tmean.max.z","def.normal","aet.normal","diff.norm.def.z","diff.norm.aet.z","diff.norm.def.max.z","diff.norm.aet.min.z","def.post","aet.post","def.post.max","aet.post.min","snow.post.min","snow.normal","snow.post","diff.norm.snow.z","diff.norm.snow.min.z","dominant_shrub_ht_cm","dom.veg.all","ppt.normal.sq","tmean.normal.sq","snow.normal.sq","FIRE_SEV.cat"
"BST1100298","Bassetts",2006,705749.3,4390545.47,112,29,0.5,0.5,0.5,0,60,0,200,2011,NA,NA,"BST","Y",2006,5,6416.81911857169,6416.81911857169,7.73718591002855,1385.57909611258,1176.88316688509,7.56286958555588,1841.72480253985,4.9,-0.614629234168233,-0.956427056131454,4.9,NA,NA,-0.614629234168233,-0.956427056131454,7.73718591002855,7.73718591002855,1385.57909611258,1176.88316688509,0.752326891727682,0.639011412162174,7.73718591002855,7.56286958555588,0.214873160735769,0.589405082581524,568.223695730528,568.228702058417,0.282993267943697,-0.246675782849102,0.873701453607576,-1.44259021835577,597.775350631714,548.087076735026,659.460225953616,450.438007983331,354.589422684408,394.318047922396,400.9421162462,0.0633694663649277,-0.38552363316099,10,"NA NA NA ABMA ABCO",3391950.24829045,57.1969963681262,155486.722917329,"control"
"BST1100304","Bassetts",2006,706935.78,4390596.13,180,43,30,40,0,40,0,4,0,2011,NA,NA,"BST","Y",2006,5,7633.40407210968,7633.40407210968,7.70287032689539,1382.91912598849,1178.59159232843,7.51620540293506,1846.22799234943,7.4,-0.61391605688331,-0.949638102177056,7.4,NA,NA,-0.61391605688331,-0.949638102177056,7.70287032689539,7.70287032689539,1382.91912598849,1178.59159232843,0.749051109461649,0.638378140301407,7.70287032689539,7.51620540293506,0.231059338572359,0.611042372816538,568.239416219268,570.49535831348,0.295381459509554,-0.262497100745007,0.887962489461962,-1.47231502994929,599.305568967279,548.842370278242,661.629090635299,449.046322735134,358.782433456248,396.787378544505,402.155302822741,0.051488820917669,-0.376457509258737,200,"NA NA NA POTR5 ABMA",3408557.79973461,56.4933436591102,157440.22377222,"high.sev"
"BST1100305","Bassetts",2006,707136.73,4390603.91,180,43,36,8,0.5,0,7,5,20,2011,NA,NA,"BST","Y",2006,5,7669.10328902912,7669.10328902912,7.64167294644391,1382.48183427738,1178.88798326402,7.44725198297395,1835.45967902179,3.1,-0.613789693541966,-0.948485483615556,3.1,NA,NA,-0.613789693541966,-0.948485483615556,7.64167294644391,7.64167294644391,1382.48183427738,1178.88798326402,0.753207411788077,0.642284871053288,7.64167294644391,7.44725198297395,0.235826726939866,0.61695202284441,568.391521454294,570.717457417713,0.295364438157038,-0.26274116323894,0.887048872435167,-1.47532029304546,599.469359193548,549.055437286525,661.725577159644,449.082851351677,359.476922526681,397.196649403711,402.353726474777,0.0494456562454877,-0.374908857025335,35,"NA NA NA ABMA",3368912.23331477,55.4615620979094,157765.178297534,"high.sev"
"BST1100307","Bassetts",2006,707540.58,4390609.05,250,29,50,20,1,0,2,4,180,2011,NA,NA,"BST","Y",2006,5,6290.10062115984,6290.10062115984,7.55557376048619,1377.40353284605,1175.74473577065,7.35053241215855,1821.67463016572,9.2,-0.613111446624631,-0.946184920767847,9.2,NA,NA,-0.613111446624631,-0.946184920767847,7.55557376048619,7.55557376048619,1377.40353284605,1175.74473577065,0.756119402464722,0.645419723314526,7.55557376048619,7.35053241215855,0.241747581826391,0.624508707984479,569.039505074994,570.229528417156,0.298930176453827,-0.266923776948178,0.88388093924234,-1.47104638918662,600.529235531225,548.17417471766,662.148781837625,448.68004042165,360.695855242437,397.862902542438,402.621948116702,0.0455324862764656,-0.371628974458911,40,"NA NA NA ABMA ABCO",3318498.45818941,54.0303267421934,158294.889219494,"high.sev"
"BST1100308","Bassetts",2006,707740.65,4390615.67,116,19,1,1,0,0,1,5,320,2011,NA,NA,"BST","Y",2006,5,6189.67250147735,6189.67250147735,7.53034873129718,1371.90819511965,1171.5553359509,7.32384679197642,1820.38289439961,13,-0.612479544617155,-0.945007273128547,13,NA,NA,-0.612479544617155,-0.945007273128547,7.53034873129718,7.53034873129718,1371.90819511965,1171.5553359509,0.753637160259148,0.643576326472402,7.53034873129718,7.32384679197642,0.242486980188195,0.625720562808276,569.81436904246,568.929808567699,0.302065560386723,-0.270359739247964,0.881114905264962,-1.46366035946847,601.616536491287,546.590371665938,662.580203462705,447.989655507534,361.36801098022,398.253562438315,402.805471826862,0.0434852431012935,-0.370023540671448,30,"NA NA NA ABMA ABCO PIPO",3313793.8822227,53.6387318323433,158605.899994809,"high.sev"
"BST1100310","Bassetts",2006,708139.76,4390622.87,225,45,45,5,0,0,0.5,5,0,2011,NA,NA,"BST","Y",2006,5,7375.201154706,7375.201154706,7.50798035283034,1360.93295372197,1163.17639570143,7.30015307948639,1816.63897921796,41,-0.61118107377926,-0.942627097115855,41,NA,NA,-0.61118107377926,-0.942627097115855,7.50798035283034,7.50798035283034,1360.93295372197,1163.17639570143,0.749148823343996,0.640290343325212,7.50798035283034,7.30015307948639,0.242529419328934,0.62654889577085,571.241432795329,566.527282444543,0.309231083174688,-0.278351560025055,0.876322267219079,-1.4489098689479,603.773238592499,543.499639139545,663.432507250812,446.660953546583,362.680237475608,398.975509089976,403.231655881082,0.0405071835854647,-0.366609465446506,50,"NA NA NA ABMA",3300177.18081407,53.2922349839346,159181.456853606,"high.sev"
"BST1100311","Bassetts",2006,708335.69,4390636.34,140,50,28,35,0,0,15,1,60,2011,NA,NA,"BST","Y",2006,5,7028.48403885692,7028.48403885692,7.57086581381359,1355.54769850962,1159.08258635175,7.36806400556251,1810.15187375043,4,-0.610549667653516,-0.94140951811814,4,NA,NA,-0.610549667653516,-0.94140951811814,7.57086581381359,7.57086581381359,1355.54769850962,1159.08258635175,0.748858545057369,0.640323391180576,7.57086581381359,7.36806400556251,0.238472604038991,0.622426212289336,572.000272302449,565.144931840501,0.312426767212013,-0.281900176778189,0.873705927614153,-1.44056078009976,604.862317394359,541.808285919117,663.899451897524,445.890459432448,363.728874026952,399.596090509515,404.051412772499,0.042436499336633,-0.364958143954082,150,"NA NA NA ABMA ABCO",3276649.80604219,54.2883671900659,159677.035550489,"control"
"BST1100312","Bassetts",2006,708536.31,4390639.75,130,49,0.5,0,0,0,15,4,200,2011,NA,NA,"BST","Y",2006,5,7420.84133634492,7420.84133634492,7.64386937756108,1350.02994697049,1154.86963204591,7.44627290735978,1803.66679858154,3.3,-0.609873024878857,-0.940172438868973,3.3,NA,NA,-0.609873024878857,-0.940172438868973,7.64386937756108,7.64386937756108,1350.02994697049,1154.86963204591,0.748491876677109,0.64028989886277,7.64386937756108,7.44627290735978,0.233871981347007,0.617681691899262,572.776324810075,563.867278968582,0.315486737860186,-0.285426062769203,0.870805409808714,-1.43273283994264,605.94987544465,540.228091175808,664.341845285149,445.20733484265,364.640277913637,400.078455980908,404.762134161442,0.0446631268588947,-0.363005201626738,5,"NA NA NA ABMA ABCO",3253213.92030538,55.4469802108803,160062.770940067,"high.sev"
"BST1100313","Bassetts",2006,708736.14,4390660.24,200,40,0,0,0,0,30,4,200,2011,NA,NA,"BST","Y",2006,5,7367.44628835467,7367.44628835467,7.70305261525496,1344.49473708539,1150.66853390812,7.5104667569705,1796.97930707975,2,-0.609228956075147,-0.938887190814264,2,NA,NA,-0.609228956075147,-0.938887190814264,7.70305261525496,7.70305261525496,1344.49473708539,1150.66853390812,0.74819711712224,0.6403348827528,7.70305261525496,7.5104667569705,0.229856307637459,0.613603768340379,573.604522739674,562.315974284366,0.318386748671519,-0.288870251531567,0.867780041862449,-1.42372060057891,607.083826044679,538.380375538938,664.854147118722,444.347423212112,365.758217143013,400.763518108555,405.638109979775,0.0465677076591109,-0.361456410785442,NA,"NA NA NA ABMA ABCO",3229134.63007282,56.407110907559,160611.397446746,"high.sev"
"BST1100318","Bassetts",2006,705527.26,4390749.51,242,8,45,4,2,0,30,0,80,2011,NA,NA,"BST","Y",2006,5,6638.90350343569,6638.90350343569,7.5299219715132,1385.79574927225,1176.95046404562,7.36175992016459,1842.34681984648,2.5,-0.614940379050704,-0.956370892588882,2.5,NA,NA,-0.614940379050704,-0.956370892588882,7.5299219715132,7.5299219715132,1385.79574927225,1176.95046404562,0.75219048571307,0.638832195636049,7.5299219715132,7.36175992016459,0.218321251175299,0.591895024101171,568.383706490218,564.329743841936,0.272562371070504,-0.232894702606646,0.836602538025904,-1.37801157263999,596.817651863896,545.442216247773,655.658816301895,452.574382676539,357.548591389962,396.771466671594,403.116464205934,0.0611889173133057,-0.384876008502993,60,"NA NA NA PIPO ABMA ABCO",3394241.80459844,54.1955091221418,157427.596764728,"control"
"BST1100331","Bassetts",2006,708134.17,4390828.67,238,31,5,1,0,0,90,0,260,2011,NA,NA,"BST","Y",2006,5,6554.28005350055,6554.28005350055,7.34545638447299,1361.24668156774,1163.79090549107,7.13679993986397,1816.26132033065,1.4,-0.61159155381526,-0.942118358398454,1.4,NA,NA,-0.61159155381526,-0.942118358398454,7.34545638447299,7.34545638447299,1361.24668156774,1163.79090549107,0.749477328141262,0.640761817952057,7.34545638447299,7.13679993986397,0.248777684163462,0.633325595796512,571.355592740697,563.385708463847,0.307812315376701,-0.275028364085539,0.866598604385812,-1.41925698490985,603.800407850342,540.627188981555,662.699018877383,445.94259364605,365.984606829226,402.089105173129,405.847872539143,0.0357887559996895,-0.371168035519551,250,"NA NA NA ABCO ABMA",3298805.18372924,50.9339133816424,161675.648498928,"control"
"BST1100333","Bassetts",2006,708524.23,4390841.41,146,38,3,0.5,0,0,2,4,100,2011,NA,NA,"BST","Y",2006,5,6907.32178323722,6907.32178323722,7.48931689609776,1350.07910730815,1155.22503738641,7.2898553918937,1804.48504377377,4.3,-0.610356499856203,-0.939789653479319,4.3,NA,NA,-0.610356499856203,-0.939789653479319,7.48931689609776,7.48931689609776,1350.07910730815,1155.22503738641,0.748179715851062,0.640196515550196,7.48931689609776,7.2898553918937,0.240403612844357,0.625265361127657,572.920376567153,560.940962818104,0.313346627464264,-0.281903750674221,0.860027839770324,-1.40393583351077,605.937835060212,537.600088840596,663.541851361006,444.698843711459,367.294660852347,402.65463988027,406.87845333666,0.0403314262999094,-0.368043295007286,25,"NA NA NA ABMA",3256166.27320322,53.1419916347216,162130.75901711,"high.sev"
"BST1100352","Bassetts",2006,708331.27,4391031.13,94,5,0,0,0,0,20,1,300,2011,NA,NA,"BST","Y",2006,5,6142.69658531447,6142.69658531447,7.33208277883439,1355.52955028226,1159.73733990171,7.12843199876905,1825.85889086564,4.4,-0.611368671774062,-0.940463712695051,4.4,NA,NA,-0.611368671774062,-0.940463712695051,7.33208277883439,7.33208277883439,1355.52955028226,1159.73733990171,0.742406522795202,0.635173586361802,7.33208277883439,7.12843199876905,0.24466214597814,0.629844136148544,572.111998243408,559.177340760681,0.301439613780639,-0.267710703054714,0.826909009945105,-1.3444472719546,603.890169915269,536.994114506073,659.285864164582,447.772837015216,369.53095872612,405.114982310622,408.659423643787,0.0336861256294144,-0.374253576944734,NA,"NA NA NA ABMA ABCO",3333760.68935311,50.8145427610745,164118.148892536,"control"
"BST1100354","Bassetts",2006,708730.32,4391042.33,112,32,85,0,0,0,0,5,0,2011,NA,NA,"BST","Y",2006,5,7218.09690609545,7218.09690609545,7.48581337366595,1343.66747412639,1150.58765934561,7.28977336350636,1816.65618944049,51.2,-0.610140431596951,-0.938125247757946,51.2,NA,NA,-0.610140431596951,-0.938125247757946,7.48581337366595,7.48581337366595,1343.66747412639,1150.58765934561,0.739637737694451,0.633354657878318,7.48581337366595,7.28977336350636,0.236525137197167,0.622096328788897,573.044232507312,557.602465099605,0.317753415391283,-0.292028579537969,0.837748670415643,-1.36289471364217,606.174909344093,533.771588831464,660.392406045607,446.383983200689,370.291406536694,405.209380087268,409.268935370904,0.0388130614910359,-0.371480001811284,70,"NA NA NA CECO",3300239.71063244,53.1407956912868,164194.641710708,"high.sev"
"BST1100360","Bassetts",2006,706717.81,4391185.65,172,53,12,1,0.5,0,0,1,0,2011,NA,NA,"BST","Y",2006,5,7836.96099390086,7836.96099390086,7.34496272226558,1385.33281139808,1181.26862394921,7.15774638964681,1877.31664849449,11.6,-0.61475316986721,-0.948256841201494,11.6,NA,NA,-0.61475316986721,-0.948256841201494,7.34496272226558,7.34496272226558,1385.33281139808,1181.26862394921,0.73793241673377,0.629232487176058,7.34496272226558,7.15774638964681,0.23344793265284,0.611896355622696,567.365071183219,560.520519044708,0.290559018031417,-0.265370487128106,0.835094814577577,-1.35315610815705,597.852142795098,538.989804718064,654.98787355648,450.732810850849,368.21861357931,405.008295024076,409.149418877332,0.0403023207707403,-0.380457832835033,100,"NA NA NA PIPO CADE27 JUOC",3524317.79871458,51.2333333785019,164031.719038309,"control"
"BST1100361","Bassetts",2006,706927.34,4391186.9,198,32,85,5,0.5,0,0,5,0,2011,NA,NA,"BST","Y",2006,5,7600.71810210422,7600.71810210422,7.30782655389262,1385.32892655321,1181.87633217844,7.11577628708361,1867.1508320581,56.3,-0.614652784618681,-0.947279647027113,56.3,NA,NA,-0.614652784618681,-0.947279647027113,7.30782655389262,7.30782655389262,1385.32892655321,1181.87633217844,0.741948054098129,0.632983855340544,7.30782655389262,7.11577628708361,0.236881043293276,0.616472076669662,567.282348423756,561.000133031878,0.291777477315366,-0.268326798501601,0.835625949905399,-1.35580100727814,597.933350515155,539.187252665093,655.064218956875,450.784063157112,368.774433781116,405.422535166587,409.357798105871,0.0381873698108031,-0.380452632489591,70,"NA NA NA ABMA ABCO",3486252.22965525,50.6342721678214,164367.432020902,"high.sev"
"BST1100362","Bassetts",2006,707122.81,4391194.47,232,27,50,20,0,0,41,4,0,2011,NA,NA,"BST","Y",2006,5,7072.39649653829,7072.39649653829,7.26908533093218,1385.35002631954,1182.47813697813,7.07238293682845,1857.97640131481,4.4,-0.614565198680041,-0.946338466144518,4.4,NA,NA,-0.614565198680041,-0.946338466144518,7.26908533093218,7.26908533093218,1385.35002631954,1182.47813697813,0.745623047385956,0.636433345515767,7.26908533093218,7.07238293682845,0.240070033592714,0.620678624001737,567.202995319094,561.340860403826,0.293087624871143,-0.271178916497025,0.836088804911873,-1.35785083141113,598.038118963052,539.253611405324,655.166114499309,450.745280911089,369.401564185738,405.902428757581,409.630046572187,0.0360470941321096,-0.380478721257648,30,"NA NA NA PICO ABCO ABMA",3452076.30784273,50.0186004051422,164756.781671303,"high.sev"
"BST1100364","Bassetts",2006,707521.33,4391208.93,194,13,15,40,0.5,0,30,0,60,2011,NA,NA,"BST","Y",2006,5,7027.17666440027,7027.17666440027,7.20390266780082,1380.41808835239,1179.36785411589,7.00051860085645,1846.6602458268,1.9,-0.614026734603209,-0.944349587222382,1.9,NA,NA,-0.614026734603209,-0.944349587222382,7.20390266780082,7.20390266780082,1380.41808835239,1179.36785411589,0.747521419531255,0.638649072985191,7.20390266780082,7.00051860085645,0.245135434945777,0.627718550789995,567.75206901973,560.969671191055,0.296844104238455,-0.276154750602336,0.833902110729045,-1.35520580650241,599.01300865049,538.427372690046,655.571106586072,450.345270365632,370.662454488461,406.86790612292,410.174545081464,0.03165573604536,-0.380534903944502,110,"NA NA NA ABMA PIPO",3410154.0635171,49.0072606809372,165541.493032849,"control"
"BST1100366","Bassetts",2006,707922.33,4391220.84,196,35,60,2,2,0,8,0,0,2011,NA,NA,"BST","Y",2006,5,7297.45463806984,7297.45463806984,7.15866676545174,1368.0539201101,1169.78533415829,6.95263116091005,1846.08541911892,28.7,-0.612928858395648,-0.942208335697169,28.7,NA,NA,-0.612928858395648,-0.942208335697169,7.15866676545174,7.15866676545174,1368.0539201101,1169.78533415829,0.741056673728037,0.63365720894789,7.15866676545174,6.95263116091005,0.248286881050664,0.632807368442606,569.288071631153,559.133428022981,0.303318853590831,-0.282040884187543,0.826951293289946,-1.34415928797933,601.198489294881,536.122407249891,656.286821771623,449.466783815942,371.885949680653,407.800662736206,410.690185493526,0.0272341145309105,-0.380548859441579,80,"NA NA NA ABMA ABCO PIPO",3408031.37468348,48.3390800596574,166301.380528089,"control"
"BST1100367","Bassetts",2006,708154.06,4391226.42,50,22,10,1,2,0,20,0,20,2011,NA,NA,"BST","Y",2006,5,5956.12610898871,5956.12610898871,7.17346869139812,1360.90600584409,1164.24296340754,6.96756046110614,1844.56944112691,10,-0.612275750170598,-0.940944988150452,10,NA,NA,-0.612275750170598,-0.940944988150452,7.17346869139812,7.17346869139812,1360.90600584409,1164.24296340754,0.737790606035775,0.631173290335041,7.17346869139812,6.96756046110614,0.248036292466314,0.633411472028697,570.407452097261,557.858152807915,0.312841581802879,-0.292419588308175,0.844782402583877,-1.36314823467722,603.325674079175,533.942424847563,659.298239870457,446.372179727967,372.372715436805,408.065427660821,410.907304269526,0.0266337715151896,-0.380097194479725,70,"NA NA NA ABMA",3402436.42313924,48.5468987791696,166517.393252009,"control"
"BST1100368","Bassetts",2006,708313.8,4391229.02,118,23,0.5,1,0.5,0,80,0,180,2011,NA,NA,"BST","Y",2006,5,6533.08841616217,6533.08841616217,7.23816876414979,1355.98018322116,1160.42154845405,7.034574297174,1841.95373788057,1.9,-0.611815684202601,-0.940064040695377,1.9,NA,NA,-0.611815684202601,-0.940064040695377,7.23816876414979,7.23816876414979,1355.98018322116,1160.42154845405,0.736164082373432,0.629994947532874,7.23816876414979,7.034574297174,0.245084689038977,0.630705334444688,571.074455216945,557.12823101839,0.316543674018586,-0.296812583032732,0.846502370509965,-1.36602633072845,604.369900058762,532.87537650068,660.11326818064,445.508846395253,372.424640776534,407.890469945505,410.957140254582,0.0288703390779318,-0.379180130692016,18,"NA NA NA ABMA",3392793.5724922,49.4852355424611,166374.635472365,"control"
"BST1100376","Bassetts",2006,706918.61,4391383.95,196,34,80,10,0.5,0,0,1,20,2011,NA,NA,"BST","Y",2006,5,7312.78657305596,7312.78657305596,7.18613343025713,1386.13610543119,1182.9571994044,6.9902854209422,1877.41372666351,7.4,-0.614887218334179,-0.946507143408277,7.4,NA,NA,-0.614887218334179,-0.946507143408277,7.18613343025713,7.18613343025713,1386.13610543119,1182.9571994044,0.738322132061211,0.630099366273794,7.18613343025713,6.9902854209422,0.237604087873063,0.616807063947863,567.120152256783,557.885744418667,0.29064345282849,-0.264507299265208,0.812757792686509,-1.31669500958494,597.805854185212,536.446732033056,652.92990686737,451.16415035687,372.091810377083,408.292171015292,411.755279990051,0.0335285787487573,-0.38177542860836,60,"NA NA NA PIPO ABCO ABMA",3524682.30106457,48.8640902662371,166702.49691238,"control"
"BST1100377","Bassetts",2006,707116.19,4391387.01,208,13,1,8,0.5,0,11,1,160,2011,NA,NA,"BST","Y",2006,5,7146.36977635639,7146.36977635639,7.15942643488181,1386.28567781545,1183.64298002987,6.96023878108028,1868.92728676024,4.2,-0.614805031036467,-0.945634194242884,4.2,NA,NA,-0.614805031036467,-0.945634194242884,7.15942643488181,7.15942643488181,1386.28567781545,1183.64298002987,0.741754742218224,0.633327464591573,7.15942643488181,6.96023878108028,0.240101890818333,0.620254710421136,566.963936270517,558.323889721065,0.292154569778194,-0.26781583929492,0.813129036676122,-1.31942039412479,597.881434957686,536.57158226129,653.013988279011,451.15906273675,372.631931119662,408.736918687381,412.000502615291,0.0314204032376201,-0.382309053217315,20,"NA NA NA ABMA ABCO PIPO",3492889.20319699,48.4449238896539,167065.868698055,"control"
"BST1100380","Bassetts",2006,707714.72,4391417.46,146,16,28,10,2,0,20,1,40,2011,NA,NA,"BST","Y",2006,5,6722.46676626128,6722.46676626128,7.0823725396961,1375.05175867639,1175.62093198507,6.87786260705004,1859.91229237492,4.1,-0.613807949967044,-0.94269285758445,4.1,NA,NA,-0.613807949967044,-0.94269285758445,7.0823725396961,7.0823725396961,1375.05175867639,1175.62093198507,0.739310000968157,0.632084070203074,7.0823725396961,6.87786260705004,0.24622090955654,0.629684451426306,568.381331037569,557.034362242683,0.29918938506757,-0.276186843063133,0.819145659643068,-1.32541106843909,600.027728342144,534.537064635304,655.025477819474,449.070612311365,374.621733953627,410.402110467012,413.009436132191,0.0243930057059627,-0.384218844660457,80,"NA NA NA ABMA PIPO",3459273.73532733,47.3049940414572,168429.892275778,"control"
"BTU1300020","BTU Lightning",2008,628619.98,4408395.79,218,53,79,40,0,6,0,5,0,2013,NA,NA,"BTU","Y",2008,5,6243.96901804577,6243.96901804577,13.5485701113245,1882.97487038157,1569.68174856216,13.8680443919287,1841.18852621633,7,0.338964902491049,-0.230936771550846,7,NA,NA,0.338964902491049,-0.230936771550846,13.5485701113245,13.5485701113245,1882.97487038157,1569.68174856216,1.02269530988829,0.852537220502824,13.5485701113245,13.8680443919287,-0.755099019344977,0.550384506234278,618.111101035932,721.244174160252,-1.08097454079557,0.984406409369773,-0.565400064775875,0.464335908496976,487.887489845188,817.520680929558,549.998083176689,766.656961818005,20.0286578702827,24.4929095506917,49.7492939504951,1.0268046341724,-0.148986175084015,200,"NA NA NA UMCA QUKE",3389975.18907066,192.322655256505,599.902618258365,"high.sev"
"BTU1300021","BTU Lightning",2008,628820.98,4408394.79,265,45,95,15,0.5,8,0.5,5,0,2013,NA,NA,"BTU","Y",2008,5,6649.66849957356,6649.66849957356,13.5055447372157,1882.00125215382,1568.4218860389,13.8230082401516,1844.13917957915,23,0.337960800166814,-0.232359112355779,23,NA,NA,0.337960800166814,-0.232359112355779,13.5055447372157,13.5055447372157,1882.00125215382,1568.4218860389,1.02053102769787,0.850489975706079,13.5055447372157,13.8230082401516,-0.754944539838419,0.550657725322654,618.154673524014,720.938603723772,-1.08024291571936,0.983704852358833,-0.563702625058334,0.46400104013791,488.035731383963,817.116009436418,550.254770468121,766.304260080375,21.1550652566399,25.2388567943247,51.2313878225923,1.02752756843579,-0.129910879489487,250,"NA NA NA PIPO PILA CADE27",3400849.31365886,191.075556807299,636.99989228443,"high.sev"
"BTU1300024","BTU Lightning",2008,629418.56,4408421.74,260,30,66,3,10,10,0,5,0,2013,NA,NA,"BTU","Y",2008,5,6715.59907022597,6715.59907022597,13.4613084641794,1880.9479658667,1566.27848517375,13.7710400129288,1849.04076215243,49,0.335316020865941,-0.236151035515613,49,NA,NA,0.335316020865941,-0.236151035515613,13.4613084641794,13.4613084641794,1880.9479658667,1566.27848517375,1.01725608454252,0.84707623392276,13.4613084641794,13.7710400129288,-0.750630678364907,0.550886874398364,618.054105159986,720.070011842906,-1.07840233896098,0.981700381253895,-0.559847852992033,0.462606903241785,488.250894502115,815.904366378739,550.667336629516,765.23005743581,24.6209437143575,27.5859875036201,55.842316770179,1.02850971061857,-0.0788055966179216,105,"NA NA NA QUKE PIPO ABCO",3418951.74010124,189.641543037686,760.986706549884,"high.sev"
"BTU1300026","BTU Lightning",2008,628812.98,4408603.62,242,30,64,0,20,10,0,5,0,2013,NA,NA,"BTU","Y",2008,5,7153.08240779295,7153.08240779295,13.3981028089476,1894.9276970742,1579.68834054937,13.7240431636593,1859.20362220372,2,0.340418376964251,-0.22931616984422,2,NA,NA,0.340418376964251,-0.22931616984422,13.3981028089476,13.3981028089476,1894.9276970742,1579.68834054937,1.01921471884189,0.849658596661381,13.3981028089476,13.7240431636593,-0.757403429135602,0.550367504226157,616.477155083226,721.354852825837,-1.08169993610923,0.982486045729129,-0.571209595721487,0.459833295671136,486.489786889325,817.096082447285,547.83516893131,766.164654796882,21.8829483818323,26.0796013626781,52.550895043986,1.02360906012614,-0.129616503948851,150,"NA NA NA UMCA",3456638.10881543,188.349360757984,680.145607236201,"high.sev"
"BTU1300027","BTU Lightning",2008,629095.49,4408609.81,200,30,90,0,0,20,0,5,0,2013,NA,NA,"BTU","Y",2008,5,7070.50356535793,7070.50356535793,13.3342813893851,1893.99861749402,1578.29763022828,13.6581251864743,1863.57408243918,1,0.339057337093226,-0.231225993113352,1,NA,NA,0.339057337093226,-0.231225993113352,13.3342813893851,13.3342813893851,1893.99861749402,1578.29763022828,1.0163259058717,0.846919714703528,13.3342813893851,13.6581251864743,-0.757178344420238,0.550549524608877,616.456230636204,720.926169331236,-1.08087076061478,0.981683853005909,-0.569256412477896,0.459354263821075,486.604511882051,816.524775383398,548.06792163057,765.659132159288,23.5432837813795,27.1963532987431,54.7397177589776,1.02419028517356,-0.104453367596108,230,"NA NA NA UMCA QUKE",3472908.36073903,186.544383609404,739.641632750055,"high.sev"
"BTU1300028","BTU Lightning",2008,629216.53,4408617.69,298,48,95,2,0.5,0,0,5,0,2013,NA,NA,"BTU","Y",2008,5,6929.32458609682,6929.32458609682,13.3453929939748,1893.9218774503,1577.98134054733,13.6660550690191,1863.41018178108,6.2,0.338532466563256,-0.231969883131993,6.2,NA,NA,0.338532466563256,-0.231969883131993,13.3453929939748,13.3453929939748,1893.9218774503,1577.98134054733,1.01637411664245,0.846824470519458,13.3453929939748,13.6660550690191,-0.755398021853332,0.550423662590378,616.40442160438,720.751700849693,-1.08055344223046,0.981311155205214,-0.568610182934724,0.459045965229972,486.613665937657,816.278559402511,548.105767934318,765.438056199027,24.2759829757908,27.698097061142,55.7142706725521,1.02428319180142,-0.0942158720881576,150,"NA NA NA QUKE LIDE3 ACMA",3472297.5055654,186.761061149463,767.184580808443,"high.sev"
"BTU1300040","BTU Lightning",2008,631768.22,4410095.17,108,33,0,2,6,20,2,4,0,2013,NA,NA,"BTU","Y",2008,5,6268.94714918388,6268.94714918388,12.5915117442741,1971.11189570522,1639.73124865479,13.0289577532223,1918.6314186068,11,0.339170810064418,-0.231226617256295,11,NA,NA,0.339170810064418,-0.231226617256295,12.5915117442741,12.5915117442741,1971.11189570522,1639.73124865479,1.02735307917376,0.854635878862793,12.5915117442741,13.0289577532223,-0.760241348681447,0.544599243031786,602.808810645177,719.083320791148,-1.08411900351517,0.962071400628616,-0.606485405422624,0.422540169821401,474.629363492751,810.481487382343,531.101771361644,759.22524456892,35.8837636235422,35.8158139951067,61.6702512003401,0.940750783365268,0.0347316483832311,NA,"NA NA NA PIPO PILA ABCO",3681146.52046514,169.753740135251,1282.77253213208,"high.sev"
"BTU1300047","BTU Lightning",2008,633760.08,4410560.05,307,49,15,2,0,30,0,1,20,2013,NA,NA,"BTU","Y",2008,5,4627.74378241172,4627.74378241172,13.16057372469,1865.79822662403,1549.82547673719,13.500617722696,1786.2152797131,28.2,0.322037698898013,-0.245818120824012,28.2,NA,NA,0.322037698898013,-0.245818120824012,13.16057372469,13.16057372469,1865.79822662403,1549.82547673719,1.04455395036354,0.867658839524719,13.16057372469,13.500617722696,-0.738642332577455,0.541124894502967,617.860604142572,714.836924045498,-1.0578877895269,0.967102750806895,-0.503105705985208,0.462690778405017,490.817072375834,808.960538006274,557.441789998831,759.868466116358,33.2919903204004,33.7910748643898,49.875986772548,0.809343981009105,0.00885094733022746,250,"NA NA NA PILA CADE27",3190565.02548055,182.266678894373,1141.8367404908,"control"
