,Regen_Plot,Fire,Year.of.Fire,aspect,slope,SHRUB,FORB,GRASS,HARDWOOD,CONIFER,FIRE_SEV,BA.Live1,Year,firesev,dist.to.low,fire.abbr,X5yr,fire.year,survey.years.post,elev.m,rad.march,tmean.post,ppt.post,ppt.post.min,tmean.normal,ppt.normal,seed.tree.any,diff.norm.ppt.z,diff.norm.ppt.min.z,seed_tree_distance_general,seed_tree_distance_conifer,seed_tree_distance_hardwood,diff.norm.ppt.z.1,diff.norm.ppt.min.z.1,tmean.post.1,tmean.post.max,ppt.post.1,ppt.post.min.1,perc.norm.ppt,perc.norm.ppt.min,tmean.post.2,tmean.normal.1,diff.norm.tmean.z,diff.norm.tmean.max.z,def.normal,aet.normal,diff.norm.def.z,diff.norm.aet.z,diff.norm.def.max.z,diff.norm.aet.min.z,def.post,aet.post,def.post.max,aet.post.min,snow.post.min,snow.normal,snow.post,diff.norm.snow.z,diff.norm.snow.min.z,dominant_shrub_ht_cm,dom.veg.all,ppt.normal.sq,tmean.normal.sq,snow.normal.sq,FIRE_SEV.cat,type,rel_yrs,plant_yrs,salv_yrs,released,salvaged,planted,managed
21,BST1100328,Bassetts,2006,170,52,20,15,0.5,0,0.5,4,180,2011,NA,NA,BST,Y,2006,5,7638.43566451876,7638.43566451876,7.40446096631564,1378.40483899326,1176.94753361952,7.20201233144089,1820.73302552825,6.5,-0.613423248957315,-0.945584573359645,6.5,NA,NA,-0.613423248957315,-0.945584573359645,7.40446096631564,7.40446096631564,1378.40483899326,1176.94753361952,0.757060381542399,0.646414118444439,7.40446096631564,7.20201233144089,0.246455356862884,0.629723958175571,568.9860970737,567.079773981389,0.294889611263324,-0.259494599149311,0.864245887537742,-1.42748540848762,600.100762403539,545.631304750952,660.175208274415,449.091280343311,364.002791664346,400.851322643976,405.128485814048,0.041078079833214,-0.374544958408609,40,NA NA NA ABMA,3315068.75024925,51.8689816222266,160681.782865425,high.sev,highsev,,2008,2007,0,1,1,1
22,BST1100361,Bassetts,2006,198,32,85,5,0.5,0,0,5,0,2011,NA,NA,BST,Y,2006,5,7600.71810210422,7600.71810210422,7.30782655389262,1385.32892655321,1181.87633217844,7.11577628708361,1867.1508320581,56.3,-0.614652784618681,-0.947279647027113,56.3,NA,NA,-0.614652784618681,-0.947279647027113,7.30782655389262,7.30782655389262,1385.32892655321,1181.87633217844,0.741948054098129,0.632983855340544,7.30782655389262,7.11577628708361,0.236881043293276,0.616472076669662,567.282348423756,561.000133031878,0.291777477315366,-0.268326798501601,0.835625949905399,-1.35580100727814,597.933350515155,539.187252665093,655.064218956875,450.784063157112,368.774433781116,405.422535166587,409.357798105871,0.038187369810803,-0.380452632489591,70,NA NA NA ABMA ABCO,3486252.22965525,50.6342721678214,164367.432020902,high.sev,highsev,2011,2008,2007,1,1,1,1
23,BTU1300020,BTU Lightning,2008,218,53,79,40,0,6,0,5,0,2013,NA,NA,BTU,Y,2008,5,6243.96901804577,6243.96901804577,13.5485701113245,1882.97487038157,1569.68174856216,13.8680443919287,1841.18852621633,7,0.338964902491049,-0.230936771550846,7,NA,NA,0.338964902491049,-0.230936771550846,13.5485701113245,13.5485701113245,1882.97487038157,1569.68174856216,1.02269530988829,0.852537220502824,13.5485701113245,13.8680443919287,-0.755099019344977,0.550384506234278,618.111101035932,721.244174160252,-1.08097454079557,0.984406409369773,-0.565400064775875,0.464335908496976,487.887489845188,817.520680929558,549.998083176689,766.656961818005,20.0286578702827,24.4929095506917,49.7492939504951,1.0268046341724,-0.148986175084015,200,NA NA NA UMCA QUKE,3389975.18907066,192.322655256505,599.902618258365,high.sev,highsev,,2010,,0,0,1,1
24,CHI1886,Chips,2012,NA,NA,10,65,0.5,2,0,5,0,2016,NA,NA,CHI,n,2012,4,3301.44576136311,3301.44576136311,11.5870969415525,688.914693161338,511.885491035944,10.2633755076858,1087.97377845206,NA,-0.757099491237377,-1.23135795236674,68,NA,NA,-0.757099491237377,-1.23135795236674,11.5870969415525,11.5870969415525,688.914693161338,511.885491035944,0.63320891257279,0.470494327321235,11.5870969415525,10.2633755076858,1.54915527695792,2.3569861984667,693.765059940301,559.43722126122,1.10689968250255,-0.507744874751078,1.65745678100403,-1.09009533164103,834.454821319703,508.967270403877,904.432027057794,451.081508473939,6.42203440072368,188.282379155298,70.7289926436095,-1.28696431076633,-1.97463915048272,40,PIPO PSME  NA,1183686.94259925,105.336876811765,35450.2543003794,high.sev,highsev,,,"2013, 2013",0,1,0,1
25,FRD0900007,Freds,2004,17,7,25,30,30,NA,NA,4,0,2009,NA,NA,FRD,Y,2004,5,5894.40662736982,5894.40662736982,10.2115277280435,1444.01886911402,893.678149236922,10.0932830600846,1325.13715547863,21.1,0.52319663946157,-0.766538888713992,21.1,NA,NA,0.52319663946157,-0.766538888713992,10.2115277280435,10.2115277280435,1444.01886911402,893.678149236922,1.0897127615386,0.674404264903531,10.2115277280435,10.0932830600846,-0.099247356198388,0.370199944466696,624.982755896916,644.368091119076,-0.206651173833942,0.221645963385122,0.699181919956585,-0.86463302775449,600.094182578452,666.431188714599,709.1905547443,558.300731333626,119.096350586744,185.634878040341,225.00480648893,0.46984747278053,-0.788485195842383,160,NA NA NA PIPO,1755988.48082999,101.874362930991,34460.3079450523,high.sev,highsev,2006,2006,,1,0,1,1
26,FRD0900026,Freds,2004,146,71,65,6,0,5,NA,4,0,2009,NA,NA,FRD,Y,2004,5,6828.74284599167,6828.74284599167,10.5168456858051,1283.64385163251,798.966436782948,10.419770456007,1173.11984083516,20,0.464356655559903,-0.821704757849658,20,NA,NA,0.464356655559903,-0.821704757849658,10.5168456858051,10.5168456858051,1283.64385163251,798.966436782948,1.09421374266304,0.681061225777371,10.5168456858051,10.419770456007,-0.104453224632454,0.377959489953921,637.831673892362,620.064704183651,-0.184140391956465,0.200009633969048,0.837264088707265,-0.870512602221646,615.600661004465,639.923210468367,738.913400442752,533.633467652223,136.076569138904,202.692917987963,240.347548321562,0.429784203180529,-0.762738458613609,30,NA NA NA PIJE PIPO CADE27 QUCH2 QUKE,1376210.16096111,108.571616355876,41084.4190024751,high.sev,highsev,"2007, 2009",2007,,1,0,1,1
27,FRD0900030,Freds,2004,167,60,17,1,12,NA,NA,5,0,2009,NA,NA,FRD,Y,2004,5,7779.5862474065,7779.5862474065,10.1553013958438,1232.99612617611,765.498603297697,10.0676264323845,1145.40000540197,31.36,0.437033896213666,-0.852768326785946,31.36,NA,NA,0.437033896213666,-0.852768326785946,10.1553013958438,10.1553013958438,1232.99612617611,765.498603297697,1.07647644522527,0.66832425326299,10.1553013958438,10.0676264323845,-0.105942035680714,0.404377629926787,639.286503298831,610.707210350105,-0.154926108626297,0.168308126350453,0.892995056731459,-0.901249348218865,620.725804428333,627.341346487176,746.270487391635,521.635430651818,143.558397844691,218.051662736147,252.529505875813,0.377110187283389,-0.828220843536904,40,NA NA NA PILA PIPO ABCO CADE27 QUCH2,1311941.17237483,101.357101982047,47546.5276219984,high.sev,highsev,2009,,,1,0,0,1
28,FRD0900031,Freds,2004,195,73,10,1,15,NA,NA,5,0,2009,NA,NA,FRD,Y,2004,5,7898.11168443255,7898.11168443255,10.1625547281402,1231.32921562359,764.247908570621,10.0676728348913,1146.52273954124,32.22,0.435380544838214,-0.854483256522743,32.22,NA,NA,0.435380544838214,-0.854483256522743,10.1625547281402,10.1625547281402,1231.32921562359,764.247908570621,1.07396842047484,0.666578936651898,10.1625547281402,10.0676728348913,-0.104011268361543,0.406595989474351,638.961820279727,610.160109731225,-0.151733501462768,0.164288724387296,0.896124978792684,-0.908044222456181,620.799930216108,626.390364856022,746.224377270739,520.453470094059,144.313956056327,219.493017814045,253.691419125337,0.372546695201868,-0.833505390561139,60,NA NA NA PIPO CADE27 QUCH2,1314514.39228515,101.358036310408,48177.1848691167,high.sev,highsev,2009,,,1,0,0,1
29,HAR1000040,Harding,2005,330,25,37,1,5,0,2,5,0,2010,NA,NA,HAR,Y,2005,5,5222.13127208629,5222.13127208629,9.31186751516369,563.07570026174,356.937713924137,9.07907418919638,666.741743566169,19,-0.126994569135596,-1.02457950395945,19,NA,NA,-0.126994569135596,-1.02457950395945,9.31186751516369,9.31186751516369,563.07570026174,356.937713924137,0.844518444653015,0.53534628267761,9.31186751516369,9.07907418919638,0.134738384088577,0.420764456410433,768.916948912407,413.700606214949,0.616062121066407,-0.873405174238987,0.926448716194201,-1.58306296657849,838.89270028297,343.551300420938,874.148130647398,286.553697301284,79.3953116550174,156.492025760633,199.526792452143,0.50088226122099,-0.951613340259087,10,NA NA NA CADE27 PIJE,444544.552613655,82.4295881329319,24489.7541266666,high.sev,highsev,,2007,,0,0,1,1
30,MOO1200339,Moonlight,2007,92,5,80,4,0,0,0.5,5,0,2012,NA,NA,MOO,Y,2007,5,4326.4844840096,4326.4844840096,7.63946694582716,566.9153779183,469.959574188744,7.78014350588202,798.900378950077,32.3,-0.5090820277536,-0.824892558545678,32.3,NA,NA,-0.5090820277536,-0.824892558545678,7.63946694582716,7.63946694582716,566.9153779183,469.959574188744,0.709619613228055,0.588258043895748,7.63946694582716,7.78014350588202,-0.330798070975886,0.617158346493685,689.340295583302,439.838937246345,0.175384848070804,-0.566228204936943,0.926749141002502,-1.59888351378734,712.105795958307,388.95266207552,809.63522498627,296.149121480741,345.636137687354,308.378402431854,363.512713468496,0.509534574231926,0.346350961670884,100,NA NA NA ABCO PIPO PILA,638241.815486577,60.5306329721182,95097.2390864225,high.sev,highsev,,,2009,0,1,0,1
31,MOO1200397,Moonlight,2007,245,20,30,5,10,0,5,4,10,2012,NA,NA,MOO,Y,2007,5,6899.67593020191,6899.67593020191,7.98288284513093,493.507721223094,410.314701724576,8.09910337705716,725.442810508829,3.7,-0.534164233453531,-0.839044700441798,3.7,NA,NA,-0.534164233453531,-0.839044700441798,7.98288284513093,7.98288284513093,493.507721223094,410.314701724576,0.680284805465155,0.565605855872745,7.98288284513093,8.09910337705716,-0.34553472765679,0.612148854893351,736.359029379412,436.315458084071,0.044341562537591,-0.305614670237901,0.820666040128059,-1.43435482199158,742.215126722275,407.786055414937,844.742675375147,302.417153218151,309.355294337359,259.021316738246,321.274361362748,0.561147724165633,0.455161723142258,100,NA NA NA PIPO CADE27 PSME,526267.271318949,65.5954755122587,67092.0425248148,high.sev,highsev,,2009,,0,0,1,1
32,MOO1200437,Moonlight,2007,94,39,67,0.5,0,0,0.5,5,0,2012,NA,NA,MOO,Y,2007,5,6357.33469479078,6357.33469479078,8.10054631877328,472.54876625253,393.569452991812,8.21285511060332,710.048188540988,22.3,-0.535544920005258,-0.83680907269585,22.3,NA,NA,-0.535544920005258,-0.83680907269585,8.10054631877328,8.10054631877328,472.54876625253,393.569452991812,0.665516473217863,0.554285553210862,8.10054631877328,8.21285511060332,-0.347967904781242,0.609582266302948,748.536481602221,426.71088404009,0.008701654310634,-0.249576286648718,0.785134422137621,-1.40032699244742,749.66061620753,403.690317349839,849.965099912829,297.546685988024,302.083380241708,244.361959126462,309.869646078235,0.606845088893478,0.535710462659797,65,NA NA NA PIPO ABCO,504168.430050338,67.4509890677631,59712.7670681227,high.sev,highsev,,2009,,0,0,1,1
33,MOO1200438,Moonlight,2007,210,9,50,8,0.5,0,0,4,40,2012,NA,NA,MOO,Y,2007,5,6187.0648449348,6187.0648449348,8.04241833546084,477.312474036973,397.3752409864,8.15686233259192,716.113857808648,9,-0.535201320090124,-0.837532757767592,9,NA,NA,-0.535201320090124,-0.837532757767592,8.04241833546084,8.04241833546084,477.312474036973,397.3752409864,0.666531542201374,0.554905112718238,8.04241833546084,8.15686233259192,-0.345821478691138,0.613543984438006,745.861944137555,428.694675817089,0.015135428106464,-0.261015448197513,0.790784885808673,-1.40682602918033,747.822606222381,404.619867312724,848.301196727748,298.93581485556,304.692714141704,249.010183530933,313.088397787503,0.588310956884561,0.512296124894599,80,NA NA NA ABCO PIPO PICO,512819.057345585,66.5344031128569,62006.0715021089,high.sev,highsev,,2009,,0,0,1,1
34,MOO1201556,Moonlight,2007,152,14,12,7,15,0,0,5,5,2012,NA,NA,MOO,Y,2007,5,5983.24780333571,5983.24780333571,7.71617546497994,441.759420849288,370.154373104249,7.71864979460214,627.275933343675,39,-0.531580327687512,-0.825085696873062,39,NA,NA,-0.531580327687512,-0.825085696873062,7.71617546497994,7.71617546497994,441.759420849288,370.154373104249,0.704250549665604,0.590098158447037,7.71617546497994,7.71864979460214,-0.373478831976183,0.546583401735946,766.599680439664,408.353289643247,-0.050237860828209,-0.167477056671234,0.714538775549893,-1.34690305706434,760.376535221454,393.011903843623,855.112178603041,284.973049723697,276.713945497713,219.282226998501,282.229704467689,0.611081210034338,0.558241792941554,95,NA NA NA PIPO PSME ABCO,393475.096552179,59.5775546517117,48084.6950774221,high.sev,highsev,,2010,2009,0,1,1,1
35,MOO1201656,Moonlight,2007,162,2,0,1,99,0,0,5,0,2012,NA,NA,MOO,Y,2007,5,6025.8495620304,6025.8495620304,8.99169266057576,534.352690004245,446.621716289361,9.13371749563868,733.717452402264,56,-0.508885247302918,-0.827516586767872,56,NA,NA,-0.508885247302918,-0.827516586767872,8.99169266057576,8.99169266057576,534.352690004245,446.621716289361,0.728281286283597,0.608710771192749,8.99169266057576,9.13371749563868,-0.364988479012067,0.566145106399623,730.313717780365,444.109975628719,0.080871705291215,-0.359521123598086,0.94246349981754,-1.60389034863674,740.17797673388,412.556923975432,845.269918876397,303.345965686097,272.899449149119,241.529990907803,287.216532289669,0.446140564883976,0.310049392225119,NA,NA NA NA PIPO,538341.299959669,83.4247952901361,58336.7365079234,high.sev,highsev,,2010,2009,0,1,1,1
36,MOO1201672,Moonlight,2007,29,18,95,0.5,0.5,0,0,5,0,2012,NA,NA,MOO,Y,2007,5,5866.02713826828,5866.02713826828,9.0161364069329,533.471275634218,446.028570075928,9.15942702575895,730.929979021801,65,-0.50823670968509,-0.826632758302648,65,NA,NA,-0.50823670968509,-0.826632758302648,9.0161364069329,9.0161364069329,533.471275634218,446.028570075928,0.729852777892841,0.610220654340714,9.0161364069329,9.15942702575895,-0.36786733199305,0.56189676113111,731.314470626311,443.491848739724,0.076766703169166,-0.35293376417784,0.938242982028076,-1.59672992123044,740.67807485908,412.438265940792,845.756482529886,303.000374561933,268.832192489904,237.167104694575,283.01954610985,0.44694335291442,0.312385977947203,110,NA NA NA PIPO CADE27,534258.63423281,83.8951034402034,56248.2355492075,high.sev,highsev,,2010,,0,0,1,1
37,MOO1201684,Moonlight,2007,8,22,60,12,0,0,0,5,0,2012,NA,NA,MOO,Y,2007,5,5518.14620786467,5518.14620786467,9.0989486998707,534.039627018252,446.55180280809,9.23893643000287,732.081463494382,58,-0.506053232413844,-0.825468879569891,58,NA,NA,-0.506053232413844,-0.825468879569891,9.0989486998707,9.0989486998707,534.039627018252,446.55180280809,0.72948114881801,0.609975562933396,9.0989486998707,9.23893643000287,-0.367737909239923,0.564697957313568,732.842336418191,444.275161029708,0.07209161386522,-0.344763376811644,0.949717434917135,-1.6099830930777,741.546500727003,413.985209373694,847.508885788507,302.826523105018,268.762355405793,237.972539330184,283.4543383077,0.443233909453212,0.303908096921296,100,NA NA NA PIPO ABCO CADE27,535943.269192076,85.3579463576342,56630.929475256,high.sev,highsev,,2010,,0,0,1,1
38,MOO1201700,Moonlight,2007,168,10,30,4,3,0,0,5,0,2012,NA,NA,MOO,Y,2007,5,5273.38613271605,5273.38613271605,9.06417946415473,533.100293039465,445.900823032404,9.19900238519005,728.530387436517,24,-0.505483173637227,-0.8246377656879,24,NA,NA,-0.505483173637227,-0.8246377656879,9.06417946415473,9.06417946415473,533.100293039465,445.900823032404,0.731747504610326,0.612055215159106,9.06417946415473,9.19900238519005,-0.369083881064734,0.564053861379801,733.769618385967,443.673016925657,0.068510213493366,-0.339972404089962,0.947081939600947,-1.60710802115489,742.030684778302,413.798211579395,847.970208094862,302.449674310724,270.602213779425,240.008599584716,285.296064801033,0.440553348178763,0.301374634384952,55,NA NA NA PIPO CADE27 PSME,530756.525418402,84.6216448827322,57604.1278746165,high.sev,highsev,,2010,,0,0,1,1
39,MOO1201728,Moonlight,2007,199,18,25,0.5,55,0,0.5,5,0,2012,NA,NA,MOO,Y,2007,5,7078.34516273455,7078.34516273455,7.97272601569193,480.16203941394,407.753780358301,7.94220658228046,680.58141409388,42,-0.54005348458661,-0.819610895920613,42,NA,NA,-0.54005348458661,-0.819610895920613,7.97272601569193,7.97272601569193,480.16203941394,407.753780358301,0.705517414185082,0.599125647445399,7.97272601569193,7.94220658228046,-0.369174515897017,0.556596011283784,747.347425090497,414.553435613489,0.035043736796645,-0.301883909221388,0.796902043315569,-1.46165275031974,751.658532631171,388.04128022492,845.382929353403,286.187651095353,285.121716396794,235.329087404657,292.146484492063,0.561722750529825,0.493020673910619,56,NA NA NA PIPO,463191.061210025,63.0786453956191,55379.7793787087,high.sev,highsev,2009,2009,,1,0,1,1
40,MOO1201731,Moonlight,2007,266,52,27,0.5,0.5,0,0.5,4,180,2012,NA,NA,MOO,Y,2007,5,6509.3961216082,6509.3961216082,8.92423631599985,530.079853644714,443.764865556476,9.04889219566031,721.598536398619,2.9,-0.505432404731328,-0.822927333105964,2.9,NA,NA,-0.505432404731328,-0.822927333105964,8.92423631599985,8.92423631599985,530.079853644714,443.764865556476,0.734591087573786,0.61497473064626,8.92423631599985,9.04889219566031,-0.373059759913172,0.56194508292407,735.43898632716,440.977370425186,0.062375958231625,-0.332931723748315,0.938196185303727,-1.5995464882858,742.961237598772,411.809276856045,848.581095049817,300.841365621448,275.114085851806,244.378506254314,289.402824110778,0.436071604391929,0.301123563956123,60,NA NA NA PSME ABCO PIPO,520704.447732629,81.8824499686821,59720.8543190898,high.sev,highsev,,2010,,0,0,1,1
41,MOO1201732,Moonlight,2007,232,8,70,5,5,0,1,5,0,2012,NA,NA,MOO,Y,2007,5,6282.36132261695,6282.36132261695,7.9711090849474,481.609063193471,408.459706213284,7.93741760203031,672.205721199634,15,-0.538620589008594,-0.820655641103425,15,NA,NA,-0.538620589008594,-0.820655641103425,7.9711090849474,7.9711090849474,481.609063193471,408.459706213284,0.716460821449094,0.607640924989953,7.9711090849474,7.93741760203031,-0.369781654765786,0.551642964326017,747.335973696582,415.849565073644,0.033865013939115,-0.299565989387135,0.800537004002967,-1.46457640853263,751.500830074622,389.472412852555,845.789252144177,286.891818747651,286.231811450034,237.729415796037,293.090190252117,0.544330211943514,0.477706113808801,90,NA NA NA PIPO,451860.53161352,63.0025981890206,56515.275134725,high.sev,highsev,,2009,,0,0,1,1
42,MOO1201749,Moonlight,2007,110,21,27,4,6,0,0,5,0,2012,NA,NA,MOO,Y,2007,5,5573.04353875751,5573.04353875751,8.05967024615041,485.705093880103,413.678070291321,8.00710223883008,700.299199335028,49.2,-0.542256768768455,-0.81769067504129,49.2,NA,NA,-0.542256768768455,-0.81769067504129,8.05967024615041,8.05967024615041,485.705093880103,413.678070291321,0.693567969721094,0.590716183431497,8.05967024615041,8.00710223883008,-0.36467411959706,0.569550484724901,743.898515017639,414.518121821074,0.050173654483891,-0.333079507130812,0.806844836329922,-1.48010519097902,750.063367618907,385.587669889863,843.0357921252,285.959891236392,291.996699884911,242.821031005433,299.440021753942,0.564230816028745,0.490707720122777,55,NA NA NA PIPO,490418.968589281,64.1136862630777,58962.0530985415,high.sev,highsev,2009,2009,,1,0,1,1
43,MOO1201941,Moonlight,2007,74,9,45,0.5,7,0,0,5,0,2012,NA,NA,MOO,Y,2007,5,6332.45964470385,6332.45964470385,7.70507581238542,514.604432132988,441.047640156081,7.6619214665862,758.104284510646,9.7,-0.54263566148593,-0.812474399386315,9.7,NA,NA,-0.54263566148593,-0.812474399386315,7.70507581238542,7.70507581238542,514.604432132988,441.047640156081,0.678804278840296,0.581777005047236,7.70507581238542,7.6619214665862,-0.338223935252868,0.617050514952317,728.460741949318,417.808296427583,0.112109627767567,-0.476391457713246,0.866776747661077,-1.64438561626429,742.147622847601,377.942602027121,834.28100330309,280.201768449141,323.109922821438,291.558608547154,339.655818900705,0.479680823579317,0.315341851210749,8,NA NA NA PIPO CADE27 PSME,574722.106193399,58.7050405601344,85006.4222179526,high.sev,highsev,,2010,2009,0,1,1,1
44,MOO1201942,Moonlight,2007,262,10,45,5,1,0,0,5,0,2012,NA,NA,MOO,Y,2007,5,5838.10860459652,5838.10860459652,7.74283494569497,514.8347448422,441.043867661933,7.70912212907192,751.771027144522,46,-0.541855241001945,-0.812653378498326,46,NA,NA,-0.541855241001945,-0.812653378498326,7.74283494569497,7.74283494569497,514.8347448422,441.043867661933,0.684829191672516,0.586673138145753,7.74283494569497,7.70912212907192,-0.340455828246347,0.614944935117251,728.995495673141,418.354506747965,0.109655001002941,-0.471751991460998,0.866234441940454,-1.6411184440117,742.37496664442,378.823184746763,834.688427726042,280.833981500321,322.595033940669,291.977006247183,339.400286195419,0.472091953955944,0.305585699438934,50,NA NA NA PIPO ABCO PILA,565159.67725393,59.4305640009464,85250.5721770675,high.sev,highsev,,2010,2009,0,1,1,1
45,MOO1201957,Moonlight,2007,144,11,41,5,3,0,0,4,40,2012,NA,NA,MOO,Y,2007,5,7037.06492985428,7037.06492985428,7.52692252864948,514.961350678993,441.812119657995,7.48749824346044,778.265232062684,11.8,-0.543579595632365,-0.811711621769778,11.8,NA,NA,-0.543579595632365,-0.811711621769778,7.52692252864948,7.52692252864948,514.961350678993,441.812119657995,0.661678473435282,0.567688368253369,7.52692252864948,7.48749824346044,-0.330337934302611,0.626486552817102,725.751307763595,415.350822866206,0.122389527628759,-0.493380414113815,0.873298776716673,-1.65670068112465,740.598519004132,374.788504554405,831.692164511934,279.148374506242,327.194331042709,295.596579565866,344.321621765272,0.487278694541939,0.316371309129162,100,NA NA NA PIPO ABCO PSME,605696.771437583,56.0626299458232,87377.3378510394,high.sev,highsev,,,2010,0,1,0,1
46,MOO1201960,Moonlight,2007,202,28,17,5,11,0,0,5,20,2012,NA,NA,MOO,Y,2007,5,5976.48739772309,5976.48739772309,7.68774486933859,516.286573793644,442.47872840492,7.66639254734304,759.72327718354,15.1,-0.54151323149947,-0.81201863724306,15.1,NA,NA,-0.54151323149947,-0.81201863724306,7.68774486933859,7.68774486933859,516.286573793644,442.47872840492,0.679571877417829,0.582420917844304,7.68774486933859,7.66639254734304,-0.337809872105579,0.618022754041111,726.861829179844,417.479856648959,0.119460698886217,-0.490405897805302,0.877406185423665,-1.66691854602471,741.353082421749,376.918031465278,833.29612386866,279.607822560713,325.481674437468,296.50083122449,343.268468006058,0.465388816456942,0.28909367405702,50,NA NA NA PIPO PILA CADE27,577179.457894498,58.7735746899569,87912.7429168135,high.sev,highsev,,2009,2010,0,1,1,1
47,MOO1202133,Moonlight,2007,246,24,4,50,1,0,0,4,0,2012,NA,NA,MOO,Y,2007,5,6752.93825152108,6752.93825152108,7.0286899925373,533.181238952564,458.964483081791,7.13532649301507,806.478855525488,11.5,-0.538385501289401,-0.805219255182664,11.5,NA,NA,-0.538385501289401,-0.805219255182664,7.0286899925373,7.0286899925373,533.181238952564,458.964483081791,0.66112240302339,0.569096734449085,7.0286899925373,7.13532649301507,-0.316733063862904,0.657323511088103,716.281473246736,400.70401118925,0.113400199311248,-0.474593120712205,0.830533615847339,-1.48559508232448,729.65160350871,363.605818249268,814.203193828101,284.577395379783,346.701017828986,332.150784573891,372.340372436616,0.394979747947768,0.142617718186257,25,NA NA NA PIPO CADE27 ABCO,650408.144409701,50.9128841619227,110324.143693051,high.sev,highsev,,2009,,0,0,1,1
48,PWR0900080,Power,2004,202,15,21,20,5,0,NA,4,0,2009,NA,NA,PWR,Y,2004,5,7078.68764345219,7078.68764345219,11.6328651134096,1365.95479690987,831.879887580429,11.3835707031847,1289.86838532796,23.94,0.552617598758453,-0.818022348980303,23.94,NA,NA,0.552617598758453,-0.818022348980303,11.6328651134096,11.6328651134096,1365.95479690987,831.879887580429,1.05898773273877,0.644933930502465,11.6328651134096,11.3835707031847,-0.092501262701332,0.410605038341719,634.754552035135,656.080878179234,-0.252494945332618,0.304138720775774,0.849340453987825,-0.730436933797969,604.01234819694,686.563509096133,738.164928548307,582.87204964125,202.338494208594,256.617228827766,297.326963840102,0.397510953783285,-0.526399901359627,30,NA NA NA CADE27 PIPO PILA QUCH2 QUKE,1663760.45146856,129.585681954405,65852.402131242,high.sev,highsev,2008,2006,,1,0,1,1
49,PWR0900281,Power,2004,162,40,10,15,10,5,NA,4,0,2009,NA,NA,PWR,Y,2004,5,7077.93080421082,7077.93080421082,13.0522364244791,1334.08172395331,803.53906175573,12.9114364024435,1151.09771570462,27.67,0.55078407667406,-0.836657609305455,27.67,NA,NA,0.55078407667406,-0.836657609305455,13.0522364244791,13.0522364244791,1334.08172395331,803.53906175573,1.15896479139191,0.698063292796877,13.0522364244791,12.9114364024435,-0.065758328294084,0.347563264236495,650.962548649303,663.264551988097,-0.274825147210478,0.330617481259521,0.845494278622186,-0.793112894111368,617.012806493554,697.064745479629,755.408277305277,582.18181800964,24.6104629729825,61.9662022709575,63.9682325325301,0.035128053308899,-0.879790547351749,30,NA NA NA PIPO PILA QUCH2 QUKE,1325025.95110039,166.705189974343,3839.81022388522,high.sev,highsev,,,2005,0,1,0,1
50,RAL1100049,Ralston,2006,236,40,25,10,10,15,15,4,0,2011,NA,NA,RAL,Y,2006,5,7184.87702834143,7184.87702834143,13.4216152445803,1073.37694149442,962.648030039025,13.0598440809012,1472.52422570923,8.2,-0.636597794783791,-0.877038498922196,8.2,NA,NA,-0.636597794783791,-0.877038498922196,13.4216152445803,13.4216152445803,1073.37694149442,962.648030039025,0.728936694387787,0.653740029014037,13.4216152445803,13.0598440809012,0.277147118344774,0.697107680993015,644.185999722237,670.87260245879,0.522992502208004,-0.52616363108381,1.21537168082754,-1.59275186542902,706.652242871246,620.550289066637,789.350036702634,518.541742260496,17.9401758126123,43.3397796903913,43.9152259378099,0.041734523917376,-0.817000214463754,90,NA NA NA QUKE PIPO,2168327.59530057,170.55952741745,1878.33650361165,high.sev,highsev,,,2008,0,1,0,1
51,RAL1100549,Ralston,2006,134,56,40,21,30,10,0,5,0,2011,NA,NA,RAL,Y,2006,5,7093.92023031831,7093.92023031831,14.1518401658923,941.761210540683,823.076000449076,13.8232682520793,1263.2852239403,55,-0.682272969554765,-0.966553296693307,55,NA,NA,-0.682272969554765,-0.966553296693307,14.1518401658923,14.1518401658923,941.761210540683,823.076000449076,0.745485811670658,0.651536157354733,14.1518401658923,13.8232682520793,0.245989357282808,0.655956353064723,672.405118482204,654.088513967164,0.59274779307688,-0.580139866895445,1.37515403552014,-1.70084529247655,745.186125800324,595.865319875408,841.254496061839,483.390633620045,1.9666135764206,8.43874682428447,5.70351123587586,-0.328632777793449,-0.78313267140424,90,NA NA NA QUCH2 QUKE PIPO,1595889.55702589,191.082745168944,71.2124479643712,high.sev,highsev,2010,2010,,1,0,1,1
52,RAL1100626,Ralston,2006,158,23,45,5,5,5,25,5,0,2011,NA,NA,RAL,Y,2006,5,6561.40368156775,6561.40368156775,14.3015485380118,908.132131564697,787.235035407261,13.9452632184699,1183.24401174386,36,-0.691945500875034,-0.989158098074371,36,NA,NA,-0.691945500875034,-0.989158098074371,14.3015485380118,14.3015485380118,908.132131564697,787.235035407261,0.767493536879427,0.665319264322358,14.3015485380118,13.9452632184699,0.243773108880843,0.65788399417254,682.335652006338,648.694999220808,0.600700470308325,-0.596883723618111,1.40569448682348,-1.73061101107098,756.387421382201,588.179521530701,855.623620130861,473.235780135576,0.896134531088128,6.19694575797611,6.64549744510558,0.077413458788877,-0.973104009686688,60,NA NA NA PIPO QUKE QUCH2 PILA,1400066.3913277,194.47036623241,38.4021367272981,high.sev,highsev,2010,2010,,1,0,1,1
