plot_id,contributor,longitude,latitude,fire_year,sample_year,time_since_fire,distance_seed_source,fire_severity_category,shrub_cover,grass_cover,forb_cover,canopy_cover,count_CONIF.ALLSP,plot_size_CONIF.ALLSP
BTU1300183,DJNY,-121.3505003026241,39.96875250112641,2008,2013,5,9,high,4,0,8,0,3,60
BTU1300185,DJNY,-121.35989783592018,39.970464559007745,2008,2013,5,14.3,high,10,10,45,0,81,60
BTU1300186,DJNY,-121.35753663723399,39.97049030906136,2008,2013,5,30,high,25,0,43,0,5,60
BTU1300187,DJNY,-121.35524748208944,39.9704707262062,2008,2013,5,47,high,2,0,80,0,0,60
BTU1300191,DJNY,-121.35993628869002,39.97226018531885,2008,2013,5,37,high,40,0,5,0,0,60
BTU1300192,DJNY,-121.35757853580805,39.972271479811376,2008,2013,5,30,high,5,5,70,0,7,60
BTU1300193,DJNY,-121.35526644515035,39.97231715882541,2008,2013,5,37.4,high,0,54,45,0,0,60
BTU1300194,DJNY,-121.35290120801568,39.972332846540716,2008,2013,5,83,high,21,0,35,0,16,60
BTU1300195,DJNY,-121.34822758312328,39.97237146403173,2008,2013,5,39,high,38,0,4,0,13,60
BTU1300197,DJNY,-121.3552659467027,39.974457554751986,2008,2013,5,15,high,31,10,4,0,5,60
BTU1300198,DJNY,-121.35290994413812,39.97443670587111,2008,2013,5,13.7,high,40,0,20,0,1,60
BTU1300199,DJNY,-121.35297108100511,39.97593832467332,2008,2013,5,50.2,high,5,24,1,0,21,60
BTU1300200,DJNY,-121.35067228188167,39.97592761250829,2008,2013,5,19.2,high,23,0,2,0,85,60
BUT1200041,DJNY,-117.00113684208607,34.25654577475261,2007,2012,5,12,high,20,0,10,0,0,60
BUT1200048,DJNY,-117.00322803276362,34.25869597109414,2007,2012,5,22.4,high,25,0,1,0,1,60
BUT1200049,DJNY,-117.00109630202327,34.258619542528315,2007,2012,5,11.6,high,55,0,0.5,0,0,60
BUT1200062,DJNY,-116.97270980188554,34.25968050447586,2007,2012,5,7.7,high,45,0.5,0.5,0,0,60
BUT1200063,DJNY,-116.97059214479812,34.259598921975076,2007,2012,5,13.5,high,1,30,40,0,0,60
BUT1200070,DJNY,-116.99004893472771,34.26192593227309,2007,2012,5,NA,high,70,0,0,0,0,60
BUT1200079,DJNY,-117.00086266290324,34.26403430831843,2007,2012,5,26,high,75,0.5,0.5,0,0,60
BUT1200081,DJNY,-116.9899602314628,34.26366798896209,2007,2012,5,NA,high,0,0.5,1,15,0,60
BUT1200083,DJNY,-116.985621632884,34.26359164524575,2007,2012,5,34.2,high,1,10,15,0,3,60
BUT1200087,DJNY,-117.00077811948272,34.26583968254621,2007,2012,5,4.4,high,20,5,35,70,0,60
BUT1200088,DJNY,-116.99857754956129,34.26574406696302,2007,2012,5,98,high,80,0.5,0.5,0,0,60
BUT1200089,DJNY,-116.9876948624486,34.26551746616891,2007,2012,5,61,high,0.5,5,15,0,1,60
BUT1200090,DJNY,-116.98554493446709,34.26546469897899,2007,2012,5,47.2,high,8,0.5,30,0,3,60
BUT1200091,DJNY,-116.983228938258,34.265542315734336,2007,2012,5,6.8,high,0.5,0.5,0.5,20,1,60
BUT1200093,DJNY,-116.98778759622363,34.26362260706033,2007,2012,5,NA,high,45,3,2,0,0,60
BUT1200097,DJNY,-117.00944348407234,34.26791404286948,2007,2012,5,22.6,high,15,0.5,30,0.5,1,60
BUT1200098,DJNY,-117.00511617015859,34.267792317815434,2007,2012,5,12.6,high,15,4,25,2,0,60
BUT1200099,DJNY,-117.00286767883779,34.267666973500894,2007,2012,5,9.4,high,40,0.5,30,0,2,60
BUT1200100,DJNY,-117.00071849680876,34.26764511082627,2007,2012,5,3.3,high,11,5,20,5,0,60
BUT1200101,DJNY,-116.99630891146873,34.26750723927795,2007,2012,5,66,high,75,5,20,0,1,60
BUT1200105,DJNY,-117.0049247803748,34.2695554628095,2007,2012,5,154,high,65,0.5,50,0,0,60
BUT1200106,DJNY,-117.00064850442831,34.26939665724044,2007,2012,5,11,high,20,0.5,30,0,0,60
BUT1200107,DJNY,-116.998431834025,34.26934308452865,2007,2012,5,57,high,60,0.5,0.5,0,0,60
BUT1200108,DJNY,-116.99629027442026,34.26929289417122,2007,2012,5,86.3,high,70,0.5,30,30,0,60
BUT1200135,DJNY,-116.96238240061749,34.3008855516455,2007,2012,5,9.6,high,47,10,8,20,0,60
BUT1200136,DJNY,-116.9603129812148,34.30088972825457,2007,2012,5,31,high,22,22,0.5,0,0,60
BUT1200137,DJNY,-116.9516036699744,34.30055870706243,2007,2012,5,26,high,100,0,0,0,0,60
BUT1200138,DJNY,-116.95804999343821,34.302538331897374,2007,2012,5,10.4,high,57,0.5,0.5,0,0,60
BUT1200139,DJNY,-116.95588168872156,34.302537174975015,2007,2012,5,7,high,40,5,20,0,0,60
CHB2012130,DJNY,-122.68810086066952,41.84338774389386,2007,2012,5,18.5,high,70,1,1,1,0,60
CHB2012131,DJNY,-122.68566723076442,41.84348919244382,2007,2012,5,15.5,high,3,15,2,0,0,60
CHB2012138,DJNY,-122.71202099711317,41.84107238512838,2007,2012,5,25.6,high,35,90,5,0,0,60
CHB2012148,DJNY,-122.68804969119819,41.84152317647328,2007,2012,5,7.4,high,15,5,80,0,1,60
CHB2012181,DJNY,-122.70468962530482,41.83760412451912,2007,2012,5,0.5,high,1,70,20,0,0,60
CHB2012183,DJNY,-122.69994404228567,41.83764586710246,2007,2012,5,12.6,high,95,15,5,0,2,60
CHB2012185,DJNY,-122.69505319943363,41.83784014550501,2007,2012,5,11.2,high,70,65,2,0,0,60
CHB2012186,DJNY,-122.69260817683954,41.83785164203805,2007,2012,5,8.11,high,0,35,3,5,0,60
CHB2012187,DJNY,-122.69028337677393,41.83790844529678,2007,2012,5,2.1,high,8,50,1,35,0,60
CHB2012189,DJNY,-122.68550123655648,41.83803055472227,2007,2012,5,11,high,6,20,6,0,0,60
CHB2012190,DJNY,-122.68312838168207,41.838060060842714,2007,2012,5,30,high,7,4,1,0.5,0,60
CHB2012208,DJNY,-122.69027984439819,41.83614308150904,2007,2012,5,5.5,high,7,60,60,10,1,60
CHB2012210,DJNY,-122.685389971488,41.83615681296181,2007,2012,5,1,high,80,60,10,5,4,60
CHB2012214,DJNY,-122.67577801674695,41.836346249453825,2007,2012,5,29,high,3,80,1,0,0,60
CHB2012228,DJNY,-122.68532618009282,41.83442731116369,2007,2012,5,NA,high,80,15,5,2,0,60
CHB2012229,DJNY,-122.68295332491539,41.83448383451609,2007,2012,5,40.6,high,70,25,0.5,0,0,60
CHB2012230,DJNY,-122.6805445596384,41.83449517441649,2007,2012,5,20,high,26,85,5,0.5,0,60
CHB2012231,DJNY,-122.67814765671348,41.834542524690065,2007,2012,5,100,high,1.5,7,1,0,0,60
CHB2012243,DJNY,-122.69491037698828,41.83240859774368,2007,2012,5,17.7,high,50,8,10,0,0,60
CHB2012247,DJNY,-122.68527496434974,41.832589760278275,2007,2012,5,20,high,15,90,6,0.5,0,60
CHB2012252,DJNY,-122.67321976590921,41.832583117580725,2007,2012,5,47,high,7,90,1,0,0,60
CHB2012263,DJNY,-122.69001700163416,41.83071120265031,2007,2012,5,20.6,high,20,90,2,0.5,0,60
CHB2012265,DJNY,-122.68521144376719,41.83080621657606,2007,2012,5,7.6,high,10,85,3,0.5,0,60
CHI0059,DJNY,-121.34695,40.10193999999999,2012,2016,4,14,high,55,0,0.5,0,41,60
CHI0061,DJNY,-121.34686,40.10018999999998,2012,2016,4,25,high,15,0.5,0,0,52,60
CHI0070,DJNY,-121.31908000000001,40.11845000000002,2012,2016,4,33,high,2,90,3,0,0,60
CHI0073,DJNY,-121.34451,40.09834999999998,2012,2016,4,81.2,high,45,0,0.5,0,16,60
CHI0078,DJNY,-121.34473000000001,40.111009999999965,2012,2016,4,11.5,high,20,0,0,0,0,60
CHI0087,DJNY,-121.34218999999999,40.098410000000044,2012,2016,4,47.4,high,20,0.5,0.5,0,21,60
CHI0090,DJNY,-121.33983999999998,40.10022999999997,2012,2016,4,97,high,2,0,0.5,0,14,60
CHI0103,DJNY,-121.33761,40.10388000000004,2012,2016,4,72,high,80,0,0.5,0,0,60
CHI0105,DJNY,-121.33771000000002,40.11286,2012,2016,4,127,high,50,0,0,0,1,60
CHI0106,DJNY,-121.23767,40.109269999999974,2012,2016,4,90,high,70,0,0.5,0,11,60
CHI0117,DJNY,-121.33537,40.11288000000001,2012,2016,4,96,high,80,1,1,0,0,60
CHI0119,DJNY,-121.33534,40.111090000000004,2012,2016,4,274,high,60,0,0.5,0,2,60
CHI0123,DJNY,-121.33294000000001,40.10754000000004,2012,2016,4,120,high,50,0,0.5,0,0,60
CHI0174,DJNY,-121.31683,40.12210000000005,2012,2016,4,40.7,high,60,0,20,0,4,60
CHI0251,DJNY,-121.29569,40.12412999999996,2012,2016,4,62.3,high,60,0.5,5,0,0,60
CHI0254,DJNY,-121.29572999999999,40.12591,2012,2016,4,6.5,high,2,0.5,2,0,5,60
CHI0256,DJNY,-121.29563,40.12051000000004,2012,2016,4,100,high,15,0.5,0.5,0,0,60
CHI0262,DJNY,-121.29338,40.12593000000004,2012,2016,4,45,high,38,0,2,0,3,60
CHI1248,DJNY,-121.10961999999999,40.08618,2012,2016,4,11,high,3,0,25,0,28,60
CHI1716,DJNY,-121.13766000000001,40.075279999999964,2012,2016,4,6,high,10,0.5,0.5,5,5,60
CHI1767,DJNY,-121.13303000000002,40.08068999999994,2012,2016,4,83,high,50,0,15,0,5,60
CHI1879,DJNY,-121.12822000000001,40.071749999999994,2012,2016,4,9,high,8,0.5,62,0,0,60
CHI1922,DJNY,-121.12604000000002,40.08435000000001,2012,2016,4,18,high,75,0.5,0.5,0,1,60
CHI1943,DJNY,-121.12373,40.08438999999999,2012,2016,4,12,high,40,0.5,25,0,21,60
CHI1983,DJNY,-121.12190000000001,40.080809999999964,2012,2016,4,14,high,25,0,60,0,6,60
CHI2100,DJNY,-121.11652000000001,40.073640000000026,2012,2016,4,6,high,40,0.5,0.5,3,0,60
CHI2216,DJNY,-121.11080000000001,40.16014000000001,2012,2017,5,41,high,60,1,2,0,28,60
CHI2220,DJNY,-121.11082999999999,40.16193000000001,2012,2017,5,85,high,60,12,8,0,4,60
CHI2277,DJNY,-121.10726999999999,40.08452,2012,2016,4,26,high,NA,0.5,15,0,0,60
CHI2333,DJNY,-121.10257000000001,40.082739999999994,2012,2016,4,46,high,30,4,26,0,13,60
CHI2428,DJNY,-121.09685000000002,40.16746999999998,2012,2017,5,27,high,49,2,0.5,7,21,60
CHI2475,DJNY,-121.09495000000001,40.16948999999995,2012,2017,5,61,high,93,0.5,2,0,10,60
CUB,DJNY,-121.44253,40.21526000000005,2008,2016,8,17.9,high,45,0.5,0.5,0,15,60
CUB0260,DJNY,-121.45204999999999,40.22054999999997,2008,2016,8,130,high,85,0.5,0.5,0,0,60
CUB0264,DJNY,-121.45207000000002,40.222329999999964,2008,2016,8,15,high,55,0,0.5,0,83,60
CUB0265,DJNY,-121.45197,40.21875000000003,2008,2016,8,25,high,90,0.5,0.5,0,8,60
CUB0275,DJNY,-121.44969,40.217090000000034,2008,2016,8,7,high,0,0,0,0,71,60
CUB0277,DJNY,-121.44965000000002,40.21881999999998,2008,2016,8,64,high,85,0,0.5,0,7,60
CUB0278,DJNY,-121.44968000000001,40.22237999999998,2008,2016,8,142,high,50,0,0.5,0,5,60
CUB0279,DJNY,-121.44947000000002,40.213399999999965,2008,2016,8,71,high,60,0,1,0,22,60
CUB0280,DJNY,-121.44965000000002,40.22061000000001,2008,2016,8,65,high,75,0,0.5,0,6,60
CUB0300,DJNY,-121.44466000000001,40.20262,2008,2016,8,34,high,15,3,2,0,2,60
CUB0361,DJNY,-121.44238,40.20623000000001,2008,2016,8,23,high,80,1,3,0,25,60
CUB0363,DJNY,-121.44247,40.213410000000025,2008,2016,8,33.6,high,95,0,1,0,1,60
CUB0364,DJNY,-121.44233999999999,40.20805000000002,2008,2016,8,38.2,high,80,0,0,0,8,60
CUB0365,DJNY,-121.44241,40.21166999999996,2008,2016,8,115,high,85,0.5,0.5,0,1,60
CUB0366,DJNY,-121.44281,40.233270000000026,2008,2016,8,83.2,high,95,0,1,0,6,60
CUB0384,DJNY,-121.44013000000001,40.213490000000036,2008,2016,8,52.7,high,75,0,0,0,15,60
CUB0477,DJNY,-121.43356000000001,40.24239999999999,2008,2016,8,23.5,high,65,2,0.5,0,0,60
CUB1300061,DJNY,-121.51257064405371,40.19458046892442,2008,2013,5,295,high,35,6,10,0,0,60
CUB1300064,DJNY,-121.51033617461553,40.1983119903563,2008,2013,5,71.1,high,85,4,0.5,0,1,60
CUB1300065,DJNY,-121.51027102841404,40.19638250933183,2008,2013,5,65,high,4,15,3,0,1,60
CUB1300066,DJNY,-121.51028013201511,40.19464082972667,2008,2013,5,127,high,80,0,10,0,5,60
CUB1300069,DJNY,-121.50821019205166,40.20912528088622,2008,2013,5,2.9,high,75,7,7,0,0,60
CUB1300080,DJNY,-121.50542931596891,40.189311730130456,2008,2013,5,7.2,high,55,0.5,5,0,0,60
CUB1300081,DJNY,-121.50531577934119,40.18752747499973,2008,2013,5,43.6,high,32,0.5,10,0,0,60
CUB1300085,DJNY,-121.50300713401373,40.187413405221406,2008,2013,5,115,high,45,1,0.5,0,2,60
CUB1300086,DJNY,-121.50295851945904,40.18573521224884,2008,2013,5,109,high,45,0.5,0,0,1,60
CUB1300091,DJNY,-121.5006935446473,40.18945507589974,2008,2013,5,20,high,34,0,20,0,10,60
CUB1300092,DJNY,-121.5007040603663,40.18754809974269,2008,2013,5,52.2,high,85,0,5,0,1,60
CUB1300093,DJNY,-121.50060781262687,40.18574721728238,2008,2013,5,78,high,70,0,0,0,3,60
CUB1300094,DJNY,-121.50059687922436,40.18212582075801,2008,2013,5,14.4,high,8,6,4,0,0,60
CUB1300100,DJNY,-121.49841321417584,40.19120217635734,2008,2013,5,36,high,40,0,5,0,36,60
CUB1300101,DJNY,-121.49826901296733,40.18396248593647,2008,2013,5,NA,high,88,0,0,0,1,60
CUB1300108,DJNY,-121.49603393195441,40.19118569878575,2008,2013,5,27,high,75,0,25,25,8,60
CUB1300109,DJNY,-121.49598802621857,40.18757421218819,2008,2013,5,146,high,79,1,0,0,4,60
CUB1300110,DJNY,-121.49594005996168,40.185831971745806,2008,2013,5,NA,high,74,0,0,0,0,60
CUB1300115,DJNY,-121.49374097393958,40.18948714815973,2008,2013,5,27,high,17,20,38,0,122,60
CUB1300116,DJNY,-121.49364057407963,40.187622063430624,2008,2013,5,62,high,75,0,0,0,13,60
CUB1300141,DJNY,-121.48255505445364,40.22197000906993,2008,2013,5,5.1,high,40,10,10,15,0,60
CUB1300161,DJNY,-121.47498610488685,40.20047726174767,2008,2013,5,7.8,high,90,0,0,0,0,60
CUB1300168,DJNY,-121.47284290674466,40.20408816588971,2008,2013,5,123,high,67,0,0.5,0,0,60
CUB1300169,DJNY,-121.47282538731963,40.20229839773692,2008,2013,5,42,high,60,0,2,0,1,60
CUB1300172,DJNY,-121.47105744720535,40.23111875000604,2008,2013,5,16.5,high,80,0,3,0,3,60
CUB1300180,DJNY,-121.47052659980363,40.20594432059387,2008,2013,5,NA,high,65,0,0,0,0,60
CUB1300181,DJNY,-121.47050258638097,40.204080323526895,2008,2013,5,134,high,70,0,0.5,0,0,60
CUB1300182,DJNY,-121.47038917234816,40.200470111403206,2008,2013,5,36.7,high,5,0,0.5,0,15,60
CUB1300185,DJNY,-121.46864492260427,40.23304331129421,2008,2013,5,48.5,high,77,0,5,0,1,60
CUB1300198,DJNY,-121.46812793562036,40.204136123074626,2008,2013,5,75,high,75,0,0.5,0,0,60
CUB1300199,DJNY,-121.46810035196134,40.20234487033,2008,2013,5,75,high,65,0,0.5,0,0,60
CUB1300200,DJNY,-121.46810426220654,40.20054808802789,2008,2013,5,102,high,1,0,0.5,0,5,60
CUB1300216,DJNY,-121.4657091647535,40.20058861311368,2008,2013,5,48,high,1,0,0.5,0,0,60
CUB1300220,DJNY,-121.46365604341801,40.216811957412666,2008,2013,5,32.1,high,50,5,5,0,4,60
CUB1300221,DJNY,-121.46354896157021,40.215216046913234,2008,2013,5,36.6,high,25,0,20,0,65,60
CUB1300229,DJNY,-121.46340027688612,40.20060942255168,2008,2013,5,5.7,high,24,0.5,40,0,0,60
CUB1300233,DJNY,-121.46131710223999,40.21861978238649,2008,2013,5,58.5,high,30,0,3,0,8,60
CUB1300234,DJNY,-121.46133327970468,40.21681397999204,2008,2013,5,39,high,50,0,5,0,48,60
CUB1300235,DJNY,-121.46124968658995,40.21499775149911,2008,2013,5,37.9,high,20,1,70,0,23,60
CUB1300247,DJNY,-121.45897449972735,40.21861293501069,2008,2013,5,32,high,45,0,10,0,45,60
CUB1300254,DJNY,-121.45876121135444,40.20606210698926,2008,2013,5,58,high,5,0,5,0,0,60
CUB1300256,DJNY,-121.45873733155035,40.20246362067099,2008,2013,5,16,high,58,0,0,0,3,60
CUB1300258,DJNY,-121.45858959737285,40.19886087022713,2008,2013,5,14.5,high,NA,NA,NA,NA,1,60
CUB1300259,DJNY,-121.45851769855199,40.19705055649863,2008,2013,5,78,high,22,0,30,0,0,60
CUB1300272,DJNY,-121.45645251560602,40.20612836445026,2008,2013,5,NA,high,2,0,0.5,0,51,60
CUB1300274,DJNY,-121.4563251411747,40.2024983180417,2008,2013,5,20.3,high,55,0,0,0,0,60
CUB1300275,DJNY,-121.45629789221817,40.20069562679805,2008,2013,5,16.4,high,36,0,2,0,0,60
CUB1300276,DJNY,-121.45628419994273,40.1989064490873,2008,2013,5,2.1,high,19,0,2,8,0,60
CUB1300280,DJNY,-121.45465661056343,40.23492056045046,2008,2013,5,53,high,25,1,20,0,10,60
CUB1300281,DJNY,-121.45463832422075,40.23314502474184,2008,2013,5,13,high,20,0.5,30,0,23,60
CUB1300287,DJNY,-121.4543776220303,40.2204887251525,2008,2013,5,65,high,65,0,1,0,10,60
CUB1300288,DJNY,-121.454485824084,40.218571903290616,2008,2013,5,26,high,49,2,2,0,32,60
CUB1300300,DJNY,-121.45224243053045,40.23135789086015,2008,2013,5,28,high,35,5,10,0,34,60
CUB1300305,DJNY,-121.45204413654989,40.222355350614805,2008,2013,5,28.6,high,30,0,2,0,94,60
CUB1300306,DJNY,-121.45204019420103,40.2205873904691,2008,2013,5,128,high,30,3,4,0,2,60
CUB1300307,DJNY,-121.451940231296,40.21873706519275,2008,2013,5,33.1,high,40,1,5,0,12,60
CUB1300308,DJNY,-121.45188509919252,40.217028959126075,2008,2013,5,9.6,high,0,0,0.5,0,14,60
CUB1300310,DJNY,-121.45188170229434,40.21331129545378,2008,2013,5,4.4,high,0,0,0.5,5,5,60
CUB1300311,DJNY,-121.45175916087493,40.211513728429594,2008,2013,5,53,high,3,0,0,0,5,60
CUB1300312,DJNY,-121.4517927228523,40.20974482554392,2008,2013,5,42,high,0.5,0,0.5,0,17,60
CUB1300314,DJNY,-121.4515739836482,40.200738556991986,2008,2013,5,7,high,50,0,4,0,0,60
CUB1300320,DJNY,-121.44968737333741,40.222397043350334,2008,2013,5,127,high,36,0,10,0,6,60
CUB1300321,DJNY,-121.44961159606287,40.22060208534357,2008,2013,5,65,high,5,0,1,0,11,60
CUB1300322,DJNY,-121.44961648226953,40.21879496440567,2008,2013,5,47,high,36,0,0,0,6,60
CUB1300323,DJNY,-121.44966488644346,40.21699130880296,2008,2013,5,1,high,0,0,0,30,18,60
CUB1300325,DJNY,-121.44947736565302,40.21339171819955,2008,2013,5,65,high,8,0,1,0,9,60
CUB1300326,DJNY,-121.44950825933753,40.21167557333914,2008,2013,5,4.5,high,0,0,0,0,1,60
CUB1300338,DJNY,-121.44708446781402,40.20803464265365,2008,2013,5,38,high,72,0,1,0,0,60
CUB1300346,DJNY,-121.44466106778728,40.20263494334501,2008,2013,5,34,high,15,1,10,0,8,60
CUB1300347,DJNY,-121.44282276211567,40.233276439398715,2008,2013,5,72,high,67,2,5,0,2,60
CUB1300349,DJNY,-121.44251750230333,40.215277696734454,2008,2013,5,13.7,high,6,0,0.5,0,11,60
CUB1300350,DJNY,-121.44247667950856,40.21341689791981,2008,2013,5,36,high,32,0,20,0,1,60
CUB1300351,DJNY,-121.44241241919084,40.211661097280754,2008,2013,5,110,high,21,0,3,0,1,60
CUB1300353,DJNY,-121.44234296572353,40.20806407415649,2008,2013,5,39,high,15,0.5,0.5,0,5,60
CUB1300354,DJNY,-121.44238232661127,40.20622687468925,2008,2013,5,22,high,14,0.5,2,0,7,60
CUB1300357,DJNY,-121.44055095605519,40.233287285707796,2008,2013,5,68,high,47,1,11,0,14,60
CUB1300360,DJNY,-121.44013674692954,40.213465651201396,2008,2013,5,54.1,high,15,0,0,0,6,60
CUB1300371,DJNY,-121.43778555844021,40.21172755873477,2008,2013,5,25.1,high,5,0,0,0,30,60
CUB1300372,DJNY,-121.43583367079027,40.23337280222268,2008,2013,5,19,high,60,0,0.5,0,7,60
CUB1300373,DJNY,-121.43577014720874,40.23154638469903,2008,2013,5,14.3,high,22,1,2,0,3,60
CUB1300379,DJNY,-121.43357372113555,40.24240091742335,2008,2013,5,10,high,55,2,1,0,0,60
DEP0900001,DJNY,-118.70580654968616,36.19941438780469,2004,2009,5,25.15,high,65,0,5,0,0,60
DEP0900002,DJNY,-118.70803962318178,36.197691961666024,2004,2009,5,1.97,high,40,0.5,0.5,0,0,60
DEP0900006,DJNY,-118.71259170116721,36.19235288848433,2004,2009,5,46.12,high,19,5,3,0,16,60
DEP0900009,DJNY,-118.71486315810523,36.19052936899807,2004,2009,5,25.09,high,41,20,0.5,0,1,60
DEP0900010,DJNY,-118.71926086737389,36.18872849124399,2004,2009,5,50,high,35,0,5,0,0,60
DEP0900017,DJNY,-118.72155669504139,36.186995338034286,2004,2009,5,275,high,31,0,0,0,0,60
DEP0900018,DJNY,-118.71935653885716,36.18700427464995,2004,2009,5,250,high,35,0,5,0,0,60
DEP0900019,DJNY,-118.71718947494861,36.18697697350338,2004,2009,5,5.56,high,10,10,5,3,0,60
DEP0900022,DJNY,-118.72383136810491,36.18525696610891,2004,2009,5,49.55,high,45,0,5,0,0,60
DEP0900023,DJNY,-118.72160967047483,36.18525220351862,2004,2009,5,NA,high,35,0,5,0,0,60
DEP0900027,DJNY,-118.72384102694066,36.1834002188637,2004,2009,5,40,high,37,0,5,0,0,60
DEP0900028,DJNY,-118.72385753798119,36.1834581908096,2004,2009,5,45,high,35,0,15,0,0,60
DEP0900031,DJNY,-118.72390397889654,36.18166455456154,2004,2009,5,NA,high,20,NA,0.5,0,0,60
DEP0900032,DJNY,-118.72168310393562,36.18165676321691,2004,2009,5,NA,high,41,0,4,0,0,60
DEP0900033,DJNY,-118.71949847780714,36.18161185480575,2004,2009,5,225,high,21,0,0.5,0,0,60
DEP0900041,DJNY,-118.7217899246194,36.17443895263532,2004,2009,5,47.5,high,30,55,5,0,0,60
DEP0900042,DJNY,-118.71952832354384,36.174376972528094,2004,2009,5,51.89,high,40,0,5,0,0,60
ELK2012119,DJNY,-123.37979322865823,41.677328003774235,2007,2012,5,1,high,85,0.5,15,7,0,60
ELK2012402,DJNY,-123.42495556175619,41.71581942855404,2007,2012,5,4.3,high,40,0,0.5,5,0,60
ELK2012403,DJNY,-123.42251558193614,41.71587346112122,2007,2012,5,NA,high,20,0.5,10,5,0,60
ELK2012440,DJNY,-123.39124241084228,41.71494837425966,2007,2012,5,0.5,high,15,0.5,2,1,0,60
ELK2012510,DJNY,-123.40060754734574,41.709241638116275,2007,2012,5,20,high,35,10,2,0,2,60
ELK2012511,DJNY,-123.39813134313201,41.709232229341566,2007,2012,5,3.8,high,65,0.5,4,80,0,60
ELK2012564,DJNY,-123.39794168041944,41.705765151732635,2007,2012,5,5,high,45,6,10,0.5,0,60
ELK2012565,DJNY,-123.39563426521943,41.70581815415942,2007,2012,5,5,high,85,3,7,50,0,60
ELK2012586,DJNY,-123.41464604323227,41.70347233211684,2007,2012,5,0,high,25,10,5,70,0,60
ELK2012587,DJNY,-123.41230249743842,41.70349877819657,2007,2012,5,0.4,high,45,1,7,7,0,60
ELK2012590,DJNY,-123.40518839317461,41.70368620929877,2007,2012,5,80,high,100,0.5,30,50,0,60
ELK2012591,DJNY,-123.40271307665323,41.70378498121271,2007,2012,5,7,high,95,60,40,0,0,60
ELK2012592,DJNY,-123.40033362374369,41.703838330365564,2007,2012,5,7,high,25,60,10,0,0,60
ELK2012593,DJNY,-123.39791838755646,41.70393678970106,2007,2012,5,6.5,high,20,80,5,0,0,60
ELK2012595,DJNY,-123.39312361949807,41.70407939131712,2007,2012,5,8.3,high,80,70,7,2,0,60
ELK2012615,DJNY,-123.41217126583673,41.70176988412041,2007,2012,5,6.2,high,90,0.5,10,0,0,60
ELK2012617,DJNY,-123.40731643196409,41.70188627187419,2007,2012,5,2.3,high,100,18,2,20,0,60
ELK2012618,DJNY,-123.40492543064786,41.70200280675727,2007,2012,5,7.21,high,11,50,10,5,0,60
ELK2012619,DJNY,-123.40276232287148,41.70204643654661,2007,2012,5,5.5,high,4,50,0.5,35,0,60
ELK2012620,DJNY,-123.40017510081499,41.701533062338235,2007,2012,5,4,high,20,65,0.5,0,0,60
ELK2012621,DJNY,-123.39782309619514,41.7021266905643,2007,2012,5,13.5,high,20,85,50,3,0,60
ELK2012623,DJNY,-123.39305238979496,41.702251191611495,2007,2012,5,12,high,90,5,10,0,0,60
ELK2012624,DJNY,-123.3906612378959,41.702349416029506,2007,2012,5,1,high,10,2,7,10,0,60
ELK2012625,DJNY,-123.38824560766395,41.70237561650243,2007,2012,5,0,high,70,0.5,10,15,0,60
ELK2012650,DJNY,-123.40017863117512,41.70016396889798,2007,2012,5,2.6,high,7,50,15,40,0,60
ELK2012652,DJNY,-123.3953607746502,41.700414829455696,2007,2012,5,14.2,high,97,8,8,5,0,60
ELK2012658,DJNY,-123.38090484520573,41.700805922575256,2007,2012,5,0.5,high,15,0.5,7,5,0,60
ELK2012717,DJNY,-123.39283927538455,41.696856657958676,2007,2012,5,0.8,high,25,20,3,40,0,60
ELK2012721,DJNY,-123.3832022977161,41.69707834509312,2007,2012,5,1,high,75,1,30,30,0,60
ELK2012745,DJNY,-123.39269617903496,41.695064729848625,2007,2012,5,7,high,75,75,15,0,0,60
ELK2012750,DJNY,-123.38071620181191,41.6953122047058,2007,2012,5,13,high,60,0.5,40,0,0,60
ELK2012751,DJNY,-123.3782893397689,41.695428304146134,2007,2012,5,24.1,high,85,1,60,7,0,60
ELK2012772,DJNY,-123.39261344939379,41.69331763041163,2007,2012,5,1,high,35,30,10,0.5,0,60
ELK2012801,DJNY,-123.39257802425685,41.69144426900468,2007,2012,5,0.25,high,15,0.5,15,10,0,60
ELK2012828,DJNY,-123.3948861488226,41.68962592842346,2007,2012,5,2.7,high,90,30,10,7,0,60
ELK2012856,DJNY,-123.39471848598717,41.68775302081783,2007,2012,5,7,high,20,60,0.5,0.5,0,60
ELK2012857,DJNY,-123.39238800786184,41.68786007965888,2007,2012,5,1.5,high,60,15,0.5,50,0,60
ELK2012864,DJNY,-123.3755918540387,41.68827648329955,2007,2012,5,4.5,high,100,10,8,75,1,60
ELK2012891,DJNY,-123.37547328830412,41.6864844504609,2007,2012,5,1.1,high,30,50,60,10,0,60
ELK2012893,DJNY,-123.37072766723158,41.686598934999594,2007,2012,5,0.4,high,11,0.5,3,40,0,60
FRD0900008,DJNY,-120.34779807944149,38.79065431953874,2004,2009,5,150,high,85,0,2,NA,1,60
FRD0900009,DJNY,-120.34549692718097,38.79064599941239,2004,2009,5,72.75,high,90,0.5,0.5,0,2,60
FRD0900010,DJNY,-120.34318579857944,38.79064596598038,2004,2009,5,12.29,high,25,0.5,0.5,0,7,60
