"Regen_Plot","species","regen.count.old","regen.count.all","adult.count","adult.ba","tallest_ht_cm","regen.presab.old","regen.presab.all"
"ANT1200086","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1200087","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1200092","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1200094","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1200097","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1200098","HDWD.ALLSP",0.333333333333333,0.2,0,0,7,TRUE,TRUE
"ANT1200110","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1200119","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1200138","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1200145","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1200191","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1200192","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1200306","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1200307","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1200536","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1200538","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1200583","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1200627","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1200676","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1201310","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1201519","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1201585","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1201587","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1201769","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1201771","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1201775","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1201832","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1201836","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1201838","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1201842","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1201850","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1201856","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1201898","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1201900","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1201949","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1201951","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1201953","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1201963","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1201965","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1202011","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1202015","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1202082","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1202090","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1202098","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1202104","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1202137","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1202150","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1202154","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1202174","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1202186","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1202198","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1202225","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1202242","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1202263","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1202292","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"ANT1202293","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1061","HDWD.ALLSP",0.333333333333333,0.25,0,0,240,TRUE,TRUE
"BAG1072","HDWD.ALLSP",0.333333333333333,0.25,0,0,256,TRUE,TRUE
"BAG1074","HDWD.ALLSP",0.666666666666667,0.5,0,0,210,TRUE,TRUE
"BAG1082","HDWD.ALLSP",1.66666666666667,1.25,0,0,240,TRUE,TRUE
"BAG1085","HDWD.ALLSP",1.33333333333333,1,0,0,400,TRUE,TRUE
"BAG1089","HDWD.ALLSP",0.333333333333333,0.25,0,0,54,TRUE,TRUE
"BAG1163","HDWD.ALLSP",0.666666666666667,0.5,0,0,350,TRUE,TRUE
"BAG1221","HDWD.ALLSP",2,1.5,0,0,430,TRUE,TRUE
"BAG1260","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1276","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1301","HDWD.ALLSP",1,0.75,0,0,223,TRUE,TRUE
"BAG1306","HDWD.ALLSP",0.333333333333333,0.25,0,0,216,TRUE,TRUE
"BAG1308","HDWD.ALLSP",0.333333333333333,0.25,0,0,2.5,TRUE,TRUE
"BAG1312","HDWD.ALLSP",0.333333333333333,0.25,0,0,70,TRUE,TRUE
"BAG1318","HDWD.ALLSP",1,0.75,0,0,222,TRUE,TRUE
"BAG1349","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1357","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1360","HDWD.ALLSP",0.333333333333333,0.25,0,0,67,TRUE,TRUE
"BAG1378","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1463","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1474","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1489","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1496","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1535","HDWD.ALLSP",0.666666666666667,0.5,0,0,188,TRUE,TRUE
"BAG1537","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1545","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1548","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1557","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1570","HDWD.ALLSP",2,1.5,0,0,93,TRUE,TRUE
"BAG1614","HDWD.ALLSP",0.333333333333333,0.25,0,0,47,TRUE,TRUE
"BAG1626","HDWD.ALLSP",1.66666666666667,1.25,0,0,385,TRUE,TRUE
"BAG1633","HDWD.ALLSP",0.333333333333333,0.25,0,0,4.1,TRUE,TRUE
"BAG1640","HDWD.ALLSP",0.666666666666667,0.5,0,0,350,TRUE,TRUE
"BAG1651","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1654","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1658","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1661","HDWD.ALLSP",4,3,0,0,NA,TRUE,TRUE
"BAG1669","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1677","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1678","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1679","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1683","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1693","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1702","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1703","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1719","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1723","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1733","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1747","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1766","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1784","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1791","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1810","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1814","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1821","HDWD.ALLSP",0,0,1,1970.35785,NA,FALSE,FALSE
"BAG1822","HDWD.ALLSP",0,0,1,232.2344,NA,FALSE,FALSE
"BAG1829","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1838","HDWD.ALLSP",0,0,1,60.7904,NA,FALSE,FALSE
"BAG1844","HDWD.ALLSP",0,0,7,783.61055,NA,FALSE,FALSE
"BAG1851","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1855","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1860","HDWD.ALLSP",0,0,1,56.71625,NA,FALSE,FALSE
"BAG1861","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BAG1870","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100014","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100043","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100046","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100047","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100063","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100064","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100067","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100069","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100109","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100110","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100119","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100134","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100143","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100144","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100159","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100160","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100162","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100163","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100177","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100178","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100185","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100193","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100195","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100196","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100205","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100210","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100212","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100213","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100214","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100234","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100235","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100255","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100263","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100264","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100268","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100277","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100283","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100284","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100287","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100288","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100289","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100291","HDWD.ALLSP",1.33333333333333,0.8,0,0,200,TRUE,TRUE
"BST1100298","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100304","HDWD.ALLSP",4,2.4,0,0,240,TRUE,TRUE
"BST1100305","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100307","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100308","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100310","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100311","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100312","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100313","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100318","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100331","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100333","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100352","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100354","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100360","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100361","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100362","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100364","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100366","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100367","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100368","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100376","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100377","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BST1100380","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300020","HDWD.ALLSP",0.333333333333333,0.2,0,0,170,TRUE,TRUE
"BTU1300021","HDWD.ALLSP",0.333333333333333,0.2,0,0,260,TRUE,TRUE
"BTU1300024","HDWD.ALLSP",1,0.6,0,0,190,TRUE,TRUE
"BTU1300026","HDWD.ALLSP",0.333333333333333,0.2,0,0,24,TRUE,TRUE
"BTU1300027","HDWD.ALLSP",0.666666666666667,0.4,0,0,390,TRUE,TRUE
"BTU1300028","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300040","HDWD.ALLSP",3.33333333333333,2,0,0,290,TRUE,TRUE
"BTU1300047","HDWD.ALLSP",2,1.2,0,0,600,TRUE,TRUE
"BTU1300050","HDWD.ALLSP",1,0.6,0,0,270,TRUE,TRUE
"BTU1300054","HDWD.ALLSP",2,1.2,0,0,130,TRUE,TRUE
"BTU1300066","HDWD.ALLSP",0.333333333333333,0.2,0,0,147,TRUE,TRUE
"BTU1300067","HDWD.ALLSP",2.33333333333333,1.4,0,0,210,TRUE,TRUE
"BTU1300071","HDWD.ALLSP",1.66666666666667,1,0,0,270,TRUE,TRUE
"BTU1300073","HDWD.ALLSP",0.666666666666667,0.4,0,0,230,TRUE,TRUE
"BTU1300076","HDWD.ALLSP",1,0.6,0,0,NA,TRUE,TRUE
"BTU1300079","HDWD.ALLSP",2,1.2,0,0,235,TRUE,TRUE
"BTU1300081","HDWD.ALLSP",2,1.2,0,0,230,TRUE,TRUE
"BTU1300084","HDWD.ALLSP",1,0.6,0,0,300,TRUE,TRUE
"BTU1300085","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300086","HDWD.ALLSP",1.66666666666667,1,0,0,270,TRUE,TRUE
"BTU1300096","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300098","HDWD.ALLSP",0.333333333333333,0.2,0,0,NA,TRUE,TRUE
"BTU1300108","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300116","HDWD.ALLSP",25.3333333333333,15.2,0,0,130,TRUE,TRUE
"BTU1300122","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300125","HDWD.ALLSP",19.6666666666667,11.8,0,0,40,TRUE,TRUE
"BTU1300153","HDWD.ALLSP",3,1.8,0,0,40,TRUE,TRUE
"BTU1300154","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300158","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300161","HDWD.ALLSP",1.66666666666667,1,8,2029.9001,150,TRUE,TRUE
"BTU1300168","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300169","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300170","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300175","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300176","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300180","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300181","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300183","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300185","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300186","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300187","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300191","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300192","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300193","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300195","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300197","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300198","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300199","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300200","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"BTU1300567","HDWD.ALLSP",10,6,0,0,6,TRUE,TRUE
"BTU1300578","HDWD.ALLSP",1.33333333333333,0.8,1,100.23665,40,TRUE,TRUE
"BTU1300582","HDWD.ALLSP",3.66666666666667,2.2,0,0,70,TRUE,TRUE
"BTU1300587","HDWD.ALLSP",7.33333333333333,4.4,0,0,140,TRUE,TRUE
"BTU1300588","HDWD.ALLSP",8,4.8,0,0,150,TRUE,TRUE
"BTU1300592","HDWD.ALLSP",4.33333333333333,2.6,0,0,125,TRUE,TRUE
"BTU1300596","HDWD.ALLSP",16.6666666666667,10,2,344.7877,100,TRUE,TRUE
"BTU1300597","HDWD.ALLSP",2,1.2,0,0,75,TRUE,TRUE
"BTU1300602","HDWD.ALLSP",11.6666666666667,7,1,191.0376,300,TRUE,TRUE
"BTU1300603","HDWD.ALLSP",1.33333333333333,0.8,0,0,70,TRUE,TRUE
"CHI0003","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0006","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0020","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0030","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0032","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0037","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0047","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0051","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0058","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0059","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0061","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0065","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0068","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0070","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0074","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0075","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0077","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0078","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0080","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0082","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0083","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0087","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0103","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0124","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0130","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0133","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0134","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0139","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0155","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0158","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0163","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0174","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0186","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0193","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0194","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0195","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0202","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0203","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0204","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0205","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0224","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0233","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0243","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0245","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0251","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0254","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0259","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI0262","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI1248","HDWD.ALLSP",1,0.75,0,0,180,TRUE,TRUE
"CHI1716","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI1736","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI1805","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI1832","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI1876","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI1879","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI1886","HDWD.ALLSP",0.333333333333333,0.25,0,0,NA,TRUE,TRUE
"CHI19009","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI1922","HDWD.ALLSP",0.333333333333333,0.25,0,0,3.2,TRUE,TRUE
"CHI1943","HDWD.ALLSP",0.333333333333333,0.25,0,0,220,TRUE,TRUE
"CHI1983","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI2030","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI2072","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI2097","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI2100","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI2212","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI2216","HDWD.ALLSP",0.333333333333333,0.2,0,0,105,TRUE,TRUE
"CHI2272","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI2333","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI2362","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI2428","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI2475","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CHI2524","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0066","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0069","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0070","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0072","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0077","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0083","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0088","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0090","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0091","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0094","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0097","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0106","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0332","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0344","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0349","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0352A","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0374","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0379","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0402","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0404","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0434","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0515","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0522","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0526","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0531","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB0547","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
"CUB1300038","HDWD.ALLSP",0,0,2,216.817,NA,FALSE,FALSE
"CUB1300039","HDWD.ALLSP",0,0,0,0,NA,FALSE,FALSE
