"auc.normal","auc.anomaly","sp"
0.74878640776699,0.795839112343967,"PIPO"
0.878642056690837,0.882893869479235,"ABCO"
0.830035514967022,0.842846270928463,"PILA"
0.856966490299824,0.879923574368019,"QUKE"
0.942808473318491,0.947497132834109,"QUCH2"
0.0847907815243347,0.12668414751253,"COV.SHRUB"
0.222230048210316,0.276825876014398,"COV.GRASS"
