"OldPLOTID","Regen_Plot","modal_ht_ft","Species","Cover","ID","modal_ht_cm","comments"
,"HAR1000038",,"CEPR",12.00,2288,10.00,
,"HAR1000039",,"ARTR2",1.00,2289,30.00,
,"HAR1000036",,"ARPA6",0.50,2290,12.00,
,"HAR1000036",,"CEPR",15.00,2291,10.00,
,"HAR1000036",,"PRVI",1.00,2292,30.00,
,"HAR1000036",,"CEVE",1.00,2293,40.00,
,"HAR1000036",,"SYMO",0.50,2294,20.00,
,"HAR1000036",,"CELE",0.50,2295,22.00,
,"HAR1000037",,"CEPR",8.00,2296,10.00,
,"HAR1000037",,"SYMO",1.00,2297,20.00,
,"HAR1000040",,"CEPR",35.00,2298,10.00,
,"HAR1000040",,"CHPA",1.00,2299,50.00,
,"HAR1000040",,"CEVE",1.00,2300,25.00,
,"HAR1000040",,"CELE",0.50,2301,40.00,
,"HAR1000025",,"AMUT",15.00,2302,90.00,
,"HAR1000025",,"ARTR2",6.00,2303,60.00,
,"HAR1000025",,"CEVE",5.00,2304,50.00,
,"HAR1000025",,"UNK_2",1.00,2305,35.00,
,"HAR1000023",,"CEPR",3.00,2306,30.00,
,"HAR1000023",,"ARTR2",2.00,2307,70.00,
,"HAR1000020",,"RHRU",1.00,2308,50.00,
,"HAR1000020",,"CEPR",3.00,2309,20.00,
,"HAR1000020",,"AMUT",3.00,2310,45.00,
,"HAR1000020",,"SAME",2.00,2311,100.00,
,"HAR1000020",,"CEVE",0.50,2312,30.00,
,"HAR1000017",,"ARTR2",1.00,2313,60.00,
,"HAR1000022",,"CEPR",1.00,2314,10.00,
,"HAR1000022",,"UNK_2",1.00,2315,120.00,
,"HAR1000018",,"CEPR",3.00,2316,20.00,
,"HAR1000018",,"UNK_2",0.50,2317,40.00,
,"HAR1000027",,"ARTR2",1.00,2318,70.00,
,"HAR1000027",,"PUTR2",7.00,2319,35.00,
,"HAR1000027",,"CEPR",2.00,2320,10.00,
,"HAR1000026",,"ARTR2",2.00,2321,90.00,
,"HAR1000031",,"CEPR",7.00,2322,10.00,
,"HAR1000031",,"CEVE",0.50,2323,30.00,
,"HAR1000031",,"ARTR2",0.50,2324,10.00,
,"HAR1000031",,"CELE",2.00,2325,22.00,
,"HAR1000028",,"ARTR2",4.00,2326,50.00,
,"HAR1000028",,"CHNA",1.00,2327,50.00,
,"HAR1000032",,"CEPR",0.50,2328,10.00,
,"HAR1000030",,"ARTR2",0.50,2329,30.00,
,"HAR1000033",,"ARTR2",0.50,2330,30.00,
,"HAR1000033",,"CHNA",0.50,2331,30.00,
,"HAR1000034",,"ARTR2",2.00,2332,50.00,
,"HAR1000034",,"CHNA",0.50,2333,30.00,
,"HAR1000021",,"ARTR2",0.50,2334,30.00,
,"HAR1000021",,"ARNE",0.50,2335,9.00,
,"HAR1000021",,"CHNA",1.00,2336,71.00,
,"HAR1000003",,"ARTR2",3.00,2337,70.00,
,"HAR1000003",,"CEPR",1.00,2339,20.00,
,"HAR1000003",,"UNK_2",1.00,2340,50.00,
,"SIM1000056",,"ARPA6",0.50,2341,80.00,
,"SIM1000056",,"ERCA6",2.00,2342,50.00,
,"SIM1000056",,"ARNE",0.50,2343,40.00,
,"SIM1000056",,"UNK_2",1.00,2344,130.00,
,"SIM1000051",,"TODI",5.00,2345,130.00,
,"SIM1000051",,"CEIN3",15.00,2346,220.00,
,"SIM1000051",,"ARPA6",0.50,2347,110.00,
,"SIM1000047",,"TODI",10.00,2349,120.00,
,"SIM1000047",,"ERCA6",2.00,2350,140.00,
,"SIM1000047",,"CEIN3",2.00,2351,110.00,
,"SIM1000047",,"CECO",1.00,2352,80.00,
,"SIM1000047",,"ARPA6",1.00,2353,90.00,
,"SIM1000061",,"RIRO",0.50,2354,50.00,
,"SIM1000061",,"CEIN3",5.00,2355,150.00,
,"SIM1000061",,"ARPA6",0.50,2356,100.00,
,"SIM1000060",,"TODI",0.50,2357,40.00,
,"SIM1000060",,"BEAQ",2.00,2358,40.00,
,"SIM1000065",,"CEIN3",10.00,2359,50.00,
,"SIM1000065",,"RUUR",0.50,2360,30.00,
,"SIM1000065",,"ARVI",0.50,2361,20.00,
,"SIM1000065",,"TODI",0.50,2362,10.00,
,"SIM1000065",,"RIRO",0.50,2363,30.00,
,"SIM1000045",,"ARPA6",4.00,2364,65.00,
,"SIM1000045",,"CEIN3",2.00,2365,100.00,
,"SIM1000045",,"ARVI",2.00,2366,75.00,
,"SIM1000054",,"RUUR",3.00,2367,150.00,
,"SIM1000054",,"SALIX",4.00,2368,300.00,
,"SIM1000098",,"ROWO",0.50,2369,20.00,
,"SIM1000098",,"TODI",0.50,2370,30.00,
,"SIM1000062",,"ARPA6",1.00,2371,100.00,
,"SIM1000062",,"CEIN3",1.00,2372,60.00,
,"SIM1000062",,"RUUR",0.50,2373,30.00,
,"SIM1000090",,"TODI",5.00,2376,20.00,
,"SIM1000090",,"RIRO",2.00,2377,58.00,
,"SIM1000090",,"CEIN3",5.00,2378,83.00,
,"SIM1000090",,"RUUR",2.00,2379,95.00,
,"SIM1000094",,"TODI",8.00,2380,70.00,
,"SIM1000089",,"TODI",0.50,2381,20.00,
,"SIM1000089",,"CEIN3",3.00,2382,100.00,
,"SIM1000089",,"PRVI",0.50,2383,0.50,"recorded as Prunus sp."
,"SIM1000093",,"CEIN3",1.00,2384,100.00,
,"SIM1000068",,"UNK_2",2.00,2385,70.00,"unknown shrub, no notes as to which number or any features"
,"SIM1000068",,"TODI",5.00,2386,100.00,
,"SIM1000068",,"CEIN3",3.00,2387,100.00,
,"SIM1000091",,"TODI",0.50,2388,20.00,
,"SIM1000091",,"ARVI",0.50,2389,50.00,
,"SIM1000091",,"ARPA6",1.00,2390,80.00,
,"SIM1000091",,"CEIN3",10.00,2391,100.00,
,"SIM1000091",,"RIRO",0.50,2392,180.00,
,"SIM1000091",,"RUUR",0.50,2393,50.00,
,"SIM1000086",,"CEIN3",5.00,2394,70.00,
,"SIM1000086",,"RUUR",0.50,2395,100.00,
,"SIM1000069",,"CEIN3",6.00,2396,150.00,
,"SIM1000069",,"ARPA6",2.00,2397,70.00,
,"SIM1000044",,"TODI",4.00,2398,80.00,
,"SIM1000044",,"RIRO",1.00,2399,70.00,
,"SIM1000044",,"RUUR",1.00,2400,170.00,
,"SIM1000049",,"CEIN3",5.00,2401,140.00,
,"SIM1000049",,"ROWO",0.50,2402,50.00,
,"SIM1000049",,"TODI",1.00,2403,150.00,
,"SIM1000036",,"TODI",3.00,2404,50.00,
,"SIM1000029",,"TODI",10.00,2405,100.00,
,"SIM1000029",,"RIRO",0.50,2406,60.00,
,"SIM1000011",,"CEIN3",15.00,2407,230.00,
,"SIM1000011",,"RUUR",2.00,2408,80.00,
,"SIM1000011",,"ARNE",1.00,2409,120.00,
,"SIM1000011",,"ARPA6",1.00,2410,120.00,
,"SIM1000011",,"RIRO",0.50,2411,30.00,
,"SIM1000021",,"TODI",2.00,2412,150.00,
,"SIM1000021",,"ARPA6",1.00,2413,60.00,
,"SIM1000021",,"RUUR",1.00,2414,140.00,
,"SIM1000006",,"RUUR",2.00,2415,180.00,
,"SIM1000006",,"CEIN3",5.00,2416,190.00,
,"SIM1000006",,"RIRO",1.00,2417,120.00,
,"SIM1000095",,"CEIN3",1.00,2420,,"height missing"
,"SIM1000095",,"RUUR",2.00,2421,60.00,
,"SIM1000095",,"ARPA6",0.50,2422,,"height missing"
,"SIM1000095",,"RIRO",2.00,2423,50.00,
,"SIM1000095",,"ARNE",0.50,2424,30.00,
,"SIM1000096",,"ARNE",1.00,2425,80.00,
,"SIM1000096",,"RUUR",1.00,2426,130.00,
,"SIM1000096",,"CEIN3",30.00,2427,100.00,
,"SIM1000096",,"ARPA6",1.00,2428,70.00,
,"SIM1000085",,"ALRH",2.00,2429,150.00,
,"SIM1000085",,"UNK_1",1.00,2430,80.00,"in notes: photo#"
,"SIM1000085",,"RUUR",2.00,2431,40.00,
,"SIM1000085",,"TODI",5.00,2432,30.00,
,"SIM1000001",,"ARPA6",1.00,2433,60.00,
,"SIM1000001",,"CEIN3",5.00,2434,80.00,
,"SIM1000001",,"TODI",2.00,2435,60.00,
,"SIM1000003",,"CEIN3",15.00,2436,120.00,
,"SIM1000003",,"RIRO",3.50,2437,40.00,
,"SIM1000003",,"TODI",1.00,2438,60.00,
,"SIM1000003",,"ARPA6",1.00,2439,50.00,
,"SIM1000041",,"CEIN3",9.00,2440,150.00,
,"SIM1000033",,"ARPA6",0.50,2461,30.00,
,"SIM1000032",,"UNK_1",0.50,2462,75.00,
,"SIM1000024",,"TODI",1.00,2463,110.00,
,"SIM1000024",,"ROWO",1.00,2464,80.00,
,"SIM1000024",,"ARPA6",0.50,2465,30.00,
,"SIM1000014",,"TODI",3.00,2466,70.00,
,"SIM1000014",,"CEIN3",70.00,2467,130.00,
,"SIM1000014",,"RUAR",1.00,2468,1.00,
,"SIM1000007",,"RUUR",1.00,2469,130.00,
,"SIM1000007",,"TODI",2.00,2470,90.00,
,"SIM1000007",,"CEIN3",20.00,2471,80.00,
,"SIM1000007",,"RUAR",1.00,2472,130.00,
,"SIM1000007",,"ROWO",1.00,2473,40.00,
,"SIM1000007",,"RINE",0.50,2474,30.00,
,"SIM1000038",,"CEIN3",0.50,2475,70.00,
,"SIM1000016",,"TODI",2.00,2476,140.00,
,"SIM1000070",,"CEIN3",70.00,2477,130.00,
,"SIM1000070",,"TODI",17.00,2478,90.00,
,"SIM1000071",,"RUAR",0.50,2479,50.00,
,"SIM1000071",,"CEIN3",5.00,2480,40.00,
,"SIM1000071",,"ARPA6",0.50,2481,50.00,
,"SIM1000071",,"TODI",0.50,2482,50.00,
,"HAR1000006",,"CEVE",8.00,2483,48.00,
,"HAR1000006",,"CEPR",50.00,2484,6.00,
,"HAR1000006",,"CELE",0.50,2485,64.00,
,"HAR1000006",,"ARPA6",0.50,2486,34.00,
,"HAR1000006",,"CHNA",0.50,2487,32.00,
,"HAR1000007",,"ARTR2",8.00,2488,60.00,
,"HAR1000007",,"CEPR",0.50,2489,3.00,
,"HAR1000007",,"UNK_1",0.50,2490,32.00,
,"HAR1000007",,"PREM",0.50,2491,58.00,
,"HAR1000007",,"RIRO",0.50,2492,77.00,
,"HAR1000007",,"SYMO",0.50,2493,69.00,
,"HAR1000008",,"ARTR2",3.00,2494,8.00,
,"HAR1000008",,"RIRO",0.50,2495,5.00,
,"HAR1000009",,"CEPR",0.50,2496,9.00,
,"HAR1000009",,"ARTR2",0.50,2497,15.00,
,"HAR1000009",,"CELE",0.50,2498,32.00,
,"HAR1000009",,"CEVE",0.50,2499,14.00,
,"HAR1000010",,"ARTR2",8.00,2500,55.00,
,"HAR1000010",,"ARNE",0.50,2501,18.00,
,"HAR1000010",,"RIRO",0.50,2502,24.00,
,"HAR1000010",,"PRUNUS",0.50,2503,49.00,
,"HAR1000011",,"UNK_1",0.50,2504,49.00,
,"HAR1000012",,"CEVE",0.50,2505,28.00,
,"HAR1000012",,"ARTR2",9.00,2506,80.00,
,"HAR1000012",,"CELE",0.50,2507,43.00,
,"HAR1000012",,"SYMO",5.00,2508,135.00,
,"HAR1000013",,"PRUNUS",0.50,2509,32.00,
,"HAR1000013",,"CEPR",0.50,2510,16.00,
,"HAR1000013",,"ARTR2",0.50,2511,45.00,
,"HAR1000013",,"CEVE",0.50,2512,12.00,
,"HAR1000014",,"CEVE",10.00,2513,31.00,
,"HAR1000014",,"CEPR",5.00,2514,3.00,
,"HAR1000015",,"CEVE",25.00,2515,40.00,
,"HAR1000015",,"CEPR",8.00,2516,7.00,
,"SIM1000074",,"ARPA6",1.00,2517,,"no heights recorded"
,"SIM1000074",,"CEIN3",4.00,2518,,"no heights"
,"SIM1000074",,"RUAR",1.00,2519,,"no height"
,"SIM1000074",,"TODI",7.00,2520,,
,"SIM1000063",,"CEIN3",2.00,2521,190.00,
,"SIM1000063",,"ARPA6",0.50,2522,155.00,
,"SIM1000063",,"TODI",0.50,2523,50.00,
,"SIM1000055",,"RUUR",1.00,2524,150.00,
,"SIM1000055",,"CEIN3",1.00,2525,2.00,
,"SIM1000055",,"TODI",1.00,2526,1.00,
,"SIM1000055",,"ROWO",0.50,2527,20.00,
,"SIM1000050",,"UNK_1",0.50,2528,50.00,
,"SIM1000050",,"CEIN3",5.00,2529,170.00,
,"SIM1000050",,"TODI",0.50,2530,30.00,
,"SIM1000042",,"TODI",3.00,2531,25.00,
,"SIM1000042",,"APAN",0.50,2532,25.00,
,"SIM1000042",,"RUAR",0.50,2533,20.00,
,"SIM1000025",,"TODI",1.00,2534,100.00,
,"SIM1000025",,"ARPA6",0.50,2535,90.00,
,"SIM1000025",,"CEIN3",1.00,2536,80.00,
,"SIM1000025",,"UNK_1",0.50,2537,70.00,
,"SIM1000034",,"ARPA6",2.00,2538,60.00,
,"SIM1000034",,"CEFR",3.00,2539,80.00,
,"SIM1000015",,"PRSU2",0.50,2540,25.00,
,"SIM1000015",,"ARPA6",0.50,2541,15.00,
,"SIM1000039",,"CEFR",40.00,2542,40.00,
,"SIM1000039",,"ARPA6",1.00,2543,60.00,
,"SIM1000039",,"ERCA6",29.00,2544,120.00,
,"SIM1000008",,"RUUR",1.00,2545,50.00,
,"SIM1000008",,"CEIN3",30.00,2546,160.00,
,"SIM1000008",,"TODI",2.00,2547,150.00,
,"SIM1000046",,"ARPA6",3.00,2548,100.00,
,"SIM1000046",,"CEIN3",30.00,2549,130.00,
,"SIM1000046",,"UNK_1",25.00,2550,40.00,
,"SIM1000046",,"TODI",2.00,2551,180.00,
,"SIM1000046",,"CEFR",0.50,2552,70.00,
,"SIM1000012",,"RIRO",1.00,2553,70.00,
,"SIM1000012",,"RUAR",1.00,2554,200.00,
,"SIM1000012",,"CEIN3",17.00,2555,100.00,
,"SIM1000013",,"CELE",0.50,2556,50.00,
,"SIM1000022",,"CEIN3",5.00,2557,150.00,
,"SIM1000023",,"UNK_1",1.00,2558,30.00,
,"SIM1000023",,"CEIN3",80.00,2559,150.00,
,"SIM1000031",,"APAN",1.00,2560,30.00,
,"SIM1000031",,"ROWO",2.00,2561,50.00,
,"SIM1000031",,"RIRO",3.00,2562,100.00,
,"SIM1000031",,"ARPA6",0.50,2563,50.00,
,"SIM1000031",,"UNK_1",2.00,2564,40.00,
,"SIM1000031",,"UNK_2",2.00,2565,50.00,
,"SIM1000037",,"CEIN3",8.00,2566,150.00,
,"SIM1000037",,"TODI",1.00,2567,50.00,
,"SIM1000037",,"ARPA6",1.00,2568,50.00,
,"SIM1000037",,"RIBES",0.50,2569,30.00,
,"SIM1000037",,"APAN",0.50,2570,30.00,
,"SIM1000037",,"ARVI",0.50,2571,100.00,
,"SIM1000009",,"TODI",2.00,2572,100.00,
,"SIM1000017",,"TODI",6.00,2573,100.00,
,"SIM1000017",,"UNK_1",0.50,2574,100.00,"recorded as RUDI"
,"SIM1000017",,"UNK_2",0.50,2575,150.00,"thornplant"
,"SIM1000026",,"TODI",10.00,2576,100.00,
,"SIM1000030",,"ARPA6",0.50,2577,20.00,
,"SIM1000030",,"RUAR",0.50,2578,40.00,
,"SIM1000058",,"TODI",5.00,2579,50.00,
,"SIM1000058",,"CEIN3",15.00,2580,150.00,
,"SIM1000027",,"RIRO",3.00,2581,80.00,
,"SIM1000027",,"APAN",1.00,2582,40.00,
,"SIM1000027",,"RUAR",2.00,2583,100.00,
,"SIM1000027",,"TODI",5.00,2584,100.00,
,"SIM1000027",,"CECO",0.50,2585,70.00,"recorded as CEOC"
,"SIM1000027",,"GAFR",2.00,2586,75.00,
,"SIM1000028",,"CEIN3",72.00,2587,,"no height recorded"
,"SIM1000028",,"TODI",2.00,2588,,"no height recorded"
,"SIM1000076",,"TODI",5.00,2589,70.00,
,"SIM1000076",,"ROWO",2.00,2590,40.00,
,"SIM1000076",,"ARPA6",1.00,2591,75.00,
,"SIM1000076",,"ARNE",1.00,2592,80.00,
,"SIM1000076",,"RHRU",3.00,2593,130.00,
,"SIM1000076",,"CEIN3",25.00,2594,160.00,
,"SIM1000075",,"TODI",0.50,2595,50.00,
,"SIM1000075",,"CEIN3",5.00,2596,180.00,
,"SIM1000079",,"CEIN3",12.00,2597,250.00,
,"SIM1000079",,"BEAQ",1.00,2598,100.00,
,"SIM1000079",,"TODI",5.00,2599,100.00,
,"SIM1000079",,"RHRU",0.50,2600,120.00,
,"SIM1000080",,"CEIN3",40.00,2601,230.00,
,"SIM1000080",,"TODI",5.00,2602,200.00,
,"SPA1000092",,"BEAQ",3.00,2603,50.00,
,"SPA1000092",,"ARPA6",5.00,2604,200.00,
,"SPA1000092",,"CEIN3",5.00,2605,80.00,
,"SPA1000084",,"ARNE",18.00,2606,80.00,
,"SPA1000084",,"CELE",22.00,2607,90.00,
,"SPA1000090",,"RUUR",2.00,2609,80.00,
,"SPA1000090",,"CEIN3",60.00,2610,130.00,
,"SPA1000090",,"BEAQ",0.50,2611,50.00,
,"SPA1000090",,"CELE",20.00,2612,120.00,
,"SPA1000091",,"CEIN3",80.00,2613,140.00,
,"SPA1000091",,"RUAR",7.00,2614,110.00,
,"SPA1000091",,"ROWO",5.00,2615,80.00,
,"SPA1000091",,"BEAQ",2.00,2616,40.00,
,"SPA1000126",,"ARVI",1.00,2618,75.00,
,"SPA1000126",,"CEIN3",30.00,2619,70.00,
,"SPA1000126",,"CECO",3.00,2620,45.00,
,"SPA1000126",,"RUUR",0.50,2621,70.00,
,"SPA1000126",,"RIRO",0.50,2622,40.00,
,"SPA1000116",,"CEIN3",30.00,2623,130.00,
,"SPA1000148",,"ARVI",12.00,2624,53.00,
,"SPA1000148",,"CECO",2.00,2625,20.00,
,"SPA1000148",,"RIRO",0.50,2626,28.00,
,"SPA1000148",,"ARPA6",0.50,2627,48.00,
,"SPA1000128",,"ARVI",2.00,2628,55.00,
,"SPA1000128",,"CECO",20.00,2629,80.00,
,"SPA1000128",,"CEIN3",12.00,2630,110.00,
,"SPA1000128",,"RIRO",0.50,2631,60.00,
,"SPA1000128",,"ARPA6",0.50,2632,60.00,
,"SPA1000160",,"ARVI",2.00,2633,40.00,
,"SPA1000160",,"CECO",2.00,2634,30.00,
,"SPA1000139",,"RIRO",3.00,2635,55.00,
,"SPA1000139",,"CECO",7.00,2636,45.00,
,"SPA1000139",,"ARVI",0.50,2637,40.00,
,"SPA1000159",,"RIRO",4.00,2638,40.00,
,"SPA1000159",,"BEAQ",3.00,2639,65.00,
,"SPA1000159",,"CECO",10.00,2640,95.00,
,"SPA1000159",,"RUUR",1.00,2641,80.00,
,"SPA1000159",,"ARVI",0.50,2642,35.00,
,"SPA1000159",,"UNK_1",2.00,2643,60.00,
,"SPA1000137",,"ARVI",2.00,2644,48.00,
,"SPA1000137",,"RIRO",2.00,2645,30.00,
,"SPA1000137",,"RUUR",1.00,2646,95.00,
,"SPA1000137",,"CEIN3",5.00,2647,145.00,
,"SPA1000127",,"RIRO",2.00,2648,30.00,
,"SPA1000127",,"ARVI",0.50,2649,30.00,
,"SPA1000125",,"RIRO",5.00,2650,40.00,
,"SPA1000125",,"CECO",50.00,2651,75.00,
,"SPA1000125",,"CEIN3",5.00,2652,100.00,
,"SPA1000125",,"RUUR",5.00,2653,90.00,
,"SPA1000147",,"RUUR",10.00,2654,95.00,
,"SPA1000147",,"ROWO",1.00,2655,97.00,
,"SPA1000147",,"BEAQ",1.00,2656,35.00,
,"SPA1000147",,"UNK_1",1.00,2657,50.00,
,"SPA1000147",,"ARVI",1.00,2658,30.00,
,"SPA1000147",,"AMUT",1.00,2659,80.00,
,"SPA1000147",,"PRVI",5.00,2660,40.00,
,"SPA1000147",,"CECO",5.00,2661,40.00,
,"SPA1000138",,"CECO",25.00,2662,60.00,
,"SPA1000138",,"RIRO",8.00,2663,75.00,
,"SPA1000138",,"UNK_1",20.00,2664,125.00,
,"SPA1000138",,"ARVI",1.00,2665,50.00,
,"SPA1000138",,"BEAQ",1.00,2666,60.00,
,"SPA1000138",,"RUUR",1.00,2667,40.00,
,"SPA1000149",,"RIRO",2.00,2668,90.00,
,"SPA1000149",,"CECO",60.00,2669,50.00,
,"SPA1000149",,"ARVI",0.50,2670,50.00,
,"SPA1000149",,"PRVI",1.00,2671,120.00,
,"SPA1000149",,"RUUR",1.00,2672,120.00,
,"SPA1000144",,"CECO",80.00,2673,100.00,
,"SPA1000144",,"RIRO",5.00,2674,90.00,
,"SPA1000144",,"SALIX",1.00,2675,95.00,
,"SPA1000144",,"UNK_1",1.00,2676,110.00,
,"SPA1000081",,"CEIN3",35.00,2677,150.00,
,"SPA1000081",,"RUUR",1.00,2678,110.00,
,"SPA1000081",,"CECO",3.00,2679,150.00,
,"SPA1000081",,"ROWO",1.00,2680,50.00,
,"SPA1000072",,"ARNE",1.00,2681,110.00,
,"SPA1000072",,"BEAQ",0.50,2682,40.00,
,"SPA1000072",,"CEIN3",1.00,2683,80.00,
,"SPA1000072",,"APAN",0.50,2684,10.00,
,"SPA1000082",,"RIRO",1.00,2685,50.00,
,"SPA1000082",,"CEIN3",30.00,2686,120.00,
,"SPA1000082",,"UNK_1",7.00,2687,100.00,
,"SPA1000073",,"ARNE",30.00,2688,85.00,
,"SPA1000073",,"CELE",5.00,2689,90.00,
,"SPA1000073",,"CEIN3",20.00,2690,110.00,
,"SPA1000073",,"BEAQ",0.50,2691,40.00,
,"SPA1000073",,"CECO",2.00,2692,10.00,
,"SPA1000083",,"ARNE",15.00,2693,80.00,
,"SPA1000083",,"ARPA6",1.00,2694,85.00,
,"SPA1000083",,"CELE",60.00,2695,90.00,
,"SPA1000083",,"CEIN3",1.00,2696,1.10,
,"SIM1000019",,"TODI",4.00,2697,80.00,
,"SIM1000019",,"RIRO",2.00,2698,120.00,
,"SIM1000083",,"TODI",1.00,2699,90.00,
,"SIM1000083",,"CEIN3",10.00,2700,150.00,
,"SIM1000082",,"ROWO",1.00,2701,50.00,
,"SIM1000082",,"TODI",5.00,2702,120.00,
,"SIM1000082",,"CEIN3",5.00,2703,150.00,
,"SIM1000072",,"TODI",10.00,2704,150.00,
,"SIM1000072",,"CEIN3",5.00,2705,200.00,
,"SIM1000072",,"ROWO",1.00,2706,70.00,
,"SIM1000072",,"RUUR",1.00,2707,140.00,
,"SIM1000073",,"CEIN3",7.00,2708,100.00,
,"SIM1000073",,"TODI",0.50,2709,30.00,
,"SIM1000097",,"CEIN3",10.00,2710,170.00,
,"SIM1000097",,"TODI",5.00,2711,79.00,
,"SIM1000097",,"ALINT",2.00,2712,5.00,
,"SIM1000097",,"ARPA6",1.00,2713,180.00,
,"SIM1000059",,"ARVI",3.00,2714,50.00,
,"SIM1000059",,"CEIN3",45.00,2715,150.00,
,"SIM1000059",,"ARPA6",2.00,2716,50.00,
,"SIM1000059",,"SYMO",0.50,2717,40.00,
,"SIM1000078",,"BEAQ",3.00,2718,70.00,
,"SIM1000078",,"TODI",3.00,2719,80.00,
,"SIM1000078",,"RUUR",5.00,2720,100.00,
,"SIM1000078",,"SAME",1.00,2721,100.00,
,"SIM1000078",,"SALIX",1.00,2722,150.00,
,"SIM1000078",,"ALINT",1.00,2723,60.00,
,"SIM1000081",,"TODI",1.00,2724,30.00,
,"SIM1000081",,"BEAQ",0.50,2725,20.00,
,"SIM1000043",,"ROWO",1.00,2726,65.00,
,"SIM1000043",,"TODI",7.00,2727,150.00,
,"SIM1000043",,"BEAQ",0.50,2728,20.00,
,"SIM1000043",,"RUUR",0.50,2729,150.00,
,"SIM1000048",,"PRUNUS",4.00,2730,300.00,
,"SIM1000048",,"RUUR",3.00,2731,150.00,
,"SIM1000048",,"SAME",4.00,2732,180.00,
,"SIM1000048",,"RUAR",1.00,2733,200.00,
,"SIM1000048",,"SALU",0.50,2734,230.00,
,"SIM1000048",,"BEAQ",0.50,2735,30.00,
,"SIM1000005",,"TODI",5.00,2736,100.00,
,"SIM1000005",,"CEIN3",2.00,2737,150.00,
,"SIM1000005",,"RIRO",1.00,2738,90.00,
,"SIM1000005",,"RUUR",1.00,2739,180.00,
,"SIM1000005",,"UNK_1",0.50,2740,72.00,
,"SIM1000052",,"RIBES",3.00,2741,20.00,
,"SIM1000052",,"CEIN3",1.00,2742,180.00,
,"SIM1000053",,"CEIN3",10.00,2743,110.00,
,"SIM1000053",,"RIBES",2.00,2744,120.00,
,"SIM1000053",,"TODI",0.50,2745,60.00,
,"SIM1000084",,"CEIN3",1.00,2746,50.00,
,"SIM1000084",,"TODI",2.00,2747,150.00,
,"SIM1000084",,"ARVI",1.00,2748,60.00,
,"SIM1000084",,"BEAQ",2.00,2749,30.00,
,"SIM1000084",,"RUUR",0.50,2750,20.00,
,"SIM1000087",,"CEIN3",40.00,2751,170.00,
,"SIM1000087",,"ARVI",0.50,2752,120.00,
,"SPA1000131",,"ARNE",4.00,2753,50.00,
,"SPA1000131",,"CEIN3",40.00,2754,130.00,
,"SPA1000131",,"ARVI",0.50,2755,45.00,
,"SPA1000131",,"CELE",2.00,2756,110.00,
,"SPA1000132",,"CEIN3",30.00,2757,150.00,
,"SPA1000132",,"ARPA6",2.00,2758,60.00,
,"SPA1000132",,"ARVI",0.50,2759,50.00,
,"SPA1000143",,"CEIN3",60.00,2760,140.00,
,"SPA1000143",,"SAME",10.00,2761,220.00,
,"SPA1000142",,"ARVI",1.00,2762,40.00,
,"SPA1000142",,"CEIN3",55.00,2763,150.00,
,"SPA1000142",,"BEAQ",1.00,2764,50.00,
,"SPA1000142",,"CECO",1.00,2765,30.00,
,"SPA1000150",,"CECO",5.00,2766,50.00,
,"SPA1000161",,"ARVI",2.00,2767,70.00,
,"SPA1000161",,"CECO",20.00,2768,90.00,
,"SPA1000161",,"RIRO",3.00,2769,30.00,
,"SPA1000161",,"RUUR",1.00,2770,45.00,
,"SPA1000141",,"CECO",60.00,2771,90.00,
,"SPA1000140",,"CECO",35.00,2772,1.00,
,"SPA1000140",,"RUUR",0.50,2773,80.00,
,"SPA1000140",,"UNK_1",5.00,2774,90.00,
,"SPA1000140",,"ARVI",0.50,2775,40.00,
,"SPA1000050",,"BEAQ",6.00,2776,50.00,
,"SPA1000050",,"CEIN3",10.00,2777,170.00,
,"SPA1000050",,"RUUR",3.00,2778,130.00,
,"SPA1000050",,"RIRO",2.00,2779,50.00,
,"SPA1000050",,"SYMO",1.00,2780,20.00,
,"SPA1000050",,"ARVI",1.00,2781,140.00,
,"SPA1000050",,"CECO",0.50,2782,50.00,
,"SPA1000049",,"CEIN3",5.00,2783,150.00,
,"SPA1000049",,"RUUR",3.00,2784,70.00,
,"SPA1000049",,"ROWO",1.00,2785,40.00,
,"SPA1000049",,"BEAQ",4.00,2786,35.00,
,"SPA1000049",,"SAME",1.00,2787,40.00,
,"SPA1000049",,"SYMO",6.00,2788,20.00,
,"PNT1000097",,"ARPA6",20.00,2789,100.00,
,"PNT1000125",,"RUAR",20.00,2790,250.00,
,"PNT1000125",,"CEIN3",80.00,2791,300.00,
,"PNT1000125",,"ROWO",0.50,2792,20.00,
,"PNT1000008",,"CEIN3",30.00,2793,290.00,
,"PNT1000008",,"TODI",0.50,2794,10.00,
,"PNT1000091",,"CELE",45.00,2795,175.00,
,"PNT1000092",,"ARVI",20.00,2796,110.00,
,"PNT1000092",,"CELE",40.00,2797,140.00,
,"PNT1000092",,"CHFO",0.50,2798,20.00,
,"PNT1000087",,"CEIN3",2.00,2799,120.00,
,"PNT1000087",,"CELE",2.00,2800,30.00,
,"PNT1000087",,"ARVI",6.00,2801,150.00,
,"PNT1000074",,"CEIN3",65.00,2802,400.00,
,"PNT1000063",,"ARVI",1.00,2803,95.00,
,"PNT1000063",,"CEIN3",30.00,2804,220.00,
,"PNT1000063",,"TODI",0.50,2805,5.00,
,"PNT1000051",,"CEIN3",25.00,2806,250.00,
,"PNT1000051",,"TODI",3.00,2807,75.00,
