"ID","Regen_Plot","OldPLOTID","Count_total","0yr","Ct_1yr","Ct_2yr","Ct_3yr","Ct_4yr","Ct_5yr","6yr","7yr","8yr","9yr","10yr","11+yr","Type","Species","num_dead","seed_veg_plant","tallest_age","tallest_ht_cm","tallest_lastyr_cm","Remarks","number_sprouts"
68,"SHR0900004",,12.00,12,,,,,,,,,,,,"C","PINUS",0.00,"S",0.00,,0.00,,
69,"SHR0900004",,4.00,,,,,,,,,,,,,"C","PICO",0.00,"S",4.00,,,,
70,"SHR0900009",,67.00,67,,,,,,,,,,,,"C","PINUS",0.00,"S",0.00,5.00,0.00,,
71,"SHR0900009",,32.00,,,,,,,,,,,,,"C","ABCO",0.00,"S",6.00,25.00,,,
72,"SHR0900009",,7.00,,,,,,,,,,,,,"C","PICO",0.00,"S",5.00,67.00,,,
73,"SHR0900009",,1.00,,,,,,,,,,,,,"C","ABMA",0.00,"S",6.00,33.00,,,
74,"SHR0900009",,1.00,,,,,,,,,,,,,"C","PIJE",0.00,"S",2.00,6.00,,,
75,"SHR0900004",,58.00,,,,,,,,,,,,,"C","ABCO",0.00,"S",5.00,,,,
76,"SHR0900004",,2.00,,,,,,,,,,,,,"C","PIMO3",0.00,"S",4.00,,,,
77,"SHR0900007",,1.00,,,,,,1,,,,,,,"C","ABCO",0.00,"S",5.00,,,,
78,"SHR0900001",,10.00,,,,,,,,,,,,,"C","PIJE",0.00,"S",4.00,,,,
79,"SHR0900001",,35.00,,,,,,,,,,,,,"C","ABCO",1.00,"S",4.00,,,,
80,"SHR0900011",,3.00,,,,,,,,,,,,,"C","ABCO",0.00,"S",3.00,8.00,,,
81,"SHR0900011",,4.00,,,,,,,,,,,,,"C","PIJE",1.00,"S",1.00,6.80,,,
82,"SHR0900011",,3.00,,,,,,,,,,,,,"C","PINUS",0.00,"S",0.00,,,,
83,"SHR0900008",,1.00,,,,,,,,,,,,,"C","PINUS",0.00,"S",,,,,
84,"SHR0900008",,1.00,,,,,,,,,,,,,"C","ABCO",0.00,"S",5.00,25.00,5.00,,
85,"SHR0900003",,2.00,,,,,,,,,,,,,"C","PINUS",0.00,"S",0.00,,,,
86,"SHR0900006",,9.00,,,,,,,,,,,,,"C","ABCO",1.00,"S",5.00,,,,
87,"SHR0900006",,1.00,,,,,,,,,,,,,"C","PIJE",0.00,"S",5.00,,,,
88,"STY0900040",,12.00,9,,,,3,,,,,,,,"C","PIPO",0.00,"S",4.00,33.00,7.00,,
90,"STY0900060",,2.00,,,1,,1,,,,,,,,"C","PIJE",0.00,"S",4.00,27.00,7.00,,
91,"STY0900007",,1.00,,1,,,,,,,,,,,"C","PIJE",0.00,"S",1.00,15.00,10.00,,
92,"STY0900074",,5.00,,2,3,,,,,,,,,,"C","PINUS",0.00,"S",2.00,18.00,6.00,,
94,"STY0900037",,2.00,,1,1,,,,,,,,,,"C","PIPO",0.00,"S",2.00,25.00,12.00,,
96,"STY0900036",,5.00,,1,3,1,,,,,,,,,"C","PIPO",0.00,"S",2.00,25.00,15.00,,
97,"STY0900036",,1.00,1,,,,,,,,,,,,"C","CADE27",0.00,"S",0.00,5.00,0.00,,
98,"STY0900024",,1.00,1,,,,,,,,,,,,"C","PIPO",0.00,"S",0.00,5.00,0.00,,
99,"STY0900023",,10.00,6,4,,,,,,,,,,,"C","PIPO",0.00,"S",1.00,9.00,4.00,,
100,"STY0900023",,1.00,,1,,,,,,,,,,,"C","CADE27",0.00,"S",1.00,9.00,4.00,,
101,"STY0900050",,1.00,,,1,,,,,,,,,,"C","PIJE",0.00,"S",2.00,23.00,7.00,,
102,"STY0900019",,1.00,,,,,,1,,,,,,,"H","QUKE",0.00,"S",5.00,250.00,45.00,,
104,"PWR0900215",,2.00,,,,,2,,,,,,,,"H","QUKE",0.00,"S",4.00,102.00,22.00,,
105,"PWR0900215",,1.00,,,1,,,,,,,,,,"C","PIPO",0.00,"S",2.00,45.00,22.00,,
109,"PWR0900214",,1.00,,,1,,,,,,,,,,"H","QUCH2",0.00,"S",2.00,58.00,20.00,,
111,"PWR0900207",,5.00,2,,3,,,,,,,,,,"C","PIPO",0.00,"S",2.00,25.00,15.00,,
112,"PWR0900206",,7.00,,,6,1,,,,,,,,,"C","PIPO",0.00,"S",3.00,80.00,24.00,,
114,"PWR0900206",,2.00,,,1,,,1,,,,,,,"H","QUCH2",0.00,"S",2.00,18.00,5.00,,
115,"PWR0900206",,1.00,,1,,,,,,,,,,,"H","QUKE",0.00,"S",1.00,15.00,6.00,,
116,"PWR0900180",,2.00,,2,,,,,,,,,,,"C","PINUS",0.00,"S",1.00,30.00,10.00,,
119,"PWR0900194",,6.00,,5,1,,,,,,,,,,"C","PIJE",0.00,"S",2.00,35.00,15.00,,
120,"PWR0900194",,6.00,6,,,,,,,,,,,,"C","PINUS",0.00,"S",0.00,5.00,0.00,,
121,"PWR0900182",,6.00,,2,2,2,,,,,,,,,"C","PIPO",0.00,"S",2.00,90.00,22.00,,
122,"PWR0900183",,1.00,,,,1,,,,,,,,,"C","PIPO",0.00,"S",3.00,70.00,22.00,,
123,"PWR0900181",,1.00,,,1,,,,,,,,,,"C","PINUS",0.00,"S",2.00,65.00,12.00,,
125,"PWR0900173",,1.00,1,,,,,,,,,,,,"H","QUCH2",0.00,"S",0.00,5.00,0.00,,
128,"PWR0900160",,1.00,,,,1,,,,,,,,,"C","PIJE",0.00,"S",3.00,93.00,25.00,,
129,"PWR0900159",,73.00,13,55,5,,,,,,,,,,"C","PINUS",0.00,"S",2.00,50.00,10.00,,
130,"PWR0900159",,15.00,14,1,,,,,,,,,,,"C","CADE27",0.00,"S",1.00,20.00,10.00,,
131,"PWR0900159",,3.00,,3,,,,,,,,,,,"C","PILA",0.00,"S",1.00,40.00,8.00,,
134,"PWR0900150",,6.00,,,,5,,1,,,,,,,"H","QUKE",0.00,"S",5.00,75.00,20.00,,
136,"PWR0900150",,6.00,3,,2,1,,,,,,,,,"C","PIPO",0.00,"S",3.00,15.00,5.00,,
137,"PWR0900150",,1.00,,1,,,,,,,,,,,"H","QUCH2",0.00,"S",,,,,
138,"PWR0900148",,15.00,1,1,2,9,1,1,,,,,,,"C","PIPO",0.00,"S",3.00,120.00,31.00,,
140,"PWR0900148",,2.00,2,,,,,,,,,,,,"C","ABIES",0.00,"S",0.00,5.00,0.00,,
141,"PWR0900148",,1.00,,1,,,,,,,,,,,"C","CADE27",0.00,"S",1.00,40.00,10.00,,
142,"PWR0900148",,1.00,,,,1,,,,,,,,,"C","PILA",0.00,"S",3.00,33.00,13.00,,
149,"PWR0900164",,2.00,,2,,,,,,,,,,,"C","PIJE",0.00,"S",1.00,35.00,10.00,,
151,"PWR0900161",,1.00,,,,1,,,,,,,,,"C","PIJE",0.00,"S",3.00,95.00,20.00,,
154,"PWR0900121",,1.00,,1,,,,,,,,,,,"C","PIPO",0.00,"S",1.00,10.00,5.00,,
155,"PWR0900086",,1.00,,,1,,,,,,,,,,"C","PILA",0.00,"S",2.00,70.00,22.00,,
156,"PWR0900086",,1.00,,,1,,,,,,,,,,"C","PIPO",0.00,"S",2.00,20.00,8.00,,
157,"PWR0900114",,7.00,3,,,1,1,2,,,,,,,"H","QUCH2",0.00,"S",5.00,33.00,13.00,,
158,"PWR0900114",,2.00,,2,,,,,,,,,,,"C","PILA",0.00,"S",1.00,22.00,14.00,,
159,"PWR0900114",,2.00,1,1,,,,,,,,,,,"C","PIPO",0.00,"S",1.00,10.00,5.00,,
160,"PWR0900114",,2.00,2,,,,,,,,,,,,"C","CADE27",0.00,"S",0.00,5.00,0.00,,
161,"PWR0900114",,2.00,2,,,,,,,,,,,,"C","PINUS",0.00,"S",0.00,5.00,0.00,,
163,"PWR0900114",,1.00,,,1,,,,,,,,,,"H","QUKE",0.00,"S",2.00,10.00,2.00,,
164,"PWR0900077",,1.00,,,,,,1,,,,,,,"H","QUKE",0.00,"S",5.00,18.00,5.00,,
168,"PWR0900098",,5.00,,,,5,,,,,,,,,"C","PIPO",0.00,"S",3.00,55.00,14.00,,
169,"PWR0900098",,1.00,1,,,,,,,,,,,,"C","ABIES",0.00,"S",0.00,5.00,0.00,,
171,"PWR0900095",,20.00,2,14,4,,,,,,,,,,"C","PIPO",0.00,"S",2.00,18.00,10.00,,
172,"PWR0900095",,1.00,,,1,,,,,,,,,,"C","CADE27",0.00,"S",2.00,,,,
174,"PWR0900091",,2.00,,,1,1,,,,,,,,,"C","PIPO",0.00,"S",3.00,75.00,10.00,,
175,"PWR0900091",,1.00,,,,1,,,,,,,,,"C","PIJE",0.00,"S",3.00,75.00,10.00,,
177,"PWR0900092",,1.00,,,,,1,,,,,,,,"C","PIPO",0.00,"S",4.00,80.00,15.00,,
182,"PWR0900087",,1.00,,,,,1,,,,,,,,"H","QUKE",0.00,"S",4.00,40.00,5.00,,
184,"PWR0900087",,1.00,,1,,,,,,,,,,,"C","PIPO",0.00,"S",1.00,35.00,10.00,,
185,"PWR0900100",,15.00,1,1,3,5,5,,,,,,,,"C","PIPO",0.00,"S",4.00,62.00,13.00,,
186,"PWR0900100",,1.00,,,,1,,,,,,,,,"C","PILA",0.00,"S",3.00,18.00,3.00,,
187,"PWR0900100",,3.00,3,,,,,,,,,,,,"C","ABIES",0.00,"S",0.00,5.00,0.00,,
188,"PWR0900079",,3.00,3,,,,,,,,,,,,"C","ABIES",0.00,"S",0.00,5.00,0.00,,
189,"PWR0900079",,2.00,2,,,,,,,,,,,,"C","PINUS",0.00,"S",0.00,5.00,0.00,,
191,"PWR0900068",,8.00,1,,6,1,,,,,,,,,"C","PIPO",0.00,"S",3.00,,,,
192,"PWR0900068",,1.00,,,,1,,,,,,,,,"H","QUCH2",0.00,"S",3.00,12.00,5.00,,
194,"PWR0900069",,1.00,1,,,,,,,,,,,,"H","QUCH2",0.00,"S",0.00,5.00,,,
197,"PWR0900063",,1.00,,,,1,,,,,,,,,"C","PIPO",0.00,"S",3.00,30.00,4.00,,
198,"PWR0900064",,1.00,1,,,,,,,,,,,,"C","PIPO",0.00,"S",0.00,5.00,0.00,,
199,"PWR0900060",,1.00,,,,1,,,,,,,,,"C","PIJE",0.00,"S",3.00,90.00,28.00,,
201,"PWR0900058",,2.00,,,,,,2,,,,,,,"C","CADE27",0.00,"S",5.00,115.00,12.00,,
202,"PWR0900058",,4.00,,,1,3,,,,,,,,,"C","PIJE",0.00,"S",2.00,120.00,30.00,,
204,"PWR0900053",,7.00,,6,1,,,,,,,,,,"C","PIPO",0.00,"S",2.00,55.00,20.00,,
205,"PWR0900053",,5.00,,4,1,,,,,,,,,,"C","PIJE",0.00,"S",2.00,42.00,15.00,,
206,"PWR0900052",,21.00,3,,2,5,11,,,,,,,,"C","PIPO",0.00,"S",4.00,75.00,4.00,,
207,"PWR0900052",,3.00,3,,,,,,,,,,,,"C","PINUS",0.00,"S",0.00,5.00,0.00,,
208,"PWR0900051",,4.00,,,4,,,,,,,,,,"C","PIPO",0.00,"S",2.00,,,,
210,"PWR0900043",,1.00,,1,,,,,,,,,,,"C","PIPO",0.00,"S",1.00,10.00,5.00,,
212,"PWR0900042",,1.00,,1,,,,,,,,,,,"C","CADE27",0.00,"S",1.00,15.00,5.00,,
214,"PWR0900039",,16.00,7,9,,,,,,,,,,,"C","PIPO",0.00,"S",1.00,35.00,10.00,,
215,"PWR0900039",,3.00,1,2,,,,,,,,,,,"C","PILA",0.00,"S",1.00,20.00,12.00,,
216,"PWR0900039",,4.00,4,,,,,,,,,,,,"C","CADE27",0.00,"S",0.00,5.00,0.00,,
217,"PWR0900039",,1.00,,1,,,,,,,,,,,"C","PIJE",0.00,"S",1.00,35.00,11.00,,
218,"PWR0900039",,5.00,,5,,,,,,,,,,,"C","PINUS",0.00,"S",1.00,30.00,10.00,,
219,"PWR0900039",,2.00,,2,,,,,,,,,,,"C","ABCO",0.00,"S",1.00,20.00,5.00,,
220,"PWR0900049",,3.00,,1,2,,,,,,,,,,"C","PIPO",0.00,"S",2.00,45.00,20.00,,
221,"PWR0900049",,1.00,1,,,,,,,,,,,,"C","ABIES",0.00,"S",0.00,5.00,0.00,,
222,"PWR0900037",,2.00,,,,1,,1,,,,,,,"C","CADE27",0.00,"S",5.00,75.00,9.00,,
223,"PWR0900037",,22.00,13,,3,6,,,,,,,,,"C","PIPO",0.00,"S",3.00,36.00,16.00,,
225,"PWR0900016",,4.00,,3,1,,,,,,,,,,"C","CADE27",0.00,"S",2.00,50.00,12.00,,
226,"PWR0900016",,6.00,6,,,,,,,,,,,,"C","ABIES",0.00,"S",0.00,5.00,0.00,,
227,"PWR0900016",,3.00,,3,,,,,,,,,,,"H","QUKE",0.00,"S",1.00,12.00,7.00,,
228,"PWR0900026",,1.00,1,,,,,,,,,,,,"C","PINUS",0.00,"S",0.00,5.00,0.00,,
229,"PWR0900026",,1.00,1,,,,,,,,,,,,"C","PILA",0.00,"S",0.00,5.00,0.00,,
232,"PWR0900153",,1.00,,,1,,,,,,,,,,"C","CADE27",0.00,"S",2.00,37.00,10.00,,
233,"PWR0900153",,1.00,,1,,,,,,,,,,,"C","PINUS",0.00,"S",1.00,22.00,10.00,,
234,"PWR0900126",,3.00,,3,,,,,,,,,,,"C","PIPO",0.00,"S",1.00,36.00,12.00,,
235,"PWR0900125",,1.00,,,1,,,,,,,,,,"C","PIPO",0.00,"S",2.00,28.00,12.00,,
236,"PWR0900125",,1.00,,,1,,,,,,,,,,"H","QUCH2",0.00,"S",2.00,20.00,9.00,,
238,"PWR0900152",,2.00,,2,,,,,,,,,,,"C","PIPO",0.00,"S",1.00,35.00,18.00,,
239,"PWR0900124",,2.00,,2,,,,,,,,,,,"C","PIPO",0.00,"S",1.00,34.00,22.00,,
240,"PWR0900101",,2.00,2,,,,,,,,,,,,"C","PIPO",0.00,"S",0.00,5.00,0.00,,
241,"PWR0900102",,1.00,,1,,,,,,,,,,,"C","PIPO",0.00,"S",1.00,18.00,7.00,,
242,"PWR0900103",,1.00,,1,,,,,,,,,,,"C","PIPO",0.00,"S",1.00,40.00,12.00,,
243,"PWR0900080",,3.00,,2,1,,,,,,,,,,"C","PIPO",0.00,"S",2.00,95.00,33.00,,
245,"PWR0900260",,1.00,,,1,,,,,,,,,,"H","QUCH2",0.00,"S",2.00,10.00,2.00,,
246,"PWR0900260",,1.00,,1,,,,,,,,,,,"C","CADE27",0.00,"S",1.00,14.00,8.00,,
249,"PWR0900074",,1.00,,1,,,,,,,,,,,"C","PINUS",0.00,"S",1.00,15.00,5.00,,
251,"PWR0900075",,1.00,,,1,,,,,,,,,,"C","PIPO",0.00,"S",2.00,70.00,25.00,,
253,"PWR0900045",,1.00,,,1,,,,,,,,,,"C","PIPO",0.00,"S",2.00,65.00,19.00,,
254,"PWR0900046",,1.00,,,,1,,,,,,,,,"C","PIPO",0.00,"S",3.00,135.00,32.00,,
255,"PWR0900046",,1.00,,,,1,,,,,,,,,"C","PIJE",0.00,"S",3.00,135.00,33.00,,
258,"PWR0900028",,1.00,,1,,,,,,,,,,,"C","PIPO",0.00,"S",1.00,14.00,10.00,,
259,"PWR0900028",,2.00,,2,,,,,,,,,,,"H","QUCH2",0.00,"S",1.00,18.00,10.00,,
260,"PWR0900028",,5.00,5,,,,,,,,,,,,"C","PINUS",0.00,"S",0.00,5.00,0.00,,
261,"PWR0900028",,4.00,3,1,,,,,,,,,,,"C","CADE27",0.00,"S",1.00,15.00,10.00,,
262,"PWR0900028",,1.00,,1,,,,,,,,,,,"C","PILA",0.00,"S",1.00,10.00,5.00,,
264,"PWR0900029",,1.00,,,,1,,,,,,,,,"C","ABCO",0.00,"S",3.00,35.00,12.00,,
265,"PWR0900029",,1.00,,1,,,,,,,,,,,"C","PIPO",0.00,"S",1.00,35.00,15.00,,
266,"PWR0900029",,1.00,,,1,,,,,,,,,,"H","QUCH2",0.00,"S",2.00,10.00,4.00,,
270,"PWR0900024",,1.00,,1,,,,,,,,,,,"C","ABIES",0.00,"S",1.00,14.00,8.00,,
271,"PWR0900024",,1.00,,1,,,,,,,,,,,"C","CADE27",0.00,"S",1.00,18.00,10.00,,
273,"PWR0900073",,2.00,,,,1,1,,,,,,,,"C","PIPO",0.00,"S",4.00,165.00,42.00,,
275,"PWR0900187",,1.00,,,,1,,,,,,,,,"C","CADE27",0.00,"S",3.00,40.00,12.00,,
280,"PWR0900142",,1.00,,,1,,,,,,,,,,"C","PILA",0.00,"S",2.00,25.00,7.00,,
281,"PWR0900142",,2.00,,1,1,,,,,,,,,,"C","PIPO",0.00,"S",2.00,30.00,7.00,,
284,"PWR0900188",,1.00,,,,,1,,,,,,,,"C","PIJE",0.00,"S",4.00,65.00,17.00,,
288,"PWR0900197",,1.00,,1,,,,,,,,,,,"C","PINUS",0.00,"S",1.00,25.00,12.00,,
290,"PWR0900198",,4.00,,,2,2,,,,,,,,,"C","PIPO",0.00,"S",2.00,100.00,28.00,,
291,"PWR0900198",,1.00,,,,1,,,,,,,,,"C","PIJE",0.00,"S",3.00,145.00,38.00,,
292,"STY0900035",,1.00,1,,,,,,,,,,,,"C","PINUS",,"S",0.00,6.00,,,
293,"STY0900002",,1.00,,,,,1,,,,,,,,"H","QUKE",,"S",4.00,20.00,10.00,,
295,"STY0900012",,4.00,,3,1,,,,,,,,,,"C","PIJE",,"S",2.00,15.00,4.00,,
298,"PWR0900219",,2.00,,,1,1,,,,,,,,,"C","PIPO",,"S",3.00,88.00,22.00,,
300,"PWR0900245",,1.00,,,,,,1,,,,,,,"C","PIPO",,"S",5.00,150.00,40.00,,
303,"PWR0900245",,1.00,,,,1,,,,,,,,,"H","QUCH2",,"S",3.00,50.00,18.00,,
305,"PWR0900255",,3.00,,1,2,,,,,,,,,,"C","PIPO",,"S",2.00,12.00,5.00,,
306,"PWR0900255",,1.00,,,1,,,,,,,,,,"C","CADE27",,"S",2.00,12.00,6.00,,
307,"PWR0900255",,2.00,,1,1,,,,,,,,,,"H","QUCH2",,"S",2.00,18.00,8.00,,
308,"PWR0900247",,18.00,,3,10,5,,,,,,,,,"C","PIPO",,"S",3.00,100.00,20.00,,
309,"PWR0900247",,5.00,,,,3,2,,,,,,,,"C","CADE27",,"S",4.00,85.00,20.00,,
310,"PWR0900247",,2.00,,,2,,,,,,,,,,"C","ABCO",,"S",2.00,18.00,7.00,,
312,"PWR0900256",,1.00,,,1,,,,,,,,,,"C","PIPO",,"S",2.00,15.00,8.00,,
313,"PWR0900256",,1.00,,,,1,,,,,,,,,"H","QUCH2",,"S",3.00,28.00,12.00,,
316,"PWR0900277",,2.00,,2,,,,,,,,,,,"H","QUCH2",,"S",1.00,12.00,7.00,,
317,"PWR0900277",,1.00,,1,,,,,,,,,,,"C","CADE27",,"S",1.00,12.00,8.00,,
321,"PWR0900141",,4.00,,2,2,,,,,,,,,,"C","PIPO",,"S",2.00,50.00,15.00,,
322,"PWR0900244",,2.00,,,2,,,,,,,,,,"C","PIPO",,"S",2.00,45.00,20.00,,
330,"PWR0900118",,3.00,,1,1,,1,,,,,,,,"C","PIPO",,"S",4.00,158.00,31.00,,
331,"PWR0900118",,2.00,,,1,1,,,,,,,,,"C","PIJE",,"S",4.00,150.00,21.00,,
333,"PWR0900199",,5.00,,1,3,1,,,,,,,,,"C","PSME",,"S",3.00,30.00,10.00,,
336,"PWR0900199",,3.00,,,2,1,,,,,,,,,"C","PIPO",,"S",2.00,58.00,12.00,,
340,"PWR0900023",,2.00,,,1,1,,,,,,,,,"H","QUKE",,"S",3.00,15.00,5.00,,
341,"PWR0900023",,2.00,,,2,,,,,,,,,,"C","PIPO",,"S",2.00,40.00,18.00,,
344,"PWR0900169",,4.00,,3,1,,,,,,,,,,"C","PIJE",,"S",1.00,45.00,23.00,,
346,"PWR0900223",,1.00,,,,,,1,,,,,,,"H","QUKE",,"S",5.00,350.00,60.00,,
348,"PWR0900224",,2.00,,1,,1,,,,,,,,,"C","CADE27",,"S",1.00,140.00,25.00,,
349,"PWR0900224",,1.00,,1,,,,,,,,,,,"C","PIJE",,"S",1.00,55.00,20.00,,
350,"PWR0900224",,3.00,,1,2,,,,,,,,,,"C","PIPO",,"S",2.00,50.00,17.00,,
352,"PWR0900225",,1.00,,,1,,,,,,,,,,"H","QUCH2",,"S",2.00,12.00,5.00,,
353,"PWR0900190",,2.00,,2,,,,,,,,,,,"H","QUCH2",,"S",1.00,10.00,5.00,,
354,"PWR0900190",,16.00,16,,,,,,,,,,,,"C","CADE27",,"S",0.00,5.00,0.00,,
355,"PWR0900190",,2.00,,1,1,,,,,,,,,,"H","QUKE",,"S",1.00,14.00,7.00,,
357,"PWR0900191",,11.00,,5,2,4,,,,,,,,,"H","QUCH2",,"S",,,,,
358,"PWR0900191",,1.00,,,1,,,,,,,,,,"C","PILA",,"S",2.00,15.00,5.00,,
359,"PWR0900282",,3.00,,2,,1,,,,,,,,,"C","PIPO",,"S",3.00,90.00,23.00,,
361,"PWR0900271",,9.00,,5,2,2,,,,,,,,,"C","PIPO",,"S",2.00,115.00,38.00,,
362,"PWR0900271",,6.00,,3,2,1,,,,,,,,,"C","PSME",,"S",,,,,
363,"PWR0900271",,5.00,3,,2,,,,,,,,,,"C","ABIES",,"S",0.00,5.00,0.00,,
364,"PWR0900271",,8.00,1,2,4,1,,,,,,,,,"C","CADE27",,"S",3.00,75.00,25.00,,
365,"PWR0900271",,3.00,,,,3,,,,,,,,,"C","ABCO",,"S",3.00,65.00,14.00,,
366,"PWR0900272",,37.00,7,11,15,4,,,,,,,,,"C","PIPO",,"S",2.00,72.00,24.00,,
367,"PWR0900272",,5.00,3,1,1,,,,,,,,,,"C","CADE27",,"S",2.00,55.00,14.00,,
368,"PWR0900272",,2.00,1,1,,,,,,,,,,,"C","PILA",,"S",1.00,10.00,5.00,,
369,"PWR0900272",,28.00,3,24,1,,,,,,,,,,"C","ABCO",,"S",2.00,24.00,8.00,,
370,"PWR0900272",,9.00,9,,,,,,,,,,,,"C","ABIES",,"S",0.00,5.00,0.00,,
371,"PWR0900263",,3.00,3,,,,,,,,,,,,"C","ABIES",,"S",0.00,5.00,0.00,,
372,"PWR0900263",,3.00,,1,2,,,,,,,,,,"C","PIPO",,"S",2.00,75.00,22.00,,
373,"PWR0900263",,1.00,,1,,,,,,,,,,,"C","PILA",,"S",1.00,25.00,15.00,,
374,"PWR0900261",,36.00,22,13,1,,,,,,,,,,"C","CADE27",,"S",2.00,42.00,13.00,,
375,"PWR0900261",,31.00,3,19,8,1,,,,,,,,,"C","PIPO",,"S",3.00,94.00,29.00,,
376,"PWR0900261",,11.00,,5,6,,,,,,,,,,"C","PILA",,"S",2.00,45.00,16.00,,
377,"PWR0900261",,10.00,10,,,,,,,,,,,,"C","ABIES",,"S",0.00,5.00,0.00,,
378,"PWR0900261",,21.00,,20,1,,,,,,,,,,"C","ABCO",,"S",2.00,25.00,7.00,,
379,"PWR0900262",,3.00,,1,,2,,,,,,,,,"C","PIPO",,"S",3.00,110.00,50.00,,
380,"PWR0900262",,1.00,,,1,,,,,,,,,,"C","ABCO",,"S",2.00,32.00,14.00,,
381,"PWR0900262",,1.00,,,1,,,,,,,,,,"C","CADE27",,"S",2.00,48.00,18.00,,
387,"PWR0900266",,2.00,,1,1,,,,,,,,,,"H","QUCH2",,"S",2.00,25.00,18.00,,
388,"PWR0900266",,1.00,,,,1,,,,,,,,,"C","PIPO",,"S",3.00,45.00,13.00,,
390,"PWR0900139",,1.00,1,,,,,,,,,,,,"C","PIPO",,"S",0.00,4.00,0.00,,
393,"FRD0900030",,3.00,,,1,2,,,,,,,,,"C","PIPO",,"S",2.00,40.00,13.00,,
394,"FRD0900031",,1.00,,,1,,,,,,,,,,"C","PIPO",,"S",2.00,23.00,6.00,,
395,"FRD0900092",,5.00,,2,2,1,,,,,,,,,"C","PIPO",,"S",3.00,74.00,26.00,,
397,"FRD0900033",,7.00,,1,4,1,1,,,,,,,,"C","PIPO",,"S",4.00,58.00,5.00,,
398,"FRD0900033",,1.00,,,1,,,,,,,,,,"C","PSME",,"S",2.00,40.00,5.00,,
399,"FRD0900032",,10.00,,,6,3,1,,,,,,,,"C","PIPO",,"S",4.00,101.00,12.00,,
400,"FRD0900035",,87.00,6,40,40,1,,,,,,,,,"C","PIPO",,"S",2.00,43.00,18.00,,
401,"FRD0900035",,4.00,,4,,,,,,,,,,,"C","PILA",,"S",,,,,
403,"FRD0900034",,3.00,2,,1,,,,,,,,,,"C","PIPO",,"S",2.00,18.00,5.00,,
404,"FRD0900097",,3.00,,2,1,,,,,,,,,,"C","PIMO3",,"S",2.00,55.00,22.00,,
412,"FRD0900122",,17.00,,1,4,12,,,,,,,,,"C","PIPO",,"S",3.00,32.00,3.00,,
413,"FRD0900122",,1.00,1,,,,,,,,,,,,"C","PSME",,"S",0.00,5.00,0.00,,
414,"FRD0900122",,1.00,,,,1,,,,,,,,,"C","PILA",,"S",3.00,20.00,2.00,,
416,"FRD0900122",,1.00,,,1,,,,,,,,,,"C","ABCO",,"S",2.00,7.00,3.00,,
417,"FRD0900122",,2.00,,,2,,,,,,,,,,"H","QUKE",,"S",2.00,18.00,3.00,,
418,"FRD0900122",,10.00,2,2,3,3,,,,,,,,,"C","CADE27",,"S",3.00,22.00,5.00,,
420,"FRD0900121",,1.00,,,1,,,,,,,,,,"C","PIPO",,"S",2.00,25.00,8.00,,
421,"FRD0900121",,1.00,,1,,,,,,,,,,,"H","QUKE",,"S",1.00,30.00,10.00,,
422,"FRD0900121",,3.00,3,,,,,,,,,,,,"C","PSME",,"S",0.00,5.00,0.00,,
424,"FRD0900071",,11.00,,10,1,,,,,,,,,,"C","PIPO",,"S",2.00,32.00,10.00,,
425,"FRD0900071",,2.00,,,2,,,,,,,,,,"C","PILA",,"S",2.00,22.00,10.00,,
427,"FRD0900093",,8.00,2,6,,,,,,,,,,,"H","QUKE",,"S",1.00,10.00,5.00,,
428,"FRD0900093",,5.00,,2,3,,,,,,,,,,"H","QUCH2",,"S",2.00,20.00,6.00,,
429,"FRD0900093",,9.00,3,6,,,,,,,,,,,"C","PIPO",,"S",1.00,25.00,14.00,,
430,"FRD0900093",,2.00,2,,,,,,,,,,,,"C","PINUS",,"S",0.00,5.00,0.00,,
432,"FRD0900093",,1.00,,1,,,,,,,,,,,"C","PILA",,"S",1.00,10.00,5.00,,
434,"FRD0900069",,17.00,,5,12,,,,,,,,,,"C","PIPO",,"S",2.00,80.00,30.00,,
435,"FRD0900069",,2.00,,,1,1,,,,,,,,,"H","QUCH2",,"S",3.00,20.00,8.00,,
436,"FRD0900069",,4.00,,,4,,,,,,,,,,"C","PIJE",,"S",2.00,25.00,9.00,,
438,"FRD0900070",,25.00,,18,7,,,,,,,,,,"C","PIPO",,"S",5.00,45.00,20.00,,
439,"FRD0900070",,17.00,,11,6,,,,,,,,,,"C","PIJE",,"S",2.00,55.00,12.00,,
443,"FRD0900045",,5.00,3,2,,,,,,,,,,,"C","PIPO",,"S",1.00,17.00,9.00,,
444,"FRD0900045",,1.00,,1,,,,,,,,,,,"C","ABCO",,"S",1.00,12.00,8.00,,
447,"FRD0900135",,10.00,,10,,,,,,,,,,,"H","QUKE",,"S",1.00,10.00,5.00,,
448,"FRD0900135",,3.00,,2,,1,,,,,,,,,"H","QUCH2",,"S",3.00,20.00,8.00,,
450,"FRD0900135",,1.00,1,,,,,,,,,,,,"C","PINUS",,"S",0.00,5.00,0.00,,
451,"FRD0900132",,5.00,,,2,2,1,,,,,,,,"H","QUKE",,"S",4.00,45.00,11.00,,
452,"FRD0900132",,3.00,2,1,,,,,,,,,,,"C","CADE27",,"S",1.00,25.00,12.00,,
453,"FRD0900132",,5.00,2,3,,,,,,,,,,,"C","PIPO",,"S",1.00,20.00,7.00,,
