"ID","Regen_Plot","OldPLOTID","Count_total","0yr","Ct_1yr","Ct_2yr","Ct_3yr","Ct_4yr","Ct_5yr","6yr","7yr","8yr","9yr","10yr","11+yr","Type","Species","num_dead","seed_veg_plant","tallest_age","tallest_ht_cm","tallest_lastyr_cm","Remarks","number_sprouts"
2582,"MOO1200289",,1.00,,1,,,,,,,,,,,"C","PIPO",,"S",1.00,10.00,5.00,,
2583,"MOO1200291",,2.00,2,,,,,,,,,,,,"C","ABCO",,"S",0.00,10.00,0.00,,
2584,"MOO1200313",,2.00,,,,,,,,,,,1,1,"C","ABCO",,"S",12.00,90.00,6.00,"1 12-year old seedling",
2585,"MOO1200339",,1.00,,,,1,,,,,,,,,"C","PIPO",,"S",3.00,14.00,2.00,,
2586,"MOO1200453",,3.00,,2,,1,,,,,,,,,"C","ABCO",,"S",3.00,30.00,10.00,,
2587,"MOO1200520",,7.00,,5,2,,,,,,,,,,"C","PIPO",,"S",2.00,23.00,5.00,,
2588,"MOO1200520",,8.00,,2,4,2,,,,,,,,,"C","ABCO",,"S",3.00,17.00,3.00,,
2589,"MOO1200520",,1.00,,1,,,,,,,,,,,"C","CADE27",,"S",1.00,10.00,3.00,,
2590,"MOO1200522",,8.00,,,,3,1,3,1,,,,,,"C","ABMA",,"S",5.00,48.00,10.00,,
2591,"MOO1200522",,2.00,,,1,1,,,,,,,,,"C","ABCO",,"S",3.00,19.00,6.00,,
2592,"MOO1200522",,1.00,,,1,,,,,,,,,,"C","PIPO",,"S",2.00,17.00,3.00,,
2593,"MOO1200523",,49.00,,,,12,25,12,,,,,,,"C","ABMA",,"S",5.00,110.00,15.00,,
2594,"MOO1201680",,1.00,,,,1,,,,,,,,,"C","PIPO",,"S",3.00,32.00,7.00,,
2595,"MOO1201681",,2.00,,2,,,,,,,,,,,"C","PIPO",,"S",1.00,7.00,4.00,,
2596,"MOO1201711",,1.00,,,,1,,,,,,,,,"C","PIPO",,"S",3.00,26.00,4.00,,
2597,"MOO1201725",,2.00,1,1,,,,,,,,,,,"C","PIPO",,"S",1.00,19.00,4.00,,
2598,"MOO1201725",,1.00,,,,1,,,,,,,,,"C","ABCO",,"S",3.00,20.00,3.00,,
2599,"MOO1201726",,2.00,,,,1,1,,,,,,,,"C","PIPO",,"S",4.00,74.00,10.00,,
2600,"MOO1201728",,1.00,,,,,1,,,,,,,,"C","PIPO",,"S",4.00,21.00,9.00,,
2601,"MOO1201730",,2.00,,,1,1,,,,,,,,,"C","PIPO",,"S",3.00,52.00,12.00,,
2602,"MOO1201732",,1.00,,1,,,,,,,,,,,"C","PIPO",,"S",1.00,10.00,5.00,,
2603,"MOO1201732",,3.00,,,,2,1,,,,,,,,"C","CADE27",,"S",4.00,35.00,4.00,,
2604,"MOO1201751",,2.00,,,,2,,,,,,,,,"C","PIPO",,"S",3.00,44.00,10.00,,
2605,"MOO1202104",,25.00,,,,5,,,20,,,,,,"C","POTR5",,"S",6.00,125.00,18.00,,
2606,"MOO1202115",,14.00,2,12,,,,,,,,,,,"C","ABCO",,"S",1.00,11.00,5.00,,
2607,"MOO1202115",,2.00,1,1,,,,,,,,,,,"C","PIPO",,"S",1.00,9.00,4.00,,
2608,"MOO1202124",,2.00,1,,,1,,,,,,,,,"C","ABCO",,"S",3.00,19.00,4.00,,
2609,"MOO1202125",,5.00,4,,,,,,,,,1,,,"C","ABCO",,"S",9.00,90.00,12.00,,
2610,"MOO1202126",,1.00,1,,,,,,,,,,,,"C","PIPO",,"S",0.00,6.00,0.00,,
2611,"MOO1202127",,4.00,,4,,,,,,,,,,,"C","ABCO",,"S",1.00,11.00,4.00,,
2612,"MOO1202127",,1.00,,1,,,,,,,,,,,"C","PIPO",,"S",1.00,13.00,10.00,,
2613,"MOO1202213",,1.00,1,,,,,,,,,,,,"C","PIPO",,"S",0.00,4.00,0.00,,
2614,"MOO1200443",,4.00,,1,2,,,,1,,,,,,"C","PIPO",,"S",6.00,71.00,7.00,,
2615,"MOO1200443",,1.00,1,,,,,,,,,,,,"C","ABCO",,"S",0.00,6.00,0.00,,
2616,"MOO1200441",,2.00,,,,,,,2,,,,,,"C","ABCO",,"S",6.00,45.00,6.00,,
2617,"MOO1200434",,2.00,,,,,,,,1,,,1,,"C","PIPO",,"S",10.00,120.00,14.00,,
2618,"MOO1200434",,1.00,,,,,,,,,,1,,,"C","ABCO",,"S",9.00,70.00,3.00,,
2619,"MOO1200089",,6.00,,5,,,1,,,,,,,,"C","PSME",,"S",4.00,24.00,6.00,,
2620,"MOO1200089",,8.00,,1,3,1,3,,,,,,,,"C","CADE27",,"S",4.00,21.00,5.00,,
2621,"MOO1200089",,1.00,,,1,,,,,,,,,,"C","PILA",,"S",2.00,19.00,7.00,,
2622,"MOO1200089",,1.00,1,,,,,,,,,,,1,"C","ABCO",,"S",22.00,122.00,2.00,"15",
2623,"MOO1200113",,2.00,,,,,,,,,,,,,"C","PSME",,"S",16.00,137.00,4.00,"also 1 17 year old",
2624,"MOO1200113",,1.00,,,,,,,,,,,,1,"C","CADE27",,"S",17.00,120.00,5.00,,
2625,"MOO1200129",,1.00,,1,,,,,,,,,,,"C","CADE27",,"S",1.00,19.00,8.00,,
2626,"MOO1200129",,1.00,,,,,,1,,,,,,,"C","ABCO",,"S",5.00,38.00,3.00,,
2627,"FRD1200022",,1.00,,,,,,1,,,,,,,"C","PILA",,"S",5.00,50.00,9.00,,
2629,"FRD1200031",,2.00,,,,2,,,,,,,,,"C","PIPO",,"S",3.00,60.00,16.00,,
2631,"FRD1200033",,1.00,,,,,1,,,,,,,,"C","ABCO",,"S",4.00,100.00,10.00,,
2632,"FRD1200033",,2.00,,,,,2,,,,,,,,"C","PILA",,"S",4.00,68.00,12.00,,
2633,"FRD1200033",,2.00,,2,,,,,,,,,,,"C","PIPO",,"S",1.00,10.00,3.00,,
2634,"FRD1200034",,1.00,,,,,,,,,,,1,,"H","QUCH2",,"S",10.00,60.00,12.00,,
2635,"FRD1200034",,1.00,,,,,1,,,,,,,,"C","PIPO",,"S",4.00,41.00,8.00,,
2636,"FRD1200034",,1.00,,,1,,,,,,,,,,"C","PILA",,"S",2.00,12.00,3.00,,
2637,"FRD1200035",,92.00,,5,17,28,26,13,3,,,,,,"C","PIPO",,"S",4.00,97.00,20.00,,
2638,"FRD1200035",,1.00,,,,,1,,,,,,,,"C","CADE27",,"S",4.00,30.00,11.00,,
2639,"FRD1200035",,1.00,,,,,,,1,,,,,,"H","QUCH2",,"S",6.00,36.00,8.00,,
2640,"FRD1200047",,3.00,2,,,1,,,,,,,,,"C","PILA",,"S",3.00,18.00,3.00,,
2641,"FRD1200047",,1.00,,1,,,,,,,,,,,"C","CADE27",,"S",1.00,6.00,2.00,,
2642,"FRD1200047",,1.00,,1,,,,,,,,,,,"H","QUCH2",,"S",1.00,4.00,1.00,,
2643,"FRD1200048",,6.00,,2,1,1,1,1,,,,,,,"C","PIPO",,"S",4.00,133.00,20.00,,
2644,"FRD1200049",,1.00,,,,,1,,,,,,,,"C","PIPO",,"S",4.00,65.00,11.00,,
2645,"FRD1200050",,1.00,,,,,1,,,,,,,,"C","PIPO",,"S",4.00,50.00,8.00,,
2646,"FRD1200050",,2.00,,,,,,2,,,,,,,"H","QUCH2",,"S",5.00,25.00,3.00,,
2647,"FRD1200060",,23.00,22,,1,,,,,,,,,,"C","PILA",,"S",2.00,20.00,2.00,,
2648,"FRD1200060",,10.00,,4,5,,1,,,,,,,,"C","PIPO",,"S",4.00,22.00,4.00,,
2649,"FRD1200060",,5.00,,5,,,,,,,,,,,"C","CADE27",,"S",1.00,13.00,2.00,,
2650,"FRD1200060",,5.00,,2,,1,2,,,,,,,,"H","QUCH2",,"S",4.00,14.00,3.00,,
2651,"FRD1200062",,8.00,5,,2,1,,,,,,,,,"C","PIPO",,"S",3.00,40.00,10.00,,
2652,"FRD1200062",,1.00,,,,1,,,,,,,,,"H","QUCH2",,"S",3.00,13.00,4.00,,
2653,"FRD1200062",,2.00,,,1,,1,,,,,,,,"C","PILA",,"S",4.00,18.00,3.00,,
2654,"FRD1200062",,2.00,,,,1,,1,,,,,,,"H","QUKE",,"S",5.00,14.00,2.00,,
2655,"FRD1200063",,9.00,1,3,3,1,1,,,,,,,,"C","PIPO",,"S",4.00,30.00,4.00,,
2656,"FRD1200063",,4.00,1,2,,,,,1,,,,,,"C","PILA",,"S",6.00,37.00,6.00,,
2657,"FRD1200063",,1.00,,,,,1,,,,,,,,"C","PSME",,"S",4.00,20.00,4.00,,
2658,"FRD1200070",,46.00,,,1,21,16,8,,,,,,,"C","PIPO",,"S",5.00,130.00,25.00,,
2659,"FRD1200070",,1.00,,,,,1,,,,,,,,"C","PILA",,"S",4.00,92.00,12.00,,
2660,"FRD1200080",,1.00,,1,,,,,,,,,,,"C","PILA",,"S",1.00,9.00,4.00,,
2661,"FRD1200080",,1.00,,,,,,1,,,,,,,"C","PIPO",,"S",5.00,80.00,13.00,,
2662,"FRD1200082",,7.00,,,,3,4,,,,,,,,"C","PIPO",,"S",4.00,70.00,12.00,,
2663,"FRD1200082",,1.00,,,,,,,1,,,,,,"C","PILA",,"S",6.00,35.00,4.00,,
2664,"FRD1200082",,1.00,,,,,,,1,,,,,,"H","QUKE",,"S",6.00,26.00,4.00,,
2665,"FRD1200083",,4.00,1,1,,1,1,,,,,,,,"C","PIPO",,"S",4.00,36.00,4.00,,
2666,"FRD1200083",,1.00,,,,1,,,,,,,,,"C","CADE27",,"S",3.00,25.00,8.00,,
2667,"FRD1200085",,1.00,,,,,1,,,,,,,,"H","QUCH2",,"S",4.00,22.00,2.50,,
2668,"FRD1200090",,7.00,,,1,4,1,1,,,,,,,"C","PIPO",,"S",4.00,110.00,17.00,,
2669,"FRD1200090",,2.00,,,,,,1,1,,,,,,"C","ABCO",,"S",6.00,103.00,18.00,,
2670,"FRD1200093",,8.00,,1,1,1,1,2,1,1,,,,,"H","QUCH2",,"S",5.00,22.00,8.00,,
2671,"FRD1200093",,4.00,,,,,3,1,,,,,,,"H","QUKE",,"S",4.00,15.00,4.00,,
2672,"FRD1200093",,22.00,,3,2,4,7,6,,,,,,,"C","PIPO",,"S",4.00,84.00,17.00,,
2673,"FRD1200093",,1.00,,,,,1,,,,,,,,"C","PILA",,"S",4.00,25.00,4.00,,
2674,"FRD1200099",,1.00,,,1,,,,,,,,,,"C","PIPO",,"S",2.00,22.00,9.00,,
2675,"FRD1200102",,1.00,,,,1,,,,,,,,,"C","PIPO",,"S",3.00,36.00,10.00,,
2676,"FRD1200103",,1.00,,,,,,1,,,,,,,"H","QUKE",,"S",5.00,12.00,2.00,,
2677,"FRD1200103",,1.00,,,,,,1,,,,,,,"C","PIPO",,"S",5.00,35.00,5.00,,
2678,"FRD1200103",,2.00,1,,,,,,,,1,,,,"H","QUCH2",,"S",12.00,80.00,8.00,"1 in 0yr is 12 yrs old",
2679,"FRD1200104",,3.00,,,,1,,,,1,1,,,,"H","QUCH2",,"S",7.00,21.00,2.00,,
2680,"FRD1200104",,1.00,,,,,,1,,,,,,,"H","QUKE",,"S",5.00,12.00,1.50,,
2681,"FRD1200104",,1.00,1,,,,,,,,,,,,"C","PILA",,"S",0.00,5.00,,,
2682,"FRD1200106",,5.00,3,1,,,1,,,,,,,,"C","PIPO",,"S",4.00,70.00,10.00,,
2683,"FRD1200109",,1.00,1,,,,,,,,,,,,"C","PIPO",,"S",0.00,6.00,,,
2684,"FRD1200117",,14.00,,2,1,3,5,3,,,,,,,"C","PIPO",,"S",5.00,138.00,25.00,,
2685,"FRD1200123",,11.00,1,5,2,2,,1,,,,,,,"C","PIPO",,"S",5.00,31.00,6.00,,
2686,"FRD1200123",,3.00,3,,,,,,,,,,,,"C","PILA",,"S",0.00,6.00,,,
2687,"FRD1200124",,1.00,1,,,,,,,,,,,,"C","PILA",,"S",0.00,5.00,,,
2688,"FRD1200125",,3.00,,,,,3,,,,,,,,"C","PIPO",,"S",4.00,49.00,6.00,,
2689,"FRD1200130",,2.00,,,1,1,,,,,,,,,"C","PSME",,"S",3.00,28.00,4.00,,
2690,"FRD1200130",,2.00,,,,,2,,,,,,,,"C","PIPO",,"S",4.00,90.00,10.00,,
2691,"FRD1200130",,2.00,,,1,1,,,,,,,,,"H","QUKE",,"S",3.00,110.00,3.00,,
2692,"FRD1200135",,5.00,,,,1,2,2,,,,,,,"H","QUKE",,"S",4.00,11.00,3.00,,
2693,"FRD1200135",,5.00,4,,1,,,,,,,,,,"C","PIPO",,"S",0.00,7.00,0.00,,
2694,"FRD1200135",,3.00,,,,,2,1,,,,,,,"H","QUCH2",,"S",4.00,9.00,2.00,,
2695,"FRD1200135",,1.00,,,1,,,,,,,,,,"C","PILA",,"S",2.00,11.00,2.00,,
2696,"FRD1200183",,16.00,,,2,5,3,5,1,,,,,,"H","QUCH2",,"S",4.00,13.00,3.00,,
2697,"FRD1200183",,2.00,,,1,,1,,,,,,,,"H","QUKE",,"S",4.00,15.00,3.00,,
2698,"FRD1200185",,8.00,,,,1,4,3,,,,,,,"H","QUCH2",,"S",5.00,20.00,4.00,,
2699,"FRD1200229",,13.00,4,1,4,4,,,,,,,,,"C","PILA",,"S",3.00,15.00,2.50,,
2700,"FRD1200229",,5.00,,1,2,1,1,,,,,,,,"H","QUCH2",,"S",4.00,8.00,2.00,,
2701,"FRD1200229",,1.00,,,1,,,,,,,,,,"C","PIPO",,"S",2.00,14.00,5.00,,
2702,"FRD1200229",,6.00,3,3,,,,,,,,,,,"C","CADE27",,"S",1.00,6.00,2.00,,
2703,"FRD1200229",,1.00,1,,,,,,,,,,,,"C","PSME",,"S",0.00,6.00,,,
2704,"FRD1200229",,1.00,,1,,,,,,,,,,,"C","ABCO",,"S",1.00,7.00,3.00,,
2705,"FRD1200268",,1.00,,1,,,,,,,,,,,"H","QUCH2",,"S",1.00,6.00,1.00,,
2706,"FRD1200269",,1.00,,,1,,,,,,,,,,"H","QUCH2",,"S",2.00,10.00,2.00,,
2707,"FRD1200270",,1.00,,1,,,,,,,,,,,"C","PIPO",,"S",1.00,8.00,4.00,,
2708,"FRD1200270",,1.00,,,,,1,,,,,,,,"H","QUCH2",,"S",4.00,22.00,5.00,,
2709,"FRD1200270",,1.00,1,,,,,,,,,,,,"C","PILA",,"S",0.00,5.00,,,
2710,"FRD1200271",,32.00,,10,6,9,7,,,,,,,,"C","PIPO",,"S",4.00,128.00,29.00,,
2711,"FRD1200271",,3.00,,1,,1,,,1,,,,,,"C","CADE27",,"S",6.00,96.00,11.00,,
2712,"FRD1200271",,1.00,,,,,,1,,,,,,,"C","PSME",,"S",5.00,95.00,18.00,,
2713,"FRD1200032",,5.00,,,,,3,2,,,,,,,"C","PIPO",,"S",5.00,108.00,19.00,,
2714,"FRN1200008",,9.00,,7,,1,1,,,,,,,,"C","CADE27",,"S",4.00,25.00,5.00,,
2715,"FRN1200008",,31.00,4,26,1,,,,,,,,,,"C","PILA",,"S",2.00,16.00,2.00,,
2716,"FRN1200008",,8.00,,1,1,2,1,1,2,,,,,,"H","QUCH2",,"S",5.00,13.00,1.00,,
2717,"FRN1200008",,1.00,,,1,,,,,,,,,,"C","PIPO",,"S",2.00,20.00,3.00,,
2718,"FRN1200008",,2.00,,2,,,,,,,,,,,"H","QUKE",,"S",1.00,10.00,1.00,,
2719,"FRN1200017",,1.00,,,,1,,,,,,,,,"H","QUCH2",,"S",3.00,20.00,6.00,,
2720,"FRN1200018",,19.00,2,2,3,9,1,1,1,,,,,,"H","QUCH2",,"S",6.00,16.00,3.00,,
2721,"FRN1200018",,7.00,6,,1,,,,,,,,,,"C","PIPO",,"S",2.00,12.00,4.00,,
2722,"FRN1200018",,1.00,,,,,,1,,,,,,,"H","QUKE",,"S",5.00,10.00,1.00,,
2723,"FRN1200019",,12.00,,1,,3,1,4,2,1,,,,,"H","QUCH2",,"S",5.00,32.00,9.00,,
2724,"FRN1200019",,1.00,,,,1,,,,,,,,,"C","PILA",,"S",3.00,30.00,6.00,,
2725,"FRN1200019",,1.00,,1,,,,,,,,,,,"C","CADE27",,"S",1.00,7.00,4.00,,
2726,"FRN1200024",,1.00,,,,1,,,,,,,,,"H","QUKE",,"S",3.00,22.00,5.00,,
2727,"FRN1200030",,102.00,,1,8,31,33,27,2,,,,,,"H","QUKE",,"S",6.00,22.00,4.00,,
2728,"FRN1200030",,6.00,,,1,3,2,,,,,,,,"H","QUCH2",,"S",4.00,14.00,3.00,,
2729,"FRN1200030",,17.00,4,10,3,,,,,,,,,,"C","CADE27",,"S",2.00,13.00,8.00,,
2730,"FRN1200030",,1.00,,,1,,,,,,,,,,"C","PIPO",,"S",2.00,33.00,5.00,,
2731,"FRN1200030",,1.00,,,1,,,,,,,,,,"C","PILA",,"S",2.00,18.00,6.00,,
2732,"FRN1200034",,2.00,,,,2,,,,,,,,,"H","QUKE",,"S",3.00,40.00,20.00,,
2733,"FRN1200035",,1.00,,,,1,,,,,,,,,"C","CADE27",,"S",3.00,42.00,12.00,,
2734,"FRN1200035",,106.00,,5,12,10,34,27,9,3,6,,,,"H","QUKE",,"S",5.00,124.00,21.00,,
2735,"FRN1200036",,2.00,,,,,1,1,,,,,,,"C","PIPO",,"S",5.00,138.00,14.00,,
2736,"FRN1200043",,1.00,,,,1,,,,,,,,,"H","QUKE",,"S",3.00,30.00,17.00,,
2737,"FRN1200043",,1.00,,,1,,,,,,,,,,"C","PIPO",,"S",2.00,21.00,7.00,,
2738,"FRN1200044",,3.00,,,2,1,,,,,,,,,"C","PIPO",,"S",3.00,38.00,14.00,,
2739,"FRN1200049",,1.00,,,,,1,,,,,,,,"H","QUCH2",,"S",4.00,22.00,8.00,,
2740,"FRN1200051",,1.00,,,,,,1,,,,,,,"H","QUCH2",,"S",5.00,25.00,5.00,,
2741,"FRN1200051",,1.00,,1,,,,,,,,,,,"C","PIPO",,"S",1.00,13.00,5.00,,
2743,"FRN1200063",,1.00,,,,,1,,,,,,,,"C","CADE27",,"S",4.00,45.00,10.00,,
2744,"FRN1200063",,2.00,,,1,,,1,,,,,,,"C","PILA",,"S",5.00,40.00,8.00,,
2745,"FRN1200070",,2.00,2,,,,,,,,,,,,"C","PIPO",,"S",0.00,6.00,0.00,,
2746,"FRN1200090",,2.00,,,2,,,,,,,,,,"C","PIPO",,"S",2.00,24.00,5.00,,
2747,"FRN1200090",,1.00,,,,,,,1,,,,,,"H","QUCH2",,"S",6.00,50.00,9.00,,
2748,"FRN1200091",,4.00,,,1,3,,,,,,,,,"C","PIPO",,"S",3.00,50.00,16.00,,
2749,"FRN1200097",,3.00,,,,2,1,,,,,,,,"C","PIPO",,"S",3.00,135.00,38.00,,
2750,"FRN1200097",,1.00,,,,,1,,,,,,,,"H","QUKE",,"S",4.00,12.00,1.00,,
2751,"FRN1200097",,1.00,,,,,,,,,,,1,,"H","QUCH2",,"S",10.00,70.00,4.00,,
2752,"FRN1200131",,2.00,,1,,,1,,,,,,,,"H","QUCH2",,"S",4.00,8.00,2.00,,
2753,"FRN1200131",,2.00,1,1,,,,,,,,,,,"C","PILA",,"S",1.00,12.00,10.00,,
2754,"FRN1200131",,6.00,4,2,,,,,,,,,,,"C","PIPO",,"S",1.00,10.00,8.00,,
2755,"FRN1200131",,9.00,,6,3,,,,,,,,,,"C","CADE27",,"S",2.00,14.00,4.00,,
2756,"FRN1200131",,2.00,,,,,,1,,1,,,,,"H","QUKE",,"S",7.00,15.00,2.00,,
2757,"FRN1200132",,1.00,,,,1,,,,,,,,,"H","QUKE",,"S",3.00,15.00,3.00,,
2758,"FRN1200132",,20.00,1,1,4,8,5,,1,,,,,,"C","PIPO",,"S",4.00,30.00,4.00,,
2759,"FRN1200132",,5.00,2,,,1,1,,1,,,,,,"C","PILA",,"S",6.00,25.00,4.00,,
2760,"FRN1200132",,1.00,,,,,,,,,,,,1,"H","QUCH2",,"S",18.00,90.00,16.00,"age 18 not 11",
2761,"FRN1200136",,1.00,1,,,,,,,,,,,,"C","PILA",,"S",0.00,6.00,,,
2762,"FRN1200138",,20.00,,,1,6,4,6,3,,,,,,"H","QUKE",,"S",8.00,35.00,4.00,,
2763,"FRN1200138",,60.00,25,17,14,4,,,,,,,,,"C","CADE27",,"S",3.00,15.00,4.00,,
2764,"FRN1200138",,10.00,,,2,6,2,,,,,,,,"C","PIPO",,"S",3.00,32.00,9.00,,
2765,"FRN1200138",,1.00,,,,1,,,,,,,,,"H","QUCH2",,"S",4.00,20.00,2.00,,
2766,"FRN1200138",,2.00,,,,1,1,,,,,,,,"C","PSME",,"S",4.00,16.00,2.00,,
2767,"FRN1200172",,2.00,,2,,,,,,,,,,,"C","CADE27",,"S",1.00,7.00,3.00,,
2768,"FRN1200172",,1.00,1,,,,,,,,,,,,"C","PIPO",,"S",0.00,8.00,,,
2769,"FRN1200172",,1.00,,,,,,,1,,,,,,"H","QUKE",,"S",6.00,28.00,4.00,,
2770,"FRN1200180",,3.00,,,,2,1,,,,,,,,"C","PIPO",,"S",4.00,130.00,24.00,,
2771,"FRN1200180",,1.00,,,,1,,,,,,,,,"C","PILA",,"S",3.00,30.00,12.00,,
2772,"FRN1200184",,8.00,1,4,2,1,,,,,,,,,"C","CADE27",,"S",3.00,17.00,5.00,,
2773,"FRN1200184",,10.00,,4,4,2,,,,,,,,,"H","QUCH2",,"S",3.00,16.00,7.00,,
2774,"FRN1200184",,6.00,1,2,3,,,,,,,,,,"C","PILA",,"S",2.00,30.00,11.00,,
2775,"FRN1200186",,1.00,1,,,,,,,,,,,,"C","PSME",,"S",0.00,10.00,,,
2776,"FRN1200186",,2.00,,,,2,,,,,,,,,"H","QUCH2",,"S",3.00,9.00,2.00,,
2777,"FRN1200221",,1.00,,,,,1,,,,,,,,"C","PIPO",,"S",4.00,24.00,2.00,,
2778,"FRN1200231",,2.00,,,,,,2,,,,,,,"C","PIPO",,"S",5.00,82.00,17.00,,
2779,"FRN1200231",,6.00,6,,,,,,,,,,,,"C","PILA",,"S",0.00,5.00,,,
2780,"FRN1200305",,2.00,,,,,2,,,,,,,,"C","PIPO",,"S",4.00,74.00,18.00,,
2781,"FRN1200305",,2.00,1,,,,,1,,,,,,,"C","PILA",,"S",5.00,35.00,7.00,,
2782,"FRN1200307",,16.00,3,6,3,3,1,,,,,,,,"C","PILA",,"S",4.00,22.00,4.00,,
2783,"FRN1200307",,4.00,3,,1,,,,,,,,,,"C","PIPO",,"S",2.00,15.00,5.00,,
2784,"FRN1200307",,1.00,,,,,1,,,,,,,,"H","QUCH2",,"S",4.00,10.00,3.00,,
2785,"FRN1200322",,1.00,,,,1,,,,,,,,,"C","PILA",,"S",3.00,110.00,18.00,,
2786,"FRN1200324",,2.00,,,,1,1,,,,,,,,"C","PIPO",,"S",4.00,130.00,25.00,,
2787,"FRN1200324",,2.00,,,,,,,1,1,,,,,"C","PILA",,"S",7.00,120.00,35.00,,
2788,"FRN1200376",,1.00,,,,,,1,,,,,,,"C","ABCO",,"S",5.00,69.00,20.00,,
2789,"FRN1200376",,2.00,,,,,1,1,,,,,,,"C","PIPO",,"S",4.00,89.00,20.00,,
2790,"FRN1200377",,1.00,,,,,,1,,,,,,,"C","CADE27",,"S",5.00,17.00,1.00,,
2791,"FRN1200377",,1.00,,,,1,,,,,,,,,"C","PIPO",,"S",3.00,42.00,10.00,,
2792,"FRN1200377",,2.00,,,,,,1,,1,,,,,"C","PSME",,"S",7.00,24.00,3.00,,
2793,"FRN1200377",,1.00,,,,,,1,,,,,,,"C","PILA",,"S",5.00,67.00,11.00,,
2794,"FRN1200377",,1.00,,,,,,1,,,,,,,"C","ABCO",,"S",5.00,34.00,10.00,,
2795,"FRN1200378",,4.00,,4,,,,,,,,,,,"C","ABCO",,"S",1.00,8.00,4.00,,
2796,"FRN1200378",,2.00,,,,2,,,,,,,,,"C","PILA",,"S",3.00,28.00,5.00,,
2799,"FRN1200394",,6.00,2,1,2,1,,,,,,,,,"C","PIPO",,"S",0.00,3.00,,,
2800,"FRN1200394",,4.00,,,,4,,,,,,,,,"C","ABCO",,"S",3.00,10.00,2.00,,
2801,"FRN1200398",,2.00,1,,,,1,,,,,,,,"C","ABCO",,"S",4.00,20.00,3.00,,
2802,"ANT1200536",,2.00,,2,,,,,,,,,,,"C","PIPO",,"S",1.00,9.00,4.00,,
2803,"ANT1200540",,6.00,,6,,,,,,,,,,,"C","PIPO",,"S",1.00,4.00,2.00,,
2804,"ANT1200577",,2.00,,,,,,1,1,,,,,,"C","PIPO",,"S",6.00,51.00,10.00,,
2805,"ANT1200621",,2.00,,,2,,,,,,,,,,"C","PILA",,"S",2.00,14.00,3.00,,
2806,"ANT1200623",,7.00,,3,3,,1,,,,,,,,"C","PSME",,"S",4.00,17.00,3.00,,
2807,"ANT1200623",,4.00,,1,1,1,1,,,,,,,,"C","PIPO",,"S",4.00,17.00,1.00,,
2808,"ANT1200627",,2.00,,,2,,,,,,,,,,"C","PILA",,"S",2.00,16.00,4.00,,
2809,"ANT1200672",,3.00,,3,,,,,,,,,,,"C","PIPO",,"S",1.00,10.00,6.00,,
2810,"ANT1200674",,1.00,,,1,,,,,,,,,,"C","PILA",,"S",2.00,9.00,1.00,,
2811,"ANT1200674",,1.00,,1,,,,,,,,,,,"C","PIPO",,"S",1.00,9.00,6.00,,
2812,"ANT1200728",,1.00,,,1,,,,,,,,,,"C","PILA",,"S",2.00,12.00,1.00,,
2813,"FRN1200014",,16.00,,6,3,5,1,1,,,,,,,"C","PIPO",,"S",5.00,82.00,15.00,,
2814,"FRN1200014",,1.00,,,,1,,,,,,,,,"C","PILA",,"S",3.00,26.00,8.00,,
2815,"FRN1200014",,4.00,,,1,1,,1,1,,,,,,"H","QUCH2",,"S",5.00,60.00,15.00,,
2816,"FRN1200015",,1.00,,,,1,,,,,,,,,"C","PIPO",,"S",3.00,48.00,11.00,,
2817,"FRN1200015",,3.00,3,,,,,,,,,,,,"C","CADE27",,"S",4.00,40.00,8.00,,
2818,"FRN1200015",,2.00,,,,,1,1,,,,,,,"H","QUKE",,"S",0.00,10.00,,,
2819,"FRN1200015",,2.00,2,,,,,,,,,,,,"C","PILA",,"S",0.00,6.00,,,
2820,"FRN1200026",,1.00,,,,,1,,,,,,,,"C","PIPO",,"S",4.00,95.00,18.00,,
2821,"FRN1200037",,10.00,,,4,2,3,1,,,,,,,"H","QUCH2",,"S",4.00,18.00,4.00,,
2822,"FRN1200037",,4.00,4,,,,,,,,,,,,"C","PILA",,"S",0.00,8.00,,,
2823,"FRN1200038",,311.00,,18,43,115,135,,,,,,,,"C","PIPO",,"S",4.00,130.00,22.00,,
2824,"FRN1200038",,23.00,5,3,7,7,1,,,,,,,,"C","CADE27",,"S",4.00,54.00,15.00,,
2825,"FRN1200038",,1.00,1,,,,,,,,,,,,"C","PILA",,"S",0.00,5.00,,,
2826,"FRN1200038",,2.00,,,1,,1,,,,,,,,"H","QUKE",,"S",4.00,65.00,15.00,,
2827,"FRN1200039",,43.00,,2,26,11,4,,,,,,,,"C","PIPO",,"S",4.00,95.00,23.00,,
2828,"ANT1201446",,1.00,,,,1,,,,,,,,,"C","PIPO",,"S",3.00,24.00,3.00,,
2829,"ANT1201448",,2.00,,2,,,,,,,,,,,"C","PIPO",,"S",1.00,10.00,4.00,,
2830,"ANT1201585",,3.00,,,1,,1,,,1,,,,,"C","ABCO",,"S",7.00,23.00,2.00,,
2831,"ANT1201769",,4.00,1,2,1,,,,,,,,,,"C","PIPO",,"S",2.00,14.00,4.00,,
2832,"ANT1201771",,1.00,,,,,1,,,,,,,,"C","PSME",,"S",4.00,40.00,7.00,,
2833,"ANT1201777",,1.00,,1,,,,,,,,,,,"C","PIPO",,"S",1.00,13.00,7.00,,
