"ID","Regen_Plot","Fire","Date","Observers","Year of Fire","Photos","Datum","Easting","Northing","aspect","slope","parent1","parent2","BARE","ROCK","VEG (BASAL '10)","LITT","CWD","SHRUB","FORBE","GRASS","HARDWOOD","CONIFER","DEAD_OCC","LIVE_OCC","CALVEG_OBS","FIRE_SEV","HIST1","HIST2","HIST3","DUFF_cm","LITT_cm","BA_total_count","BA_live_count","BA_dead_count","NOTES","HERBS","UNDERSTORY VEG","TREE_live only","BAF","BA Total1","BA Live1","BA Dead1"
1542,"RAL1100517","RALSTON",8/19/2011 0:00:00,"CR, CP, MS",2006.00,"2642CP","NAD83 UTM zone 10",702003.70,4322711.86,150.00,40.00,"Granite",,0.00,0.50,0.50,69.00,30.00,1.00,5.00,85.00,0.00,0.00,5.00,0.00,"1",4.00,,,,0.00,0.50,2,0,2,,90.00,90.00,0.00,20,40,0,40
1543,"RAL1100476","RALSTON",8/19/2011 0:00:00,"CR, CP, MS",2006.00,"2643CP","NAD83 UTM zone 10",702012.10,4322909.57,76.00,32.00,"Granite",,0.00,0.00,2.00,93.00,5.00,15.00,1.00,10.00,0.50,91.00,5.00,90.00,"1",1.00,,,,1.00,3.00,9,8,1,,11.00,20.00,92.00,20,180,160,20
1544,"RAL1100436","RALSTON",8/19/2011 0:00:00,"CR, CP, MS",2006.00,"2644CP","NAD83 UTM zone 10",701990.56,4323113.71,100.00,34.00,"Granite",,0.00,2.00,2.00,91.00,5.00,70.00,1.00,1.00,92.00,0.00,1.00,90.00,"1",1.00,,,,0.50,1.00,1,1,0,,2.00,81.00,92.00,20,20,20,0
1545,"RAL1100435","RALSTON",8/19/2011 0:00:00,"CR, CP, MS",2006.00,"2645CP","NAD83 UTM zone 10",701793.06,4323114.57,130.00,29.00,"Granite",,0.00,0.00,2.00,83.00,15.00,50.00,3.00,1.00,2.00,78.00,0.00,80.00,"1",1.00,,,,0.50,1.50,2,2,0,,4.00,50.00,80.00,20,40,40,0
1546,"FRD1100197","FREDS",12/9/2011 0:00:00,"CP, KW",2004.00,"FREDSCNTRL197","NAD83 UTM zone 10",737541.58,4297716.98,348.00,10.00,"GRANITE",,2.00,4.00,1.00,78.00,15.00,1.00,5.00,0.00,0.00,45.00,2.00,45.00,"1",0.00,,,,0.50,1.00,6,6,0,,5.00,3.00,45.00,20,120,120,0
1547,"FRD1100202","FREDS",12/9/2011 0:00:00,"CP, KW",2004.00,"FREDCNTRL202","NAD83 UTM zone 10",738335.02,4297801.62,62.00,2.00,"GRANITE",,5.00,0.50,3.00,77.00,15.00,0.00,3.00,0.50,0.00,45.00,5.00,45.00,"1",0.00,,,,0.30,0.50,8,8,0,"Highly managed area - salvaged.  Tractor tracks evident.",3.00,2.00,45.00,20,160,160,0
1548,"FRD1100182","FREDS",12/9/2011 0:00:00,"CP, KW",2004.00,"FREDCNTRL182","NAD83 UTM zone 10",738734.66,4297527.86,142.00,28.00,"GRANITE",,1.00,40.00,2.00,54.00,3.00,8.00,2.00,1.00,0.00,45.00,10.00,45.00,"1",0.00,,,,0.30,0.70,6,6,0,"Edge of burn.  Moved 20m off the road",3.00,10.00,45.00,20,120,120,0
1549,"FRD1100213","FREDS",12/9/2011 0:00:00,"CP, KW",2004.00,"FREDCNTRL213","NAD83 UTM zone 10",736732.78,4297891.39,236.00,9.00,"GRANITE",,1.00,3.00,0.50,86.00,10.00,8.00,0.00,0.00,0.00,15.00,0.00,5.00,"1",0.00,,,,0.20,0.50,5,5,0,"Logging in last few years.",0.00,15.00,15.00,20,100,100,0
1550,"FRD1100216","FREDS",12/9/2011 0:00:00,"CP, KW",2004.00,"FREDSCNTRL216","NAD83 UTM zone 10",737331.01,4297910.86,10.00,12.00,"GRANITE",,1.00,1.00,3.00,70.00,25.00,0.00,1.00,0.00,0.00,70.00,10.00,70.00,"1",0.00,,,,0.80,1.20,8,7,1,"Lots of shade, no young seedlings.",1.00,15.00,70.00,20,160,140,20
1551,"FRD1100205","FREDS",12/9/2011 0:00:00,"CP, KW",2004.00,"FREDSCNTRL205","NAD83 UTM zone 10",739205.61,4297800.87,0.00,20.00,"GRANITE",,5.00,25.00,2.00,53.00,15.00,30.00,0.50,0.00,0.00,35.00,0.00,35.00,"1",0.00,,,,0.10,0.40,4,4,0,"Edge of clearing.  Highly managed, moved plot 70m.",0.50,30.00,35.00,20,80,80,0
1552,"FRD1100184","FREDS",8/13/2011 0:00:00,"CP, KW",2004.00,"FREDCNTRL184","NAD83 UTM zone 10",739149.25,4297574.88,106.00,22.00,"GRANITE",,2.00,5.00,1.00,89.00,3.00,55.00,20.00,1.00,0.00,5.00,0.00,5.00,"1",0.00,,,,0.00,0.50,2,2,0,"Highly managed area.",20.00,70.00,5.00,20,40,40,0
1553,"FRD1100183","FREDS",8/13/2011 0:00:00,"CP, KW",2004.00,"FREDCNTRL183","NAD83 UTM zone 10",738929.47,4297575.99,190.00,19.00,"GRANITE",,2.00,0.50,0.50,58.00,40.00,15.00,10.00,3.00,0.00,15.00,2.00,15.00,"1",0.00,,,,0.50,1.50,6,3,3,"Heavy slash, highly managed, moved plot 20m.",13.00,25.00,15.00,20,120,60,60
1554,"FRD1100203","FREDS",10/13/2011 0:00:00,"CP, KW",2004.00,"FREDSCNTRL203","NAD83 UTM zone 10",736738.48,4297765.94,320.00,9.00,"GRANITE",,20.00,1.00,1.00,63.00,15.00,30.00,40.00,0.00,0.00,20.00,4.00,20.00,"1",0.00,,,,0.80,0.50,11,9,2,"Heavily managed",40.00,60.00,20.00,20,220,180,40
1555,"FRD1100024","FREDS",10/13/2011 0:00:00,"CP, KW",2004.00,"FREDSCLASS1-24","NAD83 UTM zone 10",738166.52,4297322.29,278.00,25.00,"GRANITE",,30.00,0.50,0.50,67.00,3.00,1.00,0.50,0.50,0.00,3.00,5.00,3.00,"1",1.00,,,,0.00,0.20,7,7,0,"Thinned, many years ago.",1.00,2.00,3.00,20,140,140,0
1556,"FRD1100025","FREDS",8/13/2011 0:00:00,"CP, KW",2004.00,"FREDSCLASS1-25","NAD83 UTM zone 10",738549.45,4297354.44,160.00,14.00,"GRANITE",,32.00,1.00,2.00,60.00,5.00,4.00,2.00,0.00,0.00,11.00,4.00,10.00,"1",2.00,,,,0.00,0.20,10,8,2,,2.00,7.00,11.00,20,200,160,40
1557,"FRD0900133","FREDS",8/11/2009 0:00:00,"kw, bs",2004.00,"1572","WGS84 UTM zone 10",731435.38,4294531.02,298.00,40.00,"granite",,0.00,10.00,60.00,20.00,5.00,43.00,5.00,15.00,5.00,,20.00,0.00,"1",4.00,,,,0.00,1.50,6,1,5,,,,0.00,20,120,20,100
1558,"MOO1200390","MOONLIGHT",8/8/2012 0:00:00,"AA, CR",2007.00,"MOC73 AA","NAD83 UTM zone 10",701674.92,4460772.10,230.00,25.00,"GRANITE",,0.50,0.50,2.00,95.00,3.00,35.00,8.00,1.00,0.00,30.00,0.00,30.00,"1",0.00,,,,2.50,4.00,9,9,0,"BAF 20.  CONTROL",9.00,44.00,30.00,20,180,180,0
1559,"MOO1200391","MOONLIGHT",8/8/2012 0:00:00,"AA, CR",2007.00,"MOC71 AA","NAD83 UTM zone 10",701468.38,4460779.61,238.00,17.00,"GRANITE",,0.00,0.00,3.00,93.00,4.00,18.00,25.00,90.00,0.00,0.00,0.00,0.00,"1",0.00,,,,0.50,1.50,9,8,1,"BAF 10.  CONTROL",100.00,100.00,0.00,10,90,80,10
1560,"MOO1200392","MOONLIGHT",8/8/2012 0:00:00,"AA, CR",2007.00,"MOC 69 AA","NAD83 UTM zone 10",701266.98,4460670.01,191.00,10.00,"GRANITE",,0.00,0.00,3.00,97.00,0.00,17.00,15.00,10.00,0.00,10.00,0.00,10.00,"1",0.00,,,,1.00,2.00,6,6,0,"BAF 10.  CONTROL",25.00,42.00,10.00,10,60,60,0
1561,"MOO1200396","MOONLIGHT",8/9/2012 0:00:00,"CP, LJ",2007.00,"MOO396 JUNO","NAD83 UTM zone 10",698958.89,4448782.22,114.00,26.00,"GRANITE",,0.00,0.00,3.00,96.00,1.00,9.00,6.00,2.00,0.00,65.00,0.00,65.00,"1",1.00,,,,0.00,2.00,7,7,0,"BAF 20",8.00,17.00,65.00,20,140,140,0
1562,"MOO1200397","MOONLIGHT",8/9/2012 0:00:00,"CP, LJ",2007.00,"MOO397 JUNO","NAD83 UTM zone 10",698763.82,4448781.69,245.00,20.00,"GRANITE",,15.00,2.00,0.50,83.00,0.00,30.00,5.00,10.00,0.00,5.00,10.00,5.00,"1",4.00,,,,0.00,1.50,5,1,4,"BAF 10",15.00,45.00,5.00,10,50,10,40
1563,"MOO1200415","MOONLIGHT",8/9/2012 0:00:00,"AA, CR, MS",2007.00,"MOO83 AA","NAD83 UTM zone 10",699468.22,4449176.80,22.00,10.00,"GRANITE",,4.00,0.00,0.50,86.00,10.00,71.00,5.00,4.00,0.00,0.00,0.00,0.00,"1",5.00,,,,0.00,0.50,11,0,11,"BAF 20",9.00,80.00,0.00,20,220,0,220
1564,"MOO1200416","MOONLIGHT",8/9/2012 0:00:00,"AA, CR, MS",2007.00,"MOO87 AA","NAD83 UTM zone 10",699265.27,4449176.50,218.00,1.00,"GRANITE",,0.00,0.00,2.00,98.00,0.00,0.00,0.50,100.00,0.00,0.00,0.00,0.00,"1",5.00,,,,1.00,0.50,2,2,0,"BAF 5.  PLOT IN DRY MARSH",100.00,100.00,0.00,5,10,10,0
1565,"MOO1200418","MOONLIGHT",8/9/2012 0:00:00,"AA, CR, MS",2007.00,"MOO95 AA","NAD83 UTM zone 10",698865.49,4449173.86,106.00,14.00,"GRANITE",,2.00,0.00,3.00,70.00,25.00,40.00,1.00,0.00,0.00,20.00,6.00,20.00,"1",4.00,,,,0.00,2.00,11,4,7,"BAF 20",1.00,41.00,20.00,20,220,80,140
1566,"MOO1200419","MOONLIGHT",8/9/2012 0:00:00,"AA, CR, MS",2007.00,"MOO97 AA","NAD83 UTM zone 10",698670.83,4449174.08,180.00,31.00,"GRANITE",,20.00,10.00,1.00,65.00,4.00,9.00,0.50,6.00,0.00,45.00,45.00,45.00,"1",3.00,,,,0.00,2.00,9,3,6,"BAF 20",6.00,15.00,45.00,20,180,60,120
1567,"MOO1200436","MOONLIGHT",8/9/2012 0:00:00,"AA, CR, MS",2007.00,"MOO93 AA","NAD83 UTM zone 10",699672.20,4449374.19,132.00,26.00,"GRANITE",,5.00,0.00,0.50,91.00,4.00,10.00,30.00,20.00,0.00,4.00,0.00,4.00,"1",1.00,,,,0.00,1.00,9,8,1,"BAF 20",50.00,60.00,4.00,20,180,160,20
1568,"MOO1200437","MOONLIGHT",8/9/2012 0:00:00,"AA, CR, MS",2007.00,"MOO91 AA","NAD83 UTM zone 10",699475.75,4449376.98,94.00,39.00,"GRANITE",,15.00,2.00,0.50,79.00,4.00,67.00,0.50,0.00,0.00,0.50,0.00,0.00,"1",5.00,,,,0.00,1.00,8,0,8,"BAF 20",0.50,67.00,0.50,20,160,0,160
1569,"MOO1200438","MOONLIGHT",8/9/2012 0:00:00,"AA, CR, MS",2007.00,"MOO89 AA","NAD83 UTM zone 10",699264.50,4449375.11,210.00,9.00,"GRANITE",,20.00,0.00,0.50,65.00,15.00,50.00,8.00,0.50,0.00,0.00,6.00,0.00,"1",4.00,,,,0.00,0.50,10,2,8,"BAF 20",8.00,58.00,0.00,20,200,40,160
1570,"MOO1200456","MOONLIGHT",8/9/2012 0:00:00,"CP, LJ",2007.00,"MOO456 JUNO","NAD83 UTM zone 10",699961.14,4449387.61,166.00,30.00,"GRANITE",,4.00,8.00,0.50,76.00,2.00,45.00,12.00,30.00,0.00,0.00,3.00,0.00,"1",5.00,,,,0.00,0.50,9,0,9,"BAF 5",40.00,80.00,0.00,5,45,0,45
1571,"MOO1200457","MOONLIGHT",8/9/2012 0:00:00,"CP, LJ",2007.00,"MOO457 JUNO","NAD83 UTM zone 10",699759.35,4449380.45,322.00,12.00,"GRANITE",,1.00,0.00,0.50,89.00,10.00,45.00,20.00,25.00,0.00,0.00,10.00,0.00,"1",5.00,,,,0.00,0.50,7,0,7,"BAF 20",45.00,90.00,0.00,20,140,0,140
1572,"MOO1200481","MOONLIGHT",8/9/2012 0:00:00,"CP, LJ",2007.00,"MOO481 JUNO","NAD83 UTM zone 10",699941.10,4449574.04,70.00,34.00,"GRANITE",,0.50,0.00,0.50,98.00,2.00,95.00,0.50,0.50,0.00,0.00,2.00,0.00,"1",5.00,,,,0.00,2.00,7,0,7,"BAF 20",0.50,95.00,0.00,20,140,0,140
1573,"MOO1200482","MOONLIGHT",8/9/2012 0:00:00,"CP, LJ",2007.00,"MOO482 JUNO","NAD83 UTM zone 10",699761.54,4449582.04,250.00,44.00,"GRANITE",,0.50,60.00,0.50,40.00,2.00,1.00,3.00,22.00,0.00,2.00,0.50,2.00,"1",2.00,,,,0.00,1.00,7,6,1,"BAF 20",25.00,26.00,2.00,20,140,120,20
1574,"MOO1200528","MOONLIGHT",8/9/2012 0:00:00,"CP, LJ",2007.00,"MOO528 JUNO","NAD83 UTM zone 10",700763.38,4449983.89,112.00,14.00,"GRANITE",,5.00,0.00,0.50,87.00,8.00,55.00,15.00,20.00,0.00,3.00,4.00,3.00,"1",1.00,,,,0.00,1.50,4,3,1,"BAF 5",32.00,85.00,3.00,5,20,15,5
1575,"MOO1200530","MOONLIGHT",8/9/2012 0:00:00,"CP, LJ",2007.00,"MOO530 JUNO","NAD83 UTM zone 10",700561.44,4449983.76,222.00,11.00,"GRANITE",,5.00,2.00,0.50,92.00,1.00,35.00,15.00,20.00,0.00,15.00,0.00,15.00,"1",1.00,,,,0.00,1.00,1,1,0,"BAF 5.  PIPO SAPLINGS COUNTED IN 11.3m RADIUS ARE OLDER THAN THE FIRE",35.00,70.00,15.00,5,5,5,0
1576,"MOO1200531","MOONLIGHT",8/9/2012 0:00:00,"CP, LJ",2007.00,"MOO 531 JUNO","NAD83 UTM zone 10",700363.37,4449979.73,235.00,14.00,"GRANITE",,1.00,7.00,0.50,90.00,2.00,90.00,2.00,1.00,0.00,0.00,2.00,0.00,"1",5.00,,,,0.00,2.00,9,0,9,"BAF 20",2.00,90.00,0.00,20,180,0,180
1577,"MOO1200552","MOONLIGHT",8/9/2012 0:00:00,"CP, LJ",2007.00,"MOO552 JUNO","NAD83 UTM zone 10",700562.60,4450180.64,133.00,27.00,"GRANITE",,0.00,2.00,0.50,98.00,0.50,5.00,75.00,5.00,0.00,0.50,0.00,0.50,"1",1.00,,,,0.00,1.00,6,6,0,"BAF 5",80.00,80.00,0.50,5,30,30,0
1578,"MOO1200575","MOONLIGHT",8/9/2012 0:00:00,"AA, CR, MS",2007.00,"MOO75 AA","NAD83 UTM zone 10",700667.70,4450580.10,174.00,38.00,"GRANITE",,10.00,0.00,0.50,86.00,4.00,89.00,2.00,0.00,0.00,0.00,0.00,0.00,"1",5.00,,,,0.00,2.00,6,0,6,"BAF 5",2.00,89.00,0.00,5,30,0,30
1579,"MOO1200577","MOONLIGHT",8/9/2012 0:00:00,"AA, CR, MS",2007.00,"MOO81 AA","NAD83 UTM zone 10",700477.83,4450571.01,196.00,23.00,"GRANITE",,10.00,3.00,1.00,81.00,5.00,0.00,0.00,1.00,0.00,10.00,7.00,10.00,"1",2.00,,,,0.00,2.00,8,8,0,"BAF 20",1.00,1.00,10.00,20,160,160,0
1580,"MOO1200607","MOONLIGHT",8/9/2012 0:00:00,"AA, CR, MS",2007.00,"MOO77 AA","NAD83 UTM zone 10",700666.57,4450774.97,36.00,40.00,"GRANITE",,0.50,0.00,1.00,99.00,0.00,98.00,0.50,0.00,0.00,0.00,0.00,0.00,"1",5.00,,,,0.50,5.00,3,0,3,"BAF 5.  PHOTO TAKEN FROM NORTH (NOT SOUTH)",0.50,0.00,0.00,5,15,0,15
1581,"MOO1200609","MOONLIGHT",8/9/2012 0:00:00,"AA, CR, MS",2007.00,"MOO79 AA","NAD83 UTM zone 10",700467.05,4450770.29,28.00,10.00,"GRANITE",,5.00,0.00,1.00,93.00,1.00,62.00,1.00,0.00,0.00,4.00,2.00,4.00,"1",1.00,,,,0.00,3.00,6,5,1,"BAF 5",1.00,63.00,4.00,5,30,25,5
1582,"MOO1200901","MOONLIGHT",8/13/2012 0:00:00,"AA, CR, LJ, MS",2007.00,"MOO109 AA","NAD83 UTM zone 10",701660.38,4452978.41,324.00,18.00,"GRANITE",,2.00,0.00,2.00,93.00,3.00,17.00,0.50,1.00,0.00,8.00,2.00,8.00,"1",2.00,,,,0.00,2.00,8,8,0,"BAF 20",1.00,18.00,8.00,20,160,160,0
1583,"MOO1200903","MOONLIGHT",8/13/2012 0:00:00,"AA, CR, LJ, MS",2007.00,"MOO107 AA","NAD83 UTM zone 10",701468.15,4452963.58,26.00,14.00,"GRANITE",,1.00,8.00,2.00,84.00,5.00,1.00,2.00,1.00,0.00,10.00,2.00,10.00,"1",4.00,,,,0.00,4.00,9,8,1,"BAF 20",3.00,4.00,10.00,20,180,160,20
1584,"MOO1200904","MOONLIGHT",8/13/2012 0:00:00,"AA, CR, LJ, MS",2007.00,"MOO105 AA","NAD83 UTM zone 10",701269.73,4452974.38,160.00,18.00,"GRANITE",,0.50,0.00,1.00,99.00,0.50,30.00,10.00,5.00,0.00,7.00,5.00,7.00,"1",2.00,,,,0.00,3.00,8,7,1,"BAF 10",15.00,45.00,7.00,10,80,70,10
1585,"MOO1200905","MOONLIGHT",8/13/2012 0:00:00,"AA, CR, LJ, MS",2007.00,"MOO103 AA","NAD83 UTM zone 10",701070.74,4452973.20,234.00,30.00,"GRANITE",,3.00,10.00,0.50,87.00,0.50,6.00,5.00,15.00,0.00,5.00,3.00,5.00,"1",3.00,,,,0.00,4.00,7,6,1,"BAF 10",20.00,26.00,5.00,10,70,60,10
1586,"MOO1200924","MOONLIGHT",8/13/2012 0:00:00,"AA, CR, LJ, MS",2007.00,"MOO111 AA","NAD83 UTM zone 10",701672.75,4453165.77,76.00,15.00,"GRANITE",,3.00,1.00,2.00,94.00,0.50,3.00,5.00,2.00,0.00,25.00,5.00,25.00,"1",1.00,,,,0.00,2.00,9,9,0,"BAF 20",7.00,10.00,25.00,20,180,180,0
1587,"MOO1200926","MOONLIGHT",8/13/2012 0:00:00,"AA, CR, LJ, MS",2007.00,"MOO113 AA","NAD83 UTM zone 10",701465.23,4453171.43,46.00,14.00,"GRANITE",,0.50,0.00,2.00,96.00,2.00,18.00,0.50,5.00,0.00,45.00,2.00,45.00,"1",1.00,,,,0.00,1.00,7,7,0,"BAF 20",5.00,23.00,45.00,20,140,140,0
1588,"MOO1200927","MOONLIGHT",8/13/2012 0:00:00,"AA, CR, LJ, MS",2007.00,"MOO101 AA","NAD83 UTM zone 10",701271.97,4453171.60,112.00,24.00,"GRANITE",,0.50,0.00,0.50,99.00,1.00,20.00,3.00,8.00,0.00,8.00,2.00,8.00,"1",2.00,,,,0.00,2.00,8,7,1,"BAF 20",11.00,31.00,8.00,20,160,140,20
1589,"MOO1200950","MOONLIGHT",8/13/2012 0:00:00,"AA, CR, LJ, MS",2007.00,"MOO99 AA","NAD83 UTM zone 10",701262.38,4453380.57,44.00,9.00,"GRANITE",,0.00,0.00,1.00,99.00,0.00,62.00,1.00,5.00,0.00,10.00,0.00,10.00,"1",1.00,,,,0.00,4.00,7,7,0,"BAF 20",6.00,68.00,10.00,20,140,140,0
1590,"MOO1200967","MOONLIGHT",8/7/2012 0:00:00,"AA, CR, MS",2007.00,"MOO35 AA","NAD83 UTM zone 10",702067.83,4453585.03,251.00,22.00,"GRANITE",,3.00,1.00,1.00,95.00,0.50,9.00,0.50,5.00,0.00,10.00,0.50,10.00,"1",1.00,,,,0.00,2.00,7,7,0,"BAF 20",5.00,14.00,10.00,20,140,140,0
1591,"MOO1200968","MOONLIGHT",8/7/2012 0:00:00,"AA, CR, MS",2007.00,"MOO33 AA","NAD83 UTM zone 10",701867.01,4453576.89,240.00,2.00,"GRANITE",,0.50,0.00,1.00,99.00,0.00,2.00,15.00,4.00,0.00,13.00,0.00,13.00,"1",1.00,,,,0.00,2.00,8,8,0,"BAF 20",19.00,21.00,13.00,20,160,160,0
1592,"MOO1200970","MOONLIGHT",8/7/2012 0:00:00,"CP, LJ",2007.00,"MOO970 JUNO","NAD83 UTM zone 10",701368.77,4453388.72,34.00,24.00,"GRANITE",,3.00,0.50,1.00,96.00,0.00,3.00,35.00,5.00,0.00,20.00,0.00,20.00,"1",1.00,,,,0.00,1.00,8,8,0,"BAF 10",40.00,43.00,20.00,10,80,80,0
1593,"MOO1200971","MOONLIGHT",8/7/2012 0:00:00,"CP, LJ",2007.00,"MOO971 JUNO","NAD83 UTM zone 10",701160.62,4453379.41,106.00,20.00,"GRANITE",,2.00,1.00,0.50,97.00,0.50,2.00,35.00,15.00,0.00,0.00,0.00,0.00,"1",4.00,,,,0.00,0.50,11,2,9,"BAF 10",50.00,50.00,0.00,10,110,20,90
1594,"MOO1200976","MOONLIGHT",8/7/2012 0:00:00,"CP, LJ",2007.00,"MOO976 JUNO","NAD83 UTM zone 10",700563.93,4453382.81,140.00,36.00,"GRANITE",,3.00,15.00,0.50,77.00,5.00,65.00,1.00,8.00,0.00,0.00,0.50,0.00,"1",5.00,,,,0.00,0.50,5,0,5,"BAF 5",8.00,70.00,0.00,5,25,0,25
1595,"MOO1200978","MOONLIGHT",8/7/2012 0:00:00,"CP, LJ",2007.00,"MOO978 JUNO","NAD83 UTM zone 10",700368.76,4453386.55,220.00,22.00,"GRANITE",,4.00,0.00,0.50,91.00,5.00,50.00,4.00,10.00,0.00,0.00,5.00,0.00,"1",5.00,,,,0.00,0.50,9,0,9,"BAF 5",13.00,60.00,0.00,5,45,0,45
1596,"MOO1200986","MOONLIGHT",8/7/2012 0:00:00,"AA, CR, MS",2007.00,"MOO37 AA","NAD83 UTM zone 10",702064.34,4453777.11,184.00,29.00,"GRANITE",,0.00,3.00,0.50,97.00,0.00,16.00,5.00,45.00,0.00,0.00,5.00,0.00,"1",5.00,,,,0.00,2.00,6,0,6,"BAF 20",50.00,66.00,0.00,20,120,0,120
1597,"MOO1200987","MOONLIGHT",8/7/2012 0:00:00,"AA, CR, MS",2007.00,"MOO31 AA","NAD83 UTM zone 10",701868.69,4453775.96,274.00,9.00,"GRANITE",,2.00,0.00,3.00,91.00,4.00,0.50,3.00,5.00,0.00,3.00,0.00,3.00,"1",2.00,,,,0.50,2.00,10,10,0,"BAF 20",8.00,8.00,3.00,20,200,200,0
1598,"MOO1200989","MOONLIGHT",8/7/2012 0:00:00,"AA, CR, MS",2007.00,"MOO29 AA","NAD83 UTM zone 10",701684.99,4453778.91,206.00,3.00,"GRANITE",,0.50,0.00,0.50,100.00,0.50,8.00,7.00,3.00,0.00,2.00,2.00,2.00,"1",1.00,,,,0.00,2.00,11,11,0,"BAF 20",10.00,18.00,2.00,20,220,220,0
1599,"MOO1200991","MOONLIGHT",8/7/2012 0:00:00,"AA, CR, MS",2007.00,"MOO27 AA","NAD83 UTM zone 10",701464.28,4453777.32,244.00,16.00,"GRANITE",,0.00,9.00,2.00,86.00,3.00,18.00,2.00,5.00,0.00,35.00,25.00,35.00,"1",1.00,,,,0.00,3.00,7,6,1,"BAF 20.  MOVED PLOT 10m WEST TO AVOID ROAD",7.00,25.00,35.00,20,140,120,20
1600,"MOO1200995","MOONLIGHT",8/7/2012 0:00:00,"CP, LJ",2007.00,"MOO995 JUNO","NAD83 UTM zone 10",700962.27,4453583.08,64.00,25.00,"GRANITE",,4.00,1.00,0.50,95.00,0.50,18.00,6.00,45.00,0.00,0.00,0.00,0.00,"1",1.00,,,,0.00,1.00,7,7,0,"BAF 20",50.00,68.00,0.00,20,140,140,0
1601,"MOO1200998","MOONLIGHT",8/7/2012 0:00:00,"CP, LJ",2007.00,"MOO998 JUNO","NAD83 UTM zone 10",700761.27,4453586.59,38.00,28.00,"GRANITE",,3.00,25.00,0.50,63.00,7.00,50.00,4.00,5.00,0.00,0.00,0.00,0.00,"1",5.00,,,,0.00,1.00,9,0,9,"BAF 10.  SEEDLINGS FOR BELT TALLY WERE COUNTED ALONG A ROAD.",7.00,55.00,0.00,10,90,0,90
1602,"MOO1200999","MOONLIGHT",8/7/2012 0:00:00,"CP, LJ",2007.00,"MOO999 JUNO","NAD83 UTM zone 10",700562.47,4453591.77,200.00,14.00,"GRANITE",,4.00,0.00,0.50,92.00,4.00,40.00,25.00,8.00,0.00,0.50,0.50,0.00,"1",5.00,,,,0.00,1.00,7,0,7,"BAF 10.  SEEDLINGS FOR BELT TALLY WERE COUNTED ALONG A ROAD.",32.00,70.00,0.50,10,70,0,70
1603,"MOO1201001","MOONLIGHT",8/7/2012 0:00:00,"CP, LJ",2007.00,"MOO1001 JUNO","NAD83 UTM zone 10",700357.84,4453580.10,62.00,16.00,"GRANITE",,3.00,0.00,0.50,90.00,7.00,25.00,7.00,5.00,0.00,0.00,0.00,0.00,"1",5.00,,,,0.00,2.00,7,0,7,"BAF 5.  SEEDLINGS FOR BELT TALLY WERE COUNTED ALONG A ROAD.",10.00,35.00,0.00,5,35,0,35
1604,"MOO1201007","MOONLIGHT",8/7/2012 0:00:00,"AA, CR, MS",2007.00,"MOO39 AA","NAD83 UTM zone 10",702272.89,4453972.98,212.00,26.00,"GRANITE",,1.00,12.00,0.50,84.00,3.00,16.00,0.00,14.00,0.00,2.00,10.00,2.00,"1",4.00,,,,0.00,2.00,10,1,9,"BAF 20",14.00,30.00,2.00,20,200,20,180
1605,"MOO1201008","MOONLIGHT",8/7/2012 0:00:00,"AA, CR, MS",2007.00,"MOO41 AA","NAD83 UTM zone 10",701879.84,4453991.47,200.00,25.00,"GRANITE",,1.00,10.00,3.00,86.00,0.50,0.50,0.50,3.00,0.00,45.00,40.00,45.00,"1",2.00,,,,0.00,2.00,6,6,0,"BAF 20",3.00,3.00,45.00,20,120,120,0
1606,"MOO1201010","MOONLIGHT",8/7/2012 0:00:00,"AA, CR, MS",2007.00,"MOO43 AA","NAD83 UTM zone 10",701661.16,4453976.60,216.00,32.00,"GRANITE",,0.50,0.00,0.50,100.00,0.50,0.50,0.00,3.00,0.00,7.00,5.00,7.00,"1",1.00,,,,0.00,3.00,8,8,0,"BAF 20",3.00,3.00,7.00,20,160,160,0
1607,"MOO1201012","MOONLIGHT",8/7/2012 0:00:00,"AA, CR, MS",2007.00,"MOO45 AA","NAD83 UTM zone 10",701466.84,4453972.96,242.00,9.00,"GRANITE",,1.00,0.00,2.00,95.00,2.00,8.00,16.00,1.00,0.00,20.00,3.00,20.00,"1",1.00,,,,0.00,3.00,8,8,0,"BAF 20",17.00,25.00,20.00,20,160,160,0
1608,"MOO1201556","MOONLIGHT",8/7/2012 0:00:00,"CP, LJ",2007.00,"MOO1556 JUNO","NAD83 UTM zone 10",700362.72,4453782.98,152.00,14.00,"GRANITE",,12.00,0.50,0.50,78.00,10.00,12.00,7.00,15.00,0.00,0.00,0.50,0.00,"1",5.00,,,,0.00,0.50,4,1,3,"BAF 5",20.00,30.00,0.00,5,20,5,15
1609,"MOO1201561","MOONLIGHT",8/6/2012 0:00:00,"AA, CR, MS, CP, LJ",2007.00,"MOO19 AA","NAD83 UTM zone 10",701557.01,4453978.16,224.00,28.00,"GRANITE",,0.50,0.00,0.50,99.00,1.00,6.00,2.00,40.00,0.00,0.50,5.00,0.50,"1",3.00,,,,0.00,2.50,9,3,6,"BAF 20",42.00,48.00,0.50,20,180,60,120
