"ID","Regen_Plot","DBH (cm)","type","Species","3 yr","4yr","5yr","6yr","7yr","8yr","9yr","10yr","11+yr","seed_veg_plant","tallest_ht_cm","tallest_age","tallest_lastyr_cm","number_sprouts"
1099,"RAL1100626","1","c","PIPO",1,,,,,,,,,"S",170.00,3.00,50.00,
1100,"RAL1100626","2.6","c","PIPO",,1,,,,,,,,"S",240.00,4.00,65.00,
1101,"RAL1100626","3.1","c","PIPO",,,1,,,,,,,"S",280.00,5.00,57.00,
1102,"RAL1100626","2.3","c","PIPO",,1,,,,,,,,"S",250.00,4.00,40.00,
1103,"RAL1100626","2.1","c","PIPO",,1,,,,,,,,"S",250.00,4.00,40.00,
1104,"RAL1100626","2.2","c","PIPO",,,1,,,,,,,"S",270.00,5.00,48.00,
1105,"RAL1100626","4.6","c","PIPO",,,1,,,,,,,"S",450.00,5.00,55.00,
1106,"RAL1100626","2.4","c","PIPO",,1,,,,,,,,"S",230.00,4.00,50.00,
1107,"RAL1100626","6.5","c","PIPO",,,5,,,,,,,"S",400.00,5.00,50.00,
1108,"RAL1100590","1.0","c","PIPO",,,1,,,,,,,"S",120.00,5.00,10.00,
1109,"RAL1100590","0.5","c","PIPO",,,1,,,,,,,"S",130.00,5.00,10.00,
1112,"RAL1101033","0.5","h","ARME",1,,,,,,,,,"S",170.00,3.00,28.00,
1113,"RAL1101033","1","h","ARME",1,,,,,,,,,"S",200.00,3.00,52.00,
1114,"BAR1112056","1.5","c","PIPO",,1,,,,,,,,"S",150.00,4.00,37.00,
1115,"BAR1112247","5.5","h","QUCH2",,,,,,,,,1,"S",350.00,11.00,22.00,
1116,"BAR1112247","0.75","h","QUCH2",,,,1,,,,,,"S",180.00,6.00,18.00,
1117,"BAR1112247","0.5","c","PISA2",,,1,,,,,,,"S",175.00,5.00,28.00,
1118,"BAR1112230","0.6","c","PISA2",,,,,1,,,,,"S",200.00,7.00,23.00,
1119,"BAR1112230","0.5","c","PISA2",,,,1,,,,,,"S",154.00,6.00,28.00,
1120,"BAR1112230","3.0","c","PISA2",,,,,,,,,,"S",450.00,13.00,31.00,
1121,"BAR1112212","2","c","PIJE",,,,,1,,,,,"S",165.00,7.00,23.00,
1122,"BAR1112212","1.5","c","PIJE",,,,1,,,,,,"S",150.00,6.00,20.00,
1124,"BAR1112231","1","c","PISA2",,,,,,,,,1,"S",178.00,11.00,22.00,
1125,"BAR1112231","1.5","h","ARME",,,,,,,,1,,"S",250.00,10.00,11.00,
1126,"BAR1112231","6","c","PISA2",,,,,,,,,,"S",450.00,12.00,36.00,
1127,"BST1100163","6.5","c","ABMA",,,,,,,,,,"S",300.00,15.00,10.00,
1128,"BST1100163","3","c","ABMA",,,,,,,,1,,"S",170.00,10.00,5.00,
1129,"BST1100163","4","c","ABMA",,,,,,,,1,,"S",200.00,10.00,10.00,
1130,"BST1100163","1.2","c","ABMA",,,,,,1,,,,"S",180.00,8.00,5.00,
1131,"BST1100178","6","c","ABCO",,,,,,,,,,"S",220.00,13.00,28.00,
1132,"BST1100185","1.5","c","ABMA",,,,,,,,,1,"S",180.00,11.00,6.00,
1133,"BST1100185","2.0","c","ABMA",,,,,,,,1,,"S",160.00,10.00,5.00,
1134,"BST1100185","4.5","c","ABMA",,,,,,,,,,"S",210.00,15.00,6.00,
1135,"BST1100185","5.1","c","ABMA",,,,,,,,,,"S",300.00,14.00,7.00,
1136,"BST1100205","6.1","c","ABCO",,,,,,,,,,"S",450.00,15.00,10.00,
1137,"BST1100205","2.4","c","ABCO",,,,,,,,1,,"S",200.00,10.00,12.00,
1138,"BST1100205","5.2","c","ABCO",,,,,,,,,,"S",370.00,14.00,15.00,
1139,"BST1100205","3.0","c","ABCO",,,,,,,,,1,"S",200.00,11.00,15.00,
1140,"BST1100205","4.5","c","ABCO",,,,,,,,,,"S",250.00,13.00,11.00,
1141,"BST1100205","6.1","c","ABCO",,,,,,,,,,"S",450.00,15.00,10.00,
1142,"BST1100205","2.0","c","ABCO",,,,,,,1,,,"S",170.00,9.00,12.00,
1143,"BST1100205","3.0","c","ABCO",,,,,,,,,,"S",230.00,13.00,16.00,
1144,"BST1100205","1.0","c","ABCO",,,,,,1,,,,"S",140.00,8.00,9.00,
1145,"BST1100205","1.5","c","ABCO",,,,,,,,1,,"S",140.00,10.00,11.00,
1146,"BST1100205","3.0","c","ABCO",,,,,,,,,,"S",230.00,13.00,12.00,
1147,"BST1100205","5.6","c","ABCO",,,,,,,,,,"S",500.00,15.00,10.00,
1148,"BST1100210","3.2","c","ABMA",,,,,,,,,,"S",210.00,15.00,5.00,
1149,"BST1100210","1.0","c","PICO",,,,,,,,1,,"S",165.00,10.00,10.00,
1150,"BST1100212","6.7","c","ABCO",,,,,,,,,,"S",350.00,16.00,35.00,
1151,"BST1100212","3.1","c","ABCO",,,,,,,,,,"S",200.00,12.00,16.00,
1152,"BST1100235","7.4","c","ABCO",,,,,,,,,,"S",500.00,17.00,18.00,
1153,"BST1100235","3.5","c","ABCO",,,,,,,,,,"S",300.00,13.00,10.00,
1154,"BST1100235","3.2","c","ABCO",,,,,,,,,,"S",250.00,12.00,12.00,
1155,"BST1100235","3.4","c","ABCO",,,,,,,,,,"S",250.00,12.00,12.00,
1156,"BST1100255","3.0","c","ABCO",,,,,,,,,,"S",250.00,13.00,10.00,
1157,"BST1100255","4.0","c","ABMA",,,,,,,,1,,"S",250.00,10.00,12.00,
1158,"BST1100255","4.0","c","ABCO",,,,,,,,,,"S",250.00,13.00,12.00,
1159,"BST1100255","4.0","c","ABCO",,,,,,,,,,"S",250.00,13.00,12.00,
1160,"BST1100255","6.0","c","ABCO",,,,,,,,,,"S",500.00,15.00,10.00,
1161,"BST1100255","6.0","c","ABCO",,,,,,,,,,"S",500.00,15.00,10.00,
1162,"BST1100255","6.0","c","ABCO",,,,,,,,,,"S",500.00,15.00,10.00,
1163,"BST1100255","3.2","c","ABMA",,,,,,,,1,,"S",300.00,10.00,7.00,
1164,"BST1100255","3.2","c","ABMA",,,,,,,,1,,"S",300.00,10.00,7.00,
1165,"BST1100255","3.0","c","ABCO",,,,,,1,,,,"S",200.00,8.00,10.00,
1166,"BST1100255","3.0","c","ABCO",,,,,,1,,,,"S",200.00,8.00,10.00,
1167,"BST1100255","3.7","c","ABMA",,,,,,,,1,,"S",220.00,10.00,10.00,
1168,"BST1100276","4.1","c","ABMA",,,,,,,,,,"S",270.00,12.00,32.00,
1169,"BST1100297","6.8","c","PIPO",,,,,,1,,,,"P",300.00,8.00,58.00,
1170,"BST1100297","5.2","c","PIPO",,,,,,1,,,,"P",300.00,8.00,58.00,
1171,"BST1100297","4.4","c","PIPO",,,,,1,,,,,"P",250.00,7.00,30.00,
1172,"BST1100363",".5","c","ABMA",,,,,,,,,,"S",117.00,14.00,7.00,
1173,"BST1100363","5.9","c","ABMA",,,,,,,,,,"S",300.00,23.00,6.00,
1174,"BST1100363","7.4","c","ABMA",,,,,,,,,,"S",400.00,28.00,5.50,
1175,"BST1100363","3.0","c","ABMA",,,,,,,,,,"S",230.00,16.00,7.00,
1176,"BST1100378","3.5","c","PIPO",,,,,,,,,,"S",250.00,16.00,5.00,
1177,"BST1100367",,"c","ABMA",,,,,,,,,,"S",,16.00,,
1178,"BST1100368","1.6","c","ABMA",,,,,,,,,,"S",144.00,16.00,10.00,
1179,"BST1100026","6","c","PICO",,,,,,,,,,"S",300.00,16.00,10.00,
1180,"BST1100026","3","c","PICO",,,,,,,,,,"S",220.00,13.00,10.00,
1181,"BST1100352","3","c","ABMA",,,,,,,,,,"S",220.00,23.00,3.00,
1182,"BST1100331","4.5","c","ABCO",,,,,,,,,,"S",430.00,30.00,3.00,
1183,"BST1100331","2","c","ABCO",,,,,,,,,,"S",200.00,24.00,5.50,
1184,"RAL1101007","7","c","PSME",,,,,,,,,,"S",700.00,21.00,22.00,
1185,"RAL1101007","3","c","PSME",,,,,,,,,1,"S",350.00,11.00,10.00,
1186,"RAL1101007","4","c","PSME",,,,,,,,,,"S",450.00,14.00,15.00,
1187,"RAL1101007","5","c","PSME",,,,,,,,,,"S",500.00,17.00,18.00,
1188,"RAL1101007","5","c","PSME",,,,,,,,,,"S",500.00,17.00,18.00,
1189,"RAL1101007","5","c","PSME",,,,,,,,,,"S",500.00,17.00,18.00,
1190,"RAL1101007","5","c","PSME",,,,,,,,,,"S",500.00,17.00,18.00,
1191,"RAL1100962","2","c","PIPO",,1,,,,,,,,"S",155.00,4.00,30.00,
1192,"RAL1100962","2","c","PIPO",,1,,,,,,,,"S",152.00,4.00,34.00,
1193,"RAL1100962","2","c","PIPO",,1,,,,,,,,"S",150.00,4.00,35.00,
1194,"RAL1101245","4.5","h","QUKE",,,,,,,,,,"S",500.00,19.00,25.00,
1195,"RAL1101245","6.1","c","PIPO",,,,,,,1,,,"S",460.00,9.00,28.00,
1196,"RAL1101247","6","c","PSME",,,,,,,,,,"S",900.00,21.00,22.00,
1197,"RAL1101247","1.6","c","PILA",,,,,,,,,,"S",250.00,15.00,14.00,
1198,"RAL1101247","1.7","c","PSME",,,,,,,,,,"S",220.00,15.00,10.00,
1199,"RAL1101247","4.8","h","LIDE3",,,,,,,,,,"S",300.00,27.00,14.00,
1200,"RAL1101247","1.5","c","PSME",,,,,,,,,1,"S",200.00,11.00,10.00,
1201,"RAL1101247","1.5","c","PSME",,,,,,,,,1,"S",200.00,11.00,10.00,
1202,"RAL1101247","1.7","c","PSME",,,,,,,,,,"S",220.00,15.00,10.00,
1203,"RAL1101247","1.7","c","PSME",,,,,,,,,,"S",220.00,15.00,10.00,
1204,"RAL1101247","1.7","c","PSME",,,,,,,,,,"S",220.00,15.00,10.00,
1205,"RAL1101247","1.7","c","PSME",,,,,,,,,,"S",220.00,15.00,10.00,
1206,"RAL1101247","1.7","c","PSME",,,,,,,,,,"S",220.00,15.00,10.00,
1207,"RAL1101247","1.7","c","PSME",,,,,,,,,,"S",220.00,15.00,10.00,
1208,"RAL1101247","1.7","c","PSME",,,,,,,,,,"S",220.00,15.00,10.00,
1209,"RAL1101247","1.7","c","PSME",,,,,,,,,,"S",220.00,15.00,10.00,
1210,"RAL1101247","1.7","c","PSME",,,,,,,,,,"S",220.00,15.00,10.00,
1211,"RAL1101247","1.7","c","PSME",,,,,,,,,,"S",220.00,15.00,10.00,
1212,"RAL1101247","1.7","c","PSME",,,,,,,,,,"S",220.00,15.00,10.00,
1214,"RAL1101248","1.5","h","ACMA",,,,,,,,1,,"S",260.00,10.00,22.00,
1215,"RAL1101248","1.8","h","CONU4",,,,,,,,1,,"S",310.00,10.00,20.00,
1216,"RAL1101248","4.1","c","PSME",,,,,,,,,,"S",650.00,20.00,22.00,
1217,"RAL1101248","4.0","h","CONU4",,,,,,,,,1,"S",600.00,11.00,20.00,
1218,"RAL1101248","5.0","h","CONU4",,,,,,,,,1,"S",600.00,11.00,20.00,
1219,"RAL1101248","4.5","h","CONU4",,,,,,,,,1,"S",600.00,11.00,20.00,
1220,"RAL1101248","3.0","h","CONU4",,,,,,1,,,,"S",120.00,8.00,15.00,
1221,"RAL1101248","4.0","c","PSME",,,,,,,,,,"S",550.00,17.00,20.00,
1222,"RAL1101248","4.1","c","PSME",,,,,,,,,,"S",650.00,20.00,22.00,
1223,"RAL1101249","4","h","ACMA",,,,,,,,,,"S",700.00,12.00,45.00,
1224,"RAL1101249","4","h","ACMA",,,,,,,,,,"S",700.00,12.00,45.00,
1225,"RAL1101249","4","h","ACMA",,,,,,,,,,"S",700.00,12.00,45.00,
1226,"RAL1101249","4","h","ACMA",,,,,,,,,,"S",700.00,12.00,45.00,
1227,"RAL1101249","4","h","ACMA",,,,,,,,,,"S",700.00,12.00,45.00,
1228,"RAL1101249","4","h","ACMA",,,,,,,,,,"S",700.00,12.00,45.00,
1229,"RAL1101249","4","h","ACMA",,,,,,,,,,"S",700.00,12.00,45.00,
1230,"RAL1101249","4","h","ACMA",,,,,,,,,,"S",700.00,12.00,45.00,
1231,"RAL1101249","1","c","PSME",,,,,,,,,,"S",180.00,12.00,12.00,
1232,"RAL1101249","2","h","ACMA",,,,,1,,,,,"S",500.00,7.00,30.00,
1233,"RAL1101249","2","h","ACMA",,,,,1,,,,,"S",500.00,7.00,30.00,
1234,"RAL1101249","2","h","ACMA",,,,,1,,,,,"S",500.00,7.00,30.00,
1235,"RAL1101249","2","h","ACMA",,,,,1,,,,,"S",500.00,7.00,30.00,
1236,"RAL1101249","2","h","ACMA",,,,,1,,,,,"S",500.00,7.00,30.00,
1237,"RAL1101249","2","h","ACMA",,,,,1,,,,,"S",500.00,7.00,30.00,
1238,"RAL1101249","2","h","ACMA",,,,,1,,,,,"S",500.00,7.00,30.00,
1239,"RAL1101249","3","h","ACMA",,,,,,,1,,,"S",570.00,9.00,35.00,
1240,"RAL1101249","3.5","h","ACMA",,,,,,,,1,,"S",600.00,10.00,40.00,
1241,"RAL1101249","3.5","h","ACMA",,,,,,,,1,,"S",600.00,10.00,40.00,
1242,"RAL1101249","3.5","h","ACMA",,,,,,,,1,,"S",600.00,10.00,40.00,
1244,"RAL1101168","1.4","c","PIPO",,5,,,,,,,,"S",205.00,4.00,56.00,
1248,"RAL1101246","9.2","c","PIPO",,,,,,,,,1,"S",750.00,11.00,25.00,
1249,"RAL1101246","4.5","c","PSME",,,,,,,,,,"S",500.00,14.00,35.00,
1250,"RAL1101246","5","c","PIPO",,,2,,,,,,,"S",450.00,6.00,15.00,
1251,"RAL1101246","6","c","PIPO",,,,4,,,,,,"S",500.00,7.00,17.00,
1252,"RAL1101246","8","c","PIPO",,,,,,3,,,,"S",600.00,9.00,20.00,
1253,"RAL1101270","3.2","h","LIDE3",,,,,,,,,,"S",480.00,14.00,31.00,
1254,"RAL1101270","5","c","PIPO",,,,,,,,,,"S",550.00,18.00,20.00,
1255,"RAL1101270","0.8","c","PIPO",,,,,,1,,,,"S",165.00,8.00,11.00,
1256,"RAL1100297","7","c","PSME",,,,,,,,,,"S",600.00,23.00,4.00,
1257,"RAL1100388","1.1","c","PIPO",,,,,,1,,,,"S",200.00,8.00,11.00,
1258,"RAL1100388","0.6","c","PILA",,,,,,,1,,,"S",150.00,9.00,10.00,
1259,"RAL1100432","1","h","QUKE",,,9,,,,,,,"S",150.00,5.00,22.00,
1260,"FRD1100216","2.2","c","ABMA",,,,,,,,,3,"S",330.00,25.00,18.00,
1261,"FRD1100184","1","c","PIPO",,,,,,,,,1,"S",190.00,12.00,13.00,
1262,"MOO1202104","1","h","POTR5",,,,,,1,,,,"S",,8.00,,
1263,"MOO1202104","1","h","POTR5",,,,,,1,,,,"S",,8.00,,
1264,"MOO1202104","1","h","POTR5",,,,,,,,1,,"S",,10.00,,
1265,"MOO1202104","1","h","POTR5",,,,,,,,1,,"S",,10.00,,
1266,"MOO1202104","1","h","POTR5",,,,,,1,,,,"S",,8.00,,
1267,"MOO1202104","1","h","POTR5",,,,,,1,,,,"S",,8.00,,
1268,"MOO1202104","2","h","POTR5",,,,,,,,,,"S",220.00,14.00,56.00,
1270,"MOO1202104","2","h","POTR5",,,,,,,,,,"S",,14.00,,
1271,"MOO1202104","2","h","POTR5",,,,,,,,,,"S",,14.00,,
1272,"MOO1202104","2","h","POTR5",,,,,,,,,,"S",,14.00,,
1273,"MOO1202104","2","h","POTR5",,,,,,,,,,"S",,14.00,,
1277,"MOO1200443","7.1","c","ABCO",,,,,,,,,,"S",,24.00,,
1278,"MOO1200443","3.1","c","ABCO",,,,,,,,,,"S",,14.00,,
1279,"MOO1200434",".5","c","ABCO",,,,,,,,,,"S",165.00,17.00,10.00,
1280,"MOO1200089","3","c","ABCO",,,,,,,,,,"S",,30.00,,
1281,"MOO1200089","4.8","c","ABCO",,,,,,,,,,"S",550.00,40.00,25.00,
1282,"MOO1200089","3.3","c","ABCO",,,,,,,,,,"S",,43.00,,
1283,"MOO1200111","6","c","ABCO",,,,,,,,,,"S",250.00,15.00,12.00,
1284,"MOO1200113","6","c","PSME",,,,,,,,,,"S",400.00,28.00,24.00,
1285,"MOO1200113","4","c","PSME",,,,,,,,,,"S",,32.00,,
1286,"MOO1200113","1","c","CADE27",,,,,,,,,,"S",,23.00,,
1287,"MOO1200113","3","c","CADE27",,,,,,,,,,"S",,30.00,,
1288,"MOO1200113","5","c","CADE27",,,,,,,,,,"S",340.00,40.00,25.00,
1289,"MOO1200113","1.5","c","PIPO",,,,,,,,,,"S",,13.00,,
1290,"MOO1200113","3","c","PSME",,,,,,,,,,"S",,19.00,,
1291,"MOO1200113","5","c","PSME",,,,,,,,,,"S",,31.00,,
1292,"MOO1200113","1.5","c","PSME",,,,,,,,,,"S",,18.00,,
1293,"MOO1200113","2","c","CADE27",,,,,,,,,,"S",,27.00,,
1294,"MOO1200113","1","c","PSME",,,,,,,,,,"S",,20.00,,
1295,"MOO1200113",".5","c","CADE27",,,,,,,,,,"S",,15.00,,
1296,"MOO1200113","1.5","c","PSME",,,,,,,,,,"S",,20.00,,
1297,"MOO1200113","4.5","c","PSME",,,,,,,,,,"S",,23.00,,
1298,"MOO1200113","2.5","c","CADE27",,,,,,,,,,"S",,22.00,,
1299,"MOO1200113","1.5","c","PSME",,,,,,,,,,"S",,23.00,,
1300,"MOO1200113","4","c","CADE27",,,,,,,,,,"S",,31.00,,
1301,"MOO1200113","4","c","CADE27",,,,,,,,,,"S",,23.00,,
1302,"MOO1200113","5","c","CADE27",,,,,,,,,,"S",310.00,30.00,30.00,
1303,"MOO1200113","3","c","PIPO",,,,,,,,,,"S",,21.00,,
1304,"MOO1200113","2","c","PIPO",,,,,,,,,,"S",,13.00,,
1305,"MOO1200113","6","c","PSME",,,,,,,,,,"S",,24.00,,
1306,"MOO1200129","4.8","c","ABCO",,,,,,,,,,"S",200.00,18.00,10.00,
1307,"FRD1200033","1.3","c","PIPO",,,1,,,,,,,"P",,5.00,,
1308,"FRD1200033","3.2","c","PIPO",,,1,,,,,,,"P",230.00,5.00,40.00,
1309,"FRD1200033","1.4","c","PIPO",,,1,,,,,,,"P",,5.00,,
1310,"FRD1200048","2","c","PIPO",,,1,,,,,,,"S",190.00,5.00,44.00,
1311,"FRD1200070","1","c","PIPO",,,,,,,,,,"S",,5.00,,
1312,"FRD1200092","3.0
3.0","c","PIPO",,1,,,,,,,,"S",190.00,4.00,50.00,
1313,"FRD1200109","2.5","c","PIPO",,,1,,,,,,,"S",200.00,5.00,34.00,
1314,"FRD1200123","1","h","QUKE",,,,,,1,,,,"S",190.00,8.00,20.00,
1315,"FRD1200032","3","c","PIPO",,,,1,,,,,,"S",230.00,6.00,36.00,
1316,"FRD1200032","2","c","PIPO",,,,1,,,,,,"S",,6.00,,
1317,"FRD1200032","2","c","PIPO",,1,,,,,,,,"S",,4.00,,
1318,"FRD1200032","1.5","c","PIPO",,,1,,,,,,,"S",,5.00,,
1319,"FRD1200032","1.7","c","PIPO",,1,,,,,,,,"S",,4.00,,
1320,"FRD1200032","1.5","c","PIPO",,,1,,,,,,,"S",,5.00,,
1321,"FRD1200032","2","c","PIPO",,,,1,,,,,,"S",,6.00,,
1322,"FRN1200008","6.5","c","PIPO",,,,,,,,,,"S",410.00,14.00,10.00,
1323,"FRN1200017","7","h","QUCH2",,,,,,,,,11,"S",300.00,11.00,15.00,
1324,"FRN1200030",".5","c","CADE27",,,,,,,,,1,"S",145.00,11.00,10.00,
1325,"FRN1200035","1","h","QUKE",,,,,,,,1,,"S",165.00,10.00,38.00,
1326,"FRN1200035",".6","h","QUKE",,,,1,,,,,,"S",,6.00,,
1327,"FRN1200035",".4","h","QUKE",,,,1,,,,,,"S",,6.00,,
1328,"FRN1200036","2.6","c","PIPO",,,1,,,,,,,"S",190.00,5.00,19.00,
1329,"FRN1200036","2","c","PIPO",,,1,,,,,,,"S",,5.00,,
1330,"FRN1200036","2","c","PIPO",,1,,,,,,,,"S",,4.00,,
1331,"FRN1200090","1","c","PIPO",,1,,,,,,,,"S",151.00,4.00,31.00,
1332,"FRN1200221","0.5","h","QUCH2",,,,,,,,1,,"S",200.00,11.00,15.00,
1333,"FRN1200221","1.5","h","QUCH2",,,,,,,,,11,"S",,11.00,,
1334,"FRN1200225","6.1","h","QUCH2",,,,,,,,,,"S",310.00,27.00,24.00,
1335,"FRN1200324","2","c","PIPO",,,1,,,,,,,"P",210.00,5.00,43.00,
1336,"FRN1200324","3","c","PIPO",,,1,,,,,,,"P",,5.00,,
1337,"FRN1200324","2","c","PIPO",,,1,,,,,,,"P",,5.00,,
1338,"FRN1200324","2.5","c","PIPO",,,1,,,,,,,"P",,5.00,,
1339,"FRN1200394","1.5","c","PIPO",,1,,,,,,,,"P",210.00,5.00,40.00,
1340,"FRN1200394","0.4","c","ABCO",,,,,,1,,,,"P",142.00,8.00,43.00,
1341,"FRN1200394","3.0","c","PIPO",,,1,,,,,,,"P",,5.00,,
1342,"FRN1200394","2","c","PIPO",,1,,,,,,,,"P",,,,
1343,"FRN1200394","2","c","PIPO",,1,,,,,,,,"P",,4.00,,
1344,"FRN1200394","2.5","c","PIPO",,,1,,,,,,,"P",,5.00,,
1345,"ANT1201310","5.5","c","PIPO",,,,,,,,,,"S",280.00,15.00,10.00,
1346,"ANT1201585","5","c","PIPO",,,,,,,,,,"S",,16.00,,
1347,"ANT1201585","4","c","PIPO",,,,,,,,,,"S",,16.00,,
1348,"ANT1201585","6.5","c","PIPO",,,,,,,,,,"S",510.00,16.00,30.00,
1349,"ANT1202039","1.5","c","PIPO",,,1,,,,,,,"S",150.00,5.00,28.00,
1350,"ANT1202180","3.8","c","PIPO",,,,,,,,,1,"S",270.00,21.00,12.00,
1351,"ANT1202292","5","c","PSME",,,,,,,,,1,"S",,26.00,,
1352,"ANT1202292","6.7","c","PSME",,,,,,,,,1,"S",440.00,27.00,15.00,
1353,"ANT1200110","3","c","PIJE",,,,,,,,,,"S",460.00,16.00,32.00,
1354,"ANT1200110","2","c","PIJE",,,,,,,1,,,"S",,9.00,,
1355,"ANT1200110","2","c","PIPO",,,,,,,,,,"S",,11.00,,
1356,"ANT1200110","1","c","PIJE",,,1,,,,,,,"S",,5.00,,
1357,"ANT1200110","1","c","PIJE",,,1,,,,,,,"S",,5.00,,
1358,"ANT1200110","1","c","PIJE",,,1,,,,,,,"S",,5.00,,
1359,"ANT1200110","2","c","PSME",,,,,,,,,,"S",340.00,13.00,15.00,
1360,"ANT1200119","3","c","PSME",,,,,,,,,,"S",,13.00,,
1361,"ANT1200119","7","c","PSME",,,,,,,,,,"S",500.00,18.00,30.00,
1362,"ANT1200119","7","c","PSME",,,,,,,,,,"S",,15.00,,
1363,"ANT1200119","7","c","PIJE",,,,,,,,,,"S",490.00,13.00,25.00,
1364,"ANT1200119","2","c","PSME",,,,,,,,,,"S",,11.00,,
1365,"ANT1200138","3","c","PSME",,,,,,,,,1,"S",,11.00,,
1366,"ANT1200138","7","c","PSME",,,,,,,,,,"S",,21.00,,
1367,"ANT1200138","2.5","c","PSME",,,,,,,,,1,"S",,11.00,,
1368,"FRD1200069","1","c","PIPO",,,1,,,,,,,"S",,5.00,,
1369,"FRD1200069","1","c","PIPO",,1,,,,,,,,"S",,4.00,,
1370,"FRD1200069","1.5","c","PIPO",,,1,,,,,,,"S",,5.00,,
1371,"FRD1200069","1","c","PIPO",1,,,,,,,,,"S",,3.00,,
1372,"FRD1200069","1","c","PIPO",,1,,,,,,,,"S",,4.00,,
1373,"FRD1200069","1.5","c","PIPO",,,1,,,,,,,"S",180.00,5.00,24.00,
1374,"FRD1200069","1.5","c","PIPO",,1,,,,,,,,"S",,4.00,,
1375,"FRN1200029","5","h","QUCH2",,,,,,,,,,"S",420.00,24.00,12.00,
1376,"FRN1200308","7","c","CADE27",,,,,,,,,,"S",250.00,15.00,14.00,
1377,"BUT1200113","7","c","PIJE",,,,,,,,,1,"S",340.00,12.00,15.00,
1378,"BUT1200144","3","c","PIMO3",,,,,,,,,1,"S",280.00,14.00,30.00,
1379,"BUT1200146",,"c","PIJE",,,,,,,,,,"S",350.00,13.00,18.00,
1380,"BUT1200057","1.5","c","ABCO",,,,,,,,,,"S",190.00,15.00,12.00,
1381,"BUT1200057","1","c","ABCO",,,,,,,,,,"S",170.00,15.00,10.00,
1382,"BUT1200057","1","c","ABCO",,,,,,,,1,,"S",140.00,10.00,9.00,
1383,"SLD1200070","1","c","ABCO",,,,,,2,,,,"S",190.00,8.00,12.00,
1384,"SLD1200070","3","c","CADE27",,,,,,,,,,"S",350.00,12.00,14.00,
1385,"SLD1200117","2.5","h","QUCH2",,,,,,,,,,"S",270.00,15.00,10.00,
1386,"SLD1200149","7.4","c","PICO",,,,,2,,,,1,"S",300.00,12.00,22.00,
1387,"SLD1200270","4.8","h","QUCH2",,,,,,,,,,"S",270.00,20.00,15.00,
1388,"SLD1200272","4.2","h","QUKE",,,,,,,,,,"S",400.00,22.00,16.00,
1389,"SLD1200301","6.5","h","QUKE",,,,,,1,,,3,"S",600.00,15.00,70.00,
1390,"SLD1200401","1","c","PICO",,,,,,,1,,,"S",160.00,9.00,6.00,
1391,"SLD1200416","3","h","QUCH2",,,,,,,,,,"S",,,,
1392,"ZSM1200003","3","h","QUCH2",,,,,,,,,1,"S",274.00,28.00,15.00,
1393,"ZSM1200005",,"c","PSMA",,,3,,,,,,,"S",210.00,5.00,23.00,
1394,"ZSM1200006",,"h","QUCH2",,,,,,,,2,2,"S",320.00,20.00,20.00,
1395,"ZSM1200006",,"c","PSMA",,,1,1,,,,,,"S",190.00,6.00,180.00,
1396,"ZSM1200010","1","h","QUCH2",,,,,,,,,1,"S",200.00,17.00,14.00,
1397,"ZSM1200013","1","c","PSMA",,,1,,,,,,,"S",170.00,5.00,25.00,
1398,"ZSM1200013","1","c","PIMO3",,,1,,,,,,,"S",200.00,5.00,15.00,
1399,"ZSM1200020","3","h","QUCH2",,,,,,,,,1,"S",,12.00,,
1400,"ZSM1200021","3.5","c","PSMA",,,,,1,,,,,"S",202.00,7.00,19.00,
1401,"ZSM1200022","4","c","PSMA",,,,,,,,1,,"S",320.00,10.00,12.00,
1402,"ZSM1200023","2","c","PSMA",,,,,,1,,,,"S",192.00,8.00,9.00,
1403,"ZSM1200026",,"h","QUCH2",,,,,,,9,,,"S",150.00,9.00,22.00,
1404,"ZSM1200029",".5","h","CEMO2",,,,,,,1,,,"S",164.00,9.00,18.00,
1405,"ZAC1200003","1","h","CEMO2",,,,,,,1,,,"S",220.00,9.00,22.00,
1406,"ZAC1200003","1","h","QUCH2",,,,,,,,1,1,"S",270.00,15.00,16.00,
1407,"ZAC1200004","1.5","h","QUCH2",,,,,,,,,1,"S",330.00,15.00,30.00,
1408,"ZAC1200099","2","h","CEMO2",,,,,,,,,,"S",,,,
1409,"ZAC1200099","1.5","h","CEMO2",,,,,,,,,,"S",,,,
1410,"ZAC1200099","4","h","QUCH2",,,,,,,,,,"S",,,,
1411,"ZAC1200121","2","h","QUJO3",,,,,,,,,,"S",,,,
1412,"ZAC1200121","1.5","h","QUJO3",,,,,,,,,,"S",,,,
1413,"ZAC1200262",".1","h","CEMO2",,,,,,,,,1,"S",230.00,11.00,41.00,
1414,"ZAC1200270","1","h","QUJO3",,,,,,,,,,"S",,,,
1415,"ZAC1200270",".5","h","CEMO2",,,,,,,,,,"S",,,,
1416,"ZAC1200270","2","h","CEMO2",,,,,,,,,,"S",,4.00,,
1417,"ZAC1200270","3.5","h","QUJO3",,,,,,,,,,"S",,,,
1418,"ZAC1200275","6","h","QUCH2",,,,,,,,,,"S",,,,
1419,"ZAC1200275","7","h","QUJO3",,,,,,,,,,"S",,,,
1420,"ZAC1200275","2","h","CEMO2",,,,,,,,,,"S",,,,
1421,"ZAC1200293","2","c","JUCA7",,,,,,,,,,"S",,,,
