"ID","Regen_Plot","DBH (cm)","type","Species","3 yr","4yr","5yr","6yr","7yr","8yr","9yr","10yr","11+yr","seed_veg_plant","tallest_ht_cm","tallest_age","tallest_lastyr_cm","number_sprouts"
681,"PNP1000028","8.1","c","PIPO",,,,,,,1,,,"S",500.00,9.00,,0.00
682,"PNP1000028","3.2","h","ARME",,,,,,1,,,,"S",290.00,8.00,,1.00
683,"PNP1000028","3.2","h","ARME",,,,,1,,,,,"S",250.00,7.00,,0.00
685,"PNP1000028","8.8","c","PIPO",,,,,,,1,,,"S",500.00,9.00,,0.00
686,"PNP1000028","4.3","h","ARME",,,,,,1,,,,"S",350.00,8.00,,2.00
687,"PNP1000028","4.5","h","ARME",,,,,,1,,,,"S",410.00,8.00,,0.00
688,"PNP1000028","1.7","h","ARME",,,,1,,,,,,"S",210.00,6.00,,0.00
689,"PNP1000028","6.8","c","PIPO",,,,,,,1,,,"S",380.00,9.00,,0.00
691,"PNP1000028","3.4","h","ARME",,,,,1,,,,,"S",260.00,7.00,,1.00
692,"PNP1000028","2.2","h","ARME",,,,,1,,,,,"S",250.00,7.00,,1.00
693,"PNP1000028","1.6","h","ARME",,,,1,,,,,,"S",220.00,6.00,,0.00
694,"PNP1000028","1.2","h","ARME",,,,1,,,,,,"S",200.00,6.00,,1.00
695,"PNP1000028","2.6","h","ARME",,,,,1,,,,,"S",230.00,7.00,,0.00
696,"PNP1000028","5.3","c","PIPO",,,,,,1,,,,"S",410.00,8.00,,0.00
697,"PNP1000028","2.6","h","ARME",,,,,,1,,,,"S",240.00,8.00,,3.00
698,"PNP1000028","3","h","ARME",,,,,,1,,,,"S",240.00,8.00,,3.00
699,"PNP1000028","2.6","h","ARME",,,,,1,,,,,"S",230.00,7.00,,0.00
700,"PNP1000028","4.3","h","ARME",,,,,,1,,,,"S",320.00,8.00,,0.00
701,"PNP1000028","4.5","h","ARME",,,,,,1,,,,"S",350.00,8.00,,1.00
702,"PNP1000028","3.2","h","ARME",,,,,1,,,,,"S",240.00,7.00,,1.00
703,"PNP1000028","3.5","h","ARME",,,,,,1,,,,"S",310.00,8.00,,3.00
704,"PNP1000028","1.5","h","ARME",,,,1,,,,,,"S",200.00,6.00,,0.00
705,"PNP1000028","5.2","c","PIPO",,,,,1,,,,,"S",330.00,7.00,,0.00
706,"PNP1000028","1","h","ARME",,,,1,,,,,,"S",180.00,6.00,,1.00
707,"PNP1000028","1.5","h","ARME",,,,1,,,,,,"S",190.00,6.00,,1.00
708,"PNP1000028","6.1","c","PIPO",,,,,,1,,,,"S",350.00,8.00,,0.00
709,"PNP1000028",".6","h","ARME",,,1,,,,,,,"S",160.00,5.00,,3.00
710,"PNP1000028","3.2","h","ARME",,,,,,1,,,,"S",280.00,8.00,,0.00
711,"PNP1000028","3.8","h","ARME",,,,,,1,,,,"S",280.00,8.00,,3.00
712,"PNP1000028","2.7","h","ARME",,,,,,1,,,,"S",270.00,8.00,,2.00
713,"PNP1000028","2.3","h","ARME",,,,1,,,,,,"S",210.00,6.00,,0.00
714,"PNP1000028","1.1","h","ARME",,,,1,,,,,,"S",200.00,6.00,,1.00
715,"PNP1000028","2","h","ARME",,,,1,,,,,,"S",210.00,6.00,,1.00
716,"PNP1000028","1.4","h","ARME",,,,1,,,,,,"S",210.00,6.00,,0.00
717,"PNP1000028","6.6","c","PIPO",,,,,,,1,,,"S",340.00,9.00,,0.00
718,"PNP1000028","1.2","h","ARME",,,,1,,,,,,"S",200.00,6.00,,2.00
719,"PNP1000028","1.1","h","ARME",,,,1,,,,,,"S",180.00,6.00,,1.00
720,"PNP1000028","1.5","h","ARME",,,,,1,,,,,"S",230.00,7.00,,0.00
721,"PNP1000028","1.3","h","ARME",,,,1,,,,,,"S",200.00,6.00,,0.00
722,"PNP1000028","2.7","c","PIPO",,,,,1,,,,,"S",250.00,7.00,,0.00
725,"PNP1000034",".5","h","LIDE3",,,,,1,,,,,"S",180.00,7.00,,0.00
727,"PNP1000033",".6","h","ARME",,1,,,,,,,,"S",160.00,4.00,,0.00
730,"PNP1000033","1.9","h","LIDE3",,,,,1,,,,,"S",270.00,7.00,,0.00
739,"PNP1000032","1.5","h","LIDE3",,,,,,,1,,,"S",240.00,9.00,,0.00
741,"PNP1000032",".5","c","PSME",,,,1,,,,,,"S",180.00,6.00,,0.00
742,"PNP1000032",".4","c","ABCO",,,,1,,,,,,"S",190.00,6.00,,0.00
747,"PNP1000031","1.9","h","LIDE3",,,,,,1,,,,"S",220.00,8.00,,0.00
749,"PNP1000031","2.5","h","ARME",,,,,1,,,,,"S",290.00,7.00,,0.00
751,"PNP1000031",".3","c","ABCO",,,,,,1,,,,"S",135.00,8.00,,0.00
752,"PNP1000031","2","h","LIDE3",,,,,,,1,,,"S",250.00,9.00,,0.00
754,"PNP1000031","1.5","h","LIDE3",,,,,,,1,,,"S",230.00,9.00,,0.00
755,"PNP1000031","2","h","LIDE3",,,,,,,1,,,"S",260.00,9.00,,0.00
763,"PNT1000097","2.5","c","PIPO",,,,,,,,,,"P",200.00,,,
766,"PNT1000125",".7","h","LIDE3",,,,,1,,,,,"S",200.00,7.00,,0.00
770,"PNT1000008","4.4","h","CONU4",,,,,,,1,,,"S",410.00,9.00,,0.00
781,"PNT1000091","2.1","h","LIDE3",,,,,,,,,1,"S

S
S",250.00,11.00,,
784,"PNT1000092","1.25","h","LIDE3",,,,,1,,,,,"S",200.00,7.00,,
786,"PNT1000087","1.5","h","ARME",,,,,,,,,,"S",1.51,,,
790,"PNT1000087","1.5","c","PIPO",,,,,,,,,,"S",150.00,,,
794,"PNT1000074","2.5","h","LIDE3",,,,,,1,,,,"S",350.00,8.00,,0.00
798,"PNT1000063","8","c","PIPO",,,,,,,,,,"P",,,,
815,"PNT1000025","1","h","QUCH2",,,,,,1,,,,"S",160.00,8.00,,
827,"PNP1000015","3.2
3.2","h","COCO",,,,,,,,,,"S",320.00,,,
851,"PNP1000014","7.7","c","PIPO",,,,,,,1,,,"S",400.00,9.00,,
852,"PNP1000014","4.4","c","PIPO",,,,,1,,,,,"S",330.00,7.00,,
855,"PNT1000036","1.5","h","QUCH2",,,,,1,,,,,"S",200.00,7.00,,
862,"PNT1000005","1","c","PIPO",,,,,1,,,,,"S",,7.00,,
863,"PNP1110069","2.0","c","PSME",,,,,,1,,,,"S",170.00,8.00,20.00,
864,"PNP1110069","2.5","c","CADE27",,,,,,,1,,,"S",180.00,9.00,28.00,
865,"PNP1110069","0.7","h","LIDE3",,,,,1,,,,,"S",145.00,7.00,30.00,
866,"PNP1110069","1.8","c","CADE27",,,,,,1,,,,"S",155.00,8.00,20.00,
867,"PNP1110069","4.5","h","ARME",,,,,,,,,1,"S",550.00,11.00,70.00,
868,"PNP1110069","4.5","c","ABCO",,,,,,,,,1,"S",500.00,11.00,50.00,
869,"PNP1110210","1.0","h","ARME",,,1,,,,,,,"S",180.00,5.00,42.00,
870,"PNP1110210","1.0","h","ARME",,1,,,,,,,,"S",170.00,4.00,38.00,
871,"PNP1110210","2.0","h","LIDE3",,,,,,,1,,,"S",280.00,9.00,35.00,
872,"PNP1110189","1.5","h","CONU4",,,,,,1,,,,"S",250.00,8.00,25.00,
873,"PNP1110189","2.0","h","CONU4",,,,,,,,,1,"S",400.00,11.00,35.00,
874,"PNP1110098","1.0","c","PSME",,,,,,1,,,,"S",140.00,8.00,15.00,
875,"PNP1110033","0.4","c","PSME",,,,,1,,,,,"S",130.00,7.00,22.00,
876,"PNP1110033","3.5","c","PIPO",,,,1,,,,,,"S",300.00,6.00,37.00,
877,"PNP1110033","1.0","c","CADE27",,,,,,,1,,,"S",160.00,9.00,18.00,
878,"PNP1110033","2.0","c","PIPO",,,1,,,,,,,"S",155.00,5.00,40.00,
879,"PNP1110033","0.6","h","ARME",,1,,,,,,,,"S",150.00,4.00,36.00,
880,"PNP1110022","1.0","c","PIPO",,1,,,,,,,,"S",100.00,5.00,18.00,
881,"PNP1110022","1.8","c","PIPO",,,1,,,,,,,"S",24.00,5.00,9.00,
882,"PNP1110022","1.3","c","PIPO",,,1,,,,,,,"S",75.00,5.00,15.00,
883,"PNP1110022","0.8","c","PSME",,1,,,,,,,,"S",83.00,3.00,22.00,
884,"PNP1110022","0.3","c","CADE27",,,,1,,,,,,"S",90.00,6.00,17.00,
885,"PNP1110022","2.5","c","PIPO",,,1,,,,,,,"S",105.00,5.00,24.00,
886,"PNP1110412","4.5","c","PSME",,,,,,,,,,"S",380.00,15.00,20.00,
887,"PNP1110348","0.8","h","LIDE3",,,,,,,,,,"S",180.00,14.00,18.00,
888,"PNP1110348","1.0","h","LIDE3",,,,,,,,,,"S",190.00,14.00,18.00,
889,"PNP1110348","3.2","h","LIDE3",,,,,,,,,,"S",240.00,18.00,24.00,
890,"PNP1110348","3.7","h","LIDE3",,,,,,,,,,"S",500.00,18.00,33.00,
891,"PNP1110348","1.5","h","CONU4",,,,,,,,,,"S",300.00,13.00,16.00,
892,"PNP1110348","3.0","h","CONU4",,,,,,,,,,"S",400.00,15.00,26.00,
893,"PNP1110348","2.5","h","LIDE3",,,,,,,,,,"S",290.00,15.00,18.00,
895,"PNP1110278","5.5","h","LIDE3",,,,,,,,,,"S",500.00,19.00,25.00,
896,"PNP1110278","1.4","c","PSME",,,,,,,,,,"S",180.00,12.00,15.00,
897,"PNP1110278","0.5","h","LIDE3",,,,,,,,1,,"S",160.00,10.00,19.00,
898,"PNP1110278","0.5","h","LIDE3",,,,,1,,,,,"S",165.00,7.00,24.00,
899,"PNP1110013","2.0","h","LIDE3",,,,,,,,,,"S",240.00,12.00,20.00,
900,"PNP1110013","4.5","h","LIDE3",,,,,,,,,,"S",280.00,16.00,22.00,
901,"PNP1110013","5.0","h","LIDE3",,,,,,,,,,"S",500.00,16.00,30.00,
902,"PNP1110013","2.5","h","LIDE3",,,,,,,,,,"S",310.00,12.00,33.00,
903,"PNP1110013","3.5","h","LIDE3",,,,,,,,,,"S",470.00,12.00,35.00,
904,"PNP1110013","4.2","h","LIDE3",,,,,,,,,,"S",350.00,14.00,30.00,
905,"PNP1110013","0.8","h","LIDE3",,,,,,1,,,,"S",170.00,8.00,20.00,
906,"PNP1110013","1.7","h","LIDE3",,,,,,,,,1,"S",230.00,11.00,23.00,
907,"PNP1110011","2.3","h","CONU4",,,,,,,,,,"S",350.00,12.00,33.00,
908,"PNP1110002","2.0","h","CONU4",,,,,,,,,,"S",200.00,20.00,25.00,
909,"PNP1110002","6.8","h","LIDE3",,,,,,,,,,"S",500.00,14.00,25.00,
910,"PNP1110002","1.8","h","CONU4",,,,,,,,1,,"S",200.00,10.00,22.00,
911,"PNP1110107","1.2","c","PIPO",,,,,,1,,,,"S",162.00,8.00,21.00,
912,"PNP1110107","6.0","c","PIPO",,,,,,1,,,,"S",500.00,8.00,100.00,
913,"PNP1110107","1.6","c","PIPO",,,,,,1,,,,"S",150.00,8.00,26.00,
914,"PNP1110107","0.5","c","PIPO",,,1,,,,,,,"S",140.00,5.00,25.00,
915,"PNP1110107","1.0","h","CONU4",,,,1,,,,,,"S",250.00,6.00,50.00,
916,"PNP1110107","1.3","c","PSME",,,,,1,,,,,"S",200.00,7.00,14.00,
918,"PNP1110113","2.5","h","LIDE3",,,,,,,,,,"S",300.00,12.00,20.00,
919,"PNP1110113","2.5","h","LIDE3",,,,,,,,,,"S",300.00,12.00,20.00,
920,"PNP1110113","1.0","h","LIDE3",,,,,,,,,,"S",250.00,12.00,32.00,
921,"PNP1110113","2.7","h","LIDE3",,,,,,,,1,,"S",400.00,10.00,33.00,
922,"PNP1110109","6.7","c","PSME",,,,,,,,,,"S",650.00,15.00,20.00,
923,"PNP1110038","2.0","h","ACMA",,,,,,,1,,,"S",240.00,9.00,35.00,
924,"PNP1110128","2.0","h","ARME",,,,,1,,,,,"S",310.00,7.00,55.00,
925,"PNP1110128","1.0","h","CONU4",,,,1,,,,,,"S",230.00,6.00,34.00,
926,"PNP1110128","1.8","h","LIDE3",,,,,,1,,,,"S",250.00,8.00,26.00,
927,"PNP1110128","0.8","h","QUKE",,,,,,,,1,,"S",180.00,10.00,12.00,
928,"PNP1110128","1.4","c","ABCO",,,,,,,,,,"S",155.00,12.00,14.00,
929,"PNP1110128","0.8","h","CONU4",,,,,,1,,,,"S",200.00,8.00,20.00,
931,"PNP1110130","0.7","h","ARME",,,,1,,,,,,"S",160.00,6.00,28.00,
932,"PNP1110130","1.2","h","ARME",,,,1,,,,,,"S",195.00,6.00,26.00,
933,"PNP1110130","6.5","h","LIDE3",,,,,,,,,,"S",400.00,16.00,19.00,
934,"PNP1110130","1.0","h","ARME",,,,1,,,,,,"S",200.00,6.00,27.00,
935,"PNP1110130","1.5","h","ARME",,,,1,,,,,,"S",240.00,6.00,40.00,
936,"PNP1110130","0.8","h","ARME",,,1,,,,,,,"S",160.00,5.00,25.00,
937,"PNP1110130","1.0","h","ARME",,,,1,,,,,,"S",190.00,6.00,21.00,
938,"PNP1110130","0.7","h","ARME",,,1,,,,,,,"S",170.00,5.00,23.00,
939,"PNP1110130","1.0","h","ARME",,,1,,,,,,,"S",160.00,5.00,20.00,
940,"PNP1110130","1.0","h","CONU4",,,,,,1,,,,"S",220.00,8.00,20.00,
941,"PNP1110130","0.7","h","ARME",,,1,,,,,,,"S",165.00,5.00,25.00,
942,"PNP1110130","0.6","h","ARME",,,1,,,,,,,"S",180.00,5.00,35.00,
943,"PNP1110130","0.5","h","LIDE3",,,,,,1,,,,"S",132.00,8.00,19.00,
944,"PNP1110130","2.0","h","CONU4",,,,,,,1,,,"S",250.00,9.00,15.00,
945,"PNP1110130","1.8","h","CONU4",,,,,,,1,,,"S",250.00,9.00,33.00,
947,"PNP1110165","2.0","h","LIDE3",,,,,,,1,,,"S",220.00,9.00,31.00,
948,"PNP1110165","0.4","h","LIDE3",,,,,,,1,,,"S",150.00,9.00,30.00,
949,"PNP1110165","0.8","h","LIDE3",,,,,,,1,,,"S",180.00,9.00,18.00,
950,"PNP1110123","3.5","h","CONU4",,,,,,,,,,"S",550.00,14.00,38.00,
951,"PNP1110123","1.5","h","LIDE3",,,,,,,,,,"S",250.00,12.00,19.00,
952,"PNP1110233","7.5","h","LIDE3",,,,,,,,,,"S",600.00,22.00,30.00,
953,"PNP1110146","2.4","h","LIDE3",,,,,,,,1,,"S",280.00,10.00,32.00,
954,"PNP1110146","1.8","h","QUKE",,,,,,,,1,,"S",300.00,10.00,29.00,
955,"PNP1110146","2.3","h","CONU4",,,,,,,1,,,"S",370.00,9.00,50.00,
956,"PNP1110146","2.2","h","LIDE3",,,,,,,,,1,"S",270.00,11.00,21.00,
957,"PNP1110147","1.6","h","LIDE3",,,,,,,1,,,"S",130.00,9.00,20.00,
958,"PNP1110147","0.5","h","LIDE3",,,,,,1,,,,"S",160.00,8.00,19.00,
959,"PNP1110147","0.5","h","LIDE3",,,,,,,1,,,"S",170.00,9.00,22.00,
960,"PNP1110147","1.3","h","LIDE3",,,,,,,,,,"S",320.00,12.00,30.00,
961,"PNP1110147","1.3","h","CONU4",,,,,,1,,,,"S",220.00,8.00,25.00,
962,"PNP1110147","1.5","h","CONU4",,,,,,1,,,,"S",220.00,8.00,22.00,
963,"PNP1110150","2.6","h","LIDE3",,,,,,,,,,"S",280.00,12.00,28.00,
964,"PNP1110150","1.5","h","LIDE3",,,,,,,,,1,"S",250.00,11.00,25.00,
965,"PNP1110171","1.0","h","LIDE3",,,,,1,,,,,"S",200.00,7.00,41.00,
966,"PNP1110171","2.5","h","LIDE3",,,,,,,,,1,"S",300.00,11.00,33.00,
967,"PNP1110171","1.8","h","LIDE3",,,,,,,,1,,"S",240.00,10.00,26.00,
968,"PNP1110151","1.5","h","LIDE3",,,,,,,1,,,"S",220.00,9.00,25.00,
969,"PNP1110151","3.0","h","ARME",,,,1,,,,,,"S",310.00,6.00,38.00,
970,"PNP1110151","1.5","h","ARME",,,,1,,,,,,"S",220.00,6.00,34.00,
971,"PNP1110151","4.0","h","ARME",,,,,,1,,,,"S",160.00,8.00,41.00,
972,"PNP1110151","3.5","h","ARME",,,,,,,1,,,"S",350.00,9.00,50.00,
973,"PNP1110144","4.4","c","PSME",,,,,,,,,,"S",480.00,12.00,40.00,
974,"PNP1110144","7.0","c","ABCO",,,,,,,,,,"S",600.00,15.00,39.00,
975,"PNP1110144","4.0","c","ABCO",,,,,,,,,,"S",400.00,12.00,43.00,
976,"PNP1110144","1.9","h","QUKE",,,,,,,,,,"S",350.00,15.00,35.00,
977,"PNP1110144","5.5","c","CADE27",,,,,,,,1,,"S",400.00,10.00,35.00,
978,"PNP1110144","3.5","h","ARME",,,,,1,,,,,"S",290.00,7.00,53.00,
979,"PNP1110144","2.0","h","CONU4",,,,1,,,,,,"S",250.00,6.00,60.00,
980,"PNP1110144","3.1","c","CADE27",,,,,,,,1,,"S",250.00,10.00,30.00,
981,"PNP1110144","0.3","h","CONU4",,,,1,,,,,,"S",190.00,6.00,21.00,
982,"PNT1100088","2.5","h","ARME",,,,,,,1,,,"S",300.00,9.00,40.00,
983,"PNT1100088","1.0","h","LIDE3",,1,,,,,1,1,,"S",200.00,10.00,25.00,
984,"PNT1100088","1.5","h","CONU4",,,,,,,,1,,"S",250.00,10.00,42.00,
985,"PNT1100040","0.5","c","CADE27",,,,,,,1,,,"S",180.00,9.00,17.00,
986,"PNT1100040","1.0","h","ARME",,,,1,,,,,,"S",200.00,6.00,18.00,
987,"PNT1100040","0.6","h","LIDE3",,,,,,1,,,,"S",200.00,8.00,28.00,
988,"PNT1100100","7.5","h","LIDE3",,,,,,,,,,"S",390.00,25.00,17.00,
989,"PNT1100100","2.5","h","LIDE3",,,,,,,,,,"S",220.00,14.00,12.00,
990,"PNT1100100","1","h","LIDE3",,,,,,,,,1,"S",210.00,11.00,22.00,
991,"PNT1100100","1","h","LIDE3",,,,,,,,,,"S",190.00,12.00,15.00,
992,"PNT1100100","2","h","LIDE3",,,,,,,,,,"S",350.00,15.00,16.00,
993,"PNT1100100","1.5","h","LIDE3",,,,,,,,,1,"S",160.00,11.00,13.00,
994,"PNT1100100","5.0","h","QUKE",,,,,,,,,,"S",500.00,17.00,20.00,
995,"PNT1100097","1.5","h","LIDE3",,,,,,,,,,"S",150.00,12.00,15.00,
996,"PNT1100097","2","h","LIDE3",,,,,,,,,,"S",270.00,15.00,26.00,
997,"PNT1100098","1","h","CONU4",,,,,,,,1,,"S",150.00,10.00,15.00,
998,"PNT1100098","1.5","h","ACMA",,,,,,,,,,"S",200.00,16.00,11.00,
999,"PNT1100099","6","h","LIDE3",,,,,,,,,,"S",400.00,20.00,18.00,
1000,"PNT1100099","2","h","LIDE3",,,,,,,,,,"S",250.00,15.00,12.00,
1001,"PNT1100099","0.3","c","PSME",,,,,,,,1,,"S",145.00,10.00,16.00,
1002,"PNT1100099","2","h","LIDE3",,,,,,,,,,"S",260.00,14.00,12.00,
1003,"PNT1100099","7","h","LIDE3",,,,,,,,,,"S",350.00,22.00,10.00,
1004,"PNT1100099","5.5","h","LIDE3",,,,,,,,,,"S",340.00,15.00,6.00,
1005,"PNT1100099","7.5","h","LIDE3",,,,,,,,,,"S",450.00,25.00,16.00,
1007,"PNT1100089","2","h","CONU4",,,,,,,,,1,"S",260.00,11.00,27.00,
1009,"PNT1100090","3","c","CADE27",,,,,,,,,,"S",200.00,15.00,19.00,
1010,"PNT1100090","7.3","c","ABCO",,,,,,,,,,"S",350.00,20.00,10.00,
1011,"PNT1100090","2","c","ABCO",,,,,,,,1,,"S",150.00,10.00,5.00,
1012,"PNT1100090","1","h","ARME",,1,,,,,,,,"S",125.00,4.00,30.00,
1013,"PNT1100108","3","h","LIDE3",,,,,,,,,,"S",220.00,14.00,12.00,
1014,"PNT1100108","4.5","h","LIDE3",,,,,,,,,,"S",540.00,20.00,10.00,
1015,"PNT1100108","7.5","h","LIDE3",,,,,,,,,,"S",750.00,20.00,14.00,
1016,"PNT1100108","3.5","h","LIDE3",,,,,,,,,,"S",250.00,14.00,10.00,
1017,"PNT1100108","5","h","LIDE3",,,,,,,,,,"S",740.00,20.00,10.00,
1018,"PNT1100108","5","h","LIDE3",,,,,,,,,,"S",700.00,18.00,10.00,
1019,"PNT1100067","1.5","h","LIDE3",,,,,,,,,,"S",150.00,12.00,24.00,
1020,"PNT1100067","0.4","h","LIDE3",,,,,,,,1,,"S",150.00,10.00,20.00,
1021,"PNT1100068","1.2","h","LIDE3",,,,,,,,,,"S",180.00,14.00,22.00,
1022,"PNT1100068","1.0","h","LIDE3",,,,,,,1,,,"S",160.00,9.00,15.00,
1023,"PNT1100068","2.0","h","LIDE3",,,,,,,,,1,"S",240.00,11.00,25.00,
1024,"PNT1100070","1.0","h","ARME",,,,,1,,,,,"S",177.00,7.00,28.00,
1025,"PNT1100076","0.8","h","LIDE3",,,,,,,,,,"S",150.00,12.00,16.00,
1026,"PNT1100076","2","h","LIDE3",,,,,,,,,,"S",260.00,15.00,10.00,
1027,"PNT1100076","0.8","h","LIDE3",,,,,,,1,,,"S",150.00,9.00,30.00,
1028,"PNT1100069","1","h","LIDE3",,,,,,,,,1,"S",145.00,11.00,16.00,
1029,"PNT1100023","2","h","LIDE3",,,,,,,,1,,"S",250.00,10.00,18.00,
1030,"PNT1100023","3.5","h","LIDE3",,,,,,,,,,"S",300.00,12.00,14.00,
1031,"PNT1100023","3.8","h","ACMA",,,,,,,,,,"S",400.00,12.00,20.00,
1032,"PNT1100023","1.0","h","ARME",,,,,1,,,,,"S",160.00,7.00,26.00,
1033,"PNT1100272","2","h","LIDE3",,,,,,,,1,,"S",200.00,10.00,20.00,
1034,"PNT1100272","1.75","h","LIDE3",,,,,,,,1,,"S",220.00,10.00,20.00,
1035,"PNT1100272","3.75","h","LIDE3",,,,,,,,,,"S",260.00,12.00,13.00,
1036,"PNT1100272","3","h","LIDE3",,,,,,,,,,"S",300.00,12.00,20.00,
1037,"PNT1100270","0.5","h","CONU4",,,,,,1,,,,"S",190.00,8.00,24.00,
1038,"PNT1100270","1.2","h","ARME",,,,,1,,,,,"S",215.00,7.00,30.00,
1039,"PNT1100270","0.5","h","LIDE3",,,,,,,,1,,"S",160.00,10.00,23.00,
1040,"PNT1100270","0.5","h","CONU4",,,,,1,,,,,"S",180.00,7.00,35.00,
1041,"PNT1100270","1.3","h","LIDE3",,,,,,,,,1,"S",170.00,11.00,9.00,
1042,"PNT1100037","2.3","h","CONU4",,,,,,,,1,,"S",150.00,10.00,20.00,
1043,"PNT1100063","1.5","c","PSME",,,,,,,,,1,"S",180.00,11.00,13.00,
1044,"PNT1100063","2","c","PSME",,,,,,,,,1,"S",200.00,11.00,18.00,
1045,"PNT1100062","0.5","h","ACMA",,,,,,,1,,,"S",150.00,9.00,15.00,
1046,"PNT1100062","1.0","h","ARME",,,,1,,,,,,"S",165.00,6.00,27.00,
1047,"PNT1100062","4.8","h","LIDE3",,,,,,,,1,,"S",400.00,10.00,25.00,
1048,"PNT1100106","3","h","LIDE3",,,,,,,,,,"S",230.00,25.00,25.00,
1049,"PNT1100106","0.8","h","LIDE3",,,,,,,,1,,"S",160.00,10.00,13.00,
1050,"PNT1100106","5","h","LIDE3",,,,,,,,,,"S",500.00,25.00,15.00,
1051,"PNT1100106","4","h","LIDE3",,,,,,,,,,"S",450.00,22.00,15.00,
1052,"PNT1100106","2","h","LIDE3",,,,,,,,,,"S",400.00,16.00,15.00,
1053,"PNT1100106","1","h","LIDE3",,,,,,,,,,"S",220.00,13.00,18.00,
1054,"PNT1100106","2","h","LIDE3",,,,,,,,,,"S",240.00,15.00,17.00,
1055,"PNT1100106","2","h","LIDE3",,,,,,,,,,"S",280.00,16.00,22.00,
1056,"PNT1100106","3","h","LIDE3",,,,,,,,,,"S",280.00,18.00,23.00,
1057,"PNT1100106","0.8","h","LIDE3",,,,,,,,10,,"S",150.00,10.00,19.00,
1058,"PNT1100106","5","h","LIDE3",,,,,,,,,,"S",500.00,25.00,30.00,
1059,"PNT1100106","2","h","LIDE3",,,,,,,,,,"S",250.00,15.00,20.00,
1060,"PNT1100106","1","h","LIDE3",,,,,,,,10,,"S",250.00,10.00,20.00,
1061,"PNT1100061","1.7","h","LIDE3",,,,,,,,,,"S",130.00,14.00,21.00,
1062,"PNT1100061","0.8","h","LIDE3",,,,,,,1,,,"S",151.00,9.00,12.00,
1063,"PNT1100061","2.0","h","LIDE3",,,,,,,,,,"S",180.00,12.00,11.00,
1064,"PNT1100061","1.7","h","LIDE3",,,,,,,,,,"S",190.00,16.00,11.00,
1065,"RAL1100061","2.5","c","CADE27",,,,1,,,,,,"S",76.00,6.00,6.00,
1066,"RAL1100061","2.8","c","CADE27",,,,,,,1,,,"S",160.00,9.00,9.00,
1067,"RAL1100127","0.5","c","ABCO",,,,,,,,1,,"S",129.00,10.00,6.00,
1068,"RAL1100012","1.0","h","QUKE",,,,,,,,,,"S",200.00,14.00,7.00,20.00
1069,"RAL1100012","1.5","h","QUKE",,,,,,,,,,"S",300.00,16.00,10.00,3.00
1070,"RAL1100012","0.75","h","QUKE",,,,,,,,,1,"S",130.00,11.00,5.00,6.00
1071,"RAL1100012","1.5","h","CONU4",,,,,,,,,,"S",300.00,13.00,12.00,
1072,"RAL1100012","1.0","h","CONU4",,,,,,,,,1,"S",250.00,11.00,12.00,
1073,"RAL1100012","1.0","h","CONU4",,,,,,,,,1,"S",200.00,11.00,7.00,
1074,"RAL1100012","4.4","h","CONU4",,,,,,,,,,"S",400.00,17.00,7.00,
1075,"RAL1100012","3.0","h","CONU4",,,,,,,,,,"S",350.00,16.00,6.00,
1076,"RAL1100011","1.0","c","PIPO",,,,,,1,,,,"S",136.00,8.00,12.00,
1077,"RAL1100011","1.0","c","PIPO",,,,,1,,,,,"S",114.00,7.00,10.00,
1078,"RAL1100011","1.0","c","PIPO",,,,,1,,,,,"S",130.00,7.00,10.00,
1079,"RAL1100011","1.0","c","PIPO",,,,,,1,,,,"S",150.00,8.00,20.00,
1080,"RAL1100011","3.0","c","PIPO",,,,,,,,,,"S",350.00,12.00,20.00,
1081,"RAL1100011","3.0","c","PIPO",,,,,,,,,,"S",350.00,12.00,20.00,
1082,"RAL1100011","0.75","c","PSME",,,,,1,,,,,"S",150.00,7.00,27.00,
1083,"RAL1100011","0.75","c","PSME",,,,,1,,,,,"S",150.00,7.00,27.00,
1084,"RAL1100011","0.75","c","PIPO",,,,,1,,,,,"S",160.00,7.00,24.00,
1085,"RAL1100011","0.75","c","PIPO",,,,,1,,,,,"S",160.00,7.00,24.00,
1086,"RAL1100011","1.0","h","QUKE",,,,,,,,,1,"S",200.00,11.00,14.00,
1087,"RAL1100011","1.0","c","CADE27",,,,1,,,,,,"S",120.00,6.00,24.00,
1088,"RAL1100011","0.5","c","PIPO",,,,,,,1,,,"S",170.00,9.00,5.00,
1089,"RAL1100011","1.0","c","PSME",,,,,,,,1,,"S",230.00,10.00,25.00,
1090,"RAL1100011","5.4","c","PIPO",,,,,,,,,,"S",500.00,13.00,19.00,
1091,"RAL1100011","5.8","c","PIPO",,,,,,,,,,"S",500.00,14.00,20.00,
1092,"RAL1100041","1.8","h","QUKE",,,,,,,,,,"S",200.00,12.00,7.00,
1093,"RAL1100041","0.9","h","QUCH2",,,,,,,1,,,"S",130.00,9.00,13.00,
1094,"RAL1100511","1","c","PIPO",,,1,,,,,,,"S",128.00,5.00,19.00,
1095,"RAL1100547","0.75","h","QUKE",,,,,,,,1,,"S",120.00,10.00,41.00,
1096,"RAL1100548","2","c","PIPO",,,1,,,,,,,"S",138.00,5.00,24.00,
1097,"RAL1100472","2","h","QUKE",,,,,,,,1,,"S",170.00,10.00,18.00,
1098,"RAL1100106","1.8","c","PSME",,,1,,,,,,,"S",200.00,5.00,26.00,
